R12,urt,arch,mat,eneff,material,scenario,year,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
AFR,rur,mfh,perm,s1,aluminum,SSP2_LED,2025,40.45714579155287,0,0.38055555139203556,0.08199314881769953,0,7.712592509480441e-4
AFR,rur,mfh,perm,s1,aluminum,SSP2_LED,2030,46.080660775983084,0,0.38532180885411044,0.09339013918801928,0,7.809188660727711e-4
AFR,rur,mfh,perm,s1,aluminum,SSP2_LED,2035,50.74138928453751,0,0.37257655563895997,0.10283588230024315,0,7.550884862191511e-4
AFR,rur,mfh,perm,s1,aluminum,SSP2_LED,2040,54.457968116280426,0,0.34668888677761805,0.11036814873381433,0,7.026228106515357e-4
AFR,rur,mfh,perm,s1,aluminum,SSP2_LED,2045,57.42300648068008,0,0.3122273099313255,0.1163772931533193,0,6.327806815648956e-4
AFR,rur,mfh,perm,s1,aluminum,SSP2_LED,2050,59.46049260989938,0,0.27399071697250005,0.12050659837588293,0,5.552878531555971e-4
AFR,rur,mfh,perm,s1,cement,SSP2_LED,2025,40.45714579155287,0,0.38055555139203556,5.8704329972188,0,0.05521956189586284
AFR,rur,mfh,perm,s1,cement,SSP2_LED,2030,46.080660775983084,0,0.38532180885411044,6.686419080247085,0,0.05591115776925356
AFR,rur,mfh,perm,s1,cement,SSP2_LED,2035,50.74138928453751,0,0.37257655563895997,7.362702438659604,0,0.054061789664602185
AFR,rur,mfh,perm,s1,cement,SSP2_LED,2040,54.457968116280426,0,0.34668888677761805,7.90198731859258,0,0.05030542419364933
AFR,rur,mfh,perm,s1,cement,SSP2_LED,2045,57.42300648068008,0,0.3122273099313255,8.332221797862882,0,0.045304963239310166
AFR,rur,mfh,perm,s1,cement,SSP2_LED,2050,59.46049260989938,0,0.27399071697250005,8.627866128927925,0,0.03975673800950219
AFR,rur,mfh,perm,s1,concrete,SSP2_LED,2025,40.45714579155287,0,0.38055555139203556,39.136219981458666,0,0.36813041263908564
AFR,rur,mfh,perm,s1,concrete,SSP2_LED,2030,46.080660775983084,0,0.38532180885411044,44.57612720164724,0,0.37274105179502376
AFR,rur,mfh,perm,s1,concrete,SSP2_LED,2035,50.74138928453751,0,0.37257655563895997,49.08468292439736,0,0.3604119310973479
AFR,rur,mfh,perm,s1,concrete,SSP2_LED,2040,54.457968116280426,0,0.34668888677761805,52.67991545728387,0,0.33536949462432886
AFR,rur,mfh,perm,s1,concrete,SSP2_LED,2045,57.42300648068008,0,0.3122273099313255,55.548145319085876,0,0.30203308826206776
AFR,rur,mfh,perm,s1,concrete,SSP2_LED,2050,59.46049260989938,0,0.27399071697250005,57.51910752618617,0,0.26504492006334796
AFR,rur,mfh,perm,s1,copper,SSP2_LED,2025,40.45714579155287,0,0.38055555139203556,0.00854190944332736,0,8.034850196538069e-5
AFR,rur,mfh,perm,s1,copper,SSP2_LED,2030,46.080660775983084,0,0.38532180885411044,0.009729228884933317,0,8.135482455260402e-5
AFR,rur,mfh,perm,s1,copper,SSP2_LED,2035,50.74138928453751,0,0.37257655563895997,0.010713270642726286,0,7.866385867584602e-5
AFR,rur,mfh,perm,s1,copper,SSP2_LED,2040,54.457968116280426,0,0.34668888677761805,0.011497969592654774,0,7.319807213094847e-5
AFR,rur,mfh,perm,s1,copper,SSP2_LED,2045,57.42300648068008,0,0.3122273099313255,0.01212399223239278,0,6.592203564997755e-5
AFR,rur,mfh,perm,s1,copper,SSP2_LED,2050,59.46049260989938,0,0.27399071697250005,0.01255417636098894,0,5.784896207829099e-5
AFR,rur,mfh,perm,s1,glass,SSP2_LED,2025,40.45714579155287,0,0.38055555139203556,0.2308754453306141,0,0.002171703680070735
AFR,rur,mfh,perm,s1,glass,SSP2_LED,2030,46.080660775983084,0,0.38532180885411044,0.262966970843637,0,0.0021989031226558975
AFR,rur,mfh,perm,s1,glass,SSP2_LED,2035,50.74138928453751,0,0.37257655563895997,0.2895641948673412,0,0.0021261702109705237
AFR,rur,mfh,perm,s1,glass,SSP2_LED,2040,54.457968116280426,0,0.34668888677761805,0.3107734714017263,0,0.00197843791399317
AFR,rur,mfh,perm,s1,glass,SSP2_LED,2045,57.42300648068008,0,0.3122273099313255,0.327693957002222,0,0.0017817771821121734
AFR,rur,mfh,perm,s1,glass,SSP2_LED,2050,59.46049260989938,0,0.27399071697250005,0.33932121118031267,0,0.0015635736916143974
AFR,rur,mfh,perm,s1,steel,SSP2_LED,2025,40.45714579155287,0,0.38055555139203556,3.2712672523664605,0,0.03077080423293115
AFR,rur,mfh,perm,s1,steel,SSP2_LED,2030,46.080660775983084,0,0.38532180885411044,3.72597111374463,0,0.031156192318199587
AFR,rur,mfh,perm,s1,steel,SSP2_LED,2035,50.74138928453751,0,0.37257655563895997,4.102826382298652,0,0.030125641876488862
AFR,rur,mfh,perm,s1,steel,SSP2_LED,2040,54.457968116280426,0,0.34668888677761805,4.4033399846610175,0,0.028032427396591064
AFR,rur,mfh,perm,s1,steel,SSP2_LED,2045,57.42300648068008,0,0.3122273099313255,4.643085837061114,0,0.025245947391723176
AFR,rur,mfh,perm,s1,steel,SSP2_LED,2050,59.46049260989938,0,0.27399071697250005,4.807832052377608,0,0.02215422868688098
AFR,rur,mfh,perm,s1,wood,SSP2_LED,2025,40.45714579155287,0,0.38055555139203556,1.8017718997248864,0,0.01694816293554853
AFR,rur,mfh,perm,s1,wood,SSP2_LED,2030,46.080660775983084,0,0.38532180885411044,2.0522169343012933,0,0.017160429732773104
AFR,rur,mfh,perm,s1,wood,SSP2_LED,2035,50.74138928453751,0,0.37257655563895997,2.2597839659012684,0,0.016592815813188815
AFR,rur,mfh,perm,s1,wood,SSP2_LED,2040,54.457968116280426,0,0.34668888677761805,2.425302990319073,0,0.015439900218399433
AFR,rur,mfh,perm,s1,wood,SSP2_LED,2045,57.42300648068008,0,0.3122273099313255,2.5573519201696056,0,0.013905142895137546
