region_gea,year,value
AFR,2015,1.491413943
AFR,2020,1.632728623
AFR,2025,1.820455122
AFR,2030,1.9593098604
AFR,2035,2.1296325186
AFR,2040,2.35324480075
AFR,2045,2.6428470808
AFR,2050,3.01248481875
AFR,2055,3.733635501
AFR,2060,4.6740191504999995
AFR,2065,5.817877356
AFR,2070,7.08118589925
AFR,2075,8.32187658
AFR,2080,9.3921501525
AFR,2085,10.188684075
AFR,2090,10.69189908
AFR,2095,10.9612675875
AFR,2100,11.087067675
CPA,2015,7.727321121
CPA,2020,10.68629811
CPA,2025,12.76410366
CPA,2030,13.095230502
CPA,2035,12.824354115
CPA,2040,12.329396378499998
CPA,2045,11.733105464
CPA,2050,11.081239875
CPA,2055,11.1392228775
CPA,2060,11.1812088375
CPA,2065,11.21069025
CPA,2070,11.2290531675
CPA,2075,11.2394519925
CPA,2080,11.2449919875
CPA,2085,11.24775552
CPA,2090,11.249056605
CPA,2095,11.24962602
CPA,2100,11.2498581
EEU,2015,9.239115265
EEU,2020,11.600276
EEU,2025,13.58347428
EEU,2030,13.866779424
EEU,2035,14.150084568
EEU,2040,14.433389712
EEU,2045,14.716694856
EEU,2050,15
EEU,2055,15.160543412854134
EEU,2060,15.278464124494217
EEU,2065,15.361408273025543
EEU,2070,15.417481769498721
EEU,2075,15.455354714134426
EEU,2080,15.480963375450552
EEU,2085,15.497693104096525
EEU,2090,15.508414224981507
EEU,2095,15.515206713442408
EEU,2100,15.519433974889223
FSU,2015,8.531491402
FSU,2020,10.85142181
FSU,2025,12.96842591
FSU,2030,13.7879382115
FSU,2035,13.969364058
FSU,2040,13.773281867
FSU,2045,13.348922192000002
FSU,2050,12.7802459625
FSU,2055,12.98720679
FSU,2060,13.1527832925
FSU,2065,13.2791496225
FSU,2070,13.3661696925
FSU,2075,13.42066611
FSU,2080,13.4548584225
FSU,2085,13.47564774
FSU,2090,13.48769751
FSU,2095,13.4941300575
FSU,2100,13.4972985075
LAC,2015,5.810492149
LAC,2020,7.301534629
LAC,2025,8.897150282
LAC,2030,9.9572908315
LAC,2035,10.778123439000002
LAC,2040,11.364548552
LAC,2045,11.686421144
LAC,2050,11.73260427
LAC,2055,12.345814275000002
LAC,2060,12.792140175
LAC,2065,13.0909911225
LAC,2070,13.2779077275
LAC,2075,13.3875781425
LAC,2080,13.446236505000002
LAC,2085,13.4755009575
LAC,2090,13.489282845
LAC,2095,13.49549262
LAC,2100,13.49817489
MEA,2015,4.536739397
MEA,2020,5.507712309
MEA,2025,6.640229645
MEA,2030,7.478416946099999
MEA,2035,8.147475354600001
MEA,2040,8.6120171055
MEA,2045,8.84840468
MEA,2050,8.875991895
MEA,2055,9.37236048
MEA,2060,9.80511219
MEA,2065,10.180721715
MEA,2070,10.4891947575
MEA,2075,10.73217879
MEA,2080,10.9141257525
MEA,2085,11.0423353425
MEA,2090,11.12693535
MEA,2095,11.179269855
MEA,2100,11.2099288725
NAM,2015,24.32435242
NAM,2020,24.72930413
NAM,2025,24.86743564
NAM,2030,23.6811478665
NAM,2035,22.462417359
NAM,2040,21.229027916
NAM,2045,19.98790916
NAM,2050,18.74262666
NAM,2055,18.745131705
NAM,2060,18.7468527075
NAM,2065,18.7480532175
NAM,2070,18.74878911
NAM,2075,18.74923731
NAM,2080,18.7495336125
NAM,2085,18.7497147075
NAM,2090,18.7498260675
NAM,2095,18.749894902500003
NAM,2100,18.7499372925
PAO,2015,17.36154065
PAO,2020,19.45323671
PAO,2025,21.30822737
PAO,2030,21.501570894
PAO,2035,21.110743476
PAO,2040,20.3961187385
PAO,2045,19.508376552
PAO,2050,18.475649895
PAO,2055,18.595587765
PAO,2060,18.668892487500003
PAO,2065,18.7100220525
PAO,2070,18.7314198075
PAO,2075,18.741651555
PAO,2080,18.746380635
PAO,2085,18.7485443175
PAO,2090,18.7494578775
PAO,2095,18.7498132575
PAO,2100,18.7499403975
PAS,2015,2.866285427
PAS,2020,3.96285755
PAS,2025,5.216636644
PAS,2030,6.193053036199999
PAS,2035,7.0757154576
PAS,2040,7.82549449265
PAS,2045,8.326929768
PAS,2050,8.563691737500001
PAS,2055,9.19066269
PAS,2060,9.7091746125
PAS,2065,10.12951263
PAS,2070,10.4541712275
PAS,2075,10.6917195825
PAS,2080,10.8564227925
PAS,2085,10.96841508
PAS,2090,11.0463744525
PAS,2095,11.103100185
PAS,2100,11.146023825
SAS,2015,2.487651676
SAS,2020,2.943360807
SAS,2025,3.570683403
SAS,2030,4.14652407955
SAS,2035,4.801935938400001
SAS,2040,5.529601968000001
SAS,2045,6.2475948024
SAS,2050,6.87014211825
SAS,2055,7.850990265
SAS,2060,8.7377707425
SAS,2065,9.481320945
SAS,2070,10.0664885625
SAS,2075,10.5012097275
SAS,2080,10.80627444
SAS,2085,11.007586185
SAS,2090,11.130386625
SAS,2095,11.19732165
SAS,2100,11.2292513475
WEU,2015,15.39084564
WEU,2020,16.76032288
WEU,2025,17.72682244
WEU,2030,17.181457952
WEU,2035,16.636093463999998
WEU,2040,16.090728976
WEU,2045,15.545364488
WEU,2050,15
WEU,2055,15.077042551684281
WEU,2060,15.123730738174935
WEU,2065,15.148977986554486
WEU,2070,15.161072330308086
WEU,2075,15.16662089785651
WEU,2080,15.169195559362437
WEU,2085,15.170346338197838
WEU,2090,15.17084722199466
WEU,2095,15.171051031506147
WEU,2100,15.171128283108983
