region_gea,year,value
AFR,2015,1.491652982
AFR,2020,1.642949905
AFR,2025,1.873216171
AFR,2030,2.227477866
AFR,2035,2.760117868
AFR,2040,3.535344155
AFR,2045,4.649123092
AFR,2050,6.212473805
AFR,2055,8.171018248
AFR,2060,10.1505365
AFR,2065,11.71177156
AFR,2070,12.66440068
AFR,2075,13.12723509
AFR,2080,13.3205104
AFR,2085,13.39651626
AFR,2090,13.42867292
AFR,2095,13.4453992
AFR,2100,13.45654651
CPA,2015,7.72766031
CPA,2020,10.80322232
CPA,2025,13.05256225
CPA,2030,13.84433272
CPA,2035,13.86848673
CPA,2040,13.68038608
CPA,2045,13.50105619
CPA,2050,13.44478513
CPA,2055,13.47369489
CPA,2060,13.48809855
CPA,2065,13.49499904
CPA,2070,13.49794983
CPA,2075,13.49914788
CPA,2080,13.49964666
CPA,2085,13.49985653
CPA,2090,13.49994576
CPA,2095,13.49998083
CPA,2100,13.4999936
EEU,2015,9.240224795
EEU,2020,11.66414258
EEU,2025,13.756577740000001
EEU,2030,15.15526011
EEU,2035,15.80715471
EEU,2040,15.95104722
EEU,2045,15.91663295
EEU,2050,15.94541415
EEU,2055,16.04199584
EEU,2060,16.10375018
EEU,2065,16.14221743
EEU,2070,16.16477861
EEU,2075,16.17821206
EEU,2080,16.18672687
EEU,2085,16.19203143
EEU,2090,16.19537725
EEU,2095,16.19743739
EEU,2100,16.19863641
FSU,2015,8.532171864
FSU,2020,10.95935222
FSU,2025,13.261273
FSU,2030,14.80356149
FSU,2035,15.51094918
FSU,2040,15.73176512
FSU,2045,15.77499472
FSU,2050,15.85623726
FSU,2055,15.98691701
FSU,2060,16.07485213
FSU,2065,16.13372644
FSU,2070,16.16695713
FSU,2075,16.18331934
FSU,2080,16.19183008
FSU,2085,16.19614982
FSU,2090,16.19827088
FSU,2095,16.1992385
FSU,2100,16.19965497
LAC,2015,5.812547598
LAC,2020,7.363089489
LAC,2025,9.248125645
LAC,2030,11.28680095
LAC,2035,13.10569241
LAC,2040,14.37504492
LAC,2045,15.13135972
LAC,2050,15.61278593
LAC,2055,15.93365302
LAC,2060,16.08790484
LAC,2065,16.15520678
LAC,2070,16.1826037
LAC,2075,16.19336821
LAC,2080,16.19753863
LAC,2085,16.19910212
LAC,2090,16.1996818
LAC,2095,16.19989137
LAC,2100,16.19996382
MEA,2015,4.537542216
MEA,2020,5.550255838
MEA,2025,6.801286216
MEA,2030,8.244349968
MEA,2035,9.592126628
MEA,2040,10.62075038
MEA,2045,11.36632219
MEA,2050,11.97754484
MEA,2055,12.49877012
MEA,2060,12.87128341
MEA,2065,13.11810664
MEA,2070,13.27025011
MEA,2075,13.36204181
MEA,2080,13.41759972
MEA,2085,13.45095629
MEA,2090,13.47088573
MEA,2095,13.48272013
MEA,2100,13.48963355
"NAM",2015,24.32460983
"NAM",2020,24.73910205
"NAM",2025,24.69900172
"NAM",2030,24.29656965
"NAM",2035,23.72289476
"NAM",2040,23.1343527
"NAM",2045,22.67785787
"NAM",2050,22.495831
"NAM",2055,22.49757827
"NAM",2060,22.49865628
"NAM",2065,22.49931408
"NAM",2070,22.49966524
"NAM",2075,22.49983772
"NAM",2080,22.49992487
"NAM",2085,22.49996661
"NAM",2090,22.49998587
"NAM",2095,22.49999441
"NAM",2100,22.49999793
PAO,2015,17.36148201
PAO,2020,19.50673017
PAO,2025,21.43281539
PAO,2030,22.58664842
PAO,2035,22.91915962
PAO,2040,22.76501986
PAO,2045,22.51692712
PAO,2050,22.4253852
PAO,2055,22.46765115
PAO,2060,22.48684293
PAO,2065,22.49495395
PAO,2070,22.49815976
PAO,2075,22.49934091
PAO,2080,22.49976942
PAO,2085,22.49992458
PAO,2090,22.49997688
PAO,2095,22.49999331
PAO,2100,22.49999816
PAS,2015,2.867558955
PAS,2020,4.009658406
PAS,2025,5.486095197
PAS,2030,7.263008597
PAS,2035,9.140913041
PAS,2040,10.57685698
PAS,2045,11.48379613
PAS,2050,12.15915555
PAS,2055,12.69803071
PAS,2060,13.04761884
PAS,2065,13.25356224
PAS,2070,13.36788386
PAS,2075,13.42965462
PAS,2080,13.46318684
PAS,2085,13.48103294
PAS,2090,13.4904222
PAS,2095,13.49526242
PAS,2100,13.49767836
SAS,2015,2.487720816
SAS,2020,2.967523129
SAS,2025,3.725702366
SAS,2030,4.878723934
SAS,2035,6.494129294
SAS,2040,8.329953188
SAS,2045,9.972766707
SAS,2050,11.23539106
SAS,2055,12.15008325
SAS,2060,12.74655874
SAS,2065,13.11424313
SAS,2070,13.32133977
SAS,2075,13.42456765
SAS,2080,13.47067159
SAS,2085,13.4893133
SAS,2090,13.49630759
SAS,2095,13.49878505
SAS,2100,13.49961171
WEU,2015,15.39051025
WEU,2020,16.78025853
WEU,2025,17.71011991
WEU,2030,18.2015907
WEU,2035,18.30453177
WEU,2040,18.15442681
WEU,2045,17.95568079
WEU,2050,17.89687602
WEU,2055,17.94690238
WEU,2060,17.97460561
WEU,2065,17.98868839
WEU,2070,17.9950936
WEU,2075,17.99788667
WEU,2080,17.99912785
WEU,2085,17.99966037
WEU,2090,17.99987768
WEU,2095,17.99995858
WEU,2100,17.99998654
