country,clim,urt,value
NOR,Zone_6A Cold Humid,urb,1
NOR,Zone_6A Cold Humid,rur,1
NPL,Zone_1A Very hot Humid,urb,0.040791458497983
NPL,Zone_1A Very hot Humid,rur,0.111295623579498
NPL,Zone_2A Hot Humid,urb,0.391779174296401
NPL,Zone_2A Hot Humid,rur,0.513257110392413
NPL,Zone_3A Warm Humid,urb,0.513146091200174
NPL,Zone_3A Warm Humid,rur,0.140998949948524
NPL,Zone_3C Warm Marine,urb,0.0542832760054419
NPL,Zone_3C Warm Marine,rur,0.234448316079564
NZL,Zone_3A Warm Humid,urb,1
NZL,Zone_3A Warm Humid,rur,1
OMN,Zone_1B Very hot Dry,urb,1
OMN,Zone_1B Very hot Dry,rur,1
PAK,Zone_0B Extremely hot Dry,urb,0.231016942581911
PAK,Zone_0B Extremely hot Dry,rur,0.207775045359246
PAK,Zone_1A Very hot Humid,urb,0.0824964334788858
PAK,Zone_1A Very hot Humid,rur,0.0233493240783723
PAK,Zone_1B Very hot Dry,urb,0.443052672542833
PAK,Zone_1B Very hot Dry,rur,0.465945352404272
PAK,Zone_2A Hot Humid,urb,0.208423340088813
PAK,Zone_2A Hot Humid,rur,0.0802922419655756
PAK,Zone_2B Hot Dry,urb,0.0186768297607033
PAK,Zone_2B Hot Dry,rur,0.10552656746822
PAK,Zone_3A Warm Humid,urb,0.00636032341354465
PAK,Zone_3A Warm Humid,rur,0.0438740436245099
PAK,Zone_3B Warm Dry,urb,0.00997345813330854
PAK,Zone_3B Warm Dry,rur,0.0456908514333094
PAK,Zone_7A Very cold Humid,urb,0
PAK,Zone_7A Very cold Humid,rur,0.0275465736664953
PAN,Zone_1A Very hot Humid,urb,1
PAN,Zone_1A Very hot Humid,rur,1
PER,Zone_2B Hot Dry,urb,0.205286986851416
PER,Zone_2B Hot Dry,rur,0.247516861347022
PER,Zone_3B Warm Dry,urb,0.395140484787915
PER,Zone_3B Warm Dry,rur,0.0623160779733491
PER,Zone_3C Warm Marine,urb,0.399572528360669
PER,Zone_3C Warm Marine,rur,0.690167060679629
PHL,Zone_0A Extremely hot Humid,urb,0.623298241464655
PHL,Zone_0A Extremely hot Humid,rur,0.623373570871137
PHL,Zone_1A Very hot Humid,urb,0.347946204597359
PHL,Zone_1A Very hot Humid,rur,0.291194943014598
PHL,Zone_2A Hot Humid,urb,0.0287555539379858
PHL,Zone_2A Hot Humid,rur,0.0854314861142649
PNG,Zone_1A Very hot Humid,urb,0.37370346063028
PNG,Zone_1A Very hot Humid,rur,0.485292278474115
PNG,Zone_2A Hot Humid,urb,0.62629653936972
PNG,Zone_2A Hot Humid,rur,0.514707721525885
POL,Zone_5A Cool Humid,urb,1
POL,Zone_5A Cool Humid,rur,1
PRI,Zone_1A Very hot Humid,urb,1
PRI,Zone_1A Very hot Humid,rur,1
PRK,Zone_5A Cool Humid,urb,0.907262948082454
PRK,Zone_5A Cool Humid,rur,0.372853372940988
PRK,Zone_6A Cold Humid,urb,0.0574675827197998
PRK,Zone_6A Cold Humid,rur,0.259854308359457
PRK,Zone_7A Very cold Humid,urb,0.0352694691977461
PRK,Zone_7A Very cold Humid,rur,0.367292318699554
PRT,Zone_3A Warm Humid,urb,0.504624282843882
PRT,Zone_3A Warm Humid,rur,0.553903127135542
PRT,Zone_3C Warm Marine,urb,0.495375717156118
PRT,Zone_3C Warm Marine,rur,0.446096872864458
PRY,Zone_2A Hot Humid,urb,1
PRY,Zone_2A Hot Humid,rur,1
PSE,Zone_2A Hot Humid,urb,1
PSE,Zone_2A Hot Humid,rur,1
QAT,Zone_0B Extremely hot Dry,urb,1
QAT,Zone_0B Extremely hot Dry,rur,1
ROU,Zone_4A Mixed Humid,urb,0.403315510376043
ROU,Zone_4A Mixed Humid,rur,0.347809547790965
ROU,Zone_5A Cool Humid,urb,0.517051096146899
ROU,Zone_5A Cool Humid,rur,0.495090865858444
ROU,Zone_6A Cold Humid,urb,0.0796333934770578
ROU,Zone_6A Cold Humid,rur,0.157099586350591
RUS,Zone_4A Mixed Humid,urb,0.0304392753854355
RUS,Zone_4A Mixed Humid,rur,0.045672089269139
RUS,Zone_5A Cool Humid,urb,0.0900176930602192
RUS,Zone_5A Cool Humid,rur,0.100190823286236
RUS,Zone_6A Cold Humid,urb,0.459316896960341
RUS,Zone_6A Cold Humid,rur,0.333030439645556
RUS,Zone_7A Very cold Humid,urb,0.381473782865921
RUS,Zone_7A Very cold Humid,rur,0.438251599716723
RUS,Zone_8A Subarctic/arctic Humid,urb,0.0387523517280842
RUS,Zone_8A Subarctic/arctic Humid,rur,0.0828550480823461
RWA,Zone_3A Warm Humid,urb,0.366921901661348
RWA,Zone_3A Warm Humid,rur,0.300903641733655
RWA,Zone_3C Warm Marine,urb,0.633078098338652
RWA,Zone_3C Warm Marine,rur,0.699096358266345
SAU,Zone_0B Extremely hot Dry,urb,0.293382078902655
SAU,Zone_0B Extremely hot Dry,rur,0.434657210339169
SAU,Zone_1B Very hot Dry,urb,0.556844825523013
SAU,Zone_1B Very hot Dry,rur,0.31792302419539
SAU,Zone_2B Hot Dry,urb,0.149773095574332
SAU,Zone_2B Hot Dry,rur,0.247419765465441
SDN,Zone_0A Extremely hot Humid,urb,0.051502197430842
SDN,Zone_0A Extremely hot Humid,rur,0.15159122275191
SDN,Zone_0B Extremely hot Dry,urb,0.918464132651494
SDN,Zone_0B Extremely hot Dry,rur,0.721677356333129
SDN,Zone_1B Very hot Dry,urb,0.0300336699176642
SDN,Zone_1B Very hot Dry,rur,0.126731420914961
SEN,Zone_0A Extremely hot Humid,urb,0.163163978506021
SEN,Zone_0A Extremely hot Humid,rur,0.16963408805803
SEN,Zone_0B Extremely hot Dry,urb,0.231880924148754
SEN,Zone_0B Extremely hot Dry,rur,0.614601863567148
SEN,Zone_1B Very hot Dry,urb,0.604955097345224
SEN,Zone_1B Very hot Dry,rur,0.215764048374822
SGP,Zone_0A Extremely hot Humid,urb,1
SGP,Zone_0A Extremely hot Humid,rur,1
SLE,Zone_0A Extremely hot Humid,urb,0.419923683486358
SLE,Zone_0A Extremely hot Humid,rur,0.57375409259121
SLE,Zone_1A Very hot Humid,urb,0.580076316513642
SLE,Zone_1A Very hot Humid,rur,0.42624590740879
SLV,Zone_1A Very hot Humid,urb,1
SLV,Zone_1A Very hot Humid,rur,1
SOM,Zone_0B Extremely hot Dry,urb,1
SOM,Zone_0B Extremely hot Dry,rur,1
SRB,Zone_4A Mixed Humid,urb,0.372618190254606
SRB,Zone_4A Mixed Humid,rur,0.659972848042768
SRB,Zone_5A Cool Humid,urb,0.627381809745394
SRB,Zone_5A Cool Humid,rur,0.340027151957232
STP,Zone_2A Hot Humid,urb,1
STP,Zone_2A Hot Humid,rur,1
SUR,Zone_0A Extremely hot Humid,urb,1
SUR,Zone_0A Extremely hot Humid,rur,1
SVK,Zone_5A Cool Humid,urb,0.585684745393675
SVK,Zone_5A Cool Humid,rur,0.540799211191595
SVK,Zone_6A Cold Humid,urb,0.414315254606325
SVK,Zone_6A Cold Humid,rur,0.459200788808405
SVN,Zone_5A Cool Humid,urb,1
SVN,Zone_5A Cool Humid,rur,1
SWE,Zone_5A Cool Humid,urb,0.418739045899235
SWE,Zone_5A Cool Humid,rur,0.136218621007546
SWE,Zone_6A Cold Humid,urb,0.581260954100765
SWE,Zone_6A Cold Humid,rur,0.863781378992454
SWZ,Zone_2A Hot Humid,urb,1
SWZ,Zone_2A Hot Humid,rur,1
SYC,Zone_0A Extremely hot Humid,urb,1
SYC,Zone_0A Extremely hot Humid,rur,0
SYR,Zone_2B Hot Dry,urb,0.0681007214070376
SYR,Zone_2B Hot Dry,rur,0.182638654279012
SYR,Zone_3A Warm Humid,urb,0.642897708520452
SYR,Zone_3A Warm Humid,rur,0.222543250686198
SYR,Zone_3B Warm Dry,urb,0.289001570072511
SYR,Zone_3B Warm Dry,rur,0.594818095034789
TCD,Zone_0A Extremely hot Humid,urb,0.911507581478233
TCD,Zone_0A Extremely hot Humid,rur,0.463826795261648
TCD,Zone_0B Extremely hot Dry,urb,0.0884924185217666
TCD,Zone_0B Extremely hot Dry,rur,0.536173204738352
TGO,Zone_0A Extremely hot Humid,urb,1
TGO,Zone_0A Extremely hot Humid,rur,1
THA,Zone_0A Extremely hot Humid,urb,0.938367425598153
THA,Zone_0A Extremely hot Humid,rur,0.778517810033428
THA,Zone_1A Very hot Humid,urb,0.061632574401847
THA,Zone_1A Very hot Humid,rur,0.221482189966572
TJK,Zone_5A Cool Humid,urb,1
TJK,Zone_5A Cool Humid,rur,1
TKM,Zone_3B Warm Dry,urb,0.654474010434973
TKM,Zone_3B Warm Dry,rur,0.466900348686728
TKM,Zone_4B Mixed Dry,urb,0.345525989565027
TKM,Zone_4B Mixed Dry,rur,0.533099651313272
TLS,Zone_1A Very hot Humid,urb,1
TLS,Zone_1A Very hot Humid,rur,1
TTO,Zone_0A Extremely hot Humid,urb,1
TTO,Zone_0A Extremely hot Humid,rur,1
TUN,Zone_2B Hot Dry,urb,0.314451690823674
TUN,Zone_2B Hot Dry,rur,0.66495973277376
TUN,Zone_3A Warm Humid,urb,0.685548309176326
TUN,Zone_3A Warm Humid,rur,0.33504026722624
TUR,Zone_3A Warm Humid,urb,0.445570885631115
TUR,Zone_3A Warm Humid,rur,0.0688177346178226
TUR,Zone_4A Mixed Humid,urb,0.341948597719817
TUR,Zone_4A Mixed Humid,rur,0.236797104981618
TUR,Zone_4C Mixed Marine,urb,0.0595289270702585
TUR,Zone_4C Mixed Marine,rur,0.18030457809732
TUR,Zone_5A Cool Humid,urb,0.0688378522479379
TUR,Zone_5A Cool Humid,rur,0.251074622263257
TUR,Zone_5C Cool Marine,urb,0.0749116761705539
TUR,Zone_5C Cool Marine,rur,0.15032353676697
TUR,Zone_6A Cold Humid,urb,0.0092020611603177
TUR,Zone_6A Cold Humid,rur,0.112682423273012
TWN,Zone_1A Very hot Humid,urb,0.219898111197072
TWN,Zone_1A Very hot Humid,rur,0.131768716009537
TWN,Zone_2A Hot Humid,urb,0.650638651705291
TWN,Zone_2A Hot Humid,rur,0.339124941131582
TWN,Zone_3A Warm Humid,urb,0.129463237097637
TWN,Zone_3A Warm Humid,rur,0.529106342858881
TZA,Zone_1A Very hot Humid,urb,0.457429450718143
TZA,Zone_1A Very hot Humid,rur,0.178979104454625
TZA,Zone_2A Hot Humid,urb,0.492774929490898
TZA,Zone_2A Hot Humid,rur,0.691718585575813
TZA,Zone_2B Hot Dry,urb,0.00131214383223728
TZA,Zone_2B Hot Dry,rur,0.0778836395484255
TZA,Zone_3C Warm Marine,urb,0.0484834759587217
TZA,Zone_3C Warm Marine,rur,0.0514186704211367
UGA,Zone_1A Very hot Humid,urb,0.275951243064759
UGA,Zone_1A Very hot Humid,rur,0.48105350893339
UGA,Zone_2A Hot Humid,urb,0.724048756935241
UGA,Zone_2A Hot Humid,rur,0.51894649106661
UKR,Zone_5A Cool Humid,urb,1
UKR,Zone_5A Cool Humid,rur,1
URY,Zone_3A Warm Humid,urb,1
URY,Zone_3A Warm Humid,rur,1
USA,Zone_1A Very hot Humid,urb,0.0268468177816228
USA,Zone_1A Very hot Humid,rur,0.00247869453695938
USA,Zone_2A Hot Humid,urb,0.117148175311632
USA,Zone_2A Hot Humid,rur,0.0921070757446679
USA,Zone_2B Hot Dry,urb,0.0180021240471774
USA,Zone_2B Hot Dry,rur,0.00680735312282999
USA,Zone_3A Warm Humid,urb,0.149489528513707
USA,Zone_3A Warm Humid,rur,0.239811330578805
USA,Zone_3B Warm Dry,urb,0.0271794337642503
USA,Zone_3B Warm Dry,rur,0.0171869696715355
USA,Zone_3C Warm Marine,urb,0.0806326540382918
USA,Zone_3C Warm Marine,rur,0.00802489000866926
USA,Zone_4A Mixed Humid,urb,0.2407795987979
USA,Zone_4A Mixed Humid,rur,0.226726246963805
USA,Zone_4C Mixed Marine,urb,0.0332737946111915
USA,Zone_4C Mixed Marine,rur,0.0195371308179173
USA,Zone_5A Cool Humid,urb,0.232363913228645
USA,Zone_5A Cool Humid,rur,0.22943334056711
USA,Zone_5C Cool Marine,urb,0.0165131035644802
USA,Zone_5C Cool Marine,rur,0.0182814812125826
USA,Zone_6A Cold Humid,urb,0.053804585326607
USA,Zone_6A Cold Humid,rur,0.118435663982813
USA,Zone_7A Very cold Humid,urb,0.0039662710144954
USA,Zone_7A Very cold Humid,rur,0.0211698227923045
UZB,Zone_4A Mixed Humid,urb,0.617065600764731
UZB,Zone_4A Mixed Humid,rur,0.365073930606998
UZB,Zone_4B Mixed Dry,urb,0.255933264742511
UZB,Zone_4B Mixed Dry,rur,0.474828549508036
UZB,Zone_5A Cool Humid,urb,0.127001134492758
UZB,Zone_5A Cool Humid,rur,0.160097519884966
VCT,Zone_0A Extremely hot Humid,urb,1
VCT,Zone_0A Extremely hot Humid,rur,1
VEN,Zone_0A Extremely hot Humid,urb,0.314487507200434
VEN,Zone_0A Extremely hot Humid,rur,0.720860899422159
VEN,Zone_1A Very hot Humid,urb,0.490661751857716
VEN,Zone_1A Very hot Humid,rur,0.220469560926809
VEN,Zone_2A Hot Humid,urb,0.194850740941851
VEN,Zone_2A Hot Humid,rur,0.058669539651032
VNM,Zone_0A Extremely hot Humid,urb,0.407351259941289
VNM,Zone_0A Extremely hot Humid,rur,0.365831087944184
VNM,Zone_1A Very hot Humid,urb,0.564883343507984
VNM,Zone_1A Very hot Humid,rur,0.509217650845408
VNM,Zone_2A Hot Humid,urb,0.0277653965507266
VNM,Zone_2A Hot Humid,rur,0.124951261210408
VUT,Zone_1A Very hot Humid,urb,1
VUT,Zone_1A Very hot Humid,rur,1
YEM,Zone_0B Extremely hot Dry,urb,0.210797001601454
YEM,Zone_0B Extremely hot Dry,rur,0.211432475132685
YEM,Zone_2B Hot Dry,urb,0.243082620224881
YEM,Zone_2B Hot Dry,rur,0.380221256603611
YEM,Zone_3B Warm Dry,urb,0.2207461911404
YEM,Zone_3B Warm Dry,rur,0.134978441486586
YEM,Zone_3C Warm Marine,urb,0.325374187033265
YEM,Zone_3C Warm Marine,rur,0.273367826777118
ZAF,Zone_2A Hot Humid,urb,0.153448044702664
ZAF,Zone_2A Hot Humid,rur,0.148558957561516
ZAF,Zone_2B Hot Dry,urb,0.0737479604766249
ZAF,Zone_2B Hot Dry,rur,0.166259188369709
ZAF,Zone_3A Warm Humid,urb,0.263433460957926
ZAF,Zone_3A Warm Humid,rur,0.242315737362424
ZAF,Zone_3B Warm Dry,urb,0.126337712629693
ZAF,Zone_3B Warm Dry,rur,0.166518755036661
ZAF,Zone_3C Warm Marine,urb,0.383032821233092
ZAF,Zone_3C Warm Marine,rur,0.27634736166969
ZMB,Zone_2A Hot Humid,urb,1
ZMB,Zone_2A Hot Humid,rur,1
ZWE,Zone_2A Hot Humid,urb,0.0796272757135483
ZWE,Zone_2A Hot Humid,rur,0.365551233843624
ZWE,Zone_2B Hot Dry,urb,0.920372724286452
ZWE,Zone_2B Hot Dry,rur,0.634448766156376
