region_bld,clim,urt,arch,eneff,value
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-CZE,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-CZE,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s1,0.999982279
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s2,0.999982279
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s3,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s51_std,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr11_std,0.999982279
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr12_low,0.999982279
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr21_std,0.999982279
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr22_low,0.999982279
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr31_std,1
C-EEU-EST,Zone_6A Cold Humid,rur,comm,sr32_low,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s1,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s2,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s3,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s51_std,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr11_std,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr12_low,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr21_std,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr22_low,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr31_std,1
C-EEU-EST,Zone_6A Cold Humid,urb,comm,sr32_low,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s1,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s2,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s3,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s51_std,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,s52_low,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr11_std,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr12_low,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr21_std,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr22_low,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr31_std,1
C-EEU-HUN,Zone_4A Mixed Humid,rur,comm,sr32_low,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s1,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s2,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s3,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s51_std,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,s52_low,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr11_std,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr12_low,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr21_std,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr22_low,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr31_std,1
C-EEU-HUN,Zone_4A Mixed Humid,urb,comm,sr32_low,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-HUN,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-HUN,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s1,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s2,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s3,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s51_std,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr11_std,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr12_low,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr21_std,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr22_low,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr31_std,1
C-EEU-LTU,Zone_6A Cold Humid,rur,comm,sr32_low,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s1,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s2,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s3,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s51_std,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr11_std,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr12_low,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr21_std,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr22_low,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr31_std,1
C-EEU-LTU,Zone_6A Cold Humid,urb,comm,sr32_low,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s1,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s2,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s3,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s51_std,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr11_std,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr12_low,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr21_std,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr22_low,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr31_std,1
C-EEU-LVA,Zone_6A Cold Humid,rur,comm,sr32_low,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s1,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s2,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s3,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s51_std,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr11_std,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr12_low,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr21_std,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr22_low,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr31_std,1
C-EEU-LVA,Zone_6A Cold Humid,urb,comm,sr32_low,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-POL,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-POL,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s1,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s2,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s3,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s51_std,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,s52_low,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr11_std,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr12_low,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr21_std,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr22_low,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr31_std,1
C-EEU-ROU,Zone_4A Mixed Humid,rur,comm,sr32_low,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s1,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s2,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s3,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s51_std,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,s52_low,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr11_std,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr12_low,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr21_std,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr22_low,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr31_std,1
C-EEU-ROU,Zone_4A Mixed Humid,urb,comm,sr32_low,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-ROU,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-ROU,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s1,0.464121507
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s2,0.416855652
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s3,0.591399962
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s51_std,0.761386469
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr11_std,0.464121507
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr12_low,0.464121507
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr21_std,0.416855652
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr22_low,0.416855652
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr31_std,0.591399962
C-EEU-ROU,Zone_6A Cold Humid,rur,comm,sr32_low,0.591399962
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s1,0.558245943
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s2,0.505518658
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s3,0.733821339
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s51_std,0.902669792
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr11_std,0.558245943
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr12_low,0.558245943
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr21_std,0.505518658
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr22_low,0.505518658
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr31_std,0.733821339
C-EEU-ROU,Zone_6A Cold Humid,urb,comm,sr32_low,0.733821339
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-SVK,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-SVK,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s1,0.423492824
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s2,0.423492824
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s3,0.757498266
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s51_std,0.918435194
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,s52_low,1
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr11_std,0.423492824
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr12_low,0.423492824
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr21_std,0.423492824
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr22_low,0.423492824
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr31_std,0.757498266
C-EEU-SVK,Zone_6A Cold Humid,rur,comm,sr32_low,0.757498266
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s1,0.639012171
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s2,0.639012171
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s3,0.821537749
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s51_std,0.879699499
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,s52_low,1
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr11_std,0.639012171
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr12_low,0.639012171
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr21_std,0.639012171
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr22_low,0.639012171
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr31_std,0.821537749
C-EEU-SVK,Zone_6A Cold Humid,urb,comm,sr32_low,0.821537749
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s1,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s2,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s3,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s51_std,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,s52_low,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr11_std,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr12_low,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-EEU-SVN,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s1,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s2,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s3,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s51_std,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,s52_low,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr11_std,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr12_low,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-EEU-SVN,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s1,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s2,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s3,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s51_std,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,s52_low,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr11_std,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr12_low,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr21_std,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr22_low,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr31_std,1
C-WEU-AUT,Zone_4A Mixed Humid,rur,comm,sr32_low,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s1,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s2,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s3,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s51_std,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,s52_low,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr11_std,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr12_low,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr21_std,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr22_low,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr31_std,1
C-WEU-AUT,Zone_4A Mixed Humid,urb,comm,sr32_low,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s1,0.891159739
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s2,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s3,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s51_std,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,s52_low,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr11_std,0.891159739
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr12_low,0.891159739
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr21_std,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr22_low,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr31_std,1
C-WEU-AUT,Zone_5A Cool Humid,rur,comm,sr32_low,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s1,0.899085165
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s2,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s3,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s51_std,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,s52_low,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr11_std,0.899085165
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr12_low,0.899085165
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr21_std,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr22_low,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr31_std,1
C-WEU-AUT,Zone_5A Cool Humid,urb,comm,sr32_low,1
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s1,0
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s2,0
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s3,0.426115398
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s51_std,0.695693855
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,s52_low,0.760604768
C-WEU-AUT,Zone_6A Cold Humid,rur,comm,sr11_std,0
