region_bld,urt,clim,year,value
C-EEU-BGR,rur,Zone_4A Mixed Humid,2020,1.1216280678668669
C-EEU-BGR,rur,Zone_4A Mixed Humid,2025,0.9802379565363724
C-EEU-BGR,rur,Zone_4A Mixed Humid,2030,0.8696582040277001
C-EEU-BGR,rur,Zone_4A Mixed Humid,2035,0.7747644261420188
C-EEU-BGR,rur,Zone_4A Mixed Humid,2040,0.693315207815134
C-EEU-BGR,rur,Zone_4A Mixed Humid,2045,0.6232848269431948
C-EEU-BGR,rur,Zone_4A Mixed Humid,2050,0.5631474279243287
C-EEU-BGR,rur,Zone_4A Mixed Humid,2055,0.5107693257723009
C-EEU-BGR,rur,Zone_4A Mixed Humid,2060,0.46446644797703396
C-EEU-BGR,rur,Zone_4A Mixed Humid,2065,0.423214609570548
C-EEU-BGR,rur,Zone_4A Mixed Humid,2070,0.38649494242951404
C-EEU-BGR,rur,Zone_4A Mixed Humid,2075,0.35391481615483034
C-EEU-BGR,rur,Zone_4A Mixed Humid,2080,0.32543430566384285
C-EEU-BGR,rur,Zone_4A Mixed Humid,2085,0.3006992061714786
C-EEU-BGR,rur,Zone_4A Mixed Humid,2090,0.27925015904492195
C-EEU-BGR,rur,Zone_4A Mixed Humid,2095,0.26030346890521866
C-EEU-BGR,rur,Zone_4A Mixed Humid,2100,0.24291427306943772
C-EEU-BGR,rur,Zone_5A Cool Humid,2020,0.5489782069631348
C-EEU-BGR,rur,Zone_5A Cool Humid,2025,0.47977515113362773
C-EEU-BGR,rur,Zone_5A Cool Humid,2030,0.42565215261230005
C-EEU-BGR,rur,Zone_5A Cool Humid,2035,0.3792066172979834
C-EEU-BGR,rur,Zone_5A Cool Humid,2040,0.3393414898848653
C-EEU-BGR,rur,Zone_5A Cool Humid,2045,0.3050652854768049
C-EEU-BGR,rur,Zone_5A Cool Humid,2050,0.27563117765567074
C-EEU-BGR,rur,Zone_5A Cool Humid,2055,0.24999483934769864
C-EEU-BGR,rur,Zone_5A Cool Humid,2060,0.22733200524296582
C-EEU-BGR,rur,Zone_5A Cool Humid,2065,0.207141390429452
C-EEU-BGR,rur,Zone_5A Cool Humid,2070,0.18916903613048605
C-EEU-BGR,rur,Zone_5A Cool Humid,2075,0.17322277032516978
C-EEU-BGR,rur,Zone_5A Cool Humid,2080,0.15928305177615706
C-EEU-BGR,rur,Zone_5A Cool Humid,2085,0.14717651578852106
C-EEU-BGR,rur,Zone_5A Cool Humid,2090,0.13667833036507773
C-EEU-BGR,rur,Zone_5A Cool Humid,2095,0.12740491765478257
C-EEU-BGR,rur,Zone_5A Cool Humid,2100,0.11889381685056219
C-EEU-BGR,urb,Zone_4A Mixed Humid,2020,3.8185456061527456
C-EEU-BGR,urb,Zone_4A Mixed Humid,2025,3.7245837819542253
C-EEU-BGR,urb,Zone_4A Mixed Humid,2030,3.660748841911554
C-EEU-BGR,urb,Zone_4A Mixed Humid,2035,3.589607888884314
C-EEU-BGR,urb,Zone_4A Mixed Humid,2040,3.5150200389533035
C-EEU-BGR,urb,Zone_4A Mixed Humid,2045,3.4402046591307194
C-EEU-BGR,urb,Zone_4A Mixed Humid,2050,3.368659122079354
C-EEU-BGR,urb,Zone_4A Mixed Humid,2055,3.2976253292663666
C-EEU-BGR,urb,Zone_4A Mixed Humid,2060,3.224872196017927
C-EEU-BGR,urb,Zone_4A Mixed Humid,2065,3.149618451283248
C-EEU-BGR,urb,Zone_4A Mixed Humid,2070,3.073714844127759
C-EEU-BGR,urb,Zone_4A Mixed Humid,2075,2.999548880617857
C-EEU-BGR,urb,Zone_4A Mixed Humid,2080,2.9322866341338494
C-EEU-BGR,urb,Zone_4A Mixed Humid,2085,2.8737137145740363
C-EEU-BGR,urb,Zone_4A Mixed Humid,2090,2.8246347059255084
C-EEU-BGR,urb,Zone_4A Mixed Humid,2095,2.7815450656246687
C-EEU-BGR,urb,Zone_4A Mixed Humid,2100,2.73707008591711
C-EEU-BGR,urb,Zone_5A Cool Humid,2020,1.5310871190172621
C-EEU-BGR,urb,Zone_5A Cool Humid,2025,1.4934121103757745
C-EEU-BGR,urb,Zone_5A Cool Humid,2030,1.4678168014484458
C-EEU-BGR,urb,Zone_5A Cool Humid,2035,1.4392920676756937
C-EEU-BGR,urb,Zone_5A Cool Humid,2040,1.4093852633466963
C-EEU-BGR,urb,Zone_5A Cool Humid,2045,1.379387228449281
C-EEU-BGR,urb,Zone_5A Cool Humid,2050,1.3507002723406476
C-EEU-BGR,urb,Zone_5A Cool Humid,2055,1.322218505613634
C-EEU-BGR,urb,Zone_5A Cool Humid,2060,1.2930473507620723
