region_bld,year,urt,clim,pop_clim
C-WEU-GRC,2040,rur,Zone_3A Warm Humid,0.6540184130000001
C-WEU-GRC,2040,rur,Zone_4A Mixed Humid,0.34598158700000003
C-WEU-GRC,2040,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2040,urb,Zone_4A Mixed Humid,0.118696038
C-WEU-GRC,2045,rur,Zone_3A Warm Humid,0.654018413
C-WEU-GRC,2045,rur,Zone_4A Mixed Humid,0.34598158700000003
C-WEU-GRC,2045,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2045,urb,Zone_4A Mixed Humid,0.11869603800000002
C-WEU-GRC,2050,rur,Zone_3A Warm Humid,0.6540184130000001
C-WEU-GRC,2050,rur,Zone_4A Mixed Humid,0.34598158700000003
C-WEU-GRC,2050,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2050,urb,Zone_4A Mixed Humid,0.118696038
C-WEU-GRC,2055,rur,Zone_3A Warm Humid,0.654018413
C-WEU-GRC,2055,rur,Zone_4A Mixed Humid,0.34598158700000003
C-WEU-GRC,2055,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2055,urb,Zone_4A Mixed Humid,0.118696038
C-WEU-GRC,2060,rur,Zone_3A Warm Humid,0.654018413
C-WEU-GRC,2060,rur,Zone_4A Mixed Humid,0.345981587
C-WEU-GRC,2060,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2060,urb,Zone_4A Mixed Humid,0.11869603800000002
C-WEU-GRC,2065,rur,Zone_3A Warm Humid,0.6540184130000001
C-WEU-GRC,2065,rur,Zone_4A Mixed Humid,0.34598158700000003
C-WEU-GRC,2065,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2065,urb,Zone_4A Mixed Humid,0.118696038
C-WEU-GRC,2070,rur,Zone_3A Warm Humid,0.654018413
C-WEU-GRC,2070,rur,Zone_4A Mixed Humid,0.345981587
C-WEU-GRC,2070,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2070,urb,Zone_4A Mixed Humid,0.118696038
C-WEU-GRC,2075,rur,Zone_3A Warm Humid,0.654018413
C-WEU-GRC,2075,rur,Zone_4A Mixed Humid,0.345981587
C-WEU-GRC,2075,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2075,urb,Zone_4A Mixed Humid,0.118696038
C-WEU-GRC,2080,rur,Zone_3A Warm Humid,0.654018413
C-WEU-GRC,2080,rur,Zone_4A Mixed Humid,0.345981587
C-WEU-GRC,2080,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2080,urb,Zone_4A Mixed Humid,0.118696038
C-WEU-GRC,2085,rur,Zone_3A Warm Humid,0.6540184130000001
C-WEU-GRC,2085,rur,Zone_4A Mixed Humid,0.34598158700000003
C-WEU-GRC,2085,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2085,urb,Zone_4A Mixed Humid,0.11869603800000002
C-WEU-GRC,2090,rur,Zone_3A Warm Humid,0.6540184130000001
C-WEU-GRC,2090,rur,Zone_4A Mixed Humid,0.34598158700000003
C-WEU-GRC,2090,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2090,urb,Zone_4A Mixed Humid,0.118696038
C-WEU-GRC,2095,rur,Zone_3A Warm Humid,0.6540184130000001
C-WEU-GRC,2095,rur,Zone_4A Mixed Humid,0.34598158700000003
C-WEU-GRC,2095,urb,Zone_3A Warm Humid,0.8813039619999999
C-WEU-GRC,2095,urb,Zone_4A Mixed Humid,0.11869603799999998
C-WEU-GRC,2100,rur,Zone_3A Warm Humid,0.654018413
C-WEU-GRC,2100,rur,Zone_4A Mixed Humid,0.345981587
C-WEU-GRC,2100,urb,Zone_3A Warm Humid,0.881303962
C-WEU-GRC,2100,urb,Zone_4A Mixed Humid,0.11869603800000002
C-WEU-IRL,2020,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2020,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2025,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2025,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2030,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2030,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2035,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2035,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2040,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2040,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2045,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2045,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2050,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2050,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2055,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2055,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2060,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2060,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2065,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2065,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2070,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2070,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2075,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2075,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2080,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2080,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2085,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2085,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2090,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2090,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2095,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2095,urb,Zone_5A Cool Humid,1
C-WEU-IRL,2100,rur,Zone_5A Cool Humid,1
C-WEU-IRL,2100,urb,Zone_5A Cool Humid,1
C-WEU-ISL,2020,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2020,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2025,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2025,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2030,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2030,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2035,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2035,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2040,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2040,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2045,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2045,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2050,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2050,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2055,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2055,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2060,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2060,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2065,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2065,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2070,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2070,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2075,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2075,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2080,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2080,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2085,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2085,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2090,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2090,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2095,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2095,urb,Zone_7A Very cold Humid,1
C-WEU-ISL,2100,rur,Zone_7A Very cold Humid,1
C-WEU-ISL,2100,urb,Zone_7A Very cold Humid,1
C-WEU-ITA,2020,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2020,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2020,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2020,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2020,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2020,urb,Zone_4A Mixed Humid,0.434572454
C-WEU-ITA,2020,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2020,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2025,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2025,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2025,rur,Zone_4C Mixed Marine,0.05649444900000001
C-WEU-ITA,2025,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2025,urb,Zone_3A Warm Humid,0.48770212400000007
C-WEU-ITA,2025,urb,Zone_4A Mixed Humid,0.434572454
C-WEU-ITA,2025,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2025,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2030,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2030,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2030,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2030,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2030,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2030,urb,Zone_4A Mixed Humid,0.43457245399999994
C-WEU-ITA,2030,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2030,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2035,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2035,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2035,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2035,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2035,urb,Zone_3A Warm Humid,0.48770212400000007
C-WEU-ITA,2035,urb,Zone_4A Mixed Humid,0.434572454
C-WEU-ITA,2035,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2035,urb,Zone_5A Cool Humid,0.03004978199999999
C-WEU-ITA,2040,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2040,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2040,rur,Zone_4C Mixed Marine,0.05649444900000001
C-WEU-ITA,2040,rur,Zone_5A Cool Humid,0.07470357999999999
C-WEU-ITA,2040,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2040,urb,Zone_4A Mixed Humid,0.434572454
C-WEU-ITA,2040,urb,Zone_4C Mixed Marine,0.04767563999999999
C-WEU-ITA,2040,urb,Zone_5A Cool Humid,0.03004978199999999
C-WEU-ITA,2045,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2045,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2045,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2045,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2045,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2045,urb,Zone_4A Mixed Humid,0.43457245399999994
C-WEU-ITA,2045,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2045,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2050,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2050,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2050,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2050,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2050,urb,Zone_3A Warm Humid,0.48770212400000007
C-WEU-ITA,2050,urb,Zone_4A Mixed Humid,0.43457245399999994
C-WEU-ITA,2050,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2050,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2055,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2055,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2055,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2055,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2055,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2055,urb,Zone_4A Mixed Humid,0.434572454
C-WEU-ITA,2055,urb,Zone_4C Mixed Marine,0.04767563999999999
C-WEU-ITA,2055,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2060,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2060,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2060,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2060,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2060,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2060,urb,Zone_4A Mixed Humid,0.434572454
C-WEU-ITA,2060,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2060,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2065,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2065,rur,Zone_4A Mixed Humid,0.4344079129999999
C-WEU-ITA,2065,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2065,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2065,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2065,urb,Zone_4A Mixed Humid,0.434572454
C-WEU-ITA,2065,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2065,urb,Zone_5A Cool Humid,0.03004978199999999
C-WEU-ITA,2070,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2070,rur,Zone_4A Mixed Humid,0.4344079129999999
C-WEU-ITA,2070,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2070,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2070,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2070,urb,Zone_4A Mixed Humid,0.434572454
C-WEU-ITA,2070,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2070,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2075,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2075,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2075,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2075,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2075,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2075,urb,Zone_4A Mixed Humid,0.43457245399999994
C-WEU-ITA,2075,urb,Zone_4C Mixed Marine,0.04767564000000001
C-WEU-ITA,2075,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2080,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2080,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2080,rur,Zone_4C Mixed Marine,0.05649444900000001
C-WEU-ITA,2080,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2080,urb,Zone_3A Warm Humid,0.4877021239999999
C-WEU-ITA,2080,urb,Zone_4A Mixed Humid,0.434572454
C-WEU-ITA,2080,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2080,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2085,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2085,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2085,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2085,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2085,urb,Zone_3A Warm Humid,0.48770212400000007
C-WEU-ITA,2085,urb,Zone_4A Mixed Humid,0.43457245399999994
C-WEU-ITA,2085,urb,Zone_4C Mixed Marine,0.04767563999999999
C-WEU-ITA,2085,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2090,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2090,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2090,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2090,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2090,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2090,urb,Zone_4A Mixed Humid,0.43457245400000005
C-WEU-ITA,2090,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2090,urb,Zone_5A Cool Humid,0.030049782
C-WEU-ITA,2095,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2095,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2095,rur,Zone_4C Mixed Marine,0.056494449
C-WEU-ITA,2095,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2095,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2095,urb,Zone_4A Mixed Humid,0.43457245399999994
C-WEU-ITA,2095,urb,Zone_4C Mixed Marine,0.04767564
C-WEU-ITA,2095,urb,Zone_5A Cool Humid,0.03004978199999999
C-WEU-ITA,2100,rur,Zone_3A Warm Humid,0.434394058
C-WEU-ITA,2100,rur,Zone_4A Mixed Humid,0.434407913
C-WEU-ITA,2100,rur,Zone_4C Mixed Marine,0.05649444899999999
C-WEU-ITA,2100,rur,Zone_5A Cool Humid,0.07470358
C-WEU-ITA,2100,urb,Zone_3A Warm Humid,0.487702124
C-WEU-ITA,2100,urb,Zone_4A Mixed Humid,0.43457245399999994
C-WEU-ITA,2100,urb,Zone_4C Mixed Marine,0.04767563999999999
C-WEU-ITA,2100,urb,Zone_5A Cool Humid,0.03004978199999999
C-WEU-LUX,2020,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2020,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2025,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2025,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2030,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2030,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2035,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2035,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2040,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2040,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2045,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2045,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2050,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2050,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2055,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2055,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2060,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2060,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2065,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2065,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2070,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2070,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2075,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2075,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2080,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2080,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2085,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2085,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2090,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2090,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2095,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2095,urb,Zone_5A Cool Humid,1
C-WEU-LUX,2100,rur,Zone_5A Cool Humid,1
C-WEU-LUX,2100,urb,Zone_5A Cool Humid,1
C-WEU-MLT,2020,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2020,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2025,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2025,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2030,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2030,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2035,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2035,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2040,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2040,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2045,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2045,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2050,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2050,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2055,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2055,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2060,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2060,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2065,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2065,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2070,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2070,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2075,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2075,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2080,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2080,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2085,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2085,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2090,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2090,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2095,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2095,urb,Zone_3A Warm Humid,1
C-WEU-MLT,2100,rur,Zone_3A Warm Humid,1
C-WEU-MLT,2100,urb,Zone_3A Warm Humid,1
C-WEU-NLD,2020,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2020,rur,Zone_5A Cool Humid,0.5597740480000001
C-WEU-NLD,2020,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2020,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2025,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2025,rur,Zone_5A Cool Humid,0.5597740480000001
C-WEU-NLD,2025,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2025,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2030,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2030,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2030,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2030,urb,Zone_5A Cool Humid,0.11977947300000004
C-WEU-NLD,2035,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2035,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2035,urb,Zone_4A Mixed Humid,0.8802205269999999
C-WEU-NLD,2035,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2040,rur,Zone_4A Mixed Humid,0.4402259519999999
C-WEU-NLD,2040,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2040,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2040,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2045,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2045,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2045,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2045,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2050,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2050,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2050,urb,Zone_4A Mixed Humid,0.8802205270000001
C-WEU-NLD,2050,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2055,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2055,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2055,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2055,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2060,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2060,rur,Zone_5A Cool Humid,0.5597740480000001
C-WEU-NLD,2060,urb,Zone_4A Mixed Humid,0.8802205269999999
C-WEU-NLD,2060,urb,Zone_5A Cool Humid,0.11977947299999998
C-WEU-NLD,2065,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2065,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2065,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2065,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2070,rur,Zone_4A Mixed Humid,0.4402259519999999
C-WEU-NLD,2070,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2070,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2070,urb,Zone_5A Cool Humid,0.11977947300000004
C-WEU-NLD,2075,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2075,rur,Zone_5A Cool Humid,0.5597740480000001
C-WEU-NLD,2075,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2075,urb,Zone_5A Cool Humid,0.11977947299999998
C-WEU-NLD,2080,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2080,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2080,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2080,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2085,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2085,rur,Zone_5A Cool Humid,0.559774048
C-WEU-NLD,2085,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2085,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2090,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2090,rur,Zone_5A Cool Humid,0.5597740480000001
C-WEU-NLD,2090,urb,Zone_4A Mixed Humid,0.880220527
C-WEU-NLD,2090,urb,Zone_5A Cool Humid,0.119779473
C-WEU-NLD,2095,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2095,rur,Zone_5A Cool Humid,0.5597740480000001
C-WEU-NLD,2095,urb,Zone_4A Mixed Humid,0.8802205270000001
C-WEU-NLD,2095,urb,Zone_5A Cool Humid,0.11977947299999998
C-WEU-NLD,2100,rur,Zone_4A Mixed Humid,0.440225952
C-WEU-NLD,2100,rur,Zone_5A Cool Humid,0.5597740480000001
C-WEU-NLD,2100,urb,Zone_4A Mixed Humid,0.8802205270000001
C-WEU-NLD,2100,urb,Zone_5A Cool Humid,0.11977947299999998
C-WEU-NOR,2020,rur,Zone_6A Cold Humid,1
C-WEU-NOR,2020,urb,Zone_6A Cold Humid,1
C-WEU-NOR,2025,rur,Zone_6A Cold Humid,1
C-WEU-NOR,2025,urb,Zone_6A Cold Humid,1
C-WEU-NOR,2030,rur,Zone_6A Cold Humid,1
C-WEU-NOR,2030,urb,Zone_6A Cold Humid,1
C-WEU-NOR,2035,rur,Zone_6A Cold Humid,1
C-WEU-NOR,2035,urb,Zone_6A Cold Humid,1
C-WEU-NOR,2040,rur,Zone_6A Cold Humid,1
C-WEU-NOR,2040,urb,Zone_6A Cold Humid,1
C-WEU-NOR,2045,rur,Zone_6A Cold Humid,1
C-WEU-NOR,2045,urb,Zone_6A Cold Humid,1
C-WEU-NOR,2050,rur,Zone_6A Cold Humid,1
