region_bld,region_gea,sector,scenario,scenario_name,scenario_supply,fuel,type,year,ems_op
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,gas,direct,2060,0.36909204547772834
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,gas,direct,2070,0.27921227528527803
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,gas,direct,2080,0.20545692503343305
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,gas,direct,2090,0.14849719619376375
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,gas,direct,2100,0.11074375556621584
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2020,0.21303264431284888
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2025,0.20083169714182783
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2030,0.16750057106273203
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2035,0.14060250261652735
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2040,0.11850157860447467
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2045,0.10020900130459626
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2050,0.08458300703836086
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2055,0.07460736180953767
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2060,0.0635038328083839
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2070,0.04708645233037187
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2080,0.03263460092396321
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2090,0.02281611160480542
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,oil,direct,2100,0.01614219859955446
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2020,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2025,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2030,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2035,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2040,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2045,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2050,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2055,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2060,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2070,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2080,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2090,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,biomass_solid,direct,2100,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2020,2.010451705646596
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2025,1.9953336576568323
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2030,1.7263739314732964
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2035,1.5292075360813078
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2040,1.3730630283694156
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2045,1.2520186838044352
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2050,1.1409374363857636
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2055,1.099114478350596
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2060,1.006799708804313
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2070,0.8257485524962787
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2080,0.6634260256346287
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2090,0.5388031055598798
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,coal,direct,2100,0.4385356370697631
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2020,0.7915802351400892
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2025,0.500528707081439
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2030,0.5576710705385636
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2035,0.45065582418972144
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2040,0.5086628102904278
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2045,0.49819092404903303
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2050,0.9885622138495733
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2055,0.7964089536672548
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2060,0.6011743375158493
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2070,0.1980079056212048
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2080,0.08058999456219922
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2090,0.04702091933722381
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,district_heat,indirect,2100,0.04163053068419934
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2020,0.5237450387990479
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2025,0.7758582185181793
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2030,0.8195553537613901
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2035,0.8442533893295499
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2040,0.7460448151107799
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2045,0.7906387411071717
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2050,0.8390536192570971
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2055,0.831293374616049
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2060,0.8716039528764584
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2070,0.9753072918806669
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2080,1.0246373665083202
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2090,1.1208716658728537
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,electricity,indirect,2100,1.1812618231265615
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2020,1.217578687552282
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2025,1.1429169570496336
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2030,0.9048638469584479
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2035,0.7289190389891897
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2040,0.5966642432326071
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2045,0.49425479239162723
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2050,0.4182913566964504
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2055,0.3785839865488201
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2060,0.33350711182708515
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2070,0.2575261582356109
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2080,0.19169002398258128
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2090,0.1386807952210624
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,gas,direct,2100,0.10425627388407836
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2020,0.21303264431284888
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2025,0.20083169714182783
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2030,0.1596145886140575
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2035,0.12922694806445384
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2040,0.10639469927159204
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2045,0.08889442006920156
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2050,0.07456715695588523
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2055,0.06623032095854925
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2060,0.05643263793083067
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2070,0.042145048860237184
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2080,0.029271289394016447
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2090,0.020316035299152324
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,oil,direct,2100,0.014241763118538503
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2020,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2025,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2030,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2035,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2040,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2045,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2050,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2055,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2060,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2070,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2080,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2090,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,biomass_solid,direct,2100,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2020,2.010451705646596
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2025,1.9955952158661163
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2030,1.5544702711087781
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2035,1.2877621704106608
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2040,1.1150777320087226
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2045,1.0012287085814655
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2050,0.9158943032648513
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2055,0.8698546119415731
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2060,0.631212112400097
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2070,0.29688552705409726
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2080,0.16456314890287607
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2090,0.11443537794045798
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,coal,direct,2100,0.09552346711964052
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2020,0.7915802351400892
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2025,0.500528707081439
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2030,0.1565847650855224
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2035,0.10416146538270665
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2040,0.0711498011294311
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2045,0.06624980887594602
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2050,0.06262879561493938
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2055,0.06867759834437097
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2060,0.05140810132291859
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2070,0.03176482614706421
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2080,0.01621291536094293
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2090,0.008760229303468856
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,district_heat,indirect,2100,0.005736206869486295
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2020,0.5237450387990479
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2025,0.75400375044511
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2030,0.15954798261146247
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2035,0.02344426240802415
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2040,-0.0024295745431223746
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2045,-0.003886156756266631
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2050,0.008102933927952168
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2055,0.005114998719479929
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2060,0.005777694089863457
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2070,0.007801678931692925
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2080,0.009629648369976731
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2090,0.007481447792282399
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,electricity,indirect,2100,0.005935344119255975
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2020,1.217578687552282
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2025,1.1439782764183477
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2030,0.7529145197242103
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2035,0.49621018236312564
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2040,0.3272445694112039
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2045,0.21578382997907286
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2050,0.1424755903961604
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2055,0.09949731259298976
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2060,0.0692184368715272
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2070,0.027024672046763037
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2080,0.010465462263221486
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2090,0.004116200374699338
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,gas,direct,2100,0.0016361715255586386
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2020,0.21303264431284888
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2025,0.2008807287084567
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2030,0.13312317412141172
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2035,0.08831317160941979
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2040,0.05859685736997462
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2045,0.038853614901189285
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2050,0.025787948507995376
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2055,0.018004519138644655
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2060,0.012522244243052098
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2070,0.0048858737588742115
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2080,0.0018904533447548482
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2090,7.429278963844539e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,oil,direct,2100,2.951091188162668e-4
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2020,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2025,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2030,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2035,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2040,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2045,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2050,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2055,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2060,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2070,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2080,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2090,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,biomass_solid,direct,2100,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2020,2.010451705646596
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2025,1.9955952158661163
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2030,1.493599478682528
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2035,1.2228779032931358
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2040,1.0749067719727639
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2045,0.9968551972896383
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2050,0.9576996261355977
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2055,0.9253873050645312
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2060,0.6725449060249369
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2070,0.3185209231399798
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2080,0.123917459855145
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2090,0.06981424304607409
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,coal,direct,2100,0.02759700215992013
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,district_heat,indirect,2020,0.7915802351400892
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,district_heat,indirect,2025,0.500528707081439
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,district_heat,indirect,2030,0.14927177910812575
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,district_heat,indirect,2035,0.09518568583138716
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,district_heat,indirect,2040,0.06271144797021272
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,district_heat,indirect,2045,0.05665281374143799
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,district_heat,indirect,2050,0.052237920017857126
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,district_heat,indirect,2055,0.05725332849829842
