region_bld,region_gea,sector,scenario,scenario_name,scenario_supply,material,type,year,ems_emb
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,copper,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,copper,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2030,7.82291854742104e-4
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2035,4.597322025277081e-4
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2040,2.0876614731058939e-4
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2045,7.919341664407352e-5
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2050,2.925111505223098e-6
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,glass,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2030,0.013180206823939833
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2035,0.007745571502749813
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2040,0.0035452837548688274
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2045,0.0013721259622618586
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2050,5.328214879144853e-5
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,steel,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2030,6.07140282561359e-4
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2035,4.0017139731921215e-4
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2040,2.048676386639494e-4
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2045,8.502753310703594e-5
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2050,3.258780616119032e-6
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_r,Combined R,NPi,wood,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2030,0.0022511694669159065
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2035,9.951835812787605e-4
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2040,2.567227984625063e-4
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2045,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2050,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,aluminum,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2030,0.03483683246665721
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2035,0.015407056052668344
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2040,0.003997547815561096
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2045,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2050,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,brick,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2030,0.4046327638409618
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2035,0.1689123074481489
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2040,0.040592438746092425
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2045,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2050,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,concrete,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2030,3.4513051859541837e-4
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2035,1.5833971994547494e-4
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2040,4.246709405101708e-5
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2045,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2050,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,copper,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2030,0.001855177628023216
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2035,9.175081103614171e-4
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2040,2.753468124913705e-4
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2045,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2050,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,glass,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2030,0.029651244445093327
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2035,0.012815982664477582
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2040,0.003229870026470728
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2045,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2050,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,steel,embodied,2100,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2025,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2030,0.001724760912838679
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2035,0.0012544395569497255
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2040,5.091279193271612e-4
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2045,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2050,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2055,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2060,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2070,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2080,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2090,0
C-EEU-BGR,EEU,Residential,A_tp,Combined TP,NPi,wood,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2030,5.636939187556575e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2035,2.5607845588238606e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2040,8.48843088422599e-5
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2045,2.147660962137188e-5
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2050,4.418214800780272e-7
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2060,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2070,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2080,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2090,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,aluminum,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2030,0.01408265197122951
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2035,0.00814071736018028
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2040,0.0036189049580363395
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2045,0.0013504790117683477
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2050,4.980747778711774e-5
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2060,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2070,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2080,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2090,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,brick,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2030,0.13727740682019307
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2035,0.0746779340566431
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2040,0.031050054122009188
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2045,0.010788738804463713
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2050,3.694879296540708e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2060,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2070,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2080,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2090,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,concrete,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2030,9.642337201954518e-5
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2035,4.835858601931926e-5
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2040,1.854269105922781e-5
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2045,5.9007074459409485e-6
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2050,1.880434798827586e-7
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2060,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2070,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2080,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2090,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,copper,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2030,6.371854801738235e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2035,3.6643933677559323e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2040,1.6260662287470508e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2045,6.018149236289926e-5
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2050,2.1649609568773117e-6
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2060,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2070,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2080,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2090,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,glass,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2030,0.010323719745158536
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2035,0.00623451982141445
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2040,0.0028766861517235277
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2045,0.0011104260501115315
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2050,4.236094942956807e-5
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2060,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2070,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2080,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2090,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,steel,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2030,3.839838695597361e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2035,2.3769878917748893e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2040,1.1352209238678205e-4
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2045,4.359890318387337e-5
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2050,1.531043301490824e-6
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2060,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2070,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2080,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2090,0
C-EEU-BGR,EEU,Residential,CP_r,Climate policy R,1p5C,wood,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2030,0.0013185615427805848
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2035,4.884103411839306e-4
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2040,1.032258667077176e-4
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2045,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2050,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2060,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2070,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2080,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2090,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,aluminum,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2030,0.032033327902312794
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2035,0.014053749947333985
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2040,0.0036167471037471537
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2045,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2050,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2060,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2070,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2080,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2090,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,brick,embodied,2100,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,concrete,embodied,2025,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,concrete,embodied,2030,0.30915376686351664
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,concrete,embodied,2035,0.12407125840345835
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,concrete,embodied,2040,0.028549544747290993
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,concrete,embodied,2045,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,concrete,embodied,2050,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,concrete,embodied,2055,0
C-EEU-BGR,EEU,Residential,CP_tp,Climate policy TP,1p5C,concrete,embodied,2060,0
