region_bld,region_gea,sector,scenario,scenario_name,scenario_supply,material,type,year,ems_emb
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2045,0.09918938640110465
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2050,0.08345610066080601
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2055,0.07555597370277081
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2060,0.0689484246857992
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2070,0.06167831732158352
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2080,0.051312810495075044
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2090,0.044685732984053525
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2100,0.035336043783682464
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2025,8.07095919962046
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2030,5.630695940362886
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2035,3.8183940361507176
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2040,2.6466174528629867
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2045,2.0100082831827986
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2050,1.802545959756638
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2055,1.6960720337266222
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2060,1.6230413208805023
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2070,1.5043361434671305
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2080,1.298664502972045
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2090,1.115483913151268
EEU,EEU,Commercial,C_tp,Close TP,NPi,steel,embodied,2100,0.8666433009694505
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2025,0.5362425384535588
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2030,0.3675928935643134
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2035,0.24223840359691753
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2040,0.16080783597051931
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2045,0.11621807313793509
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2050,0.09807113396541212
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2055,0.08446944487262796
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2060,0.0730335222485324
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2070,0.06157702426534489
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2080,0.04973433537855992
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2090,0.04199004075222823
EEU,EEU,Commercial,C_tp,Close TP,NPi,wood,embodied,2100,0.031223482630959688
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2025,0.6948823289555921
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2030,0.39569170508785917
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2035,0.2375217564715019
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2040,0.1353736583694405
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2045,0.0827264830051901
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2050,0.056933912446171284
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2055,0.03930939794084549
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2060,0.030142222489054776
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2070,0.02032956620329425
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2080,0.012091006112400536
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2090,0.007654968069350589
EEU,EEU,Commercial,E_r,Efficiency R,NPi,aluminum,embodied,2100,0.007604080870360958
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2025,6.083356514810285
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2030,3.634768380405352
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2035,2.348776489908953
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2040,1.4858520505967092
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2045,0.9720769927640113
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2050,0.7123907223172619
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2055,0.5308216048421194
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2060,0.4545355724332937
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2070,0.36926417161895914
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2080,0.33322839220193606
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2090,0.4013550079839925
EEU,EEU,Commercial,E_r,Efficiency R,NPi,brick,embodied,2100,0.40257271879334083
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2025,138.89654788089945
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2030,81.64308434720002
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2035,51.13302833553025
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2040,31.267598534490094
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2045,19.781058656631778
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2050,14.073504805023987
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2055,10.465131268387013
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2060,8.942337378455994
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2070,7.252685462354473
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2080,6.530891556105974
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2090,7.8489918041218925
EEU,EEU,Commercial,E_r,Efficiency R,NPi,concrete,embodied,2100,7.907589080899551
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2025,0.10481002592230222
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2030,0.06066415051727405
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2035,0.03779114638560361
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2040,0.022393515170585385
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2045,0.014443914949020874
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2050,0.010452758003346363
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2055,0.007463605424852525
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2060,0.006060071497109691
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2070,0.004600654081944824
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2080,0.0037545338901179637
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2090,0.0037137289313771216
EEU,EEU,Commercial,E_r,Efficiency R,NPi,copper,embodied,2100,0.0034380974817914056
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2025,0.46096808196748307
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2030,0.27173309514435545
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2035,0.17096217335308084
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2040,0.1049847907581378
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2045,0.06674978046974951
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2050,0.04782756431782357
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2055,0.03561201681407808
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2060,0.030471615079872852
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2070,0.0247508287068715
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2080,0.022310130493232626
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2090,0.026840425546831553
EEU,EEU,Commercial,E_r,Efficiency R,NPi,glass,embodied,2100,0.027033653873273947
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2025,8.07095919962046
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2030,4.842494147339822
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2035,3.1515691093766405
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2040,2.032794263991781
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2045,1.3659532646244417
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2050,1.0444926900431466
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2055,0.8082969481483459
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2060,0.7252697853297586
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2070,0.6103809917411236
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2080,0.5709159297500225
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2090,0.6774585144704154
EEU,EEU,Commercial,E_r,Efficiency R,NPi,steel,embodied,2100,0.6703877839552506
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2025,0.5362425384535588
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2030,0.33164506770955854
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2035,0.23389789962008664
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2040,0.16322863597299725
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2045,0.11494768167886713
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2050,0.08600933244080272
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2055,0.06092725441156702
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2060,0.04939438433661873
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2070,0.037814653908402246
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2080,0.03309152879040986
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2090,0.038596774446195865
EEU,EEU,Commercial,E_r,Efficiency R,NPi,wood,embodied,2100,0.0365554699524619
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2025,0.6948823289555921
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2030,0.29552615733551124
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2035,0.17343258890583327
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2040,0.0947686808897956
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2045,0.05325436947594586
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2050,0.03370521424395068
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2055,0.02105891834611514
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2060,0.015226932045686273
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2070,0.009085219776707095
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2080,0.004871637586145926
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2090,0.00381659748134993
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,aluminum,embodied,2100,0.0045239093998902065
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2025,6.083356514810285
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2030,2.646950228470705
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2035,1.5680483208927145
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2040,0.8730668638464129
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2045,0.48458872348844406
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2050,0.3148489308578233
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2055,0.21229812777482643
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2060,0.1714205644390343
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2070,0.12319764404481824
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2080,0.10023339362913804
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2090,0.14938932582083916
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,brick,embodied,2100,0.17880078350287198
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2025,138.89654788089945
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2030,58.67739107716014
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2035,32.46303405010496
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2040,16.481258413830503
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2045,8.278635567223189
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2050,5.044885003430461
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2055,3.394746045691004
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2060,2.7353388378564194
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2070,1.962587875843593
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2080,1.5933381205415211
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2090,2.369571370109163
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,concrete,embodied,2100,2.8486179544995696
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2025,0.10481002592230222
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2030,0.04530760453119018
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2035,0.027594172646500013
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2040,0.015676638415210883
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2045,0.009298129878506221
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2050,0.0061880948068702615
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2055,0.003998419346084012
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2060,0.0030613634051701853
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2070,0.002056017970727788
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2080,0.0015127548731282486
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2090,0.0018515829664476579
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,copper,embodied,2100,0.0020454334693151112
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2025,0.46096808196748307
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2030,0.1944151778133261
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2035,0.1066147414136931
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2040,0.05312503813859191
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2045,0.02605357690199042
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2050,0.01573011226561916
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2055,0.010598971712067256
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2060,0.0085518506346964809
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2070,0.006145037894532155
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2080,0.004993926396946824
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2090,0.0074344675112615905
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,glass,embodied,2100,0.008935099963331864
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2025,8.07095919962046
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2030,3.4799760803510966
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2035,2.0000505424040655
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2040,1.0705311344120525
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2045,0.5708075861361289
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2050,0.373725528691625
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2055,0.26171698263854665
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2060,0.2214409932452923
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2070,0.1648654391051862
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2080,0.13902918915485307
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2090,0.20414416847720163
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,steel,embodied,2100,0.24105412115542935
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2025,0.5362425384535588
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2030,0.28510084486506687
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2035,0.25087690050206557
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2040,0.20406357666155323
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2045,0.1487763494230474
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2050,0.10671171843748635
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2055,0.06840561472724144
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2060,0.05229440053320722
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2070,0.03541668670653131
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2080,0.027942794523010076
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2090,0.04032965080474252
EEU,EEU,Commercial,E_tp,Efficiency TP,NPi,wood,embodied,2100,0.045578498822017505
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2025,0.6948823289555921
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2030,0.39569170508785917
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2035,0.2438289426019178
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2040,0.14759318937585228
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2045,0.1016355128853225
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2050,0.08258900147075722
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2055,0.06978250232087457
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2060,0.056966969993050454
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2070,0.04205000425939971
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2080,0.022826406793208902
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2090,0.010430880998129074
EEU,EEU,Commercial,N_r,Narrow R,NPi,aluminum,embodied,2100,0.0081061663415033
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2025,6.083356514810285
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2030,3.634768380405352
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2035,2.411146231193592
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2040,1.6199727903469594
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2045,1.1942674236180668
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2050,1.0334023411589852
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2055,0.9423207124059271
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2060,0.8590446283443071
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2070,0.7637919980262443
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2080,0.6290962691390274
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2090,0.546897947627799
EEU,EEU,Commercial,N_r,Narrow R,NPi,brick,embodied,2100,0.42915396071203876
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2025,138.89654788089945
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2030,81.64308434720002
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2035,52.490821962164674
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2040,34.08997472192781
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2045,24.302472061519723
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2050,20.41519121208748
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2055,18.577823250395156
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2060,16.900474584819218
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2070,15.001572170028538
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2080,12.329560170275233
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2090,10.695263353467073
EEU,EEU,Commercial,N_r,Narrow R,NPi,concrete,embodied,2100,8.429714720667375
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2025,0.10481002592230222
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2030,0.06066415051727405
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2035,0.038794657802312026
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2040,0.02441487040516691
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2045,0.01774540208392048
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2050,0.015162893414852564
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2055,0.013249479517992886
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2060,0.01145316710660425
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2070,0.009516067475677637
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2080,0.007088121294292046
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2090,0.005060434503653009
EEU,EEU,Commercial,N_r,Narrow R,NPi,copper,embodied,2100,0.003665109637949164
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2025,0.46096808196748307
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2030,0.27173309514435545
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2035,0.17550192695130618
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2040,0.11446126440391696
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2045,0.08200696955290662
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2050,0.06937922601967778
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2055,0.06321886816275113
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2060,0.05758950198596775
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2070,0.051195015286601135
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2080,0.042118919593118476
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2090,0.036573540514048784
EEU,EEU,Commercial,N_r,Narrow R,NPi,glass,embodied,2100,0.028818643416792234
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2025,8.07095919962046
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2030,4.842494147339822
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2035,3.2352563187969374
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2040,2.2162848546849476
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2045,1.6781731264796529
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2050,1.5151533525072123
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2055,1.4348981824905727
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2060,1.370715849262586
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2070,1.2625219370599154
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2080,1.077822567952514
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2090,0.9231245749937789
EEU,EEU,Commercial,N_r,Narrow R,NPi,steel,embodied,2100,0.714652432384649
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2025,0.5362425384535588
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2030,0.33164506770955854
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2035,0.2401088573459496
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2040,0.17796250223938012
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2045,0.1412216035060682
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2050,0.12476614689300158
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2055,0.10815877360365012
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2060,0.09335238671770557
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2070,0.07821644308663972
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2080,0.06247293984942919
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2090,0.052593081710143964
EEU,EEU,Commercial,N_r,Narrow R,NPi,wood,embodied,2100,0.038969169999426324
EEU,EEU,Commercial,N_tp,Narrow TP,NPi,aluminum,embodied,2025,0.6948823289555921
EEU,EEU,Commercial,N_tp,Narrow TP,NPi,aluminum,embodied,2030,0.29552615733551124
EEU,EEU,Commercial,N_tp,Narrow TP,NPi,aluminum,embodied,2035,0.18577549761218604
EEU,EEU,Commercial,N_tp,Narrow TP,NPi,aluminum,embodied,2040,0.11696156421105303
EEU,EEU,Commercial,N_tp,Narrow TP,NPi,aluminum,embodied,2045,0.08450137081445792
EEU,EEU,Commercial,N_tp,Narrow TP,NPi,aluminum,embodied,2050,0.07121817657178467
EEU,EEU,Commercial,N_tp,Narrow TP,NPi,aluminum,embodied,2055,0.060985930067162644
EEU,EEU,Commercial,N_tp,Narrow TP,NPi,aluminum,embodied,2060,0.049607262760366866
EEU,EEU,Commercial,N_tp,Narrow TP,NPi,aluminum,embodied,2070,0.03614234757319606
