region_bld,clim,urt,arch,eneff,bld_age,value
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,adv,p1,196.3847977
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,std,p2,187.6672935
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,adv,p2,187.6672935
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,std,p3,116.8155221
C-EEU-BGR,Zone_4A Mixed Humid,urb,mfh,adv,p3,116.8155221
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,avg,p1,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,avg,p2,459.6499634
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,avg,p3,288.0926734
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,std,p5,210.6721746
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,adv,p5,88.07080374
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,std,p1,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,adv,p1,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,std,p2,459.6499634
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,adv,p2,459.6499634
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,std,p3,288.0926734
C-EEU-BGR,Zone_4A Mixed Humid,urb,sfh,adv,p3,288.0926734
C-EEU-BGR,Zone_5A Cool Humid,rur,inf,avg,ns,592.916028
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,avg,p1,243.505392
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,avg,p2,232.8737997
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,avg,p3,144.9558566
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,std,p5,106.4316991
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,adv,p5,47.82274152
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,std,p1,243.505392
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,adv,p1,243.505392
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,std,p2,232.8737997
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,adv,p2,232.8737997
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,std,p3,144.9558566
C-EEU-BGR,Zone_5A Cool Humid,rur,mfh,adv,p3,144.9558566
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,avg,p1,592.916028
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,avg,p2,572.3029252
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,avg,p3,358.4629665
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,std,p5,261.8349049
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,adv,p5,109.5557596
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,std,p1,592.916028
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,adv,p1,592.916028
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,std,p2,572.3029252
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,adv,p2,572.3029252
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,std,p3,358.4629665
C-EEU-BGR,Zone_5A Cool Humid,rur,sfh,adv,p3,358.4629665
C-EEU-BGR,Zone_5A Cool Humid,urb,inf,avg,ns,576.5524297
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,avg,p1,236.6463323
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,avg,p2,226.2902798
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,avg,p3,140.8227256
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,std,p5,103.3361457
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,adv,p5,46.31921552
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,std,p1,236.6463323
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,adv,p1,236.6463323
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,std,p2,226.2902798
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,adv,p2,226.2902798
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,std,p3,140.8227256
C-EEU-BGR,Zone_5A Cool Humid,urb,mfh,adv,p3,140.8227256
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,avg,p1,576.5524297
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,avg,p2,556.4307558
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,avg,p3,348.4031957
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,std,p5,254.4492737
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,adv,p5,106.3816964
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,std,p1,576.5524297
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,adv,p1,576.5524297
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,std,p2,556.4307558
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,adv,p2,556.4307558
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,std,p3,348.4031957
C-EEU-BGR,Zone_5A Cool Humid,urb,sfh,adv,p3,348.4031957
C-EEU-CZE,Zone_5A Cool Humid,rur,inf,avg,ns,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,avg,p1,263.0674075
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,avg,p2,251.4028444
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,avg,p3,158.2012777
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,std,p5,117.2273711
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,adv,p5,55.41501773
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,std,p1,263.0674075
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,adv,p1,263.0674075
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,std,p2,251.4028444
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,adv,p2,251.4028444
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,std,p3,158.2012777
C-EEU-CZE,Zone_5A Cool Humid,rur,mfh,adv,p3,158.2012777
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,avg,p1,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,avg,p2,610.0217595
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,avg,p3,383.6240291
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,std,p5,281.5728129
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,adv,p5,120.6585121
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,std,p1,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,adv,p1,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,std,p2,610.0217595
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,adv,p2,610.0217595
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,std,p3,383.6240291
C-EEU-CZE,Zone_5A Cool Humid,rur,sfh,adv,p3,383.6240291
C-EEU-CZE,Zone_5A Cool Humid,urb,inf,avg,ns,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,avg,p1,259.8929919
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,avg,p2,248.3638034
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,avg,p3,156.3322958
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,std,p5,115.8856686
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,adv,p5,54.8728658
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,std,p1,259.8929919
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,adv,p1,259.8929919
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,std,p2,248.3638034
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,adv,p2,248.3638034
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,std,p3,156.3322958
C-EEU-CZE,Zone_5A Cool Humid,urb,mfh,adv,p3,156.3322958
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,avg,p1,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,avg,p2,602.4060074
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,avg,p3,378.8915331
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,std,p5,278.144953
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,adv,p5,119.2767338
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,std,p1,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,adv,p1,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,std,p2,602.4060074
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,adv,p2,602.4060074
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,std,p3,378.8915331
C-EEU-CZE,Zone_5A Cool Humid,urb,sfh,adv,p3,378.8915331
C-EEU-EST,Zone_6A Cold Humid,rur,inf,avg,ns,769.2767049
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,avg,p1,319.7253082
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,avg,p2,305.370614
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,avg,p3,192.7616445
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,std,p5,143.5852337
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,adv,p5,69.5722001
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,std,p1,319.7253082
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,adv,p1,319.7253082
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,std,p2,305.370614
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,adv,p2,305.370614
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,std,p3,192.7616445
C-EEU-EST,Zone_6A Cold Humid,rur,mfh,adv,p3,192.7616445
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,avg,p1,769.2767049
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,avg,p2,738.8929158
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,avg,p3,464.8661719
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,std,p5,341.5451057
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,adv,p5,147.803384
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,std,p1,769.2767049
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,adv,p1,769.2767049
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,std,p2,738.8929158
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,adv,p2,738.8929158
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,std,p3,464.8661719
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,adv,p3,464.8661719
C-EEU-EST,Zone_6A Cold Humid,urb,inf,avg,ns,772.4956538
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,avg,p1,321.0360351
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,avg,p2,306.6247737
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,avg,p3,193.5774773
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,std,p5,144.2224587
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,adv,p5,69.99729542
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,std,p1,321.0360351
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,adv,p1,321.0360351
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,std,p2,306.6247737
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,adv,p2,306.6247737
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,std,p3,193.5774773
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,adv,p3,193.5774773
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,avg,p1,772.4956538
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,avg,p2,741.9993732
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,avg,p3,466.8166555
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,std,p5,342.9564421
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,adv,p5,148.4584027
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,std,p1,772.4956538
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,adv,p1,772.4956538
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,std,p2,741.9993732
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,adv,p2,741.9993732
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,std,p3,466.8166555
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,adv,p3,466.8166555
C-EEU-HUN,Zone_4A Mixed Humid,rur,inf,avg,ns,505.0106165
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,avg,p1,207.8227526
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,avg,p2,198.546497
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,avg,p3,123.9937535
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,std,p5,91.24636608
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,adv,p5,41.29953884
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,std,p1,207.8227526
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,adv,p1,207.8227526
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,std,p2,198.546497
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,adv,p2,198.546497
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,std,p3,123.9937535
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,adv,p3,123.9937535
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,avg,p1,505.0106165
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,avg,p2,486.236121
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,avg,p3,304.606375
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,std,p5,222.7873792
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,adv,p5,93.97656434
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,std,p1,505.0106165
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,adv,p1,505.0106165
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,std,p2,486.236121
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,adv,p2,486.236121
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,std,p3,304.606375
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,adv,p3,304.606375
C-EEU-HUN,Zone_4A Mixed Humid,urb,inf,avg,ns,508.2259299
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,avg,p1,209.2634285
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,avg,p2,199.9262216
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,avg,p3,124.9754761
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,std,p5,92.0489736
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,adv,p5,41.77494672
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,std,p1,209.2634285
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,adv,p1,209.2634285
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,std,p2,199.9262216
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,adv,p2,199.9262216
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,std,p3,124.9754761
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,adv,p3,124.9754761
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,avg,p1,508.2259299
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,avg,p2,489.2987383
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,avg,p3,306.6113261
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,std,p5,224.2833349
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,adv,p5,94.79827107
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,std,p1,508.2259299
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,adv,p1,508.2259299
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,std,p2,489.2987383
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,adv,p2,489.2987383
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,std,p3,306.6113261
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,adv,p3,306.6113261
C-EEU-HUN,Zone_5A Cool Humid,rur,inf,avg,ns,563.0197517
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,avg,p1,232.6754253
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,avg,p2,222.331043
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,avg,p3,139.4495655
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,std,p5,103.1171533
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,adv,p5,47.78916048
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,std,p1,232.6754253
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,adv,p1,232.6754253
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,std,p2,222.331043
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,adv,p2,222.331043
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,std,p3,139.4495655
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,adv,p3,139.4495655
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,avg,p1,563.0197517
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,avg,p2,541.9645301
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,avg,p3,340.131103
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,std,p5,249.2306481
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,adv,p5,106.158543
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,std,p1,563.0197517
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,adv,p1,563.0197517
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,std,p2,541.9645301
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,adv,p2,541.9645301
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,std,p3,340.131103
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,adv,p3,340.131103
C-EEU-HUN,Zone_5A Cool Humid,urb,inf,avg,ns,565.8575614
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,avg,p1,233.9457732
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,avg,p2,223.5519451
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,avg,p3,140.2448776
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,std,p5,103.751055
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,adv,p5,48.15511906
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,std,p1,233.9457732
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,adv,p1,233.9457732
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,std,p2,223.5519451
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,adv,p2,223.5519451
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,std,p3,140.2448776
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,adv,p3,140.2448776
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,avg,p1,565.8575614
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,avg,p2,544.6453967
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,avg,p3,341.9507698
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,std,p5,250.5999766
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,adv,p5,106.8055555
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,std,p1,565.8575614
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,adv,p1,565.8575614
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,std,p2,544.6453967
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,adv,p2,544.6453967
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,std,p3,341.9507698
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,adv,p3,341.9507698
C-EEU-LTU,Zone_6A Cold Humid,rur,inf,avg,ns,716.9364502
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,avg,p1,298.302726
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,avg,p2,284.9597285
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,avg,p3,180.0622579
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,std,p5,134.0212283
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,adv,p5,64.58757063
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,std,p1,298.302726
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,adv,p1,298.302726
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,std,p2,284.9597285
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,adv,p2,284.9597285
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,std,p3,180.0622579
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,adv,p3,180.0622579
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,avg,p1,716.9364502
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,avg,p2,688.7670582
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,avg,p3,433.5930243
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,std,p5,318.7024806
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,adv,p5,137.95102
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,std,p1,716.9364502
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,adv,p1,716.9364502
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,std,p2,688.7670582
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,adv,p2,688.7670582
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,std,p3,433.5930243
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,adv,p3,433.5930243
C-EEU-LTU,Zone_6A Cold Humid,urb,inf,avg,ns,714.8142272
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,avg,p1,298.1193976
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,avg,p2,284.8031487
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,avg,p3,180.3891388
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,std,p5,134.4801232
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,adv,p5,65.17460075
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,std,p1,298.1193976
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,adv,p1,298.1193976
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,std,p2,284.8031487
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,adv,p2,284.8031487
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,std,p3,180.3891388
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,adv,p3,180.3891388
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,avg,p1,714.8142272
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,avg,p2,686.5659925
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,avg,p3,432.6476475
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,std,p5,318.3384748
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,adv,p5,138.4048646
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,std,p1,714.8142272
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,adv,p1,714.8142272
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,std,p2,686.5659925
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,adv,p2,686.5659925
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,std,p3,432.6476475
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,adv,p3,432.6476475
C-EEU-LVA,Zone_6A Cold Humid,rur,inf,avg,ns,742.0178023
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,avg,p1,308.4850435
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,avg,p2,294.6640528
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,avg,p3,186.1518142
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,std,p5,138.6952508
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,adv,p5,66.96040645
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,std,p1,308.4850435
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,adv,p1,308.4850435
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,std,p2,294.6640528
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,adv,p2,294.6640528
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,std,p3,186.1518142
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,adv,p3,186.1518142
