node,commodity,level,year,time,value,mrg
R11_CPA,lightoil,final,2030,year,1,0
R11_CPA,lightoil,final,2035,year,1,0
R11_CPA,lightoil,final,2040,year,1,0
R11_CPA,lightoil,final,2045,year,1,0
R11_CPA,lightoil,final,2050,year,1,0
R11_CPA,lightoil,final,2055,year,1,0
R11_CPA,lightoil,final,2060,year,1,0
R11_CPA,lightoil,final,2070,year,1,0
R11_CPA,lightoil,final,2080,year,1,0
R11_CPA,lightoil,final,2090,year,1,0
R11_CPA,lightoil,final,2100,year,1,0
R11_CPA,lightoil,final,2110,year,1,0
R11_CPA,biomass,final,2020,year,1,0
R11_CPA,biomass,final,2025,year,1,0
R11_CPA,biomass,final,2030,year,1,0
R11_CPA,biomass,final,2035,year,1,0
R11_CPA,biomass,final,2040,year,1,0
R11_CPA,biomass,final,2045,year,1,0
R11_CPA,biomass,final,2050,year,1,0
R11_CPA,biomass,final,2055,year,1,0
R11_CPA,biomass,final,2060,year,1,0
R11_CPA,biomass,final,2070,year,1,0
R11_CPA,biomass,final,2080,year,1,0
R11_CPA,biomass,final,2090,year,1,0
R11_CPA,biomass,final,2100,year,1,0
R11_CPA,biomass,final,2110,year,1,0
R11_CPA,d_heat,final,2020,year,1,0
R11_CPA,d_heat,final,2025,year,1,0
R11_CPA,d_heat,final,2030,year,1,0
R11_CPA,d_heat,final,2035,year,1,0
R11_CPA,d_heat,final,2040,year,1,0
R11_CPA,d_heat,final,2045,year,1,0
R11_CPA,d_heat,final,2050,year,1,0
R11_CPA,d_heat,final,2055,year,1,0
R11_CPA,d_heat,final,2060,year,1,0
R11_CPA,d_heat,final,2070,year,1,0
R11_CPA,d_heat,final,2080,year,1,0
R11_CPA,d_heat,final,2090,year,1,0
R11_CPA,d_heat,final,2100,year,1,0
R11_CPA,d_heat,final,2110,year,1,0
R11_EEU,coal,final,2020,year,1,0
R11_EEU,coal,final,2025,year,1,0
R11_EEU,coal,final,2030,year,1,0
R11_EEU,coal,final,2035,year,1,0
R11_EEU,coal,final,2040,year,1,0
R11_EEU,coal,final,2045,year,1,0
R11_EEU,coal,final,2050,year,1,0
R11_EEU,coal,final,2055,year,1,0
R11_EEU,coal,final,2060,year,1,0
R11_EEU,coal,final,2070,year,1,0
R11_EEU,coal,final,2080,year,1,0
R11_EEU,coal,final,2090,year,1,0
R11_EEU,coal,final,2100,year,1,0
R11_EEU,coal,final,2110,year,1,0
R11_EEU,electr,final,2020,year,1,0
R11_EEU,electr,final,2025,year,1,0
R11_EEU,electr,final,2030,year,1,0
R11_EEU,electr,final,2035,year,1,0
R11_EEU,electr,final,2040,year,1,0
R11_EEU,electr,final,2045,year,1,0
R11_EEU,electr,final,2050,year,1,0
R11_EEU,electr,final,2055,year,1,0
R11_EEU,electr,final,2060,year,1,0
R11_EEU,electr,final,2070,year,1,0
R11_EEU,electr,final,2080,year,1,0
R11_EEU,electr,final,2090,year,1,0
R11_EEU,electr,final,2100,year,1,0
R11_EEU,electr,final,2110,year,1,0
R11_EEU,gas,final,2020,year,1,0
R11_EEU,gas,final,2025,year,1,0
R11_EEU,gas,final,2030,year,1,0
R11_EEU,gas,final,2035,year,1,0
R11_EEU,gas,final,2040,year,1,0
R11_EEU,gas,final,2045,year,1,0
R11_EEU,gas,final,2050,year,1,0
R11_EEU,gas,final,2055,year,1,0
R11_EEU,gas,final,2060,year,1,0
R11_EEU,gas,final,2070,year,1,0
R11_EEU,gas,final,2080,year,1,0
R11_EEU,gas,final,2090,year,1,0
R11_EEU,gas,final,2100,year,1,0
R11_EEU,gas,final,2110,year,1,0
R11_EEU,lightoil,final,2020,year,1,0
R11_EEU,lightoil,final,2025,year,1,0
R11_EEU,lightoil,final,2030,year,1,0
R11_EEU,lightoil,final,2035,year,1,0
R11_EEU,lightoil,final,2040,year,1,0
R11_EEU,lightoil,final,2045,year,1,0
R11_EEU,lightoil,final,2050,year,1,0
R11_EEU,lightoil,final,2055,year,1,0
R11_EEU,lightoil,final,2060,year,1,0
R11_EEU,lightoil,final,2070,year,1,0
R11_EEU,lightoil,final,2080,year,1,0
R11_EEU,lightoil,final,2090,year,1,0
R11_EEU,lightoil,final,2100,year,1,0
R11_EEU,lightoil,final,2110,year,1,0
R11_EEU,biomass,final,2020,year,1,0
R11_EEU,biomass,final,2025,year,1,0
R11_EEU,biomass,final,2030,year,1,0
R11_EEU,biomass,final,2035,year,1,0
R11_EEU,biomass,final,2040,year,1,0
R11_EEU,biomass,final,2045,year,1,0
R11_EEU,biomass,final,2050,year,1,0
R11_EEU,biomass,final,2055,year,1,0
R11_EEU,biomass,final,2060,year,1,0
R11_EEU,biomass,final,2070,year,1,0
R11_EEU,biomass,final,2080,year,1,0
R11_EEU,biomass,final,2090,year,1,0
R11_EEU,biomass,final,2100,year,1,0
R11_EEU,biomass,final,2110,year,1,0
R11_EEU,d_heat,final,2020,year,1,0
R11_EEU,d_heat,final,2025,year,1,0
R11_EEU,d_heat,final,2030,year,1,0
R11_EEU,d_heat,final,2035,year,1,0
R11_EEU,d_heat,final,2040,year,1,0
R11_EEU,d_heat,final,2045,year,1,0
R11_EEU,d_heat,final,2050,year,1,0
R11_EEU,d_heat,final,2055,year,1,0
R11_EEU,d_heat,final,2060,year,1,0
R11_EEU,d_heat,final,2070,year,1,0
R11_EEU,d_heat,final,2080,year,1,0
R11_EEU,d_heat,final,2090,year,1,0
R11_EEU,d_heat,final,2100,year,1,0
R11_EEU,d_heat,final,2110,year,1,0
R11_FSU,coal,final,2020,year,1,0
R11_FSU,coal,final,2025,year,1,0
R11_FSU,coal,final,2030,year,1,0
R11_FSU,coal,final,2035,year,1,0
R11_FSU,coal,final,2040,year,1,0
R11_FSU,coal,final,2045,year,1,0
R11_FSU,coal,final,2050,year,1,0
R11_FSU,coal,final,2055,year,1,0
R11_FSU,coal,final,2060,year,1,0
R11_FSU,coal,final,2070,year,1,0
R11_FSU,coal,final,2080,year,1,0
R11_FSU,coal,final,2090,year,1,0
R11_FSU,coal,final,2100,year,1,0
R11_FSU,coal,final,2110,year,1,0
R11_FSU,electr,final,2020,year,1,0
R11_FSU,electr,final,2025,year,1,0
R11_FSU,electr,final,2030,year,1,0
R11_FSU,electr,final,2035,year,1,0
R11_FSU,electr,final,2040,year,1,0
R11_FSU,electr,final,2045,year,1,0
R11_FSU,electr,final,2050,year,1,0
R11_FSU,electr,final,2055,year,1,0
R11_FSU,electr,final,2060,year,1,0
R11_FSU,electr,final,2070,year,1,0
R11_FSU,electr,final,2080,year,1,0
R11_FSU,electr,final,2090,year,1,0
R11_FSU,electr,final,2100,year,1,0
R11_FSU,electr,final,2110,year,1,0
R11_FSU,gas,final,2020,year,1,0
R11_FSU,gas,final,2025,year,1,0
R11_FSU,gas,final,2030,year,1,0
R11_FSU,gas,final,2035,year,1,0
R11_FSU,gas,final,2040,year,1,0
R11_FSU,gas,final,2045,year,1,0
R11_FSU,gas,final,2050,year,1,0
R11_FSU,gas,final,2055,year,1,0
R11_FSU,gas,final,2060,year,1,0
R11_FSU,gas,final,2070,year,1,0
R11_FSU,gas,final,2080,year,1,0
R11_FSU,gas,final,2090,year,1,0
R11_FSU,gas,final,2100,year,1,0
R11_FSU,gas,final,2110,year,1,0
R11_FSU,lightoil,final,2020,year,1,0
R11_FSU,lightoil,final,2025,year,1,0
R11_FSU,lightoil,final,2030,year,1,0
R11_FSU,lightoil,final,2035,year,1,0
R11_FSU,lightoil,final,2040,year,1,0
R11_FSU,lightoil,final,2045,year,1,0
R11_FSU,lightoil,final,2050,year,1,0
R11_FSU,lightoil,final,2055,year,1,0
R11_FSU,lightoil,final,2060,year,1,0
R11_FSU,lightoil,final,2070,year,1,0
R11_FSU,lightoil,final,2080,year,1,0
R11_FSU,lightoil,final,2090,year,1,0
R11_FSU,lightoil,final,2100,year,1,0
R11_FSU,lightoil,final,2110,year,1,0
R11_FSU,biomass,final,2020,year,1,0
R11_FSU,biomass,final,2025,year,1,0
R11_FSU,biomass,final,2030,year,1,0
R11_FSU,biomass,final,2035,year,1,0
R11_FSU,biomass,final,2040,year,1,0
R11_FSU,biomass,final,2045,year,1,0
R11_FSU,biomass,final,2050,year,1,0
R11_FSU,biomass,final,2055,year,1,0
R11_FSU,biomass,final,2060,year,1,0
R11_FSU,biomass,final,2070,year,1,0
R11_FSU,biomass,final,2080,year,1,0
R11_FSU,biomass,final,2090,year,1,0
R11_FSU,biomass,final,2100,year,1,0
R11_FSU,biomass,final,2110,year,1,0
R11_FSU,d_heat,final,2020,year,1,0
R11_FSU,d_heat,final,2025,year,1,0
R11_FSU,d_heat,final,2030,year,1,0
R11_FSU,d_heat,final,2035,year,1,0
R11_FSU,d_heat,final,2040,year,1,0
R11_FSU,d_heat,final,2045,year,1,0
R11_FSU,d_heat,final,2050,year,1,0
R11_FSU,d_heat,final,2055,year,1,0
R11_FSU,d_heat,final,2060,year,1,0
R11_FSU,d_heat,final,2070,year,1,0
R11_FSU,d_heat,final,2080,year,1,0
R11_FSU,d_heat,final,2090,year,1,0
R11_FSU,d_heat,final,2100,year,1,0
R11_FSU,d_heat,final,2110,year,1,0
R11_LAM,coal,final,2020,year,1,0
R11_LAM,coal,final,2025,year,1,0
R11_LAM,coal,final,2030,year,1,0
R11_LAM,coal,final,2035,year,1,0
R11_LAM,coal,final,2040,year,1,0
R11_LAM,coal,final,2045,year,1,0
R11_LAM,coal,final,2050,year,1,0
R11_LAM,coal,final,2055,year,1,0
R11_LAM,coal,final,2060,year,1,0
R11_LAM,coal,final,2070,year,1,0
R11_LAM,coal,final,2080,year,1,0
R11_LAM,coal,final,2090,year,1,0
R11_LAM,coal,final,2100,year,1,0
R11_LAM,coal,final,2110,year,1,0
R11_LAM,electr,final,2020,year,1,0
R11_LAM,electr,final,2025,year,1,0
R11_LAM,electr,final,2030,year,1,0
R11_LAM,electr,final,2035,year,1,0
R11_LAM,electr,final,2040,year,1,0
R11_LAM,electr,final,2045,year,1,0
R11_LAM,electr,final,2050,year,1,0
R11_LAM,electr,final,2055,year,1,0
R11_LAM,electr,final,2060,year,1,0
R11_LAM,electr,final,2070,year,1,0
R11_LAM,electr,final,2080,year,1,0
R11_LAM,electr,final,2090,year,1,0
R11_LAM,electr,final,2100,year,1,0
R11_LAM,electr,final,2110,year,1,0
R11_LAM,gas,final,2020,year,1,0
R11_LAM,gas,final,2025,year,1,0
R11_LAM,gas,final,2030,year,1,0
R11_LAM,gas,final,2035,year,1,0
R11_LAM,gas,final,2040,year,1,0
R11_LAM,gas,final,2045,year,1,0
R11_LAM,gas,final,2050,year,1,0
R11_LAM,gas,final,2055,year,1,0
R11_LAM,gas,final,2060,year,1,0
R11_LAM,gas,final,2070,year,1,0
R11_LAM,gas,final,2080,year,1,0
R11_LAM,gas,final,2090,year,1,0
R11_LAM,gas,final,2100,year,1,0
R11_LAM,gas,final,2110,year,1,0
R11_LAM,lightoil,final,2020,year,1,0
R11_LAM,lightoil,final,2025,year,1,0
R11_LAM,lightoil,final,2030,year,1,0
R11_LAM,lightoil,final,2035,year,1,0
R11_LAM,lightoil,final,2040,year,1,0
R11_LAM,lightoil,final,2045,year,1,0
R11_LAM,lightoil,final,2050,year,1,0
R11_LAM,lightoil,final,2055,year,1,0
R11_LAM,lightoil,final,2060,year,1,0
R11_LAM,lightoil,final,2070,year,1,0
R11_LAM,lightoil,final,2080,year,1,0
R11_LAM,lightoil,final,2090,year,1,0
R11_LAM,lightoil,final,2100,year,1,0
R11_LAM,lightoil,final,2110,year,1,0
R11_LAM,biomass,final,2020,year,1,0
R11_LAM,biomass,final,2025,year,1,0
R11_LAM,biomass,final,2030,year,1,0
R11_LAM,biomass,final,2035,year,1,0
R11_LAM,biomass,final,2040,year,1,0
R11_LAM,biomass,final,2045,year,1,0
R11_LAM,biomass,final,2050,year,1,0
R11_LAM,biomass,final,2055,year,1,0
R11_LAM,biomass,final,2060,year,1,0
R11_LAM,biomass,final,2070,year,1,0
R11_LAM,biomass,final,2080,year,1,0
R11_LAM,biomass,final,2090,year,1,0
R11_LAM,biomass,final,2100,year,1,0
R11_LAM,biomass,final,2110,year,1,0
R11_LAM,d_heat,final,2020,year,1,0
R11_LAM,d_heat,final,2025,year,1,0
R11_LAM,d_heat,final,2030,year,1,0
R11_LAM,d_heat,final,2035,year,1,0
R11_LAM,d_heat,final,2040,year,1,0
R11_LAM,d_heat,final,2045,year,1,0
R11_LAM,d_heat,final,2050,year,1,0
R11_LAM,d_heat,final,2055,year,1,0
R11_LAM,d_heat,final,2060,year,1,0
R11_LAM,d_heat,final,2070,year,1,0
R11_LAM,d_heat,final,2080,year,1,0
R11_LAM,d_heat,final,2090,year,1,0
R11_LAM,d_heat,final,2100,year,1,0
R11_LAM,d_heat,final,2110,year,1,0
R11_MEA,coal,final,2020,year,1,0
R11_MEA,coal,final,2025,year,1,0
R11_MEA,coal,final,2030,year,1,0
R11_MEA,coal,final,2035,year,1,0
R11_MEA,coal,final,2040,year,1,0
R11_MEA,coal,final,2045,year,1,0
R11_MEA,coal,final,2050,year,1,0
R11_MEA,coal,final,2055,year,1,0
R11_MEA,coal,final,2060,year,1,0
R11_MEA,coal,final,2070,year,1,0
R11_MEA,coal,final,2080,year,1,0
R11_MEA,coal,final,2090,year,1,0
R11_MEA,coal,final,2100,year,1,0
R11_MEA,coal,final,2110,year,1,0
R11_MEA,electr,final,2020,year,1,0
R11_MEA,electr,final,2025,year,1,0
R11_MEA,electr,final,2030,year,1,0
R11_MEA,electr,final,2035,year,1,0
R11_MEA,electr,final,2040,year,1,0
R11_MEA,electr,final,2045,year,1,0
R11_MEA,electr,final,2050,year,1,0
R11_MEA,electr,final,2055,year,1,0
R11_MEA,electr,final,2060,year,1,0
R11_MEA,electr,final,2070,year,1,0
R11_MEA,electr,final,2080,year,1,0
R11_MEA,electr,final,2090,year,1,0
R11_MEA,electr,final,2100,year,1,0
R11_MEA,electr,final,2110,year,1,0
R11_MEA,gas,final,2020,year,1,0
R11_MEA,gas,final,2025,year,1,0
R11_MEA,gas,final,2030,year,1,0
R11_MEA,gas,final,2035,year,1,0
R11_MEA,gas,final,2040,year,1,0
R11_MEA,gas,final,2045,year,1,0
R11_MEA,gas,final,2050,year,1,0
R11_MEA,gas,final,2055,year,1,0
R11_MEA,gas,final,2060,year,1,0
R11_MEA,gas,final,2070,year,1,0
R11_MEA,gas,final,2080,year,1,0
R11_MEA,gas,final,2090,year,1,0
R11_MEA,gas,final,2100,year,1,0
R11_MEA,gas,final,2110,year,1,0
R11_MEA,lightoil,final,2020,year,1,0
R11_MEA,lightoil,final,2025,year,1,0
R11_MEA,lightoil,final,2030,year,1,0
R11_MEA,lightoil,final,2035,year,1,0
R11_MEA,lightoil,final,2040,year,1,0
R11_MEA,lightoil,final,2045,year,1,0
R11_MEA,lightoil,final,2050,year,1,0
R11_MEA,lightoil,final,2055,year,1,0
R11_MEA,lightoil,final,2060,year,1,0
R11_MEA,lightoil,final,2070,year,1,0
R11_MEA,lightoil,final,2080,year,1,0
R11_MEA,lightoil,final,2090,year,1,0
R11_MEA,lightoil,final,2100,year,1,0
