region_bld,clim,urt,arch,eneff,en_dem_heat_sim,en_dem_cool_sim,n_days_cool
C-EEU-BGR,Zone_4A Mixed Humid,rur,inf,ns,475.86220010657155,32.1321489562691,36.27777777777778
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s1,195.8651079015088,24.316153129336758,43.5625
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s2,187.1783860735542,22.96191120164572,43.09027777777778
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s3,116.54414661120195,23.90456115796618,48.951388888888886
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s51_std,85.35658306524459,25.21327566580844,53.09722222222223
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,s52_low,38.124685909468916,29.642033185920905,62.041666666666664
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr11_std,195.8651079015088,24.316153129336758,43.5625
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr12_low,195.8651079015088,24.316153129336758,43.5625
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr21_std,187.1783860735542,22.96191120164572,43.09027777777778
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr22_low,187.1783860735542,22.96191120164572,43.09027777777778
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr31_std,116.54414661120195,23.90456115796618,48.951388888888886
C-EEU-BGR,Zone_4A Mixed Humid,rur,mfh,sr32_low,116.54414661120195,23.90456115796618,48.951388888888886
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s1,475.86220010657155,32.1321489562691,36.27777777777778
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s2,458.33522932017075,26.959064466792427,33.298611111111114
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s3,287.30279610411924,22.335903782021074,36.75
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s51_std,210.12581721331549,21.58084986117866,40.395833333333336
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,s52_low,87.90436547988175,25.712238980212163,53.208333333333336
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,sr11_std,475.86220010657155,32.1321489562691,36.27777777777778
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,sr12_low,475.86220010657155,32.1321489562691,36.27777777777778
C-EEU-BGR,Zone_4A Mixed Humid,rur,sfh,sr21_std,458.33522932017075,26.959064466792427,33.298611111111114
