year,scenario,scenario_label,mat_demand_Mt,mat_primary_Mt,mat_demand_Gt,mat_primary_Gt
2025,R,Reference,133.81671657890337,129.88817773916966,0.13381671657890337,0.12988817773916966
2025,N_r,Narrow R,133.8167165787708,129.888177739071,0.1338167165787708,0.12988817773907102
2025,N_tp,Narrow TP,133.8167165787708,129.888177739071,0.1338167165787708,0.12988817773907102
2025,S_r,Slow R,88.40866688908282,84.69270837708875,0.08840866688908282,0.08469270837708875
2025,S_tp,Slow TP,88.40866688908282,84.69270837708875,0.08840866688908282,0.08469270837708875
2025,C_r,Close R,133.81671657890337,128.81242938030735,0.13381671657890337,0.12881242938030735
2025,C_tp,Close TP,133.81671657890337,126.751273917778,0.13381671657890337,0.126751273917778
2025,A_r,Combined R,88.40866688862177,83.71719805989576,0.08840866688862177,0.08371719805989576
2025,A_tp,Combined TP,88.40866688862177,81.85388485161695,0.08840866688862177,0.08185388485161696
2030,R,Reference,109.66508258129718,105.23407390001839,0.10966508258129719,0.10523407390001839
2030,N_r,Narrow R,92.27854594919788,88.08946901193167,0.09227854594919788,0.08808946901193167
2030,N_tp,Narrow TP,111.84096319841417,108.0314568825456,0.11184096319841418,0.1080314568825456
2030,S_r,Slow R,66.05431454444417,61.91986845694108,0.06605431454444417,0.06191986845694108
2030,S_tp,Slow TP,66.05431454444417,61.91986845694108,0.06605431454444417,0.06191986845694108
2030,C_r,Close R,109.66508258129718,103.4145547867989,0.10966508258129719,0.1034145547867989
2030,C_tp,Close TP,109.66508258129718,99.97921310621608,0.10966508258129719,0.09997921310621607
2030,A_r,Combined R,54.163170254052226,48.978478758493324,0.05416317025405223,0.04897847875849332
2030,A_tp,Combined TP,77.18125130473649,68.8705434435789,0.07718125130473649,0.0688705434435789
2035,R,Reference,109.74552050646447,104.83251921735877,0.10974552050646447,0.10483251921735877
2035,N_r,Narrow R,86.80982188221286,82.50975862678547,0.08680982188221285,0.08250975862678547
2035,N_tp,Narrow TP,94.3965837161555,91.12558314791694,0.0943965837161555,0.09112558314791694
2035,S_r,Slow R,51.07649869988232,47.326057203595774,0.051076498699882324,0.04732605720359578
2035,S_tp,Slow TP,47.148342693747914,43.83422442621903,0.047148342693747916,0.04383422442621903
2035,C_r,Close R,109.74552050646447,102.17199972701133,0.10974552050646447,0.10217199972701133
2035,C_tp,Close TP,109.74552050646447,97.09850304705408,0.10974552050646447,0.09709850304705409
2035,A_r,Combined R,39.14089616768335,34.07503501086873,0.039140896167683355,0.03407503501086873
2035,A_tp,Combined TP,51.736333689691264,45.63506606702903,0.051736333689691265,0.04563506606702903
2040,R,Reference,112.50062296187694,107.1036327113654,0.11250062296187695,0.1071036327113654
2040,N_r,Narrow R,82.9024996184413,78.5436328610301,0.0829024996184413,0.07854363286103011
2040,N_tp,Narrow TP,77.19689282294513,74.55227780166894,0.07719689282294513,0.07455227780166894
2040,S_r,Slow R,44.32017156542276,40.66793365716934,0.04432017156542276,0.04066793365716934
2040,S_tp,Slow TP,33.346082930882346,30.85257100686838,0.03334608293088235,0.03085257100686838
2040,C_r,Close R,112.50062296187694,103.4386962882322,0.11250062296187695,0.1034386962882322
2040,C_tp,Close TP,112.50062296187694,96.48447193589308,0.11250062296187695,0.09648447193589309
2040,A_r,Combined R,31.455551844317934,26.922090198313565,0.03145555184431793,0.026922090198313566
2040,A_tp,Combined TP,33.01835114350365,28.572124143709058,0.03301835114350365,0.028572124143709056
2045,R,Reference,115.40253768239053,109.5246093278662,0.11540253768239053,0.1095246093278662
2045,N_r,Narrow R,79.46500786532587,75.07731302789284,0.07946500786532587,0.07507731302789285
2045,N_tp,Narrow TP,62.74449159611659,60.643917061148436,0.06274449159611659,0.06064391706114844
2045,S_r,Slow R,39.592737587271024,36.05688535639445,0.039592737587271026,0.03605688535639445
2045,S_tp,Slow TP,26.144175980189615,24.147807714225056,0.026144175980189616,0.024147807714225058
2045,C_r,Close R,115.40253768239053,104.71306521351573,0.11540253768239053,0.10471306521351573
2045,C_tp,Close TP,115.40253768239053,95.62093482180097,0.11540253768239053,0.09562093482180098
2045,A_r,Combined R,26.877134592732393,22.438656628199276,0.02687713459273239,0.022438656628199275
2045,A_tp,Combined TP,22.7175101480345,19.765050189877925,0.022717510148034498,0.019765050189877925
2050,R,Reference,118.60474337108083,112.26175400184715,0.11860474337108083,0.11226175400184715
2050,N_r,Narrow R,77.21828762444511,72.78694480744241,0.07721828762444512,0.07278694480744241
2050,N_tp,Narrow TP,52.1440819516094,50.38594085490432,0.052144081951609404,0.05038594085490432
2050,S_r,Slow R,36.981193990580486,33.528201779941305,0.03698119399058049,0.033528201779941307
2050,S_tp,Slow TP,22.684088238198903,20.883089174554897,0.022684088238198903,0.020883089174554895
2050,C_r,Close R,118.60474337108083,106.19082294713334,0.11860474337108083,0.10619082294713335
2050,C_tp,Close TP,118.60474337108083,94.67700540641958,0.11860474337108083,0.09467700540641959
2050,A_r,Combined R,24.555282376063758,20.082877770971525,0.024555282376063758,0.020082877770971525
2050,A_tp,Combined TP,18.50143998882887,16.20767209358754,0.01850143998882887,0.01620767209358754
2055,R,Reference,113.24172901778051,106.46587413996541,0.11324172901778051,0.1064658741399654
2055,N_r,Narrow R,79.7115599979262,75.03465841732753,0.0797115599979262,0.07503465841732754
2055,N_tp,Narrow TP,31.173142718024152,29.340660636638823,0.03117314271802415,0.029340660636638823
2055,S_r,Slow R,31.63121228404541,28.43616646985144,0.03163121228404541,0.02843616646985144
2055,S_tp,Slow TP,18.95032584300318,17.341662080868268,0.01895032584300318,0.017341662080868268
2055,C_r,Close R,113.24172901778051,99.98110210160668,0.11324172901778051,0.09998110210160668
2055,C_tp,Close TP,113.24172901778051,87.68422484518268,0.11324172901778051,0.08768422484518268
2055,A_r,Combined R,20.13478833460899,16.23756509436072,0.02013478833460899,0.01623756509436072
2055,A_tp,Combined TP,2.122352098763174,1.5077004759605785,0.002122352098763174,0.0015077004759605785
2060,R,Reference,108.99916878435641,101.82884600583613,0.10899916878435642,0.10182884600583612
2060,N_r,Narrow R,76.91363095445138,71.96191857341893,0.07691363095445138,0.07196191857341892
2060,N_tp,Narrow TP,29.692880192774993,27.745582793164303,0.029692880192774992,0.027745582793164303
2060,S_r,Slow R,34.05410126141817,30.486162828259484,0.03405410126141817,0.030486162828259486
2060,S_tp,Slow TP,21.688400778116296,19.9567077005813,0.021688400778116297,0.019956707700581302
2060,C_r,Close R,108.99916878435641,95.00077045528565,0.10899916878435642,0.09500077045528564
2060,C_tp,Close TP,108.99916878435641,82.25730938221689,0.10899916878435642,0.08225730938221688
2060,A_r,Combined R,22.282411162726703,18.004270368276778,0.022282411162726702,0.018004270368276776
2060,A_tp,Combined TP,2.990334893551278,2.1484196049091033,0.002990334893551278,0.002148419604909103
2070,R,Reference,106.66247770258404,98.78948886141302,0.10666247770258404,0.09878948886141302
2070,N_r,Narrow R,75.54165458166847,70.1080384503546,0.07554165458166846,0.0701080384503546
2070,N_tp,Narrow TP,28.747526846645822,26.597103233551543,0.028747526846645822,0.026597103233551543
2070,S_r,Slow R,42.462630139879316,38.330307113921464,0.04246263013987932,0.038330307113921464
2070,S_tp,Slow TP,31.421704455376513,29.32915705163286,0.031421704455376516,0.02932915705163286
2070,C_r,Close R,106.66247770258404,91.32409946585234,0.10666247770258404,0.09132409946585235
2070,C_tp,Close TP,106.66247770258404,77.6825049787596,0.10666247770258404,0.0776825049787596
2070,A_r,Combined R,29.03839833208159,24.270592195856587,0.02903839833208159,0.024270592195856585
2070,A_tp,Combined TP,6.338158378456604,4.527213390987881,0.006338158378456604,0.0045272133909878805
2080,R,Reference,110.51399301111108,102.12923741248756,0.11051399301111109,0.10212923741248756
2080,N_r,Narrow R,78.23783451115749,72.44334297436428,0.07823783451115748,0.07244334297436429
2080,N_tp,Narrow TP,30.12240685887604,27.801559947191834,0.03012240685887604,0.027801559947191832
2080,S_r,Slow R,52.20360596066816,47.09871705868646,0.05220360596066816,0.047098717058686464
2080,S_tp,Slow TP,41.53528662218231,38.38578886813325,0.04153528662218231,0.03838578886813325
2080,C_r,Close R,110.51399301111108,94.11592671654822,0.11051399301111109,0.09411592671654821
2080,C_tp,Close TP,110.51399301111108,79.1909448656264,0.11051399301111109,0.0791909448656264
2080,A_r,Combined R,36.05491659013533,30.046681662481276,0.03605491659013533,0.030046681662481277
2080,A_tp,Combined TP,9.59155481041203,7.054943265466105,0.00959155481041203,0.007054943265466105
2090,R,Reference,109.36195207751493,100.6275619760777,0.10936195207751492,0.1006275619760777
2090,N_r,Narrow R,76.86479410963281,70.82287020427833,0.07686479410963282,0.07082287020427833
2090,N_tp,Narrow TP,30.49470090860364,28.03489258101854,0.03049470090860364,0.028034892581018538
2090,S_r,Slow R,56.37646334413432,50.42451218955316,0.05637646334413432,0.05042451218955316
2090,S_tp,Slow TP,46.02796554329231,42.09054596960209,0.04602796554329231,0.04209054596960209
2090,C_r,Close R,109.36195207751493,92.35836079144086,0.10936195207751492,0.09235836079144086
2090,C_tp,Close TP,109.36195207751493,76.69850225072521,0.10936195207751492,0.0766985022507252
2090,A_r,Combined R,39.089736805118356,31.21155529203696,0.039089736805118354,0.03121155529203696
2090,A_tp,Combined TP,11.64220618120499,7.6741268093717725,0.01164220618120499,0.007674126809371773
2100,R,Reference,99.62630691094745,90.7624710549119,0.09962630691094745,0.09076247105491189
2100,N_r,Narrow R,69.69562692562835,63.55971598702308,0.06969562692562835,0.06355971598702308
2100,N_tp,Narrow TP,28.083786930508072,25.546733438129476,0.028083786930508073,0.025546733438129476
2100,S_r,Slow R,57.34729356639789,50.87555990080937,0.05734729356639789,0.05087555990080937
2100,S_tp,Slow TP,44.254307819626185,39.78426079143017,0.044254307819626186,0.03978426079143017
2100,C_r,Close R,99.62630691094745,82.52858563620576,0.09962630691094745,0.08252858563620576
2100,C_tp,Close TP,99.62630691094745,66.82811150809177,0.09962630691094745,0.06682811150809177
2100,A_r,Combined R,39.852206633830164,31.040476324305853,0.03985220663383016,0.031040476324305854
2100,A_tp,Combined TP,11.501127297269672,6.803877483695922,0.011501127297269672,0.0068038774836959226
