scenario,ssp,region_gea,urt,arch,material,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
nsp,nsp,LAC,rur,sfh,wood,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099,80.16819099
nsp,nsp,LAC,urb,mfh,aluminum,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268
nsp,nsp,LAC,urb,mfh,concrete,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943,932.71943
nsp,nsp,LAC,urb,mfh,copper,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907
nsp,nsp,LAC,urb,mfh,glass,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493,4.49763493
nsp,nsp,LAC,urb,mfh,steel,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119,98.43747119
nsp,nsp,LAC,urb,mfh,wood,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213,41.21501213
nsp,nsp,LAC,urb,sfh,aluminum,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745,2.436862745
nsp,nsp,LAC,urb,sfh,concrete,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314,850.0034314
nsp,nsp,LAC,urb,sfh,copper,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667
nsp,nsp,LAC,urb,sfh,glass,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706,1.701764706
nsp,nsp,LAC,urb,sfh,steel,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196,33.56990196
nsp,nsp,LAC,urb,sfh,wood,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686,66.95715686
nsp,nsp,MEA,rur,mfh,aluminum,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667
nsp,nsp,MEA,rur,mfh,concrete,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667,1401.536667
nsp,nsp,MEA,rur,mfh,copper,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
nsp,nsp,MEA,rur,mfh,glass,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667
nsp,nsp,MEA,rur,mfh,steel,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333,214.8873333
nsp,nsp,MEA,rur,mfh,wood,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94
nsp,nsp,MEA,rur,sfh,aluminum,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971,1.466112971
nsp,nsp,MEA,rur,sfh,concrete,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038,1386.954038
nsp,nsp,MEA,rur,sfh,copper,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946,1.586066946
nsp,nsp,MEA,rur,sfh,glass,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887,2.57092887
nsp,nsp,MEA,rur,sfh,steel,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251,77.5000251
nsp,nsp,MEA,rur,sfh,wood,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159,25.135159
nsp,nsp,MEA,urb,mfh,aluminum,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268
nsp,nsp,MEA,urb,mfh,concrete,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072,1229.319072
nsp,nsp,MEA,urb,mfh,copper,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907
nsp,nsp,MEA,urb,mfh,glass,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103
nsp,nsp,MEA,urb,mfh,steel,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299,180.569299
nsp,nsp,MEA,urb,mfh,wood,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845
nsp,nsp,MEA,urb,sfh,aluminum,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333,1.129333333
nsp,nsp,MEA,urb,sfh,concrete,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333,1338.233333
nsp,nsp,MEA,urb,sfh,copper,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667
nsp,nsp,MEA,urb,sfh,glass,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162
nsp,nsp,MEA,urb,sfh,steel,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346,65.346
nsp,nsp,MEA,urb,sfh,wood,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667,27.81466667
nsp,nsp,NAM,rur,mfh,aluminum,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778,2.872777778
nsp,nsp,NAM,rur,mfh,concrete,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222,687.6522222
nsp,nsp,NAM,rur,mfh,copper,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333,0.243333333
nsp,nsp,NAM,rur,mfh,glass,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222,5.742222222
nsp,nsp,NAM,rur,mfh,steel,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111,67.98111111
nsp,nsp,NAM,rur,mfh,wood,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222,39.58222222
nsp,nsp,NAM,rur,sfh,aluminum,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896,4.744127896
nsp,nsp,NAM,rur,sfh,concrete,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515,716.0925515
nsp,nsp,NAM,rur,sfh,copper,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753,1.359534753
nsp,nsp,NAM,rur,sfh,glass,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009,2.829220009
nsp,nsp,NAM,rur,sfh,steel,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232,24.91663232
nsp,nsp,NAM,rur,sfh,wood,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797,60.86967797
nsp,nsp,NAM,urb,mfh,aluminum,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016,2.62812016
nsp,nsp,NAM,urb,mfh,concrete,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895,722.436895
nsp,nsp,NAM,urb,mfh,copper,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553,0.121241553
nsp,nsp,NAM,urb,mfh,glass,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856,4.426945856
nsp,nsp,NAM,urb,mfh,steel,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613,70.93427613
nsp,nsp,NAM,urb,mfh,wood,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159,42.37849159
nsp,nsp,NAM,urb,sfh,aluminum,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274,4.173510274
nsp,nsp,NAM,urb,sfh,concrete,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593,793.7764593
nsp,nsp,NAM,urb,sfh,copper,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793,1.14722793
nsp,nsp,NAM,urb,sfh,glass,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253,2.588862253
nsp,nsp,NAM,urb,sfh,steel,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149,24.93161149
nsp,nsp,NAM,urb,sfh,wood,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088,55.95756088
nsp,nsp,PAO,rur,mfh,aluminum,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484,1.941935484
nsp,nsp,PAO,rur,mfh,concrete,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204,827.7017204
nsp,nsp,PAO,rur,mfh,copper,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581,0.100322581
nsp,nsp,PAO,rur,mfh,glass,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419,6.209677419
nsp,nsp,PAO,rur,mfh,steel,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495,72.06978495
nsp,nsp,PAO,rur,mfh,wood,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129,36.5516129
nsp,nsp,PAO,rur,sfh,aluminum,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635,1.700893635
nsp,nsp,PAO,rur,sfh,concrete,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179,505.1650179
nsp,nsp,PAO,rur,sfh,copper,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593,1.287038593
nsp,nsp,PAO,rur,sfh,glass,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108,2.022908108
nsp,nsp,PAO,rur,sfh,steel,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761,33.46833761
nsp,nsp,PAO,rur,sfh,wood,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775,68.60618775
nsp,nsp,PAO,urb,mfh,aluminum,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481,1.995128481
nsp,nsp,PAO,urb,mfh,concrete,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509,1000.59509
nsp,nsp,PAO,urb,mfh,copper,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137,0.067843137
nsp,nsp,PAO,urb,mfh,glass,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539,5.909349539
nsp,nsp,PAO,urb,mfh,steel,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328,107.2849328
nsp,nsp,PAO,urb,mfh,wood,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495,59.52917495
nsp,nsp,PAO,urb,sfh,aluminum,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195,1.032063195
nsp,nsp,PAO,urb,sfh,concrete,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107,576.3475107
nsp,nsp,PAO,urb,sfh,copper,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044,0.830611044
nsp,nsp,PAO,urb,sfh,glass,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878,2.013718878
nsp,nsp,PAO,urb,sfh,steel,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534,39.12865534
nsp,nsp,PAO,urb,sfh,wood,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133,53.42810133
nsp,nsp,PAS,rur,mfh,aluminum,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179,1.439487179
nsp,nsp,PAS,rur,mfh,concrete,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359,1030.794359
nsp,nsp,PAS,rur,mfh,copper,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308,0.197692308
nsp,nsp,PAS,rur,mfh,glass,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359,3.868974359
nsp,nsp,PAS,rur,mfh,steel,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513,89.60820513
nsp,nsp,PAS,rur,mfh,wood,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821,33.13512821
nsp,nsp,PAS,rur,sfh,aluminum,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243,3.524123243
nsp,nsp,PAS,rur,sfh,concrete,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376,849.5263376
nsp,nsp,PAS,rur,sfh,copper,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267,1.508351267
nsp,nsp,PAS,rur,sfh,glass,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428,2.450772428
nsp,nsp,PAS,rur,sfh,steel,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037,29.80041037
nsp,nsp,PAS,rur,sfh,wood,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545,64.72355545
nsp,nsp,PAS,urb,mfh,aluminum,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572,1.584717572
nsp,nsp,PAS,urb,mfh,concrete,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485,979.311485
nsp,nsp,PAS,urb,mfh,copper,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251,0.131903251
nsp,nsp,PAS,urb,mfh,glass,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171,3.971262171
nsp,nsp,PAS,urb,mfh,steel,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905,97.38994905
nsp,nsp,PAS,urb,mfh,wood,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412,45.6646412
nsp,nsp,PAS,urb,sfh,aluminum,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234,2.539947234
nsp,nsp,PAS,urb,sfh,concrete,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891,1129.98891
nsp,nsp,PAS,urb,sfh,copper,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908,1.041465908
nsp,nsp,PAS,urb,sfh,glass,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349,2.075099349
nsp,nsp,PAS,urb,sfh,steel,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336,32.14294336
