"","region_bld","en_calculation","en_calculation_std","n_units_fuel","floor_size","en_poverty","en_calculation_dw","en_calculation_unit","en_calculation_std_unit","sh_en_poverty","en_consumption","shr_en"
"1","C-EEU-BGR",NA,NA,2.90693452598,NA,NA,NA,NA,NA,NA,1165.17917,NA
"2","C-EEU-CZE",NA,NA,4.48327666251,NA,NA,NA,NA,NA,NA,4712.141423,NA
"3","C-EEU-EST",NA,NA,0.60659675636,NA,NA,NA,NA,NA,NA,650.8999349,NA
"4","C-EEU-HUN",NA,NA,4.2837344148,NA,NA,NA,NA,NA,NA,4456.728567,NA
"5","C-EEU-LTU",NA,NA,1.41518016914,NA,NA,NA,NA,NA,NA,1022.417413,NA
"6","C-EEU-LVA",NA,NA,0.91003329712,NA,NA,NA,NA,NA,NA,751.768996,NA
"7","C-EEU-POL",NA,NA,13.71242909646,NA,NA,NA,NA,NA,NA,12863.97365,NA
"8","C-EEU-ROU",NA,NA,7.82859148601,NA,NA,NA,NA,NA,NA,4708.760116,NA
"9","C-EEU-SVK",NA,NA,1.9780692086,NA,NA,NA,NA,NA,NA,1373.947706,NA
"10","C-EEU-SVN",NA,NA,0.82616986005,NA,NA,NA,NA,NA,NA,742.4711188,NA
"11","C-WEU-AUT",NA,NA,3.88893187003,NA,NA,NA,NA,NA,NA,4584.336588,NA
"12","C-WEU-BEL",NA,NA,4.78466927559,NA,NA,NA,NA,NA,NA,6061.096427,NA
"13","C-WEU-CYP",NA,NA,0.43574954334,NA,NA,NA,NA,NA,NA,115.3527026,NA
"14","C-WEU-DEU",NA,NA,41.06177896001,NA,NA,NA,NA,NA,NA,37337.9661,NA
"15","C-WEU-DNK",NA,NA,2.83925870148,NA,NA,NA,NA,NA,NA,2780.633599,NA
"16","C-WEU-ESP",NA,NA,19.12460954334,NA,NA,NA,NA,NA,NA,6290.704138,NA
"17","C-WEU-FIN",NA,NA,2.7464470845,NA,NA,NA,NA,NA,NA,3355.249522,NA
"18","C-WEU-FRA",NA,NA,29.40718926458,NA,NA,NA,NA,NA,NA,27180.0057,NA
"19","C-WEU-GBR",NA,NA,27.90342529993,NA,NA,NA,NA,NA,NA,22825.67133,NA
"20","C-WEU-GRC",NA,NA,4.40353974462,NA,NA,NA,NA,NA,NA,2545.097037,NA
"21","C-WEU-IRL",NA,NA,1.76572919156,NA,NA,NA,NA,NA,NA,1792.941836,NA
"22","C-WEU-ITA",NA,NA,25.61687026246,NA,NA,NA,NA,NA,NA,21873.22784,NA
"23","C-WEU-LUX",NA,NA,0.23043668954,NA,NA,NA,NA,NA,NA,394.1052204,NA
"24","C-WEU-NLD",NA,NA,7.69869830822,NA,NA,NA,NA,NA,NA,5976.286623,NA
"25","C-WEU-PRT",NA,NA,4.32199886599,NA,NA,NA,NA,NA,NA,864.9406646,NA
"26","C-WEU-SWE",NA,NA,4.88776723147,NA,NA,NA,NA,NA,NA,4240.100547,NA
