"region_bld","fuel_heat_f","value","scaling_factor"
"C-EEU-BGR","district_heat",-1.99785935768717,0.15033370044295
"C-EEU-BGR","electricity",-2.36053871840936,0.15033370044295
"C-EEU-BGR","gas",-1.93403171864551,0.15033370044295
"C-EEU-BGR","heat_pump",-4.37614530065238,0.15033370044295
"C-EEU-BGR","biomass_solid",0,0.15033370044295
"C-EEU-CZE","district_heat",-2.19675510546381,0.126539801756528
"C-EEU-CZE","gas",-1.19628783613953,0.126539801756528
"C-EEU-CZE","heat_pump",-1.77012585530615,0.126539801756528
"C-EEU-CZE","biomass_solid",0,0.126539801756528
"C-EEU-EST","district_heat",-1.97643706154397,0.0963632784135265
"C-EEU-EST","electricity",-2.83614935170046,0.0963632784135265
"C-EEU-EST","gas",-3.51309365982506,0.0963632784135265
"C-EEU-EST","heat_pump",-5.18931930938063,0.0963632784135265
"C-EEU-EST","biomass_solid",0,0.0963632784135265
"C-EEU-HUN","district_heat",-2.10194714663868,0.113269255259708
"C-EEU-HUN","heat_pump",-3.28533450914711,0.113269255259708
"C-EEU-HUN","gas",0,0.113269255259708
"C-EEU-LTU","biomass_solid",-0.151847706548308,0.120275560328432
"C-EEU-LTU","gas",-0.485990394342095,0.120275560328432
"C-EEU-LTU","heat_pump",-0.145290277284758,0.120275560328432
"C-EEU-LTU","district_heat",0,0.120275560328432
"C-EEU-LVA","biomass_solid",-0.246993702263102,0.0822379306949688
"C-EEU-LVA","gas",-1.84811343077881,0.0822379306949688
"C-EEU-LVA","heat_pump",-4.00799882217813,0.0822379306949688
"C-EEU-LVA","district_heat",0,0.0822379306949688
"C-EEU-POL","biomass_solid",0.19855019688797,0.108753672748924
"C-EEU-POL","district_heat",-0.882443827683002,0.108753672748924
"C-EEU-POL","heat_pump",-0.8599710018231,0.108753672748924
"C-EEU-POL","gas",0,0.108753672748924
"C-EEU-ROU","biomass_solid",1.47071462888173,0.147096888368987
"C-EEU-ROU","heat_pump",-3.44973386322529,0.147096888368987
"C-EEU-ROU","gas",0,0.147096888368987
"C-EEU-SVK","biomass_solid",0.398653477076949,0.109701072940418
"C-EEU-SVK","district_heat",-1.72103841204778,0.109701072940418
"C-EEU-SVK","electricity",-1.40959712205529,0.109701072940418
"C-EEU-SVK","heat_pump",-1.06793881667948,0.109701072940418
"C-EEU-SVK","gas",0,0.109701072940418
"C-EEU-SVN","district_heat",-1.27299282687302,0.12369639354781
"C-EEU-SVN","electricity",-0.826590976942684,0.12369639354781
"C-EEU-SVN","gas",-0.98081441935651,0.12369639354781
"C-EEU-SVN","heat_pump",-0.175568645221583,0.12369639354781
"C-EEU-SVN","oil",-1.14852054050854,0.12369639354781
"C-EEU-SVN","biomass_solid",0,0.12369639354781
"C-WEU-AUT","district_heat",-1.18655456052264,0.0658382527518055
"C-WEU-AUT","electricity",-0.445207748948047,0.0658382527518055
"C-WEU-AUT","gas",-0.59071633777822,0.0658382527518055
"C-WEU-AUT","heat_pump",-0.747279038029204,0.0658382527518055
"C-WEU-AUT","oil",-1.02648244291595,0.0658382527518055
"C-WEU-AUT","biomass_solid",0,0.0658382527518055
"C-WEU-BEL","biomass_solid",-0.970556926606124,0.0761273078076213
"C-WEU-BEL","heat_pump",-1.09157554179747,0.0761273078076213
"C-WEU-BEL","oil",-0.0906503448563757,0.0761273078076213
"C-WEU-BEL","gas",0,0.0761273078076213
"C-WEU-CYP","biomass_solid",-2.29654981370996,0.234382052211464
"C-WEU-CYP","electricity",-0.851437150500551,0.234382052211464
"C-WEU-CYP","heat_pump",0,0.234382052211464
"C-WEU-DEU","biomass_solid",-0.564773875609552,0.0619291391088104
"C-WEU-DEU","district_heat",-2.33399638274321,0.0619291391088104
"C-WEU-DEU","heat_pump",-1.30318701228847,0.0619291391088104
"C-WEU-DEU","oil",-1.83803882285794,0.0619291391088104
"C-WEU-DEU","gas",0,0.0619291391088104
"C-WEU-DNK","biomass_solid",-0.427399388800039,0.0593094640898933
"C-WEU-DNK","gas",-1.12070105311339,0.0593094640898933
"C-WEU-DNK","heat_pump",-0.121394079423864,0.0593094640898933
"C-WEU-DNK","district_heat",0,0.0593094640898933
"C-WEU-ESP","biomass_solid",-1.17202985355318,0.0915026136756589
"C-WEU-ESP","electricity",-0.347282514546045,0.0915026136756589
"C-WEU-ESP","heat_pump",-1.05287704317924,0.0915026136756589
"C-WEU-ESP","oil",-0.724896964232271,0.0915026136756589
"C-WEU-ESP","gas",0,0.0915026136756589
"C-WEU-FIN","biomass_solid",0.304507412147784,0.0856698872183703
"C-WEU-FIN","electricity",1.1042456737928,0.0856698872183703
"C-WEU-FIN","heat_pump",0.402481519243382,0.0856698872183703
"C-WEU-FIN","district_heat",0,0.0856698872183703
"C-WEU-FRA","biomass_solid",-0.589138203590977,0.0907480908440005
"C-WEU-FRA","district_heat",-2.55246487059392,0.0907480908440005
"C-WEU-FRA","electricity",-1.00712301848726,0.0907480908440005
"C-WEU-FRA","gas",-0.606315785735529,0.0907480908440005
"C-WEU-FRA","heat_pump",0,0.0907480908440005
"C-WEU-GRC","biomass_solid",-0.792790564476391,0.116121892160452
"C-WEU-GRC","heat_pump",-0.489477689350886,0.116121892160452
"C-WEU-GRC","oil",0.111070638190268,0.116121892160452
"C-WEU-GRC","gas",0,0.116121892160452
"C-WEU-HRV","district_heat",-2.95326129700769,0.105159900797604
"C-WEU-HRV","gas",-1.5936340960556,0.105159900797604
"C-WEU-HRV","heat_pump",-3.76635239140226,0.105159900797604
"C-WEU-HRV","biomass_solid",0,0.105159900797604
"C-WEU-IRL","electricity",-0.562930558744781,0.0788474058522148
"C-WEU-IRL","gas",-1.20846531849465,0.0788474058522148
"C-WEU-IRL","heat_pump",-1.42466632007124,0.0788474058522148
"C-WEU-IRL","oil",0,0.0788474058522148
"C-WEU-ITA","biomass_solid",1.58166455518937,0.0995648346963086
"C-WEU-ITA","heat_pump",-0.891528087418479,0.0995648346963086
"C-WEU-ITA","gas",0,0.0995648346963086
"C-WEU-LUX","heat_pump",-2.0805776585004,0.0794754785809248
"C-WEU-LUX","oil",-0.572929025509921,0.0794754785809248
"C-WEU-LUX","gas",0,0.0794754785809248
"C-WEU-MLT","electricity",-0.708941885003997,0.305423420471873
"C-WEU-MLT","heat_pump",0,0.305423420471873
"C-WEU-NLD","heat_pump",-1.41629206655218,0.0651259890130818
"C-WEU-NLD","gas",0,0.0651259890130818
"C-WEU-PRT","gas",-0.788436095432722,0.215508671444243
"C-WEU-PRT","heat_pump",0.468650362097143,0.215508671444243
"C-WEU-PRT","biomass_solid",0,0.215508671444243
"C-WEU-SWE","biomass_solid",-1.55519025972073,0.0761268866281043
"C-WEU-SWE","district_heat",-0.67591173052479,0.0761268866281043
