"region_bld","fuel_heat_f","value","scaling_factor"
"C-EEU-BGR","district_heat",-2.34833026715635,0.305284877657697
"C-EEU-BGR","electricity",-2.72111052274059,0.305284877657697
"C-EEU-BGR","gas",-2.23974988712835,0.305284877657697
"C-EEU-BGR","heat_pump",-4.60105675645559,0.305284877657697
"C-EEU-BGR","biomass_solid",0,0.305284877657697
"C-EEU-CZE","district_heat",-2.308539498869,0.261706048717358
"C-EEU-CZE","gas",-1.50791102382552,0.261706048717358
"C-EEU-CZE","heat_pump",-2.12938850987026,0.261706048717358
"C-EEU-CZE","biomass_solid",0,0.261706048717358
"C-EEU-EST","district_heat",-2.31023487666575,0.196161176234315
"C-EEU-EST","electricity",-2.65942373054853,0.196161176234315
"C-EEU-EST","gas",-3.77272595279027,0.196161176234315
"C-EEU-EST","heat_pump",-5.29468177673966,0.196161176234315
"C-EEU-EST","biomass_solid",0,0.196161176234315
"C-EEU-HUN","district_heat",-1.88729134318225,0.230639150801093
"C-EEU-HUN","heat_pump",-3.04638152815881,0.230639150801093
"C-EEU-HUN","gas",0,0.230639150801093
"C-EEU-LTU","biomass_solid",0.119527560151146,0.247457207426737
"C-EEU-LTU","gas",-0.669366012158278,0.247457207426737
"C-EEU-LTU","heat_pump",-0.13449228757632,0.247457207426737
"C-EEU-LTU","district_heat",0,0.247457207426737
"C-EEU-LVA","biomass_solid",-0.0912740465133381,0.166608490876321
"C-EEU-LVA","gas",-1.90029118349852,0.166608490876321
"C-EEU-LVA","heat_pump",-3.87460437467603,0.166608490876321
"C-EEU-LVA","district_heat",0,0.166608490876321
"C-EEU-POL","biomass_solid",0.657505703199492,0.221760609354679
"C-EEU-POL","district_heat",-0.89856435718243,0.221760609354679
"C-EEU-POL","heat_pump",-0.702835475462558,0.221760609354679
"C-EEU-POL","gas",0,0.221760609354679
"C-EEU-ROU","biomass_solid",1.81890271632311,0.298895119273973
"C-EEU-ROU","heat_pump",-3.10838142690608,0.298895119273973
"C-EEU-ROU","gas",0,0.298895119273973
"C-EEU-SVK","biomass_solid",0.756297294403477,0.223814600137386
"C-EEU-SVK","district_heat",-1.40208114612985,0.223814600137386
"C-EEU-SVK","electricity",-1.06080314047433,0.223814600137386
"C-EEU-SVK","heat_pump",-0.821895660518308,0.223814600137386
"C-EEU-SVK","gas",0,0.223814600137386
"C-EEU-SVN","district_heat",-1.48334686149438,0.261423612802397
"C-EEU-SVN","electricity",-0.817461059424364,0.261423612802397
"C-EEU-SVN","gas",-1.2405090810708,0.261423612802397
"C-EEU-SVN","heat_pump",-0.454864416398827,0.261423612802397
"C-EEU-SVN","oil",-0.970076035236479,0.261423612802397
"C-EEU-SVN","biomass_solid",0,0.261423612802397
"C-WEU-AUT","district_heat",-1.32510935788811,0.135273351034056
"C-WEU-AUT","electricity",-0.230678570135533,0.135273351034056
"C-WEU-AUT","gas",-0.907777397821514,0.135273351034056
"C-WEU-AUT","heat_pump",-0.857486685368193,0.135273351034056
"C-WEU-AUT","oil",-0.978435701000381,0.135273351034056
"C-WEU-AUT","biomass_solid",0,0.135273351034056
"C-WEU-BEL","biomass_solid",-0.387415286223762,0.157300357482571
"C-WEU-BEL","heat_pump",-0.610466561636082,0.157300357482571
"C-WEU-BEL","oil",0.356303922390923,0.157300357482571
"C-WEU-BEL","gas",0,0.157300357482571
"C-WEU-CYP","biomass_solid",-1.72493753366832,0.506369642690587
"C-WEU-CYP","electricity",-1.24632283979717,0.506369642690587
"C-WEU-CYP","heat_pump",0,0.506369642690587
"C-WEU-DEU","biomass_solid",-0.096008996392962,0.128205877188614
"C-WEU-DEU","district_heat",-2.04785905732474,0.128205877188614
"C-WEU-DEU","heat_pump",-0.828472460160984,0.128205877188614
"C-WEU-DEU","oil",-1.5969495886499,0.128205877188614
"C-WEU-DEU","gas",0,0.128205877188614
"C-WEU-DNK","biomass_solid",-0.703732394095492,0.121999470967446
"C-WEU-DNK","gas",-1.40640390372169,0.121999470967446
"C-WEU-DNK","heat_pump",-0.0373068353449321,0.121999470967446
"C-WEU-DNK","district_heat",0,0.121999470967446
"C-WEU-ESP","biomass_solid",-0.732379280962612,0.188665348428752
"C-WEU-ESP","electricity",-0.146374892139978,0.188665348428752
"C-WEU-ESP","heat_pump",-0.738502044559718,0.188665348428752
"C-WEU-ESP","oil",-0.527467627171822,0.188665348428752
"C-WEU-ESP","gas",0,0.188665348428752
"C-WEU-FIN","biomass_solid",0.671710283327349,0.185104476062009
"C-WEU-FIN","electricity",1.70064031024413,0.185104476062009
"C-WEU-FIN","heat_pump",0.27864498134182,0.185104476062009
"C-WEU-FIN","district_heat",0,0.185104476062009
"C-WEU-FRA","biomass_solid",-0.209581399731731,0.193797452528291
"C-WEU-FRA","district_heat",-2.5244772390538,0.193797452528291
"C-WEU-FRA","electricity",-1.03675062640186,0.193797452528291
"C-WEU-FRA","gas",-0.955974383160648,0.193797452528291
"C-WEU-FRA","heat_pump",0,0.193797452528291
"C-WEU-GRC","biomass_solid",-0.350464087178724,0.244102969707534
"C-WEU-GRC","heat_pump",-0.282923949877851,0.244102969707534
"C-WEU-GRC","oil",0.597996398174212,0.244102969707534
"C-WEU-GRC","gas",0,0.244102969707534
"C-WEU-HRV","district_heat",-3.11208597365909,0.213069555656396
"C-WEU-HRV","gas",-1.95218907303989,0.213069555656396
"C-WEU-HRV","heat_pump",-3.85130871736529,0.213069555656396
"C-WEU-HRV","biomass_solid",0,0.213069555656396
"C-WEU-IRL","electricity",-0.179967129255872,0.166437007380575
"C-WEU-IRL","gas",-1.71110369984195,0.166437007380575
"C-WEU-IRL","heat_pump",-1.47382472833221,0.166437007380575
"C-WEU-IRL","oil",0,0.166437007380575
"C-WEU-ITA","biomass_solid",1.82659899180843,0.201809465883544
"C-WEU-ITA","heat_pump",-0.423864050712006,0.201809465883544
"C-WEU-ITA","gas",0,0.201809465883544
"C-WEU-LUX","heat_pump",-1.59882937018797,0.161883843480202
"C-WEU-LUX","oil",-0.0263836219012742,0.161883843480202
"C-WEU-LUX","gas",0,0.161883843480202
"C-WEU-MLT","electricity",-1.2645048700877,0.773873801543454
"C-WEU-MLT","heat_pump",0,0.773873801543454
"C-WEU-NLD","heat_pump",-0.979099251001577,0.13300487248189
"C-WEU-NLD","gas",0,0.13300487248189
"C-WEU-PRT","gas",-1.57183756983073,0.53520997738999
"C-WEU-PRT","heat_pump",0.0714360147888394,0.53520997738999
"C-WEU-PRT","biomass_solid",0,0.53520997738999
"C-WEU-SWE","biomass_solid",-1.03850967142799,0.174602865048519
"C-WEU-SWE","district_heat",-0.566272548199336,0.174602865048519
"C-WEU-SWE","electricity",1.07857884637234,0.174602865048519
"C-WEU-SWE","heat_pump",0,0.174602865048519
