"region_bld","fuel_heat_f","value","scaling_factor"
"C-EEU-BGR","district_heat",-2.17355029750845,0.225420798904491
"C-EEU-BGR","electricity",-2.1987657549709,0.225420798904491
"C-EEU-BGR","gas",-1.88655888938779,0.225420798904491
"C-EEU-BGR","heat_pump",-4.17906763631155,0.225420798904491
"C-EEU-BGR","biomass_solid",0,0.225420798904491
"C-EEU-CZE","district_heat",-2.25596439741202,0.190878003945198
"C-EEU-CZE","gas",-1.10284697491185,0.190878003945198
"C-EEU-CZE","heat_pump",-1.56011993009829,0.190878003945198
"C-EEU-CZE","biomass_solid",0,0.190878003945198
"C-EEU-EST","district_heat",-2.14689727663285,0.144727315294528
"C-EEU-EST","electricity",-2.38439940006104,0.144727315294528
"C-EEU-EST","gas",-3.43955255666404,0.144727315294528
"C-EEU-EST","heat_pump",-4.93572098051139,0.144727315294528
"C-EEU-EST","biomass_solid",0,0.144727315294528
"C-EEU-HUN","district_heat",-2.20705994964497,0.170056992340092
"C-EEU-HUN","heat_pump",-3.06443001264027,0.170056992340092
"C-EEU-HUN","gas",0,0.170056992340092
"C-EEU-LTU","biomass_solid",-0.0153318697615674,0.181302533992481
"C-EEU-LTU","gas",-0.315742433106098,0.181302533992481
"C-EEU-LTU","heat_pump",0.250360005835445,0.181302533992481
"C-EEU-LTU","district_heat",0,0.181302533992481
"C-EEU-LVA","biomass_solid",-0.162091611124653,0.12315774877342
"C-EEU-LVA","gas",-1.66552264907664,0.12315774877342
"C-EEU-LVA","heat_pump",-3.62817733264439,0.12315774877342
"C-EEU-LVA","district_heat",0,0.12315774877342
"C-EEU-POL","biomass_solid",0.199129785035436,0.163246282939181
"C-EEU-POL","district_heat",-1.11737452801982,0.163246282939181
"C-EEU-POL","heat_pump",-0.657248519195,0.163246282939181
"C-EEU-POL","gas",0,0.163246282939181
"C-EEU-ROU","biomass_solid",1.51155796556968,0.220643005006823
"C-EEU-ROU","heat_pump",-3.16241719103551,0.220643005006823
"C-EEU-ROU","gas",0,0.220643005006823
"C-EEU-SVK","biomass_solid",0.34755580612001,0.164731154939895
"C-EEU-SVK","district_heat",-1.78503463399634,0.164731154939895
"C-EEU-SVK","electricity",-1.05917520398565,0.164731154939895
"C-EEU-SVK","heat_pump",-0.831219162862346,0.164731154939895
"C-EEU-SVK","gas",0,0.164731154939895
"C-EEU-SVN","district_heat",-1.38138377957613,0.188401523985863
"C-EEU-SVN","electricity",-0.33411799601745,0.188401523985863
"C-EEU-SVN","gas",-0.825814486929986,0.188401523985863
"C-EEU-SVN","heat_pump",0.116534154419361,0.188401523985863
"C-EEU-SVN","oil",-0.790863030664651,0.188401523985863
"C-EEU-SVN","biomass_solid",0,0.188401523985863
"C-WEU-AUT","district_heat",-1.26085789564689,0.0991754230059168
"C-WEU-AUT","electricity",0.0618624127983192,0.0991754230059168
"C-WEU-AUT","gas",-0.512410309836098,0.0991754230059168
"C-WEU-AUT","heat_pump",-0.442846984603046,0.0991754230059168
"C-WEU-AUT","oil",-0.784639347792692,0.0991754230059168
"C-WEU-AUT","biomass_solid",0,0.0991754230059168
"C-WEU-BEL","biomass_solid",-0.904939228008094,0.1150159892616
"C-WEU-BEL","heat_pump",-0.74294667781861,0.1150159892616
"C-WEU-BEL","oil",0.106070560427874,0.1150159892616
"C-WEU-BEL","gas",0,0.1150159892616
