"region_bld","mat","eneff_f","value","barrier_rent","barrier_mfh","scaling_factor"
"C-EEU-BGR","perm","adv",-4.81622752242336,0.247228357296105,0.29527283529055,0.0523028657999602
"C-EEU-BGR","perm","std",-2.17845670337093,0.247228357296105,0.29527283529055,0.0523028657999602
"C-EEU-CZE","perm","adv",-4.64519104072602,0.220932903772209,0.354980393610085,0.0523028657999602
"C-EEU-CZE","perm","std",-1.77466063843245,0.220932903772209,0.354980393610085,0.0523028657999602
"C-EEU-EST","perm","adv",-4.9808793140633,0.274493975739903,0,0.0523028657999602
"C-EEU-EST","perm","std",-2.97906456362961,0.274493975739903,0,0.0523028657999602
"C-EEU-HUN","perm","adv",-4.44458104124056,0.311829565474097,0.709714422689816,0.0523028657999602
"C-EEU-HUN","perm","std",-2.22413157823845,0.311829565474097,0.709714422689816,0.0523028657999602
"C-EEU-LTU","perm","adv",-4.2017196740757,0.210553399611435,0,0.0523028657999602
"C-EEU-LTU","perm","std",-2.90491918657155,0.210553399611435,0,0.0523028657999602
"C-EEU-LVA","perm","adv",-6.76242459063763,0.66265496855726,0,0.0523028657999602
"C-EEU-LVA","perm","std",-2.72991803592165,0.66265496855726,0,0.0523028657999602
"C-EEU-POL","perm","adv",-6.42661163751681,0.373222688262118,0.576458351309539,0.0523028657999602
"C-EEU-POL","perm","std",-1.87976444689864,0.373222688262118,0.576458351309539,0.0523028657999602
"C-EEU-ROU","perm","adv",-4.67192514256161,1.90317491301705,0.654291625600436,0.0523028657999602
"C-EEU-ROU","perm","std",-2.0255578694661,1.90317491301705,0.654291625600436,0.0523028657999602
"C-EEU-SVK","perm","adv",-4.468112531824,0.453869466935132,0.701557043249798,0.0523028657999602
"C-EEU-SVK","perm","std",-2.08368857955539,0.453869466935132,0.701557043249798,0.0523028657999602
"C-EEU-SVN","perm","adv",-4.7991594230739,0,0.313957872620675,0.0523028657999602
"C-EEU-SVN","perm","std",-2.1325558446258,0,0.313957872620675,0.0523028657999602
"C-WEU-AUT","perm","adv",-2.86366073116348,1.12216122713494,0,0.0523028657999602
"C-WEU-AUT","perm","std",-0.684271573918511,1.12216122713494,0,0.0523028657999602
"C-WEU-BEL","perm","adv",-2.85423155185124,0.556735766464573,0.951294613550154,0.0523028657999602
"C-WEU-BEL","perm","std",-1.69386736854534,0.556735766464573,0.951294613550154,0.0523028657999602
"C-WEU-CYP","perm","adv",-2.74219503733748,0.270386767745892,0.653948585283283,0.0523028657999602
"C-WEU-CYP","perm","std",-1.0291006693141,0.270386767745892,0.653948585283283,0.0523028657999602
"C-WEU-DEU","perm","adv",-3.36879980519246,1.08819232547638,0,0.0523028657999602
"C-WEU-DEU","perm","std",-1.16742889964817,1.08819232547638,0,0.0523028657999602
"C-WEU-DNK","perm","adv",-5.97227335828531,1.21012470981766,0,0.0523028657999602
"C-WEU-DNK","perm","std",-1.27910290686247,1.21012470981766,0,0.0523028657999602
"C-WEU-ESP","perm","adv",-3.95717597872801,0,0,0.0523028657999602
"C-WEU-ESP","perm","std",-2.202268447432,0,0,0.0523028657999602
"C-WEU-FIN","perm","adv",-6.5770033919646,1.01108863979319,0,0.0523028657999602
"C-WEU-FIN","perm","std",-1.90540829473633,1.01108863979319,0,0.0523028657999602
"C-WEU-FRA","perm","adv",-2.40519371541287,0.72835466723573,1.06369727193082,0.0523028657999602
"C-WEU-FRA","perm","std",-1.32366639025655,0.72835466723573,1.06369727193082,0.0523028657999602
"C-WEU-GRC","perm","adv",-3.26412881268467,0.732229484802359,0.848524821755517,0.0523028657999602
"C-WEU-GRC","perm","std",-1.53480544726641,0.732229484802359,0.848524821755517,0.0523028657999602
"C-WEU-HRV","perm","adv",-4.89833264389862,0,0,0.0523028657999602
"C-WEU-HRV","perm","std",-2.16335112833704,0,0,0.0523028657999602
"C-WEU-IRL","perm","adv",-3.02420148186995,1.03414832195438,0,0.0523028657999602
"C-WEU-IRL","perm","std",-1.37931906738113,1.03414832195438,0,0.0523028657999602
"C-WEU-ITA","perm","adv",-3.1131590941019,0.165927569821264,0,0.0523028657999602
"C-WEU-ITA","perm","std",-1.879417101325,0.165927569821264,0,0.0523028657999602
"C-WEU-LUX","perm","adv",-1.75597331828128,0.987802505112201,1.47645605235823,0.0523028657999602
"C-WEU-LUX","perm","std",-1.39720125359973,0.987802505112201,1.47645605235823,0.0523028657999602
"C-WEU-MLT","perm","adv",-4.3428866143498,0,0,0.0523028657999602
"C-WEU-MLT","perm","std",-2.52137595371218,0,0,0.0523028657999602
"C-WEU-NLD","perm","adv",-3.30142366269955,0.398941388970804,0.79748718881543,0.0523028657999602
"C-WEU-NLD","perm","std",-1.53237979273998,0.398941388970804,0.79748718881543,0.0523028657999602
"C-WEU-PRT","perm","adv",-4.47015201150954,0.453233041303412,0,0.0523028657999602
"C-WEU-PRT","perm","std",-2.2365992298544,0.453233041303412,0,0.0523028657999602
"C-WEU-SWE","perm","adv",-3.10610998280144,1.48053879185456,0,0.0523028657999602
"C-WEU-SWE","perm","std",-1.05376452236309,1.48053879185456,0,0.0523028657999602
