"region_bld","mat","eneff_f","value","barrier_rent","barrier_mfh","scaling_factor"
"C-EEU-BGR","perm","adv",-4.76112856044617,0.228223885068982,0.433573740847115,0.0648963732659451
"C-EEU-BGR","perm","std",-2.0905567929214,0.228223885068982,0.433573740847115,0.0648963732659451
"C-EEU-CZE","perm","adv",-4.88985246290166,0.18220892295898,0.185390360204044,0.0648963732659451
"C-EEU-CZE","perm","std",-1.94212063806695,0.18220892295898,0.185390360204044,0.0648963732659451
"C-EEU-EST","perm","adv",-4.91747157752161,0.315177902083118,0,0.0648963732659451
"C-EEU-EST","perm","std",-2.93888692679495,0.315177902083118,0,0.0648963732659451
"C-EEU-HUN","perm","adv",-4.59511632011684,0.299296327351143,0.35668628456825,0.0648963732659451
"C-EEU-HUN","perm","std",-2.37407618139507,0.299296327351143,0.35668628456825,0.0648963732659451
"C-EEU-LTU","perm","adv",-4.24528354706801,0.208243566504036,0,0.0648963732659451
"C-EEU-LTU","perm","std",-2.9334075376966,0.208243566504036,0,0.0648963732659451
"C-EEU-LVA","perm","adv",-6.92536704033261,0.690403521644423,0,0.0648963732659451
"C-EEU-LVA","perm","std",-2.82548951303122,0.690403521644423,0,0.0648963732659451
"C-EEU-POL","perm","adv",-6.52523567896495,0.357188967835681,0.466909948879133,0.0648963732659451
"C-EEU-POL","perm","std",-1.9313094315232,0.357188967835681,0.466909948879133,0.0648963732659451
"C-EEU-ROU","perm","adv",-4.86739286889577,1.80408648395023,0.530777188327002,0.0648963732659451
"C-EEU-ROU","perm","std",-2.12737598435435,1.80408648395023,0.530777188327002,0.0648963732659451
"C-EEU-SVK","perm","adv",-4.87409817022931,0.412535250819009,0.470189189461933,0.0648963732659451
"C-EEU-SVK","perm","std",-2.33349034660187,0.412535250819009,0.470189189461933,0.0648963732659451
"C-EEU-SVN","perm","adv",-4.78021539741095,0,0.464459749238892,0.0648963732659451
"C-EEU-SVN","perm","std",-2.05682296643602,0,0.464459749238892,0.0648963732659451
"C-WEU-AUT","perm","adv",-3.45992615964295,1.15669755203385,0,0.0648963732659451
"C-WEU-AUT","perm","std",-1.1629023397505,1.15669755203385,0,0.0648963732659451
"C-WEU-BEL","perm","adv",-3.1336697448402,0.581612034269463,0.67413827273453,0.0648963732659451
"C-WEU-BEL","perm","std",-1.86034149552836,0.581612034269463,0.67413827273453,0.0648963732659451
"C-WEU-CYP","perm","adv",-2.70083967365387,0.337579127537038,0.777172228047313,0.0648963732659451
"C-WEU-CYP","perm","std",-1.00511865234164,0.337579127537038,0.777172228047313,0.0648963732659451
"C-WEU-DEU","perm","adv",-3.92007756481355,1.1213309319229,0,0.0648963732659451
"C-WEU-DEU","perm","std",-1.58000063757419,1.1213309319229,0,0.0648963732659451
"C-WEU-DNK","perm","adv",-6.36773542883621,1.27594343774016,0,0.0648963732659451
"C-WEU-DNK","perm","std",-1.65145800962868,1.27594343774016,0,0.0648963732659451
"C-WEU-ESP","perm","adv",-4.37184404613063,0,0,0.0648963732659451
"C-WEU-ESP","perm","std",-2.4600903208572,0,0,0.0648963732659451
"C-WEU-FIN","perm","adv",-6.94379217396263,1.00536238271112,0,0.0648963732659451
"C-WEU-FIN","perm","std",-2.26177587461823,1.00536238271112,0,0.0648963732659451
"C-WEU-FRA","perm","adv",-3.01185362058668,0.787248721580127,0.397765588434248,0.0648963732659451
"C-WEU-FRA","perm","std",-1.77783662399103,0.787248721580127,0.397765588434248,0.0648963732659451
"C-WEU-GBR","perm","adv",-4.16781800889127,0.853783403886325,0,0.0648963732659451
"C-WEU-GBR","perm","std",-2.11012346097776,0.853783403886325,0,0.0648963732659451
"C-WEU-GRC","perm","adv",-3.97052762731174,0.764353674209543,0.299327646969168,0.0648963732659451
"C-WEU-GRC","perm","std",-2.09954307880947,0.764353674209543,0.299327646969168,0.0648963732659451
"C-WEU-HRV","perm","adv",-4.96617832396498,0,0,0.0648963732659451
"C-WEU-HRV","perm","std",-2.20052552900489,0,0,0.0648963732659451
"C-WEU-IRL","perm","adv",-3.81648978372589,1.04615710885872,0,0.0648963732659451
"C-WEU-IRL","perm","std",-2.03175339880308,1.04615710885872,0,0.0648963732659451
"C-WEU-ITA","perm","adv",-3.46840553612083,0.217397925328062,0,0.0648963732659451
"C-WEU-ITA","perm","std",-2.05146826501293,0.217397925328062,0,0.0648963732659451
"C-WEU-LUX","perm","adv",-2.24375508993403,1.01370027861065,0.95501992220058,0.0648963732659451
"C-WEU-LUX","perm","std",-1.66903592474739,1.01370027861065,0.95501992220058,0.0648963732659451
"C-WEU-MLT","perm","adv",-4.46646185608213,0,0,0.0648963732659451
"C-WEU-MLT","perm","std",-2.56652170090068,0,0,0.0648963732659451
"C-WEU-NLD","perm","adv",-3.97195580883441,0.530242919273644,0.368836858076722,0.0648963732659451
"C-WEU-NLD","perm","std",-1.94816035881127,0.530242919273644,0.368836858076722,0.0648963732659451
"C-WEU-PRT","perm","adv",-4.9582526064019,0.522318437888978,0,0.0648963732659451
"C-WEU-PRT","perm","std",-2.45540867999492,0.522318437888978,0,0.0648963732659451
"C-WEU-SWE","perm","adv",-3.50711786279511,1.50367483807874,0,0.0648963732659451
"C-WEU-SWE","perm","std",-1.48581256679976,1.50367483807874,0,0.0648963732659451
