"region_bld","fuel_heat_f","value","scaling_factor"
"C-EEU-BGR","coal",-3.16197881997989,0.234966631103569
"C-EEU-BGR","district_heat",-2.09987116371904,0.234966631103569
"C-EEU-BGR","electricity",-2.09695681391728,0.234966631103569
"C-EEU-BGR","heat_pump",-3.2124751446227,0.234966631103569
"C-EEU-BGR","biomass_solid",0,0.234966631103569
"C-EEU-CZE","coal",-3.19016959896276,0.15664446219202
"C-EEU-CZE","district_heat",-1.53748206825857,0.15664446219202
"C-EEU-CZE","gas",-1.21623694938073,0.15664446219202
"C-EEU-CZE","heat_pump",-3.42830122351373,0.15664446219202
"C-EEU-CZE","biomass_solid",0,0.15664446219202
"C-EEU-EST","biomass_solid",1.76093828591261,0.164450427197363
"C-EEU-EST","gas",-1.67947337492731,0.164450427197363
"C-EEU-EST","heat_pump",-0.928292744503903,0.164450427197363
"C-EEU-EST","district_heat",0,0.164450427197363
"C-EEU-HUN","biomass_solid",3.90517748562243,0.162013581864007
"C-EEU-HUN","district_heat",-1.2094344744862,0.162013581864007
"C-EEU-HUN","heat_pump",-4.40392255643171,0.162013581864007
"C-EEU-HUN","gas",0,0.162013581864007
"C-EEU-LTU","biomass_solid",1.72157343069064,0.135663349801013
"C-EEU-LTU","gas",-2.0847746469992,0.135663349801013
"C-EEU-LTU","heat_pump",-6.20464674011695,0.135663349801013
"C-EEU-LTU","district_heat",0,0.135663349801013
"C-EEU-LVA","biomass_solid",2.26224482447122,0.125401230682361
"C-EEU-LVA","gas",-1.56254985996451,0.125401230682361
"C-EEU-LVA","heat_pump",-3.19778782962065,0.125401230682361
"C-EEU-LVA","district_heat",0,0.125401230682361
"C-EEU-POL","biomass_solid",0.654488345102489,0.141322262787006
"C-EEU-POL","coal",-0.510474547620054,0.141322262787006
"C-EEU-POL","gas",-0.219535753849356,0.141322262787006
"C-EEU-POL","heat_pump",-3.91835383557405,0.141322262787006
"C-EEU-POL","district_heat",0,0.141322262787006
"C-EEU-ROU","district_heat",-3.39432355936739,0.219130703190526
"C-EEU-ROU","gas",-3.65892326848235,0.219130703190526
"C-EEU-ROU","heat_pump",-7.08047264097681,0.219130703190526
"C-EEU-ROU","biomass_solid",0,0.219130703190526
"C-EEU-SVK","district_heat",0.773153245220252,0.356102409036312
"C-EEU-SVK","heat_pump",-2.92832633434593,0.356102409036312
"C-EEU-SVK","gas",0,0.356102409036312
"C-EEU-SVN","district_heat",-2.06325195457562,0.139102735370302
"C-EEU-SVN","electricity",-1.81772909576896,0.139102735370302
"C-EEU-SVN","gas",-1.96861283867566,0.139102735370302
"C-EEU-SVN","heat_pump",-2.88933764490462,0.139102735370302
"C-EEU-SVN","oil",-0.982820792165701,0.139102735370302
"C-EEU-SVN","biomass_solid",0,0.139102735370302
"C-WEU-AUT","district_heat",-1.10261247314127,0.0892122941084491
"C-WEU-AUT","electricity",-0.856374149379729,0.0892122941084491
"C-WEU-AUT","gas",-0.847538982908813,0.0892122941084491
"C-WEU-AUT","heat_pump",-1.62325362222885,0.0892122941084491
"C-WEU-AUT","oil",-0.0754122217576617,0.0892122941084491
"C-WEU-AUT","biomass_solid",0,0.0892122941084491
"C-WEU-BEL","biomass_solid",-1.48444017602651,0.126741341767663
"C-WEU-BEL","heat_pump",-1.35933622579389,0.126741341767663
"C-WEU-BEL","oil",0.409018241247394,0.126741341767663
"C-WEU-BEL","gas",0,0.126741341767663
"C-WEU-CYP","electricity",0.628773961923717,0.809764075976003
"C-WEU-CYP","heat_pump",-1.01457289333961,0.809764075976003
"C-WEU-CYP","oil",0,0.809764075976003
"C-WEU-DEU","biomass_solid",-0.479617648327753,0.0859841342624975
"C-WEU-DEU","district_heat",-1.15145155911902,0.0859841342624975
"C-WEU-DEU","heat_pump",-1.837586108238,0.0859841342624975
"C-WEU-DEU","oil",-0.083236687974982,0.0859841342624975
"C-WEU-DEU","gas",0,0.0859841342624975
"C-WEU-DNK","biomass_solid",0.677767384419585,0.0705769418813767
"C-WEU-DNK","gas",-1.09186755024548,0.0705769418813767
"C-WEU-DNK","heat_pump",-1.67325238296185,0.0705769418813767
"C-WEU-DNK","oil",-0.321917026933218,0.0705769418813767
"C-WEU-DNK","district_heat",0,0.0705769418813767
"C-WEU-ESP","biomass_solid",-0.47486989375378,0.138034381670948
"C-WEU-ESP","electricity",0.506409080634057,0.138034381670948
"C-WEU-ESP","gas",-0.514829363922071,0.138034381670948
"C-WEU-ESP","heat_pump",-0.962419328596984,0.138034381670948
"C-WEU-ESP","oil",0,0.138034381670948
"C-WEU-FIN","biomass_solid",0.360365297850711,0.131412595294965
"C-WEU-FIN","electricity",0.36712420890057,0.131412595294965
"C-WEU-FIN","heat_pump",0.56885811128278,0.131412595294965
"C-WEU-FIN","oil",1.17684417759506,0.131412595294965
"C-WEU-FIN","district_heat",0,0.131412595294965
"C-WEU-FRA","biomass_solid",0.234288583135469,0.0914997548248626
"C-WEU-FRA","district_heat",-1.93421423006923,0.0914997548248626
"C-WEU-FRA","electricity",-0.450947925404742,0.0914997548248626
"C-WEU-FRA","heat_pump",-1.14536897138666,0.0914997548248626
"C-WEU-FRA","oil",0.120428379402778,0.0914997548248626
"C-WEU-FRA","gas",0,0.0914997548248626
"C-WEU-GBR","biomass_solid",-1.33931823304285,0.089739228181295
"C-WEU-GBR","electricity",-0.131057632140339,0.089739228181295
"C-WEU-GBR","heat_pump",-2.41409696761117,0.089739228181295
"C-WEU-GBR","oil",-1.71080286981959,0.089739228181295
"C-WEU-GBR","gas",0,0.089739228181295
"C-WEU-GRC","biomass_solid",-1.94596596308923,0.15559276282809
"C-WEU-GRC","gas",-2.89310372255354,0.15559276282809
"C-WEU-GRC","heat_pump",-3.23025745888549,0.15559276282809
"C-WEU-GRC","oil",0,0.15559276282809
"C-WEU-IRL","coal",-5.88502610290482,0.213959264609431
"C-WEU-IRL","heat_pump",-1.06453912039574,0.213959264609431
"C-WEU-IRL","oil",1.54049599147589,0.213959264609431
"C-WEU-IRL","gas",0,0.213959264609431
"C-WEU-ITA","biomass_solid",0.656225261945192,0.131004688961251
"C-WEU-ITA","district_heat",-2.02892388469988,0.131004688961251
"C-WEU-ITA","heat_pump",-2.16258743852322,0.131004688961251
"C-WEU-ITA","oil",-0.911095959576062,0.131004688961251
"C-WEU-ITA","gas",0,0.131004688961251
"C-WEU-LUX","heat_pump",1.59464995655948,0.570765711687019
"C-WEU-LUX","oil",4.25685470527685,0.570765711687019
"C-WEU-LUX","gas",0,0.570765711687019
"C-WEU-MLT","biomass_solid",-3.03995291062074,0.248034479078647
