"region_bld","fuel_heat_f","value","scaling_factor"
"C-WEU-MLT","electricity",-1.38873353606216,0.248034479078647
"C-WEU-MLT","heat_pump",-2.21011609570474,0.248034479078647
"C-WEU-MLT","oil",0,0.248034479078647
"C-WEU-NLD","biomass_solid",-0.330614136832353,0.079286198797137
"C-WEU-NLD","district_heat",-2.71807074746305,0.079286198797137
"C-WEU-NLD","heat_pump",-3.03794321095546,0.079286198797137
"C-WEU-NLD","gas",0,0.079286198797137
"C-WEU-PRT","gas",-1.40895345627469,0.178724001300798
"C-WEU-PRT","heat_pump",-3.37658725023283,0.178724001300798
"C-WEU-PRT","oil",-0.945393430129683,0.178724001300798
"C-WEU-PRT","biomass_solid",0,0.178724001300798
"C-WEU-SWE","biomass_solid",-0.435329207414355,0.124506276632076
"C-WEU-SWE","electricity",0.831549887876848,0.124506276632076
"C-WEU-SWE","heat_pump",1.11079910947384,0.124506276632076
"C-WEU-SWE","district_heat",0,0.124506276632076
