node,commodity,level,year,time,value,unit
R12_AFR,resid_apps_electr,final,2020,year,7.138429342,GWa
R12_AFR,resid_apps_electr,final,2025,year,8.687338369,GWa
R12_AFR,resid_apps_electr,final,2030,year,10.2362474,GWa
R12_AFR,resid_apps_electr,final,2035,year,16.6039089,GWa
R12_AFR,resid_apps_electr,final,2040,year,24.38926889,GWa
R12_AFR,resid_apps_electr,final,2045,year,34.54919699,GWa
R12_AFR,resid_apps_electr,final,2050,year,44.70912508,GWa
R12_AFR,resid_apps_electr,final,2055,year,55.71356319,GWa
R12_AFR,resid_apps_electr,final,2060,year,66.7180013,GWa
R12_AFR,resid_apps_electr,final,2070,year,96.19728785,GWa
R12_AFR,resid_apps_electr,final,2080,year,127.3878003,GWa
R12_AFR,resid_apps_electr,final,2090,year,164.9169533,GWa
R12_AFR,resid_apps_electr,final,2100,year,210.0538638,GWa
R12_AFR,resid_cook_electr,final,2020,year,1.264341485,GWa
R12_AFR,resid_cook_electr,final,2025,year,1.108954794,GWa
R12_AFR,resid_cook_electr,final,2030,year,0.914266977,GWa
R12_AFR,resid_cook_electr,final,2035,year,0.617701207,GWa
R12_AFR,resid_cook_electr,final,2040,year,0.321135437,GWa
R12_AFR,resid_cook_electr,final,2045,year,0.852977674,GWa
R12_AFR,resid_cook_electr,final,2050,year,1.384819911,GWa
R12_AFR,resid_cook_electr,final,2055,year,2.942609967,GWa
R12_AFR,resid_cook_electr,final,2060,year,4.500400023,GWa
R12_AFR,resid_cook_electr,final,2070,year,4.884896907,GWa
R12_AFR,resid_cook_electr,final,2080,year,7.321297802,GWa
R12_AFR,resid_cook_electr,final,2090,year,17.94833574,GWa
R12_AFR,resid_cook_electr,final,2100,year,32.0382328,GWa
R12_AFR,resid_cook_biomass,final,2020,year,112.2210303,GWa
R12_AFR,resid_cook_non-comm,final,2020,year,23.32011255,GWa
R12_AFR,resid_cook_lightoil,final,2020,year,6.493394366,GWa
R12_AFR,resid_cook_biomass,final,2025,year,115.7223491,GWa
R12_AFR,resid_cook_non-comm,final,2025,year,24.80142716,GWa
R12_AFR,resid_cook_lightoil,final,2025,year,9.028179849,GWa
R12_AFR,resid_cook_biomass,final,2030,year,117.1737215,GWa
R12_AFR,resid_cook_non-comm,final,2030,year,25.82349412,GWa
R12_AFR,resid_cook_lightoil,final,2030,year,15.83486383,GWa
R12_AFR,resid_cook_biomass,final,2035,year,125.3676452,GWa
R12_AFR,resid_cook_non-comm,final,2035,year,26.82407091,GWa
R12_AFR,resid_cook_lightoil,final,2035,year,46.49927245,GWa
R12_AFR,resid_cook_biomass,final,2040,year,130.0706699,GWa
R12_AFR,resid_cook_non-comm,final,2040,year,27.04748453,GWa
R12_AFR,resid_cook_lightoil,final,2040,year,83.60600118,GWa
R12_AFR,resid_cook_biomass,final,2045,year,135.8285215,GWa
R12_AFR,resid_cook_non-comm,final,2045,year,27.67224842,GWa
R12_AFR,resid_cook_lightoil,final,2045,year,98.68659131,GWa
R12_AFR,resid_cook_biomass,final,2050,year,138.4947134,GWa
R12_AFR,resid_cook_non-comm,final,2050,year,27.60965189,GWa
R12_AFR,resid_cook_lightoil,final,2050,year,119.5222725,GWa
R12_AFR,resid_cook_biomass,final,2055,year,133.3956823,GWa
R12_AFR,resid_cook_non-comm,final,2055,year,26.60423849,GWa
R12_AFR,resid_cook_lightoil,final,2055,year,133.3637705,GWa
R12_AFR,resid_cook_biomass,final,2060,year,127.4151326,GWa
R12_AFR,resid_cook_non-comm,final,2060,year,25.40522185,GWa
R12_AFR,resid_cook_lightoil,final,2060,year,148.6288485,GWa
R12_AFR,resid_cook_biomass,final,2070,year,106.7923192,GWa
R12_AFR,resid_cook_non-comm,final,2070,year,20.84539923,GWa
R12_AFR,resid_cook_lightoil,final,2070,year,221.7175837,GWa
R12_AFR,resid_cook_biomass,final,2080,year,100.8308135,GWa
R12_AFR,resid_cook_non-comm,final,2080,year,16.53997296,GWa
R12_AFR,resid_cook_lightoil,final,2080,year,281.6329109,GWa
R12_AFR,resid_cook_biomass,final,2090,year,97.66318941,GWa
R12_AFR,resid_cook_non-comm,final,2090,year,14.02570949,GWa
R12_AFR,resid_cook_lightoil,final,2090,year,310.2353219,GWa
R12_AFR,resid_cook_biomass,final,2100,year,94.4173296,GWa
R12_AFR,resid_cook_non-comm,final,2100,year,9.601256127,GWa
R12_AFR,resid_cook_lightoil,final,2100,year,334.4596502,GWa
R12_CHN,resid_apps_electr,final,2020,year,69.05669209,GWa
R12_CHN,resid_apps_electr,final,2025,year,121.1166719,GWa
R12_CHN,resid_apps_electr,final,2030,year,121.3507088,GWa
R12_CHN,resid_apps_electr,final,2035,year,119.173451,GWa
R12_CHN,resid_apps_electr,final,2040,year,116.9961932,GWa
R12_CHN,resid_apps_electr,final,2045,year,115.4312351,GWa
R12_CHN,resid_apps_electr,final,2050,year,113.8662771,GWa
R12_CHN,resid_apps_electr,final,2055,year,111.315853,GWa
R12_CHN,resid_apps_electr,final,2060,year,108.7654289,GWa
R12_CHN,resid_apps_electr,final,2070,year,98.36649214,GWa
R12_CHN,resid_apps_electr,final,2080,year,92.61284729,GWa
R12_CHN,resid_apps_electr,final,2090,year,83.9768974,GWa
R12_CHN,resid_apps_electr,final,2100,year,75.03959318,GWa
R12_CHN,resid_cook_electr,final,2020,year,24.30815613,GWa
R12_CHN,resid_cook_electr,final,2025,year,43.14567891,GWa
R12_CHN,resid_cook_electr,final,2030,year,43.434039,GWa
R12_CHN,resid_cook_electr,final,2035,year,42.6938847,GWa
R12_CHN,resid_cook_electr,final,2040,year,41.95373039,GWa
R12_CHN,resid_cook_electr,final,2045,year,41.33186124,GWa
R12_CHN,resid_cook_electr,final,2050,year,40.70999209,GWa
