country,sector,sector_code,scenario,scenario_name,year,floor_total_Mm2,floor_added_Mm2,floor_demolished_Mm2
LTU,Buildings total,total,A_tp,Combined TP,2025,148.16886226034416,2.319771257199032,0.8845901156399824
LTU,Buildings total,total,A_tp,Combined TP,2030,139.77416411222623,0.9271599471228181,0.8807732932268474
LTU,Buildings total,total,A_tp,Combined TP,2035,131.06683677510466,0.49270933634320696,0.7664331398186479
LTU,Buildings total,total,A_tp,Combined TP,2040,122.50782263979633,0.19775844721626928,0.6769692971678196
LTU,Buildings total,total,A_tp,Combined TP,2045,114.61663916944613,0.07167085685482397,0.603535234655253
LTU,Buildings total,total,A_tp,Combined TP,2050,107.47292113088474,0.028399004452,0.541093749297739
LTU,Buildings total,total,A_tp,Combined TP,2055,104.73264551113823,0,0.49657363158544954
LTU,Buildings total,total,A_tp,Combined TP,2060,101.81440539735814,0,0.5033018126278006
LTU,Buildings total,total,A_tp,Combined TP,2070,96.67684446233666,0.022039956668000002,0.5175152073612299
LTU,Buildings total,total,A_tp,Combined TP,2080,92.75605138919954,0.05769070105699999,0.5070924070456524
LTU,Buildings total,total,A_tp,Combined TP,2090,89.67024137119677,0.10339303708499999,0.48856276321286385
LTU,Buildings total,total,A_tp,Combined TP,2100,87.30896497106538,0.130344140322,0.46318636989223316
LUX,Residential,resid,R,Reference,2025,29.86358894717548,0.36371958865662724,0.05320827763285005
LUX,Residential,resid,R,Reference,2030,30.805740905692875,0.29874651459931634,0.06146738237131614
LUX,Residential,resid,R,Reference,2035,31.659570716563167,0.2913708563942553,0.07030289489035388
LUX,Residential,resid,R,Reference,2040,32.46422022598907,0.2911737597414262,0.07959751610718088
LUX,Residential,resid,R,Reference,2045,33.26628356765433,0.29964601976852645,0.08922616228727054
LUX,Residential,resid,R,Reference,2050,34.10891874781359,0.3161610419137855,0.09906205298566277
LUX,Residential,resid,R,Reference,2055,34.84316946526347,0.3023614754368193,0.1089806564214651
LUX,Residential,resid,R,Reference,2060,35.460024332866396,0.28606311197144163,0.1188613411743385
LUX,Residential,resid,R,Reference,2070,36.15616011918679,0.2430512400268797,0.13489037425702366
LUX,Residential,resid,R,Reference,2080,36.314737984855775,0.2002893119749208,0.15303246384622998
LUX,Residential,resid,R,Reference,2090,35.99492744408299,0.1610098530376697,0.16859871839466647
LUX,Residential,resid,R,Reference,2100,35.21542313567777,0.12099586385578284,0.18071605578427422
LUX,Residential,resid,N_r,Narrow R,2025,29.86358894717548,0.36371958865662724,0.05320827763285005
LUX,Residential,resid,N_r,Narrow R,2030,29.85578679585968,0.2586274568464981,0.05989597424529143
LUX,Residential,resid,N_r,Narrow R,2035,29.70607537995573,0.24333226856268542,0.06667100614519071
LUX,Residential,resid,N_r,Narrow R,2040,29.453808034541424,0.2351982261976824,0.07334674025130108
LUX,Residential,resid,N_r,Narrow R,2045,29.140863969510725,0.23477345042189096,0.07973852319782158
LUX,Residential,resid,N_r,Narrow R,2050,28.8014899517506,0.24063809648415918,0.08567408106006472
LUX,Residential,resid,N_r,Narrow R,2055,29.421484236805235,0.25745703644917284,0.0941677876680014
LUX,Residential,resid,N_r,Narrow R,2060,29.94235257725974,0.24376881820793458,0.10258453561755303
LUX,Residential,resid,N_r,Narrow R,2070,30.530186124792486,0.2075013119722954,0.1161687279463134
LUX,Residential,resid,N_r,Narrow R,2080,30.664082887177535,0.17125705877137762,0.13135408049929775
LUX,Residential,resid,N_r,Narrow R,2090,30.394040186856767,0.13777797052673366,0.14418553138782617
LUX,Residential,resid,N_r,Narrow R,2100,29.735827151285324,0.10353414158340342,0.15396187015843002
LUX,Residential,resid,N_tp,Narrow TP,2025,29.86358894717548,0.36371958865662724,0.05320827763285005
LUX,Residential,resid,N_tp,Narrow TP,2030,26.84282689982647,0.20775843521550846,0.05424232318408586
LUX,Residential,resid,N_tp,Narrow TP,2035,23.62155656044258,0.19032502017149294,0.05350498093939533
LUX,Residential,resid,N_tp,Narrow TP,2040,20.26676820841503,0.1733254665306902,0.050651194330829395
LUX,Residential,resid,N_tp,Narrow TP,2045,16.831738839580982,0.15685186049046312,0.045515809563663925
LUX,Residential,resid,N_tp,Narrow TP,2050,13.348717554781047,0.14005694633613913,0.038041453345434725
LUX,Residential,resid,N_tp,Narrow TP,2055,13.636068825893505,0.11722441149727707,0.04154411538640461
LUX,Residential,resid,N_tp,Narrow TP,2060,13.877480463223131,0.11080306675935342,0.045367312061380255
LUX,Residential,resid,N_tp,Narrow TP,2070,14.149930543816977,0.09393737381704698,0.05160666760741122
LUX,Residential,resid,N_tp,Narrow TP,2080,14.211985481908672,0.07725876346502439,0.058765058220944105
LUX,Residential,resid,N_tp,Narrow TP,2090,14.086827868703464,0.06204003782667018,0.06500977316594984
LUX,Residential,resid,N_tp,Narrow TP,2100,13.781765273191036,0.04661026256687721,0.0699820102099422
LUX,Residential,resid,S_r,Slow R,2025,29.86358894717548,0.36371958865662724,0.05320827763285005
LUX,Residential,resid,S_r,Slow R,2030,30.805740905692875,0.29874651459931634,0.06146738237131614
LUX,Residential,resid,S_r,Slow R,2035,31.659570942892568,0.2790792092519366,0.06186772490602849
LUX,Residential,resid,S_r,Slow R,2040,32.46422090982601,0.2663087289897338,0.06230723139502201
LUX,Residential,resid,S_r,Slow R,2045,33.266284248632594,0.2620336076091603,0.06271937442689016
LUX,Residential,resid,S_r,Slow R,2050,34.108919427318376,0.2657602823911706,0.06306670268826264
LUX,Residential,resid,S_r,Slow R,2055,34.843167400049865,0.23927579402606322,0.06333236468375489
LUX,Residential,resid,S_r,Slow R,2060,35.46002380167022,0.2207742356594564,0.0704661501390241
LUX,Residential,resid,S_r,Slow R,2070,36.15616248913546,0.17410162562316245,0.08181529440110892
LUX,Residential,resid,S_r,Slow R,2080,36.314737236839584,0.12883247166955694,0.09652604764763156
LUX,Residential,resid,S_r,Slow R,2090,35.99492973828405,0.08885649152779723,0.11055226453864872
LUX,Residential,resid,S_r,Slow R,2100,35.2154257704444,0.050120274633749094,0.12317440621086274
LUX,Residential,resid,S_tp,Slow TP,2025,29.86358894717548,0.36371958865662724,0.05320827763285005
LUX,Residential,resid,S_tp,Slow TP,2030,30.805740905692875,0.29874651459931634,0.06146738237131614
LUX,Residential,resid,S_tp,Slow TP,2035,31.659571128791605,0.2605375385683634,0.05466303019825727
LUX,Residential,resid,S_tp,Slow TP,2040,32.46422143892988,0.23218846509142638,0.0495503175934471
LUX,Residential,resid,S_tp,Slow TP,2045,33.26628477500725,0.2155138511359845,0.04558267529856876
LUX,Residential,resid,S_tp,Slow TP,2050,34.10891995173428,0.21021374472218082,0.04241828539615481
LUX,Residential,resid,S_tp,Slow TP,2055,34.8431652572712,0.17812386970236466,0.039832272428085576
LUX,Residential,resid,S_tp,Slow TP,2060,35.46002349210992,0.16298556034464826,0.04505060791229411
LUX,Residential,resid,S_tp,Slow TP,2070,36.15616378343046,0.12241630168488993,0.05324052057691421
LUX,Residential,resid,S_tp,Slow TP,2080,36.314736165164234,0.0810447168899714,0.06470599199194832
LUX,Residential,resid,S_tp,Slow TP,2090,35.99493061356109,0.044136585790847054,0.07629288003691537
LUX,Residential,resid,S_tp,Slow TP,2100,35.215427553687164,0.013377834232201678,0.08751613384188259
LUX,Residential,resid,C_r,Close R,2025,29.86358894717548,0.36371958865662724,0.05320827763285005
LUX,Residential,resid,C_r,Close R,2030,30.805740905692875,0.29874651459931634,0.06146738237131614
LUX,Residential,resid,C_r,Close R,2035,31.659570716563167,0.2913708563942553,0.07030289489035388
LUX,Residential,resid,C_r,Close R,2040,32.46422022598907,0.2911737597414262,0.07959751610718088
LUX,Residential,resid,C_r,Close R,2045,33.26628356765433,0.29964601976852645,0.08922616228727054
LUX,Residential,resid,C_r,Close R,2050,34.10891874781359,0.3161610419137855,0.09906205298566277
LUX,Residential,resid,C_r,Close R,2055,34.84316946526347,0.3023614754368193,0.1089806564214651
LUX,Residential,resid,C_r,Close R,2060,35.460024332866396,0.28606311197144163,0.1188613411743385
LUX,Residential,resid,C_r,Close R,2070,36.15616011918679,0.2430512400268797,0.13489037425702366
LUX,Residential,resid,C_r,Close R,2080,36.314737984855775,0.2002893119749208,0.15303246384622998
LUX,Residential,resid,C_r,Close R,2090,35.99492744408299,0.1610098530376697,0.16859871839466647
LUX,Residential,resid,C_r,Close R,2100,35.21542313567777,0.12099586385578284,0.18071605578427422
LUX,Residential,resid,C_tp,Close TP,2025,29.86358894717548,0.36371958865662724,0.05320827763285005
LUX,Residential,resid,C_tp,Close TP,2030,30.805740905692875,0.29874651459931634,0.06146738237131614
LUX,Residential,resid,C_tp,Close TP,2035,31.659570716563167,0.2913708563942553,0.07030289489035388
LUX,Residential,resid,C_tp,Close TP,2040,32.46422022598907,0.2911737597414262,0.07959751610718088
LUX,Residential,resid,C_tp,Close TP,2045,33.26628356765433,0.29964601976852645,0.08922616228727054
LUX,Residential,resid,C_tp,Close TP,2050,34.10891874781359,0.3161610419137855,0.09906205298566277
LUX,Residential,resid,C_tp,Close TP,2055,34.84316946526347,0.3023614754368193,0.1089806564214651
LUX,Residential,resid,C_tp,Close TP,2060,35.460024332866396,0.28606311197144163,0.1188613411743385
LUX,Residential,resid,C_tp,Close TP,2070,36.15616011918679,0.2430512400268797,0.13489037425702366
LUX,Residential,resid,C_tp,Close TP,2080,36.314737984855775,0.2002893119749208,0.15303246384622998
LUX,Residential,resid,C_tp,Close TP,2090,35.99492744408299,0.1610098530376697,0.16859871839466647
LUX,Residential,resid,C_tp,Close TP,2100,35.21542313567777,0.12099586385578284,0.18071605578427422
LUX,Residential,resid,A_r,Combined R,2025,29.86358894717548,0.36371958865662724,0.05320827763285005
LUX,Residential,resid,A_r,Combined R,2030,29.85578679585968,0.2586274568464981,0.05989597424529143
LUX,Residential,resid,A_r,Combined R,2035,29.70607517154607,0.23162945264577514,0.05867180672340198
LUX,Residential,resid,A_r,Combined R,2040,29.45380682994586,0.21215026437135506,0.057417469100691024
LUX,Residential,resid,A_r,Combined R,2045,29.140862804446105,0.20089728570397278,0.05606287360747552
LUX,Residential,resid,A_r,Combined R,2050,28.801488011210928,0.1966241593910234,0.0545746955444623
LUX,Residential,resid,A_r,Combined R,2055,29.421481284564813,0.2024421976892708,0.054785207058380046
LUX,Residential,resid,A_r,Combined R,2060,29.94235072521576,0.18696285760260462,0.06092374722232495
LUX,Residential,resid,A_r,Combined R,2070,30.530181458235266,0.14776146114373162,0.07066087174523948
LUX,Residential,resid,A_r,Combined R,2080,30.664078257877783,0.10973767585460754,0.08323741080910597
LUX,Residential,resid,A_r,Combined R,2090,30.39403559225678,0.07611382071613353,0.09516843522518433
LUX,Residential,resid,A_r,Combined R,2100,29.735825396911334,0.04345486475594751,0.10583616245903424
LUX,Residential,resid,A_tp,Combined TP,2025,29.86358894717548,0.36371958865662724,0.05320827763285005
LUX,Residential,resid,A_tp,Combined TP,2030,26.84282689982647,0.20775843521550846,0.05424232318408586
LUX,Residential,resid,A_tp,Combined TP,2035,23.621557310057423,0.17298898870011192,0.041602466333726607
LUX,Residential,resid,A_tp,Combined TP,2040,20.266768885565856,0.14406093759542737,0.031497498298403086
LUX,Residential,resid,A_tp,Combined TP,2045,16.831740976675764,0.12093513398528268,0.02320137726991774
LUX,Residential,resid,A_tp,Combined TP,2050,13.348717704571227,0.10234412156308695,0.016260285836843483
LUX,Residential,resid,A_tp,Combined TP,2055,13.636067088472407,0.05736032228987475,0.015136647226283922
LUX,Residential,resid,A_tp,Combined TP,2060,13.87747873818756,0.05274885676174911,0.01723433365483971
LUX,Residential,resid,A_tp,Combined TP,2070,14.149924074752661,0.0391477513165602,0.020494296733685892
LUX,Residential,resid,A_tp,Combined TP,2080,14.21198053777632,0.024860641721052065,0.025143717075147006
LUX,Residential,resid,A_tp,Combined TP,2090,14.086822958392071,0.011973738096108749,0.029864117395878548
LUX,Residential,resid,A_tp,Combined TP,2100,13.78176038983173,0.0038876615593206637,0.03445191778811186
LUX,Commercial,comm,R,Reference,2025,23.23174534537,0.558041226708,0.10895970632799998
LUX,Commercial,comm,R,Reference,2030,24.98468880997,0.47321894066799997,0.12263024774799998
LUX,Commercial,comm,R,Reference,2035,26.48128373531,0.43645277611600003,0.137133791048
LUX,Commercial,comm,R,Reference,2040,27.77066083207,0.410488209028,0.15261278967599998
LUX,Commercial,comm,R,Reference,2045,28.90278743777,0.39540211657,0.16897679543
LUX,Commercial,comm,R,Reference,2050,29.963435226050002,0.398067349988,0.18593779233199997
LUX,Commercial,comm,R,Reference,2055,30.85774997793,0.381916748044,0.203053797668
LUX,Commercial,comm,R,Reference,2060,31.58982869499,0.366203450488,0.21978770707599998
LUX,Commercial,comm,R,Reference,2070,32.44650760713,0.334834947348,0.249167056134
LUX,Commercial,comm,R,Reference,2080,32.72437836591,0.29975511372700003,0.271968037849
LUX,Commercial,comm,R,Reference,2090,32.518185960749996,0.261693233785,0.282312474301
LUX,Commercial,comm,R,Reference,2100,31.85823026633,0.214108538912,0.280104108354
LUX,Commercial,comm,N_r,Narrow R,2025,23.23174534537,0.558041226708,0.10895970632799998
LUX,Commercial,comm,N_r,Narrow R,2030,24.83663837189,0.44360885305200004,0.12263024774799998
LUX,Commercial,comm,N_r,Narrow R,2035,26.21656213785,0.413106649524,0.13712189633199998
LUX,Commercial,comm,N_r,Narrow R,2040,27.41697910791,0.39260693991,0.15252354589799996
LUX,Commercial,comm,N_r,Narrow R,2045,28.48503076399,0.38230692169600006,0.16869659048
LUX,Commercial,comm,N_r,Narrow R,2050,29.49805296157,0.387927724172,0.18532328465599998
LUX,Commercial,comm,N_r,Narrow R,2055,30.35727443911,0.37379626340600003,0.201951967898
LUX,Commercial,comm,N_r,Narrow R,2060,31.064433328590003,0.359488371706,0.21805659380999998
LUX,Commercial,comm,N_r,Narrow R,2070,31.89620595425,0.329423941619,0.246246679053
LUX,Commercial,comm,N_r,Narrow R,2080,32.16703253757,0.29453293855900003,0.26745028022699996
LUX,Commercial,comm,N_r,Narrow R,2090,31.96388115613,0.256289339355,0.27660447749899997
LUX,Commercial,comm,N_r,Narrow R,2100,31.31509659213,0.209050949877,0.27392940627699996
LUX,Commercial,comm,N_tp,Narrow TP,2025,23.23174534537,0.558041226708,0.10895970632799998
LUX,Commercial,comm,N_tp,Narrow TP,2030,24.589887641729998,0.39425870702,0.12263024774799998
LUX,Commercial,comm,N_tp,Narrow TP,2035,25.77535947545,0.374196438554,0.13710207180999998
LUX,Commercial,comm,N_tp,Narrow TP,2040,26.82750956767,0.362804824706,0.15237480626199998
LUX,Commercial,comm,N_tp,Narrow TP,2045,27.78876964103,0.36048159689799997,0.16822958222599999
LUX,Commercial,comm,N_tp,Narrow TP,2050,28.72241585413,0.37102834781599997,0.18429910519599998
LUX,Commercial,comm,N_tp,Narrow TP,2055,29.52314854107,0.360262122328,0.20011558494
LUX,Commercial,comm,N_tp,Narrow TP,2060,30.18877438459,0.34829657376199996,0.21517140505799998
LUX,Commercial,comm,N_tp,Narrow TP,2070,30.979036532770003,0.320405598736,0.24137938391799998
LUX,Commercial,comm,N_tp,Narrow TP,2080,31.23812282367,0.285829313273,0.259920684183
LUX,Commercial,comm,N_tp,Narrow TP,2090,31.04003981509,0.247282848637,0.26709114949499996
LUX,Commercial,comm,N_tp,Narrow TP,2100,30.40987380181,0.200621634818,0.263638236146
LUX,Commercial,comm,S_r,Slow R,2025,23.23174534537,0.558041226708,0.10895970632799998
LUX,Commercial,comm,S_r,Slow R,2030,24.98468880997,0.47321894066799997,0.12263024774799998
LUX,Commercial,comm,S_r,Slow R,2035,26.48128373531,0.42295313327,0.123634148202
LUX,Commercial,comm,S_r,Slow R,2040,27.77066083207,0.382973683656,0.12509826430399998
LUX,Commercial,comm,S_r,Slow R,2045,28.90278743777,0.35300604163,0.12658072048999996
LUX,Commercial,comm,S_r,Slow R,2050,29.963435226050002,0.339887424562,0.12775786690599997
LUX,Commercial,comm,S_r,Slow R,2055,30.857749977930002,0.30730703776999996,0.12844408739399996
LUX,Commercial,comm,S_r,Slow R,2060,31.58982869499,0.28705172517399996,0.14063598176199996
LUX,Commercial,comm,S_r,Slow R,2070,32.44650760713,0.246624099052,0.160956207838
LUX,Commercial,comm,S_r,Slow R,2080,32.72437836591,0.208556293564,0.18076921768599996
LUX,Commercial,comm,S_r,Slow R,2090,32.51818596075,0.17485499150500003,0.19547423202099998
LUX,Commercial,comm,S_r,Slow R,2100,31.85823026633,0.138695258753,0.20469082819499995
LUX,Commercial,comm,S_tp,Slow TP,2025,23.23174534537,0.558041226708,0.10895970632799998
LUX,Commercial,comm,S_tp,Slow TP,2030,24.98468880997,0.47321894066799997,0.12263024774799998
LUX,Commercial,comm,S_tp,Slow TP,2035,26.48128373531,0.410909813474,0.11159082840599997
LUX,Commercial,comm,S_tp,Slow TP,2040,27.77066083207,0.361010666516,0.10313524716399997
LUX,Commercial,comm,S_tp,Slow TP,2045,28.90278743777,0.322715410326,0.096290089186
LUX,Commercial,comm,S_tp,Slow TP,2050,29.963435226050002,0.302632445116,0.09050288745999999
LUX,Commercial,comm,S_tp,Slow TP,2055,30.85774997793,0.26432138200800004,0.085458431632
LUX,Commercial,comm,S_tp,Slow TP,2060,31.58982869499,0.24143444062,0.09501869720799998
LUX,Commercial,comm,S_tp,Slow TP,2070,32.44650760713,0.19634688725899999,0.11067899604499999
LUX,Commercial,comm,S_tp,Slow TP,2080,32.72437836591,0.155717326736,0.127930250858
LUX,Commercial,comm,S_tp,Slow TP,2090,32.51818596075,0.12154830183799999,0.14216754235399998
LUX,Commercial,comm,S_tp,Slow TP,2100,31.85823026633,0.08679961073099998,0.15279518017299998
LUX,Commercial,comm,C_r,Close R,2025,23.23174534537,0.558041226708,0.10895970632799998
LUX,Commercial,comm,C_r,Close R,2030,24.98468880997,0.47321894066799997,0.12263024774799998
LUX,Commercial,comm,C_r,Close R,2035,26.48128373531,0.43645277611600003,0.137133791048
LUX,Commercial,comm,C_r,Close R,2040,27.77066083207,0.410488209028,0.15261278967599998
LUX,Commercial,comm,C_r,Close R,2045,28.90278743777,0.39540211657,0.16897679543
LUX,Commercial,comm,C_r,Close R,2050,29.963435226050002,0.398067349988,0.18593779233199997
LUX,Commercial,comm,C_r,Close R,2055,30.85774997793,0.381916748044,0.203053797668
LUX,Commercial,comm,C_r,Close R,2060,31.58982869499,0.366203450488,0.21978770707599998
LUX,Commercial,comm,C_r,Close R,2070,32.44650760713,0.334834947348,0.249167056134
LUX,Commercial,comm,C_r,Close R,2080,32.72437836591,0.29975511372700003,0.271968037849
LUX,Commercial,comm,C_r,Close R,2090,32.518185960749996,0.261693233785,0.282312474301
LUX,Commercial,comm,C_r,Close R,2100,31.85823026633,0.214108538912,0.280104108354
LUX,Commercial,comm,C_tp,Close TP,2025,23.23174534537,0.558041226708,0.10895970632799998
LUX,Commercial,comm,C_tp,Close TP,2030,24.98468880997,0.47321894066799997,0.12263024774799998
LUX,Commercial,comm,C_tp,Close TP,2035,26.48128373531,0.43645277611600003,0.137133791048
LUX,Commercial,comm,C_tp,Close TP,2040,27.77066083207,0.410488209028,0.15261278967599998
LUX,Commercial,comm,C_tp,Close TP,2045,28.90278743777,0.39540211657,0.16897679543
LUX,Commercial,comm,C_tp,Close TP,2050,29.963435226050002,0.398067349988,0.18593779233199997
LUX,Commercial,comm,C_tp,Close TP,2055,30.85774997793,0.381916748044,0.203053797668
LUX,Commercial,comm,C_tp,Close TP,2060,31.58982869499,0.366203450488,0.21978770707599998
LUX,Commercial,comm,C_tp,Close TP,2070,32.44650760713,0.334834947348,0.249167056134
LUX,Commercial,comm,C_tp,Close TP,2080,32.72437836591,0.29975511372700003,0.271968037849
LUX,Commercial,comm,C_tp,Close TP,2090,32.518185960749996,0.261693233785,0.282312474301
LUX,Commercial,comm,C_tp,Close TP,2100,31.85823026633,0.214108538912,0.280104108354
LUX,Commercial,comm,A_r,Combined R,2025,23.23174534537,0.558041226708,0.10895970632799998
LUX,Commercial,comm,A_r,Combined R,2030,24.83663837189,0.44360885305200004,0.12263024774799998
LUX,Commercial,comm,A_r,Combined R,2035,26.21656213785,0.399609676414,0.123624923222
LUX,Commercial,comm,A_r,Combined R,2040,27.41697910791,0.365126853014,0.12504345900199998
LUX,Commercial,comm,A_r,Combined R,2045,28.48503076399,0.340052121826,0.12644179061
LUX,Commercial,comm,A_r,Combined R,2050,29.49805296157,0.33011149890799996,0.12750705939199997
LUX,Commercial,comm,A_r,Combined R,2055,30.35727443911,0.29991068443799995,0.12806638892999997
LUX,Commercial,comm,A_r,Combined R,2060,31.064433328590003,0.28146121766,0.14002943976399995
LUX,Commercial,comm,A_r,Combined R,2070,31.89620595425,0.243065550055,0.15988828748899997
LUX,Commercial,comm,A_r,Combined R,2080,32.16703253757,0.206025380881,0.17894272254899996
LUX,Commercial,comm,A_r,Combined R,2090,31.96388115613,0.17249254342999998,0.19280768157399997
LUX,Commercial,comm,A_r,Combined R,2100,31.31509659213,0.13636279796900003,0.20124125436899995
LUX,Commercial,comm,A_tp,Combined TP,2025,23.23174534537,0.558041226708,0.10895970632799998
LUX,Commercial,comm,A_tp,Combined TP,2030,24.589887641729998,0.39425870702,0.12263024774799998
LUX,Commercial,comm,A_tp,Combined TP,2035,25.77535947545,0.348665727906,0.11157136116199998
LUX,Commercial,comm,A_tp,Combined TP,2040,26.82750956767,0.313469088882,0.10303907043799995
LUX,Commercial,comm,A_tp,Combined TP,2045,27.78876964103,0.28833196910599995,0.096079954434
LUX,Commercial,comm,A_tp,Combined TP,2050,28.722415854130002,0.276896233852,0.09016699123199999
LUX,Commercial,comm,A_tp,Combined TP,2055,29.52314854107,0.245147617662,0.08500108027399998
LUX,Commercial,comm,A_tp,Combined TP,2060,30.18877438459,0.22740497119,0.09427980248599997
LUX,Commercial,comm,A_tp,Combined TP,2070,30.97903653277,0.188388431359,0.10936221654099999
LUX,Commercial,comm,A_tp,Combined TP,2080,31.23812282367,0.151518935327,0.12561030623699998
LUX,Commercial,comm,A_tp,Combined TP,2090,31.04003981509,0.11881218411799997,0.13862048497599996
LUX,Commercial,comm,A_tp,Combined TP,2100,30.40987380181,0.08488420131499999,0.14790080264299998
LUX,Buildings total,total,R,Reference,2025,53.09533429254548,0.9217608153646273,0.16216798396085003
LUX,Buildings total,total,R,Reference,2030,55.790429715662874,0.7719654552673163,0.18409763011931612
LUX,Buildings total,total,R,Reference,2035,58.14085445187317,0.7278236325102554,0.20743668593835388
LUX,Buildings total,total,R,Reference,2040,60.23488105805907,0.7016619687694261,0.23221030578318086
LUX,Buildings total,total,R,Reference,2045,62.16907100542433,0.6950481363385265,0.25820295771727053
LUX,Buildings total,total,R,Reference,2050,64.072353973863585,0.7142283919017856,0.28499984531766276
LUX,Buildings total,total,R,Reference,2055,65.70091944319347,0.6842782234808193,0.31203445408946506
LUX,Buildings total,total,R,Reference,2060,67.0498530278564,0.6522665624594417,0.3386490482503385
LUX,Buildings total,total,R,Reference,2070,68.60266772631678,0.5778861873748797,0.3840574303910237
LUX,Buildings total,total,R,Reference,2080,69.03911635076577,0.5000444257019209,0.42500050169522996
LUX,Buildings total,total,R,Reference,2090,68.51311340483298,0.42270308682266966,0.4509111926956665
LUX,Buildings total,total,R,Reference,2100,67.07365340200776,0.33510440276778286,0.4608201641382742
LUX,Buildings total,total,N_r,Narrow R,2025,53.09533429254548,0.9217608153646273,0.16216798396085003
LUX,Buildings total,total,N_r,Narrow R,2030,54.692425167749676,0.7022363098984982,0.1825262219932914
LUX,Buildings total,total,N_r,Narrow R,2035,55.92263751780573,0.6564389180866854,0.20379290247719067
LUX,Buildings total,total,N_r,Narrow R,2040,56.87078714245142,0.6278051661076824,0.22587028614930105
LUX,Buildings total,total,N_r,Narrow R,2045,57.62589473350073,0.617080372117891,0.24843511367782156
LUX,Buildings total,total,N_r,Narrow R,2050,58.2995429133206,0.6285658206561592,0.2709973657160647
LUX,Buildings total,total,N_r,Narrow R,2055,59.778758675915235,0.6312532998551729,0.2961197555660014
LUX,Buildings total,total,N_r,Narrow R,2060,61.00678590584974,0.6032571899139346,0.320641129427553
LUX,Buildings total,total,N_r,Narrow R,2070,62.426392079042486,0.5369252535912954,0.3624154069993134
LUX,Buildings total,total,N_r,Narrow R,2080,62.83111542474754,0.4657899973303776,0.3988043607262977
LUX,Buildings total,total,N_r,Narrow R,2090,62.35792134298677,0.39406730988173366,0.42079000888682616
LUX,Buildings total,total,N_r,Narrow R,2100,61.050923743415325,0.3125850914604034,0.42789127643543
LUX,Buildings total,total,N_tp,Narrow TP,2025,53.09533429254548,0.9217608153646273,0.16216798396085003
LUX,Buildings total,total,N_tp,Narrow TP,2030,51.432714541556464,0.6020171422355085,0.17687257093208583
LUX,Buildings total,total,N_tp,Narrow TP,2035,49.39691603589258,0.564521458725493,0.19060705274939532
LUX,Buildings total,total,N_tp,Narrow TP,2040,47.09427777608503,0.5361302912366902,0.20302600059282938
LUX,Buildings total,total,N_tp,Narrow TP,2045,44.62050848061098,0.5173334573884631,0.2137453917896639
LUX,Buildings total,total,N_tp,Narrow TP,2050,42.071133408911045,0.5110852941521391,0.2223405585414347
LUX,Buildings total,total,N_tp,Narrow TP,2055,43.1592173669635,0.47748653382527706,0.2416597003264046
LUX,Buildings total,total,N_tp,Narrow TP,2060,44.066254847813134,0.4590996405213534,0.26053871711938026
LUX,Buildings total,total,N_tp,Narrow TP,2070,45.12896707658698,0.414342972553047,0.2929860515254112
LUX,Buildings total,total,N_tp,Narrow TP,2080,45.450108305578674,0.36308807673802435,0.3186857424039441
LUX,Buildings total,total,N_tp,Narrow TP,2090,45.12686768379346,0.3093228864636702,0.3321009226609498
LUX,Buildings total,total,N_tp,Narrow TP,2100,44.191639075001035,0.24723189738487722,0.33362024635594223
LUX,Buildings total,total,S_r,Slow R,2025,53.09533429254548,0.9217608153646273,0.16216798396085003
LUX,Buildings total,total,S_r,Slow R,2030,55.790429715662874,0.7719654552673163,0.18409763011931612
LUX,Buildings total,total,S_r,Slow R,2035,58.14085467820257,0.7020323425219366,0.1855018731080285
LUX,Buildings total,total,S_r,Slow R,2040,60.23488174189601,0.6492824126457337,0.18740549569902198
LUX,Buildings total,total,S_r,Slow R,2045,62.169071686402596,0.6150396492391603,0.18930009491689012
LUX,Buildings total,total,S_r,Slow R,2050,64.07235465336838,0.6056477069531706,0.1908245695942626
LUX,Buildings total,total,S_r,Slow R,2055,65.70091737797986,0.5465828317960632,0.19177645207775484
LUX,Buildings total,total,S_r,Slow R,2060,67.04985249666022,0.5078259608334563,0.21110213190102406
LUX,Buildings total,total,S_r,Slow R,2070,68.60267009626546,0.42072572467516245,0.24277150223910893
LUX,Buildings total,total,S_r,Slow R,2080,69.03911560274958,0.33738876523355693,0.2772952653336315
LUX,Buildings total,total,S_r,Slow R,2090,68.51311569903405,0.26371148303279723,0.3060264965596487
LUX,Buildings total,total,S_r,Slow R,2100,67.0736560367744,0.1888155333867491,0.3278652344058627
LUX,Buildings total,total,S_tp,Slow TP,2025,53.09533429254548,0.9217608153646273,0.16216798396085003
LUX,Buildings total,total,S_tp,Slow TP,2030,55.790429715662874,0.7719654552673163,0.18409763011931612
LUX,Buildings total,total,S_tp,Slow TP,2035,58.140854864101605,0.6714473520423634,0.16625385860425723
LUX,Buildings total,total,S_tp,Slow TP,2040,60.23488227099988,0.5931991316074263,0.15268556475744707
LUX,Buildings total,total,S_tp,Slow TP,2045,62.16907221277725,0.5382292614619845,0.14187276448456876
LUX,Buildings total,total,S_tp,Slow TP,2050,64.07235517778429,0.5128461898381809,0.1329211728561548
LUX,Buildings total,total,S_tp,Slow TP,2055,65.7009152352012,0.4424452517103647,0.12529070406008558
LUX,Buildings total,total,S_tp,Slow TP,2060,67.04985218709992,0.40442000096464825,0.14006930512029409
