country,sector,sector_code,scenario,scenario_name,material,year,material_stock_Mt,material_inflow_Mt,material_outflow_Mt
CZE,Residential,resid,C_tp,Close TP,steel,2055,13.472418823657417,0.0614986987487334,0.060574618419180805
CZE,Residential,resid,C_tp,Close TP,steel,2060,13.657411479190445,0.057249077078758856,0.06412116207488057
CZE,Residential,resid,C_tp,Close TP,steel,2070,13.763945588318993,0.045034593586188054,0.07048986155062374
CZE,Residential,resid,C_tp,Close TP,steel,2080,13.71297880380699,0.04210423558414801,0.07471125054996529
CZE,Residential,resid,C_tp,Close TP,steel,2090,13.681080028664981,0.05228089852141041,0.07692835444349745
CZE,Residential,resid,C_tp,Close TP,steel,2100,13.605564357774263,0.05390654265949014,0.07732820199453015
CZE,Residential,resid,C_tp,Close TP,wood,2025,9.131069993891945,0.09103937135545428,0.02720634355376193
CZE,Residential,resid,C_tp,Close TP,wood,2030,9.358923429589316,0.03458860498275069,0.030790102946461
CZE,Residential,resid,C_tp,Close TP,wood,2035,9.549504702857863,0.031507907870547656,0.034098392710907394
CZE,Residential,resid,C_tp,Close TP,wood,2040,9.732766586413879,0.03389876390398638,0.03737675000881524
CZE,Residential,resid,C_tp,Close TP,wood,2045,9.925291174914994,0.039638841010155274,0.04058131940154316
CZE,Residential,resid,C_tp,Close TP,wood,2050,10.12026708789577,0.04465932325661442,0.043662795438116395
CZE,Residential,resid,C_tp,Close TP,wood,2055,10.294364930063558,0.04596535907077098,0.046560024323060376
CZE,Residential,resid,C_tp,Close TP,wood,2060,10.421106035932823,0.042789105843388166,0.04920521736523896
CZE,Residential,resid,C_tp,Close TP,wood,2070,10.476635001557085,0.03365983907437644,0.05399306203410837
CZE,Residential,resid,C_tp,Close TP,wood,2080,10.416216335005117,0.03146954425607349,0.057057168313947484
CZE,Residential,resid,C_tp,Close TP,wood,2090,10.37365600040687,0.03907578475171272,0.05859706026738892
CZE,Residential,resid,C_tp,Close TP,wood,2100,10.300765142321948,0.04029072124767024,0.058773490404469976
CZE,Residential,resid,A_r,Combined R,aluminum,2025,0.16380755187826526,0.0016548985297555716,4.8672960670792856e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2030,0.15540257752213416,5.600801447708531e-4,5.126690893031711e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2035,0.14705792491758346,4.5835099557643244e-4,4.7540659197228217e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2040,0.1392847998693571,4.153789443414887e-4,4.405309285213826e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2045,0.13226604440250425,4.055190399579725e-4,4.083759614063745e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2050,0.12582666407728982,3.907168908867937e-4,3.788960904813698e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2055,0.12807993442151377,2.6065196472970745e-4,3.7464515725517525e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2060,0.1297388270436579,2.1771441396018827e-4,4.0575296277864354e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2070,0.1305749052529101,9.685248820802274e-5,4.5867760419404354e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2080,0.1299436902970967,7.918533909819039e-5,5.09601384619828e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2090,0.12951623651331573,1.9345980918712038e-4,5.501440381106181e-4
CZE,Residential,resid,A_r,Combined R,aluminum,2100,0.12869457523171476,2.3394012654594478e-4,5.795026583728001e-4
CZE,Residential,resid,A_r,Combined R,brick,2025,145.81942945687783,1.447164666532054,0.4348880427423785
CZE,Residential,resid,A_r,Combined R,brick,2030,134.9940259017519,0.29217152262323354,0.45255041160116344
CZE,Residential,resid,A_r,Combined R,brick,2035,123.11697718841096,0.2351742833690971,0.4071490587674526
CZE,Residential,resid,A_r,Combined R,brick,2040,111.85162990280207,0.20887584529851144,0.36386633389511275
CZE,Residential,resid,A_r,Combined R,brick,2045,102.22765810516023,0.20044144073220604,0.32625748295763685
CZE,Residential,resid,A_r,Combined R,brick,2050,94.73029139119383,0.19172039276039482,0.2963296117369215
CZE,Residential,resid,A_r,Combined R,brick,2055,96.3453846406974,0.19265275280209498,0.29032933748638323
CZE,Residential,resid,A_r,Combined R,brick,2060,97.51811308627472,0.16126977097322467,0.31399168569809877
CZE,Residential,resid,A_r,Combined R,brick,2070,98.01398910394859,0.07223453946995528,0.35419013532624344
CZE,Residential,resid,A_r,Combined R,brick,2080,97.42875067285844,0.05972527264076289,0.3923062822949717
CZE,Residential,resid,A_r,Combined R,brick,2090,97.01369476992403,0.14491639387968647,0.4222179725287496
CZE,Residential,resid,A_r,Combined R,brick,2100,96.31752661104085,0.17492177741063417,0.44340744928994036
CZE,Residential,resid,A_r,Combined R,concrete,2025,274.22034937636994,2.790507322491068,0.8135597069810813
CZE,Residential,resid,A_r,Combined R,concrete,2030,259.4768462937508,1.0857951958035377,0.8504207407032155
CZE,Residential,resid,A_r,Combined R,concrete,2035,241.76914194019088,0.8688585379295191,0.774494283957982
CZE,Residential,resid,A_r,Combined R,concrete,2040,224.3602063850355,0.7660695959371503,0.701751954723103
CZE,Residential,resid,A_r,Combined R,concrete,2045,209.53300930028186,0.7304381547314234,0.6386616491647822
CZE,Residential,resid,A_r,Combined R,concrete,2050,198.65325418133858,0.6967264149403466,0.5895622677494672
CZE,Residential,resid,A_r,Combined R,concrete,2055,202.274081529795,0.4143067206599868,0.5850340154798773
CZE,Residential,resid,A_r,Combined R,concrete,2060,204.95252187079066,0.34578220919372216,0.6339575409522042
CZE,Residential,resid,A_r,Combined R,concrete,2070,206.37665811662202,0.1534411288535122,0.7172386116896006
CZE,Residential,resid,A_r,Combined R,concrete,2080,205.46588678814712,0.12493123018814961,0.7978097984199659
CZE,Residential,resid,A_r,Combined R,concrete,2090,204.86372874538256,0.3060025107889943,0.862294628162032
CZE,Residential,resid,A_r,Combined R,concrete,2100,203.62698237984546,0.37027928204904564,0.9093578681189929
CZE,Residential,resid,A_r,Combined R,copper,2025,0.06114216997043562,6.177009913763622e-4,1.8167480071428963e-4
CZE,Residential,resid,A_r,Combined R,copper,2030,0.05800496191874813,2.0905333738272823e-4,1.9135687114143403e-4
CZE,Residential,resid,A_r,Combined R,copper,2035,0.054890269329539235,1.7108231065243753e-4,1.7744841625517052e-4
CZE,Residential,resid,A_r,Combined R,copper,2040,0.0519889028940449,1.550427298732939e-4,1.6443086170352632e-4
CZE,Residential,resid,A_r,Combined R,copper,2045,0.04936910951568978,1.5136246029599622e-4,1.5242882368881583e-4
CZE,Residential,resid,A_r,Combined R,copper,2050,0.04696557145023396,1.458374676808186e-4,1.4142528167786716e-4
CZE,Residential,resid,A_r,Combined R,copper,2055,0.04780661837875573,9.728993900400486e-5,1.3983859486844512e-4
CZE,Residential,resid,A_r,Combined R,copper,2060,0.04842581018952892,8.12632357344562e-5,1.5144977341860526e-4
CZE,Residential,resid,A_r,Combined R,copper,2070,0.04873788149144717,3.615078320977139e-5,1.712042193152728e-4
CZE,Residential,resid,A_r,Combined R,copper,2080,0.04850227665104938,2.9556411818584455e-5,1.9021183161781392e-4
CZE,Residential,resid,A_r,Combined R,copper,2090,0.048342726913550904,7.221005625282434e-5,2.053446248398783e-4
CZE,Residential,resid,A_r,Combined R,copper,2100,0.04803603681799835,8.73195821326188e-5,2.1630290929981462e-4
CZE,Residential,resid,A_r,Combined R,glass,2025,1.3849672580764996,0.01382570089917606,0.0041254964705906335
CZE,Residential,resid,A_r,Combined R,glass,2030,1.2984477153169467,0.003440949526159543,0.004329489971304146
CZE,Residential,resid,A_r,Combined R,glass,2035,1.2126084553888323,0.00283915702402773,0.003977944227369831
CZE,Residential,resid,A_r,Combined R,glass,2040,1.133502101192101,0.0025980681400363153,0.0036484218014420406
CZE,Residential,resid,A_r,Combined R,glass,2045,1.0633418822252523,0.0025569216854166364,0.003349242795659861
CZE,Residential,resid,A_r,Combined R,glass,2050,1.000655145066248,0.00247188237091645,0.0030819041376302
CZE,Residential,resid,A_r,Combined R,glass,2055,1.0180702821861771,0.0020506526476929006,0.0030307317935491214
CZE,Residential,resid,A_r,Combined R,glass,2060,1.0307903017008224,0.001715035110988216,0.0032796248037484437
CZE,Residential,resid,A_r,Combined R,glass,2070,1.036610838607142,7.660027163824755e-4,0.0037027079193458876
CZE,Residential,resid,A_r,Combined R,glass,2080,1.0309086194388863,6.304124539486775e-4,0.0041063067470936375
CZE,Residential,resid,A_r,Combined R,glass,2090,1.0269309065371808,0.0015339749660601531,0.004424936093412641
CZE,Residential,resid,A_r,Combined R,glass,2100,1.0199154054662023,0.0018529807835065684,0.004652748613792552
CZE,Residential,resid,A_r,Combined R,steel,2025,11.807896831133359,0.12180482823771765,0.03493005059194856
CZE,Residential,resid,A_r,Combined R,steel,2030,11.311072360299274,0.05955607361602074,0.0366180053966677
CZE,Residential,resid,A_r,Combined R,steel,2035,10.668185969553058,0.04762746772626591,0.033603569310273
CZE,Residential,resid,A_r,Combined R,steel,2040,10.01867983068885,0.04196024398972872,0.030708366241703283
CZE,Residential,resid,A_r,Combined R,steel,2045,9.465685931658948,0.03998107058966193,0.028194840244994225
CZE,Residential,resid,A_r,Combined R,steel,2050,9.075974422997641,0.03812444956836291,0.026255436327756964
CZE,Residential,resid,A_r,Combined R,steel,2055,9.246396091368569,0.019148727437036224,0.02622055246069397
CZE,Residential,resid,A_r,Combined R,steel,2060,9.373447881615627,0.01596007513671335,0.02844085490564504
CZE,Residential,resid,A_r,Combined R,steel,2070,9.446718880710092,0.007052250023489255,0.03222404928769313
CZE,Residential,resid,A_r,Combined R,steel,2080,9.411866621723311,0.005701069588132506,0.035918815592807206
CZE,Residential,resid,A_r,Combined R,steel,2090,9.390083437061218,0.014025488821720267,0.038902525806090923
CZE,Residential,resid,A_r,Combined R,steel,2100,9.338344730726284,0.016991054695030133,0.04110884903326891
CZE,Residential,resid,A_r,Combined R,wood,2025,9.131069993361894,0.09103937135032993,0.0272063435521727
CZE,Residential,resid,A_r,Combined R,wood,2030,8.810908683610377,0.02294774085403581,0.029393621996240404
CZE,Residential,resid,A_r,Combined R,wood,2035,8.81636101978637,0.021180680128645442,0.02888882509595662
CZE,Residential,resid,A_r,Combined R,wood,2040,8.925116043169492,0.0217919662171383,0.028619272320975744
CZE,Residential,resid,A_r,Combined R,wood,2045,8.936168538941914,0.02339894515950147,0.02796681589549905
CZE,Residential,resid,A_r,Combined R,wood,2050,8.65674250526567,0.023403144382708917,0.026443575551731508
CZE,Residential,resid,A_r,Combined R,wood,2055,8.809004563887397,0.01781095114596498,0.026056057384917567
CZE,Residential,resid,A_r,Combined R,wood,2060,8.920547900634963,0.014888912509658977,0.0282044720734847
CZE,Residential,resid,A_r,Combined R,wood,2070,8.973534193291727,0.006640190008353283,0.03185763084025596
CZE,Residential,resid,A_r,Combined R,wood,2080,8.926372026242582,0.00545158682140351,0.03535357936843871
CZE,Residential,resid,A_r,Combined R,wood,2090,8.893798044332392,0.013284965907647382,0.03812211432725889
CZE,Residential,resid,A_r,Combined R,wood,2100,8.834635079141263,0.01605398647449483,0.04011094087284346
CZE,Residential,resid,A_tp,Combined TP,aluminum,2025,0.16380755187826526,0.0016548985297555716,4.8672960670792856e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2030,0.14685928691955485,8.439026085847003e-4,4.8778437076278707e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2035,0.13114262033352359,6.395102360922575e-4,3.809455475659085e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2040,0.11708087778371415,5.131658035788742e-4,3.004891741426131e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2045,0.10473336496810272,4.3966220956457355e-4,2.393334361722894e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2050,0.09386238507916934,3.810816923669007e-4,1.9234559941115403e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2055,0.09561935365487935,0,1.7906012427715225e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2060,0.09692814406449449,0,1.977463648193997e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2070,0.0976768578444674,0,2.2842670832329227e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2080,0.09730896618018847,0,2.6024243883022557e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2090,0.0970773648733119,0,2.8802379141431255e-4
CZE,Residential,resid,A_tp,Combined TP,aluminum,2100,0.09653703543300542,3.680759261809201e-5,3.1483472827622335e-4
CZE,Residential,resid,A_tp,Combined TP,brick,2025,145.81942945687783,1.447164666532054,0.4348880427423785
CZE,Residential,resid,A_tp,Combined TP,brick,2030,119.28928269998482,0.42809543195791316,0.41006367890232803
CZE,Residential,resid,A_tp,Combined TP,brick,2035,90.60042213832278,0.29700029974762154,0.275139290709137
CZE,Residential,resid,A_tp,Combined TP,brick,2040,66.23121070698612,0.2120710047147205,0.17852681497421347
CZE,Residential,resid,A_tp,Combined TP,brick,2045,48.965863040647626,0.16284998515290258,0.11747341031226254
CZE,Residential,resid,A_tp,Combined TP,brick,2050,39.173064089903384,0.13430213214410033,0.08406072489517873
CZE,Residential,resid,A_tp,Combined TP,brick,2055,39.876732386268614,0,0.07636739594559883
CZE,Residential,resid,A_tp,Combined TP,brick,2060,40.395219138120794,0,0.084212241164322
CZE,Residential,resid,A_tp,Combined TP,brick,2070,40.6590733314622,0,0.09710993325568848
CZE,Residential,resid,A_tp,Combined TP,brick,2080,40.465491937570185,0,0.11039321782758053
CZE,Residential,resid,A_tp,Combined TP,brick,2090,40.3348976450782,0,0.1219457302913764
CZE,Residential,resid,A_tp,Combined TP,brick,2100,40.08115971055903,0.01297185949027908,0.1330423715165517
CZE,Residential,resid,A_tp,Combined TP,concrete,2025,274.22034937636994,2.790507322491068,0.8135597069810813
CZE,Residential,resid,A_tp,Combined TP,concrete,2030,239.3040350875389,1.575121312078814,0.7840706982022565
CZE,Residential,resid,A_tp,Combined TP,concrete,2035,193.26555078869794,1.0560562999504846,0.5520172139392081
CZE,Residential,resid,A_tp,Combined TP,concrete,2040,149.04947548093693,0.7156580213345995,0.37572398816027447
CZE,Residential,resid,A_tp,Combined TP,concrete,2045,115.24756739446909,0.5185696865104138,0.25881851051480725
CZE,Residential,resid,A_tp,Combined TP,concrete,2050,97.21903363871522,0.4150973678942505,0.1961041799393345
CZE,Residential,resid,A_tp,Combined TP,concrete,2055,99.06322173739873,0,0.18411423788085665
CZE,Residential,resid,A_tp,Combined TP,concrete,2060,100.44166841576657,0,0.20343063407379014
CZE,Residential,resid,A_tp,Combined TP,concrete,2070,101.25722135861108,0,0.2351311969940262
CZE,Residential,resid,A_tp,Combined TP,concrete,2080,100.9091713117162,0,0.2680804780243174
CZE,Residential,resid,A_tp,Combined TP,concrete,2090,100.69725313117948,0,0.2968898711900562
CZE,Residential,resid,A_tp,Combined TP,concrete,2100,100.16086691960304,0.0400930695972234,0.32473606685424183
CZE,Residential,resid,A_tp,Combined TP,copper,2025,0.06114216997043562,6.177009913763622e-4,1.8167480071428963e-4
CZE,Residential,resid,A_tp,Combined TP,copper,2030,0.05481612648265102,3.149918067936531e-4,1.8206849784474177e-4
CZE,Residential,resid,A_tp,Combined TP,copper,2035,0.04894978461529967,2.3870110446461284e-4,1.4219025406145484e-4
CZE,Residential,resid,A_tp,Combined TP,copper,2040,0.043701153259769206,1.9154227278087954e-4,1.1215942091215189e-4
CZE,Residential,resid,A_tp,Combined TP,copper,2045,0.03909236863032001,1.6410660704307427e-4,8.933266791588118e-5
CZE,Residential,resid,A_tp,Combined TP,copper,2050,0.035034708940684264,1.4224107094057555e-4,7.17941706436219e-5
CZE,Residential,resid,A_tp,Combined TP,copper,2055,0.03569050820059022,0,6.683528584577812e-5
CZE,Residential,resid,A_tp,Combined TP,copper,2060,0.03617902222062659,0,7.38100393430504e-5
CZE,Residential,resid,A_tp,Combined TP,copper,2070,0.03645848421532343,0,8.526166508165134e-5
CZE,Residential,resid,A_tp,Combined TP,copper,2080,0.036321166402987326,0,9.713708095890066e-5
CZE,Residential,resid,A_tp,Combined TP,copper,2090,0.03623471979959177,0,1.0750664061734172e-4
CZE,Residential,resid,A_tp,Combined TP,copper,2100,0.03603303853337157,1.3738658921723031e-5,1.1751398667606196e-4
CZE,Residential,resid,A_tp,Combined TP,glass,2025,1.3849672580764996,0.01382570089917606,0.0041254964705906335
CZE,Residential,resid,A_tp,Combined TP,glass,2030,1.196831914958741,0.005256307676327562,0.0040624478937316445
CZE,Residential,resid,A_tp,Combined TP,glass,2035,1.0289535328952923,0.0041450704282224695,0.003060999773287704
CZE,Residential,resid,A_tp,Combined TP,glass,2040,0.8933911199599134,0.0034811492471350566,0.0023403652389166908
CZE,Residential,resid,A_tp,Combined TP,glass,2045,0.7872718871364519,0.003093786323629897,0.0018266256763827871
CZE,Residential,resid,A_tp,Combined TP,glass,2050,0.6983772108761832,0.0027220120883350053,0.001448489604119229
CZE,Residential,resid,A_tp,Combined TP,glass,2055,0.7113141728333071,0,0.001339791016363769
CZE,Residential,resid,A_tp,Combined TP,glass,2060,0.7209250356500351,0,0.0014790366903512184
CZE,Residential,resid,A_tp,Combined TP,glass,2070,0.7262729448596723,0,0.0017077398998258978
CZE,Residential,resid,A_tp,Combined TP,glass,2080,0.7233521253540501,0,0.0019444863494627491
CZE,Residential,resid,A_tp,Combined TP,glass,2090,0.7214733576060539,0,0.0021509996395813824
CZE,Residential,resid,A_tp,Combined TP,glass,2100,0.7173236567091734,2.6291137584351436e-4,0.002350059431272005
CZE,Residential,resid,A_tp,Combined TP,steel,2025,11.807896831133359,0.12180482823771765,0.03493005059194856
CZE,Residential,resid,A_tp,Combined TP,steel,2030,10.68133827168918,0.08630432184320334,0.03413600027237796
CZE,Residential,resid,A_tp,Combined TP,steel,2035,8.928506784050994,0.05764922194936269,0.024770189958264716
CZE,Residential,resid,A_tp,Combined TP,steel,2040,7.1032033987758245,0.03883507780733418,0.017389203617961323
CZE,Residential,resid,A_tp,Combined TP,steel,2045,5.641151579731827,0.027942834748156592,0.012334312202020453
CZE,Residential,resid,A_tp,Combined TP,steel,2050,4.87538781603988,0.02228250424136484,0.009609984233237537
CZE,Residential,resid,A_tp,Combined TP,steel,2055,4.969624704743839,0,0.009136026554198406
CZE,Residential,resid,A_tp,Combined TP,steel,2060,5.040394931877373,0,0.010101975758936156
CZE,Residential,resid,A_tp,Combined TP,steel,2070,5.08417453607805,0,0.011686177825551786
CZE,Residential,resid,A_tp,Combined TP,steel,2080,5.069093104095953,0,0.013338230814903596
CZE,Residential,resid,A_tp,Combined TP,steel,2090,5.06047661788292,0,0.014785462114698444
CZE,Residential,resid,A_tp,Combined TP,steel,2100,5.035250637437836,0.002152203464650884,0.016187404934208845
CZE,Residential,resid,A_tp,Combined TP,wood,2025,9.131069993361894,0.09103937135032993,0.0272063435521727
CZE,Residential,resid,A_tp,Combined TP,wood,2030,9.113769319422467,0.04199190490308603,0.03082940010808115
CZE,Residential,resid,A_tp,Combined TP,wood,2035,10.620091593506315,0.04857145499267235,0.031115163060275956
CZE,Residential,resid,A_tp,Combined TP,wood,2040,12.392208567483271,0.05501765780655627,0.031727979861521725
CZE,Residential,resid,A_tp,Combined TP,wood,2045,13.466879707680278,0.05865273329554497,0.03049719741810879
CZE,Residential,resid,A_tp,Combined TP,wood,2050,13.104401582490045,0.05502353007134328,0.02657547336376133
CZE,Residential,resid,A_tp,Combined TP,wood,2055,13.35187371812351,0,0.024878679297734796
CZE,Residential,resid,A_tp,Combined TP,wood,2060,13.536637322723642,0,0.027484120338699212
CZE,Residential,resid,A_tp,Combined TP,wood,2070,13.64474316852448,0,0.03176062467413935
CZE,Residential,resid,A_tp,Combined TP,wood,2080,13.596325809908695,0,0.036202134697772635
CZE,Residential,resid,A_tp,Combined TP,wood,2090,13.56648720144646,0,0.04008385322362154
CZE,Residential,resid,A_tp,Combined TP,wood,2100,13.493126739042646,0.0053145656688367545,0.0438338306895173
CZE,Commercial,comm,R,Reference,aluminum,2025,0.1444428796691706,0.0059487745577205394,0.00101975634367838
CZE,Commercial,comm,R,Reference,aluminum,2030,0.158189371540613,0.00381618506646299,0.00106688669217452
CZE,Commercial,comm,R,Reference,aluminum,2035,0.16630272203486757,0.00276595743741142,0.0011432873385605
CZE,Commercial,comm,R,Reference,aluminum,2040,0.17071784868702336,0.00213214620799767,0.00124912087756652
CZE,Commercial,comm,R,Reference,aluminum,2045,0.17316263708919277,0.00186299255200562,0.00137403487157174
CZE,Commercial,comm,R,Reference,aluminum,2050,0.17462449965263654,0.00179489841699434,0.00150252590430558
CZE,Commercial,comm,R,Reference,aluminum,2055,0.17530268374523092,0.0017538655178375797,0.0016182286993187
CZE,Commercial,comm,R,Reference,aluminum,2060,0.17507736105012014,0.0016624537844234597,0.00170751832344562
CZE,Commercial,comm,R,Reference,aluminum,2070,0.17140832964263955,0.00146381176550686,0.00183071490625492
CZE,Commercial,comm,R,Reference,aluminum,2080,0.16648012826149036,0.00127791232878932,0.00177073246690424
CZE,Commercial,comm,R,Reference,aluminum,2090,0.16264613806397876,0.00122264131713941,0.0016060403368905701
CZE,Commercial,comm,R,Reference,aluminum,2100,0.15907702803689333,0.00105679875684768,0.00141370975955622
CZE,Commercial,comm,R,Reference,brick,2025,43.765657626165506,1.8024566609634685,0.3089823956830465
CZE,Commercial,comm,R,Reference,brick,2030,47.930793755993186,1.1562899427056565,0.32326271674011947
CZE,Commercial,comm,R,Reference,brick,2035,50.38910890967823,0.8380748603984779,0.34641182966146905
CZE,Commercial,comm,R,Reference,brick,2040,51.72687593479558,0.6460324050716798,0.37847900004821067
CZE,Commercial,comm,R,Reference,brick,2045,52.46763776689718,0.564479844059609,0.41632747763928846
CZE,Commercial,comm,R,Reference,brick,2050,52.91057670992246,0.5438475733233891,0.45525978471833317
CZE,Commercial,comm,R,Reference,brick,2055,53.1160639784675,0.5314147568355367,0.49031730312652805
CZE,Commercial,comm,R,Reference,brick,2060,53.047792036283774,0.5037173401350403,0.5173717285717849
CZE,Commercial,comm,R,Reference,brick,2070,51.9360891072974,0.44352954403192946,0.5546998369305673
CZE,Commercial,comm,R,Reference,brick,2080,50.44286233935858,0.3872027031456813,0.5365253799395634
CZE,Commercial,comm,R,Reference,brick,2090,49.281177507882724,0.37045579130023665,0.48662427444782186
CZE,Commercial,comm,R,Reference,brick,2100,48.199750387118435,0.32020610969461755,0.42834882177104655
CZE,Commercial,comm,R,Reference,concrete,2025,313.18542974948855,12.898313302875657,2.2110666130872385
CZE,Commercial,comm,R,Reference,concrete,2030,342.9909900800918,8.27436812933389,2.313256063213226
CZE,Commercial,comm,R,Reference,concrete,2035,360.5826025366641,5.997232751718537,2.4789102604040822
CZE,Commercial,comm,R,Reference,concrete,2040,370.15561396596314,4.622984033341863,2.7083817474820573
CZE,Commercial,comm,R,Reference,concrete,2045,375.45647828086516,4.039396918396585,2.9792240554161866
CZE,Commercial,comm,R,Reference,concrete,2050,378.62613299984787,3.891753150937973,3.2578222071414342
CZE,Commercial,comm,R,Reference,concrete,2055,380.09659230511033,3.802784375282773,3.508692514230273
CZE,Commercial,comm,R,Reference,concrete,2060,379.6080408080603,3.6045826842127964,3.7022929836227996
CZE,Commercial,comm,R,Reference,concrete,2070,371.6527357023464,3.173881037975957,3.969411548547355
CZE,Commercial,comm,R,Reference,concrete,2080,360.96726009439453,2.7708082446896496,3.8393558054848267
CZE,Commercial,comm,R,Reference,concrete,2090,352.6542863402492,2.650967961970884,3.482265337385424
CZE,Commercial,comm,R,Reference,concrete,2100,344.91563380011615,2.2913830960731523,3.0652483500864505
CZE,Commercial,comm,R,Reference,copper,2025,0.05391418770677219,0.002220416464036124,3.806302882784641e-4
CZE,Commercial,comm,R,Reference,copper,2030,0.05904514981971285,0.001424414401515017,3.982219789268805e-4
CZE,Commercial,comm,R,Reference,copper,2035,0.06207350748247855,0.0010324105197230472,4.267389871699086e-4
CZE,Commercial,comm,R,Reference,copper,2040,0.06372148049173104,7.958366043349155e-4,4.6624200248441443e-4
CZE,Commercial,comm,R,Reference,copper,2045,0.0646340127059862,6.953733571028186e-4,5.128669142517853e-4
CZE,Commercial,comm,R,Reference,copper,2050,0.06517966184305361,6.699568050018291e-4,5.608269775883504e-4
CZE,Commercial,comm,R,Reference,copper,2055,0.06543279820084173,6.546410245884399e-4,6.040137530308159e-4
CZE,Commercial,comm,R,Reference,copper,2060,0.06534869512766413,6.205210363607183e-4,6.373416509962383e-4
CZE,Commercial,comm,R,Reference,copper,2070,0.06397920672880349,5.463766886514307e-4,6.833255285374943e-4
CZE,Commercial,comm,R,Reference,copper,2080,0.06213972544091581,4.7698858763372534e-4,6.60936716422494e-4
CZE,Commercial,comm,R,Reference,copper,2090,0.060708665165407585,4.563583447054375e-4,5.994643722562603e-4
CZE,Commercial,comm,R,Reference,copper,2100,0.05937647303252341,3.944565954062063e-4,5.276758086946242e-4
CZE,Commercial,comm,R,Reference,glass,2025,0.7575881647954458,0.03120071553743222,0.0053485179658233194
CZE,Commercial,comm,R,Reference,glass,2030,0.8296871119579089,0.02001550126695898,0.00559571183446635
CZE,Commercial,comm,R,Reference,glass,2035,0.8722408074073666,0.01450716451866804,0.00599642542877649
CZE,Commercial,comm,R,Reference,glass,2040,0.895397696174796,0.01118288929500823,0.006551511541522359
CZE,Commercial,comm,R,Reference,glass,2045,0.9082203618759703,0.00977120583398865,0.0072066726937538095
CZE,Commercial,comm,R,Reference,glass,2050,0.9158876818515838,0.009414059044235621,0.00788059504911292
CZE,Commercial,comm,R,Reference,glass,2055,0.9194446882147829,0.00919884567518894,0.00848744440254909
CZE,Commercial,comm,R,Reference,glass,2060,0.9182628936710385,0.008719400461159769,0.00895575936990865
CZE,Commercial,comm,R,Reference,glass,2070,0.8990191983297626,0.00767754334153597,0.00960191287566355
CZE,Commercial,comm,R,Reference,glass,2080,0.8731712849633271,0.0067025197652827405,0.00928731110192631
CZE,Commercial,comm,R,Reference,glass,2090,0.8530623976008683,0.00641262894907812,0.008423517685323999
CZE,Commercial,comm,R,Reference,glass,2100,0.8343427797037061,0.00554280164305824,0.00741476343277444
CZE,Commercial,comm,R,Reference,steel,2025,13.85472519275718,0.570596743291562,0.097813363577314
CZE,Commercial,comm,R,Reference,steel,2030,15.1732662498139,0.36604224106890004,0.10233402965755599
CZE,Commercial,comm,R,Reference,steel,2035,15.95148558293628,0.265306121547626,0.10966225492314999
CZE,Commercial,comm,R,Reference,steel,2040,16.37497732304102,0.20451198321610398,0.11981363519515599
CZE,Commercial,comm,R,Reference,steel,2045,16.60947743508584,0.178695203967886,0.13179518155892195
CZE,Commercial,comm,R,Reference,steel,2050,16.74969690545698,0.17216372571170202,0.144119831637474
CZE,Commercial,comm,R,Reference,steel,2055,16.8147472163793,0.16822791701707399,0.15521785483260997
CZE,Commercial,comm,R,Reference,steel,2060,16.79313463133806,0.159459852791638,0.16378236979988597
CZE,Commercial,comm,R,Reference,steel,2070,16.44120712898788,0.140406434650658,0.175599184885676
CZE,Commercial,comm,R,Reference,steel,2080,15.96850209855112,0.122575264189996,0.16984576723367198
CZE,Commercial,comm,R,Reference,steel,2090,15.60075201838164,0.11727375899092299,0.15404876700787096
CZE,Commercial,comm,R,Reference,steel,2100,15.258408811702019,0.101366411371104,0.13560073203906595
CZE,Commercial,comm,R,Reference,wood,2025,7.565715437768545,0.31158846742901875,0.05341340694536587
CZE,Commercial,comm,R,Reference,wood,2030,8.28573740081121,0.19988642110188612,0.0558820284933532
CZE,Commercial,comm,R,Reference,wood,2035,8.710703319705933,0.14487697096848157,0.059883787189536776
CZE,Commercial,comm,R,Reference,wood,2040,8.941961460975516,0.11167882777174168,0.06542719951782494
CZE,Commercial,comm,R,Reference,wood,2045,9.07001604835798,0.09758093679272653,0.07197001931623369
