"","UC_NM_MN","lcz","year","scen_SGS","SGS","CTR_MN_ISO","GRGN_L2"
"1","Accra",3,2016,"out_b_mean_s",11.6785648300431,"GHA","Western Africa"
"2","Accra",3,2016,"GVI_ALPS",11.6785648300431,"GHA","Western Africa"
"3","Accra",3,2017,"out_b_mean_s",9.62615337578425,"GHA","Western Africa"
"4","Accra",3,2017,"GVI_ALPS",9.62615337578425,"GHA","Western Africa"
"5","Accra",3,2018,"out_b_mean_s",9.40293928994332,"GHA","Western Africa"
"6","Accra",3,2018,"GVI_ALPS",9.40293928994332,"GHA","Western Africa"
"7","Accra",3,2019,"out_b_mean_s",8.60940310581215,"GHA","Western Africa"
"8","Accra",3,2019,"GVI_ALPS",8.60940310581215,"GHA","Western Africa"
"9","Accra",3,2020,"out_b_mean_s",10.6331744537382,"GHA","Western Africa"
"10","Accra",3,2020,"GVI_ALPS",10.6331744537382,"GHA","Western Africa"
"11","Accra",3,2021,"out_b_mean_s",8.60193610741714,"GHA","Western Africa"
"12","Accra",3,2021,"GVI_ALPS",8.60193610741714,"GHA","Western Africa"
"13","Accra",3,2022,"out_b_mean_s",9.59906986502845,"GHA","Western Africa"
"14","Accra",3,2022,"GVI_ALPS",9.59906986502845,"GHA","Western Africa"
"15","Accra",3,2023,"out_b_mean_s",9.52653153270071,"GHA","Western Africa"
"16","Accra",3,2023,"GVI_ALPS",9.52653153270071,"GHA","Western Africa"
"17","Accra",3,2025,"GVI_proja_upr",12.1793745036122,"GHA","Western Africa"
"18","Accra",3,2025,"GVI_proja_lwr",6.7062160762842,"GHA","Western Africa"
"19","Accra",3,2025,"GVI_projb_upr",12.4008176764052,"GHA","Western Africa"
"20","Accra",3,2025,"GVI_projb_lwr",6.57968369748639,"GHA","Western Africa"
"21","Accra",3,2025,"GVI_ALPS",9.44279528994821,"GHA","Western Africa"
"22","Accra",3,2030,"GVI_proja_upr",12.7329824355946,"GHA","Western Africa"
"23","Accra",3,2030,"GVI_proja_lwr",6.38988512928967,"GHA","Western Africa"
"24","Accra",3,2030,"GVI_projb_upr",13.5080335403699,"GHA","Western Africa"
"25","Accra",3,2030,"GVI_projb_lwr",6.34166732484019,"GHA","Western Africa"
"26","Accra",3,2030,"GVI_ALPS",9.56143378244213,"GHA","Western Africa"
"27","Accra",3,2035,"GVI_proja_upr",13.286590367577,"GHA","Western Africa"
"28","Accra",3,2035,"GVI_proja_lwr",6.34166732484019,"GHA","Western Africa"
"29","Accra",3,2035,"GVI_projb_upr",14.6152494043347,"GHA","Western Africa"
"30","Accra",3,2035,"GVI_projb_lwr",6.34166732484019,"GHA","Western Africa"
"31","Accra",3,2035,"GVI_ALPS",9.81412884620858,"GHA","Western Africa"
"32","Accra",3,2040,"GVI_proja_upr",13.8401982995593,"GHA","Western Africa"
"33","Accra",3,2040,"GVI_proja_lwr",6.34166732484019,"GHA","Western Africa"
"34","Accra",3,2040,"GVI_projb_upr",15.7224652682994,"GHA","Western Africa"
"35","Accra",3,2040,"GVI_projb_lwr",6.34166732484019,"GHA","Western Africa"
"36","Accra",3,2040,"GVI_ALPS",10.0909328121998,"GHA","Western Africa"
"37","Accra",3,2045,"GVI_proja_upr",14.3938062315417,"GHA","Western Africa"
"38","Accra",3,2045,"GVI_proja_lwr",6.34166732484019,"GHA","Western Africa"
"39","Accra",3,2045,"GVI_projb_upr",16.8296811322641,"GHA","Western Africa"
"40","Accra",3,2045,"GVI_projb_lwr",6.34166732484019,"GHA","Western Africa"
"41","Accra",3,2045,"GVI_ALPS",10.3677367781909,"GHA","Western Africa"
"42","Accra",3,2050,"GVI_proja_upr",14.9474141635241,"GHA","Western Africa"
"43","Accra",3,2050,"GVI_proja_lwr",6.34166732484019,"GHA","Western Africa"
"44","Accra",3,2050,"GVI_projb_upr",17.9368969962289,"GHA","Western Africa"
"45","Accra",3,2050,"GVI_projb_lwr",6.34166732484019,"GHA","Western Africa"
"46","Accra",3,2050,"GVI_ALPS",10.6445407441821,"GHA","Western Africa"
"47","Accra",5,2016,"out_b_mean_s",19.9709871270821,"GHA","Western Africa"
"48","Accra",5,2016,"GVI_ALPS",19.9709871270821,"GHA","Western Africa"
"49","Accra",5,2017,"out_b_mean_s",17.202978224864,"GHA","Western Africa"
"50","Accra",5,2017,"GVI_ALPS",17.202978224864,"GHA","Western Africa"
"51","Accra",5,2018,"out_b_mean_s",22.8577417064792,"GHA","Western Africa"
"52","Accra",5,2018,"GVI_ALPS",22.8577417064792,"GHA","Western Africa"
"53","Accra",5,2019,"out_b_mean_s",21.241809463282,"GHA","Western Africa"
"54","Accra",5,2019,"GVI_ALPS",21.241809463282,"GHA","Western Africa"
"55","Accra",5,2020,"out_b_mean_s",33.2943523349107,"GHA","Western Africa"
"56","Accra",5,2020,"GVI_ALPS",33.2943523349107,"GHA","Western Africa"
"57","Accra",5,2021,"out_b_mean_s",19.2189057725985,"GHA","Western Africa"
"58","Accra",5,2021,"GVI_ALPS",19.2189057725985,"GHA","Western Africa"
"59","Accra",5,2022,"out_b_mean_s",25.0764179659664,"GHA","Western Africa"
"60","Accra",5,2022,"GVI_ALPS",25.0764179659664,"GHA","Western Africa"
"61","Accra",5,2023,"out_b_mean_s",24.746131793752,"GHA","Western Africa"
"62","Accra",5,2023,"GVI_ALPS",24.746131793752,"GHA","Western Africa"
"63","Accra",5,2025,"GVI_proja_upr",25.288494139339,"GHA","Western Africa"
"64","Accra",5,2025,"GVI_proja_lwr",19.4166155516379,"GHA","Western Africa"
"65","Accra",5,2025,"GVI_projb_upr",25.7482849418725,"GHA","Western Africa"
"66","Accra",5,2025,"GVI_projb_lwr",19.0502643148145,"GHA","Western Africa"
"67","Accra",5,2025,"GVI_ALPS",22.3525548454885,"GHA","Western Africa"
"68","Accra",5,2030,"GVI_proja_upr",26.4379711456726,"GHA","Western Africa"
"69","Accra",5,2030,"GVI_proja_lwr",18.5007374595795,"GHA","Western Africa"
"70","Accra",5,2030,"GVI_projb_upr",28.0472389545397,"GHA","Western Africa"
"71","Accra",5,2030,"GVI_projb_lwr",17.2185081306977,"GHA","Western Africa"
"72","Accra",5,2030,"GVI_ALPS",22.4693543026261,"GHA","Western Africa"
"73","Accra",5,2035,"GVI_proja_upr",27.5874481520062,"GHA","Western Africa"
"74","Accra",5,2035,"GVI_proja_lwr",17.5848593675211,"GHA","Western Africa"
"75","Accra",5,2035,"GVI_projb_upr",29.1516323869256,"GHA","Western Africa"
"76","Accra",5,2035,"GVI_projb_lwr",15.386751946581,"GHA","Western Africa"
"77","Accra",5,2035,"GVI_ALPS",22.5861537597637,"GHA","Western Africa"
"78","Accra",5,2040,"GVI_proja_upr",28.7369251583398,"GHA","Western Africa"
"79","Accra",5,2040,"GVI_proja_lwr",16.6689812754627,"GHA","Western Africa"
"80","Accra",5,2040,"GVI_projb_upr",29.1516323869256,"GHA","Western Africa"
"81","Accra",5,2040,"GVI_projb_lwr",13.5549957624642,"GHA","Western Africa"
"82","Accra",5,2040,"GVI_ALPS",22.7029532169013,"GHA","Western Africa"
"83","Accra",5,2045,"GVI_proja_upr",29.1516323869256,"GHA","Western Africa"
"84","Accra",5,2045,"GVI_proja_lwr",15.7531031834043,"GHA","Western Africa"
"85","Accra",5,2045,"GVI_projb_upr",29.1516323869256,"GHA","Western Africa"
"86","Accra",5,2045,"GVI_projb_lwr",11.7232395783474,"GHA","Western Africa"
"87","Accra",5,2045,"GVI_ALPS",22.452367785165,"GHA","Western Africa"
"88","Accra",5,2050,"GVI_proja_upr",29.1516323869256,"GHA","Western Africa"
"89","Accra",5,2050,"GVI_proja_lwr",14.8372250913459,"GHA","Western Africa"
"90","Accra",5,2050,"GVI_projb_upr",29.1516323869256,"GHA","Western Africa"
"91","Accra",5,2050,"GVI_projb_lwr",9.89148339423061,"GHA","Western Africa"
"92","Accra",5,2050,"GVI_ALPS",21.9944287391358,"GHA","Western Africa"
"93","Accra",6,2016,"out_b_mean_s",16.7693918743051,"GHA","Western Africa"
"94","Accra",6,2016,"GVI_ALPS",16.7693918743051,"GHA","Western Africa"
"95","Accra",6,2017,"out_b_mean_s",14.3847629451832,"GHA","Western Africa"
"96","Accra",6,2017,"GVI_ALPS",14.3847629451832,"GHA","Western Africa"
"97","Accra",6,2018,"out_b_mean_s",13.6484158131016,"GHA","Western Africa"
"98","Accra",6,2018,"GVI_ALPS",13.6484158131016,"GHA","Western Africa"
"99","Accra",6,2019,"out_b_mean_s",11.8900176462944,"GHA","Western Africa"
"100","Accra",6,2019,"GVI_ALPS",11.8900176462944,"GHA","Western Africa"
"101","Accra",6,2020,"out_b_mean_s",15.4343129202594,"GHA","Western Africa"
"102","Accra",6,2020,"GVI_ALPS",15.4343129202594,"GHA","Western Africa"
"103","Accra",6,2021,"out_b_mean_s",12.1691741955884,"GHA","Western Africa"
"104","Accra",6,2021,"GVI_ALPS",12.1691741955884,"GHA","Western Africa"
"105","Accra",6,2022,"out_b_mean_s",14.7400474431073,"GHA","Western Africa"
"106","Accra",6,2022,"GVI_ALPS",14.7400474431073,"GHA","Western Africa"
"107","Accra",6,2023,"out_b_mean_s",12.398687615653,"GHA","Western Africa"
"108","Accra",6,2023,"GVI_ALPS",12.398687615653,"GHA","Western Africa"
"109","Accra",6,2025,"GVI_proja_upr",17.2503783788637,"GHA","Western Africa"
"110","Accra",6,2025,"GVI_proja_lwr",10.4772606694876,"GHA","Western Africa"
"111","Accra",6,2025,"GVI_projb_upr",17.5640216221158,"GHA","Western Africa"
"112","Accra",6,2025,"GVI_projb_lwr",10.4772606694876,"GHA","Western Africa"
"113","Accra",6,2025,"GVI_ALPS",13.8638195241757,"GHA","Western Africa"
"114","Accra",6,2030,"GVI_proja_upr",18.0344864869939,"GHA","Western Africa"
"115","Accra",6,2030,"GVI_proja_lwr",10.4772606694876,"GHA","Western Africa"
"116","Accra",6,2030,"GVI_projb_upr",19.1322378383761,"GHA","Western Africa"
"117","Accra",6,2030,"GVI_projb_lwr",10.4772606694876,"GHA","Western Africa"
"118","Accra",6,2030,"GVI_ALPS",14.2558735782407,"GHA","Western Africa"
"119","Accra",6,2035,"GVI_proja_upr",18.818594595124,"GHA","Western Africa"
"120","Accra",6,2035,"GVI_proja_lwr",10.4772606694876,"GHA","Western Africa"
"121","Accra",6,2035,"GVI_projb_upr",20.7004540546365,"GHA","Western Africa"
"122","Accra",6,2035,"GVI_projb_lwr",10.4772606694876,"GHA","Western Africa"
"123","Accra",6,2035,"GVI_ALPS",14.6479276323058,"GHA","Western Africa"
"124","Accra",6,2040,"GVI_proja_upr",19.6027027032542,"GHA","Western Africa"
"125","Accra",6,2040,"GVI_proja_lwr",10.4772606694876,"GHA","Western Africa"
"126","Accra",6,2040,"GVI_projb_upr",22.2686702708968,"GHA","Western Africa"
"127","Accra",6,2040,"GVI_projb_lwr",10.4772606694876,"GHA","Western Africa"
"128","Accra",6,2040,"GVI_ALPS",15.0399816863709,"GHA","Western Africa"
"129","Accra",6,2045,"GVI_proja_upr",20.3868108113844,"GHA","Western Africa"
"130","Accra",6,2045,"GVI_proja_lwr",10.4772606694876,"GHA","Western Africa"
"131","Accra",6,2045,"GVI_projb_upr",23.8368864871571,"GHA","Western Africa"
"132","Accra",6,2045,"GVI_projb_lwr",10.4772606694876,"GHA","Western Africa"
"133","Accra",6,2045,"GVI_ALPS",15.432035740436,"GHA","Western Africa"
"134","Accra",6,2050,"GVI_proja_upr",21.1709189195146,"GHA","Western Africa"
"135","Accra",6,2050,"GVI_proja_lwr",10.4772606694876,"GHA","Western Africa"
"136","Accra",6,2050,"GVI_projb_upr",25.4051027034175,"GHA","Western Africa"
"137","Accra",6,2050,"GVI_projb_lwr",10.4772606694876,"GHA","Western Africa"
"138","Accra",6,2050,"GVI_ALPS",15.8240897945011,"GHA","Western Africa"
"139","Accra",8,2016,"out_b_mean_s",12.4620435885536,"GHA","Western Africa"
"140","Accra",8,2016,"GVI_ALPS",12.4620435885536,"GHA","Western Africa"
"141","Accra",8,2017,"out_b_mean_s",10.1329627642645,"GHA","Western Africa"
"142","Accra",8,2017,"GVI_ALPS",10.1329627642645,"GHA","Western Africa"
"143","Accra",8,2018,"out_b_mean_s",8.85629989754289,"GHA","Western Africa"
"144","Accra",8,2018,"GVI_ALPS",8.85629989754289,"GHA","Western Africa"
"145","Accra",8,2019,"out_b_mean_s",8.62726407619139,"GHA","Western Africa"
"146","Accra",8,2019,"GVI_ALPS",8.62726407619139,"GHA","Western Africa"
"147","Accra",8,2020,"out_b_mean_s",10.2985402296716,"GHA","Western Africa"
"148","Accra",8,2020,"GVI_ALPS",10.2985402296716,"GHA","Western Africa"
"149","Accra",8,2021,"out_b_mean_s",9.15889600063439,"GHA","Western Africa"
"150","Accra",8,2021,"GVI_ALPS",9.15889600063439,"GHA","Western Africa"
"151","Accra",8,2022,"out_b_mean_s",10.1375416546463,"GHA","Western Africa"
"152","Accra",8,2022,"GVI_ALPS",10.1375416546463,"GHA","Western Africa"
"153","Accra",8,2023,"out_b_mean_s",10.7214662794131,"GHA","Western Africa"
"154","Accra",8,2023,"GVI_ALPS",10.7214662794131,"GHA","Western Africa"
"155","Accra",8,2025,"GVI_proja_upr",12.5921663026448,"GHA","Western Africa"
"156","Accra",8,2025,"GVI_proja_lwr",7.49427835202975,"GHA","Western Africa"
"157","Accra",8,2025,"GVI_projb_upr",12.8211147808747,"GHA","Western Africa"
"158","Accra",8,2025,"GVI_projb_lwr",7.49427835202975,"GHA","Western Africa"
"159","Accra",8,2025,"GVI_ALPS",10.0432223273373,"GHA","Western Africa"
"160","Accra",8,2030,"GVI_proja_upr",13.1645374982196,"GHA","Western Africa"
"161","Accra",8,2030,"GVI_proja_lwr",7.49427835202975,"GHA","Western Africa"
"162","Accra",8,2030,"GVI_projb_upr",13.9658571720242,"GHA","Western Africa"
"163","Accra",8,2030,"GVI_projb_lwr",7.49427835202975,"GHA","Western Africa"
"164","Accra",8,2030,"GVI_ALPS",10.3294079251247,"GHA","Western Africa"
"165","Accra",8,2035,"GVI_proja_upr",13.7369086937943,"GHA","Western Africa"
"166","Accra",8,2035,"GVI_proja_lwr",7.49427835202975,"GHA","Western Africa"
"167","Accra",8,2035,"GVI_projb_upr",15.1105995631738,"GHA","Western Africa"
"168","Accra",8,2035,"GVI_projb_lwr",7.49427835202975,"GHA","Western Africa"
"169","Accra",8,2035,"GVI_ALPS",10.615593522912,"GHA","Western Africa"
"170","Accra",8,2040,"GVI_proja_upr",14.3092798893691,"GHA","Western Africa"
"171","Accra",8,2040,"GVI_proja_lwr",7.49427835202975,"GHA","Western Africa"
"172","Accra",8,2040,"GVI_projb_upr",16.2553419543233,"GHA","Western Africa"
"173","Accra",8,2040,"GVI_projb_lwr",7.49427835202975,"GHA","Western Africa"
"174","Accra",8,2040,"GVI_ALPS",10.9017791206994,"GHA","Western Africa"
"175","Accra",8,2045,"GVI_proja_upr",14.8816510849439,"GHA","Western Africa"
"176","Accra",8,2045,"GVI_proja_lwr",7.49427835202975,"GHA","Western Africa"
"177","Accra",8,2045,"GVI_projb_upr",17.4000843454728,"GHA","Western Africa"
"178","Accra",8,2045,"GVI_projb_lwr",7.49427835202975,"GHA","Western Africa"
"179","Accra",8,2045,"GVI_ALPS",11.1879647184868,"GHA","Western Africa"
"180","Accra",8,2050,"GVI_proja_upr",15.4540222805186,"GHA","Western Africa"
"181","Accra",8,2050,"GVI_proja_lwr",7.49427835202975,"GHA","Western Africa"
"182","Accra",8,2050,"GVI_projb_upr",18.5448267366224,"GHA","Western Africa"
"183","Accra",8,2050,"GVI_projb_lwr",7.49427835202975,"GHA","Western Africa"
"184","Accra",8,2050,"GVI_ALPS",11.4741503162742,"GHA","Western Africa"
"185","Accra",9,2016,"out_b_mean_s",17.4873689172099,"GHA","Western Africa"
"186","Accra",9,2016,"GVI_ALPS",17.4873689172099,"GHA","Western Africa"
"187","Accra",9,2017,"out_b_mean_s",14.8678300338339,"GHA","Western Africa"
"188","Accra",9,2017,"GVI_ALPS",14.8678300338339,"GHA","Western Africa"
"189","Accra",9,2018,"out_b_mean_s",14.7256739065955,"GHA","Western Africa"
"190","Accra",9,2018,"GVI_ALPS",14.7256739065955,"GHA","Western Africa"
"191","Accra",9,2019,"out_b_mean_s",13.5929951209887,"GHA","Western Africa"
"192","Accra",9,2019,"GVI_ALPS",13.5929951209887,"GHA","Western Africa"
"193","Accra",9,2020,"out_b_mean_s",15.1841495460545,"GHA","Western Africa"
"194","Accra",9,2020,"GVI_ALPS",15.1841495460545,"GHA","Western Africa"
"195","Accra",9,2021,"out_b_mean_s",13.1923732265501,"GHA","Western Africa"
"196","Accra",9,2021,"GVI_ALPS",13.1923732265501,"GHA","Western Africa"
"197","Accra",9,2022,"out_b_mean_s",15.335222663875,"GHA","Western Africa"
"198","Accra",9,2022,"GVI_ALPS",15.335222663875,"GHA","Western Africa"
"199","Accra",9,2023,"out_b_mean_s",13.9387126387636,"GHA","Western Africa"
"200","Accra",9,2023,"GVI_ALPS",13.9387126387636,"GHA","Western Africa"
"201","Accra",9,2025,"GVI_proja_upr",17.9925970344541,"GHA","Western Africa"
"202","Accra",9,2025,"GVI_proja_lwr",13.9737966058711,"GHA","Western Africa"
"203","Accra",9,2025,"GVI_projb_upr",18.3197351623533,"GHA","Western Africa"
"204","Accra",9,2025,"GVI_projb_lwr",13.9737966058711,"GHA","Western Africa"
"205","Accra",9,2025,"GVI_ALPS",15.9831968201626,"GHA","Western Africa"
"206","Accra",9,2030,"GVI_proja_upr",18.8104423542021,"GHA","Western Africa"
"207","Accra",9,2030,"GVI_proja_lwr",13.9737966058711,"GHA","Western Africa"
"208","Accra",9,2030,"GVI_projb_upr",19.9554258018491,"GHA","Western Africa"
"209","Accra",9,2030,"GVI_projb_lwr",13.9737966058711,"GHA","Western Africa"
"210","Accra",9,2030,"GVI_ALPS",16.3921194800366,"GHA","Western Africa"
"211","Accra",9,2035,"GVI_proja_upr",19.62828767395,"GHA","Western Africa"
"212","Accra",9,2035,"GVI_proja_lwr",13.9737966058711,"GHA","Western Africa"
"213","Accra",9,2035,"GVI_projb_upr",21.591116441345,"GHA","Western Africa"
"214","Accra",9,2035,"GVI_projb_lwr",13.9737966058711,"GHA","Western Africa"
"215","Accra",9,2035,"GVI_ALPS",16.8010421399105,"GHA","Western Africa"
"216","Accra",9,2040,"GVI_proja_upr",20.4461329936979,"GHA","Western Africa"
"217","Accra",9,2040,"GVI_proja_lwr",13.9737966058711,"GHA","Western Africa"
"218","Accra",9,2040,"GVI_projb_upr",23.2268070808408,"GHA","Western Africa"
"219","Accra",9,2040,"GVI_projb_lwr",13.9737966058711,"GHA","Western Africa"
"220","Accra",9,2040,"GVI_ALPS",17.2099647997845,"GHA","Western Africa"
"221","Accra",9,2045,"GVI_proja_upr",21.2639783134458,"GHA","Western Africa"
"222","Accra",9,2045,"GVI_proja_lwr",13.9737966058711,"GHA","Western Africa"
"223","Accra",9,2045,"GVI_projb_upr",24.8624977203366,"GHA","Western Africa"
"224","Accra",9,2045,"GVI_projb_lwr",13.9737966058711,"GHA","Western Africa"
"225","Accra",9,2045,"GVI_ALPS",17.6188874596584,"GHA","Western Africa"
"226","Accra",9,2050,"GVI_proja_upr",22.0818236331937,"GHA","Western Africa"
"227","Accra",9,2050,"GVI_proja_lwr",13.9737966058711,"GHA","Western Africa"
"228","Accra",9,2050,"GVI_projb_upr",26.4981883598325,"GHA","Western Africa"
"229","Accra",9,2050,"GVI_projb_lwr",13.9737966058711,"GHA","Western Africa"
"230","Accra",9,2050,"GVI_ALPS",18.0278101195324,"GHA","Western Africa"
"231","Addis Ababa",2,2016,"out_b_mean_s",13.4696423640436,"ETH","Eastern Africa"
"232","Addis Ababa",2,2016,"GVI_ALPS",13.4696423640436,"ETH","Eastern Africa"
"233","Addis Ababa",2,2017,"out_b_mean_s",11.3106148221285,"ETH","Eastern Africa"
"234","Addis Ababa",2,2017,"GVI_ALPS",11.3106148221285,"ETH","Eastern Africa"
"235","Addis Ababa",2,2018,"out_b_mean_s",9.36061907796946,"ETH","Eastern Africa"
"236","Addis Ababa",2,2018,"GVI_ALPS",9.36061907796946,"ETH","Eastern Africa"
"237","Addis Ababa",2,2019,"out_b_mean_s",13.3666432243272,"ETH","Eastern Africa"
"238","Addis Ababa",2,2019,"GVI_ALPS",13.3666432243272,"ETH","Eastern Africa"
"239","Addis Ababa",2,2020,"out_b_mean_s",9.41368434527025,"ETH","Eastern Africa"
"240","Addis Ababa",2,2020,"GVI_ALPS",9.41368434527025,"ETH","Eastern Africa"
"241","Addis Ababa",2,2021,"out_b_mean_s",9.66824768838273,"ETH","Eastern Africa"
"242","Addis Ababa",2,2021,"GVI_ALPS",9.66824768838273,"ETH","Eastern Africa"
"243","Addis Ababa",2,2022,"out_b_mean_s",11.9748123443812,"ETH","Eastern Africa"
"244","Addis Ababa",2,2022,"GVI_ALPS",11.9748123443812,"ETH","Eastern Africa"
"245","Addis Ababa",2,2023,"out_b_mean_s",11.2791429464014,"ETH","Eastern Africa"
"246","Addis Ababa",2,2023,"GVI_ALPS",11.2791429464014,"ETH","Eastern Africa"
"247","Addis Ababa",2,2025,"GVI_proja_upr",14.0123591709467,"ETH","Eastern Africa"
"248","Addis Ababa",2,2025,"GVI_proja_lwr",8.2163639877852,"ETH","Eastern Africa"
"249","Addis Ababa",2,2025,"GVI_projb_upr",14.2671293376912,"ETH","Eastern Africa"
"250","Addis Ababa",2,2025,"GVI_projb_lwr",8.06133825216661,"ETH","Eastern Africa"
"251","Addis Ababa",2,2025,"GVI_ALPS",11.1143615793659,"ETH","Eastern Africa"
"252","Addis Ababa",2,2030,"GVI_proja_upr",14.6492845878079,"ETH","Eastern Africa"
"253","Addis Ababa",2,2030,"GVI_proja_lwr",7.82879964873873,"ETH","Eastern Africa"
"254","Addis Ababa",2,2030,"GVI_projb_upr",15.5409801714136,"ETH","Eastern Africa"
"255","Addis Ababa",2,2030,"GVI_projb_lwr",7.28620957407367,"ETH","Eastern Africa"
"256","Addis Ababa",2,2030,"GVI_ALPS",11.2390421182733,"ETH","Eastern Africa"
"257","Addis Ababa",2,2035,"GVI_proja_upr",15.2862100046691,"ETH","Eastern Africa"
"258","Addis Ababa",2,2035,"GVI_proja_lwr",7.44123530969225,"ETH","Eastern Africa"
"259","Addis Ababa",2,2035,"GVI_projb_upr",16.814831005136,"ETH","Eastern Africa"
"260","Addis Ababa",2,2035,"GVI_projb_lwr",6.51108089598072,"ETH","Eastern Africa"
"261","Addis Ababa",2,2035,"GVI_ALPS",11.3637226571807,"ETH","Eastern Africa"
"262","Addis Ababa",2,2040,"GVI_proja_upr",15.9231354215303,"ETH","Eastern Africa"
"263","Addis Ababa",2,2040,"GVI_proja_lwr",7.05367097064578,"ETH","Eastern Africa"
"264","Addis Ababa",2,2040,"GVI_projb_upr",18.0886818388584,"ETH","Eastern Africa"
"265","Addis Ababa",2,2040,"GVI_projb_lwr",5.73595221788778,"ETH","Eastern Africa"
"266","Addis Ababa",2,2040,"GVI_ALPS",11.4884031960881,"ETH","Eastern Africa"
"267","Addis Ababa",2,2045,"GVI_proja_upr",16.5600608383915,"ETH","Eastern Africa"
"268","Addis Ababa",2,2045,"GVI_proja_lwr",6.66610663159931,"ETH","Eastern Africa"
"269","Addis Ababa",2,2045,"GVI_projb_upr",19.3625326725809,"ETH","Eastern Africa"
"270","Addis Ababa",2,2045,"GVI_projb_lwr",4.96082353979484,"ETH","Eastern Africa"
"271","Addis Ababa",2,2045,"GVI_ALPS",11.6130837349954,"ETH","Eastern Africa"
"272","Addis Ababa",2,2050,"GVI_proja_upr",17.1969862552527,"ETH","Eastern Africa"
"273","Addis Ababa",2,2050,"GVI_proja_lwr",6.27854229255284,"ETH","Eastern Africa"
"274","Addis Ababa",2,2050,"GVI_projb_upr",19.9196295690726,"ETH","Eastern Africa"
"275","Addis Ababa",2,2050,"GVI_projb_lwr",4.46779235929245,"ETH","Eastern Africa"
"276","Addis Ababa",2,2050,"GVI_ALPS",11.7377642739028,"ETH","Eastern Africa"
"277","Addis Ababa",3,2016,"out_b_mean_s",16.8054550036461,"ETH","Eastern Africa"
"278","Addis Ababa",3,2016,"GVI_ALPS",16.8054550036461,"ETH","Eastern Africa"
"279","Addis Ababa",3,2017,"out_b_mean_s",11.374161158846,"ETH","Eastern Africa"
"280","Addis Ababa",3,2017,"GVI_ALPS",11.374161158846,"ETH","Eastern Africa"
"281","Addis Ababa",3,2018,"out_b_mean_s",11.6827231368653,"ETH","Eastern Africa"
"282","Addis Ababa",3,2018,"GVI_ALPS",11.6827231368653,"ETH","Eastern Africa"
"283","Addis Ababa",3,2019,"out_b_mean_s",13.4411984274513,"ETH","Eastern Africa"
"284","Addis Ababa",3,2019,"GVI_ALPS",13.4411984274513,"ETH","Eastern Africa"
"285","Addis Ababa",3,2020,"out_b_mean_s",12.4129653323206,"ETH","Eastern Africa"
"286","Addis Ababa",3,2020,"GVI_ALPS",12.4129653323206,"ETH","Eastern Africa"
"287","Addis Ababa",3,2021,"out_b_mean_s",12.6737705187599,"ETH","Eastern Africa"
"288","Addis Ababa",3,2021,"GVI_ALPS",12.6737705187599,"ETH","Eastern Africa"
"289","Addis Ababa",3,2022,"out_b_mean_s",14.0288652525214,"ETH","Eastern Africa"
