"","UC_NM_MN","CTR_MN_ISO","GRGN_L2","lcz","month","delta"
"1198","Copenhagen","DNK","Northern Europe","Sparsely built",8,-0.128301247556471
"1199","Copenhagen","DNK","Northern Europe","Compact lowrise",9,1.44242428435918
"1200","Copenhagen","DNK","Northern Europe","Compact midrise",9,-0.1743484473787
"1201","Copenhagen","DNK","Northern Europe","Large lowrise",9,-0.24580515033659
"1202","Copenhagen","DNK","Northern Europe","Open lowrise",9,-0.489976891296955
"1203","Copenhagen","DNK","Northern Europe","Open midrise",9,0.188934990665991
"1204","Copenhagen","DNK","Northern Europe","Sparsely built",9,-0.266762121548957
"1205","Copenhagen","DNK","Northern Europe","Compact lowrise",10,1.83146819532977
"1206","Copenhagen","DNK","Northern Europe","Compact midrise",10,-0.479736291136084
"1207","Copenhagen","DNK","Northern Europe","Large lowrise",10,-0.192453767412853
"1208","Copenhagen","DNK","Northern Europe","Open lowrise",10,-0.523026467515255
"1209","Copenhagen","DNK","Northern Europe","Open midrise",10,0.181715554858546
"1210","Copenhagen","DNK","Northern Europe","Sparsely built",10,-0.216599146980332
"1211","Copenhagen","DNK","Northern Europe","Compact lowrise",11,2.85873147377383
"1212","Copenhagen","DNK","Northern Europe","Compact midrise",11,-0.576364097716037
"1213","Copenhagen","DNK","Northern Europe","Large lowrise",11,-0.402530484215422
"1214","Copenhagen","DNK","Northern Europe","Open lowrise",11,-1.03114972230432
"1215","Copenhagen","DNK","Northern Europe","Open midrise",11,0.336847894511181
"1216","Copenhagen","DNK","Northern Europe","Sparsely built",11,-1.07075145951604
"1217","Copenhagen","DNK","Northern Europe","Compact lowrise",12,5.57573643898776
"1218","Copenhagen","DNK","Northern Europe","Compact midrise",12,-0.722709387221069
"1219","Copenhagen","DNK","Northern Europe","Large lowrise",12,-0.952985293958423
"1220","Copenhagen","DNK","Northern Europe","Open lowrise",12,-2.06931896660562
"1221","Copenhagen","DNK","Northern Europe","Open midrise",12,0.946531894635406
"1222","Copenhagen","DNK","Northern Europe","Sparsely built",12,-1.62862200858319
"1223","Dakar","SEN","Western Africa","Compact lowrise",1,-0.105182403434873
"1224","Dakar","SEN","Western Africa","Large lowrise",1,-0.0333458082146605
"1225","Dakar","SEN","Western Africa","Open lowrise",1,0.250238397250886
"1226","Dakar","SEN","Western Africa","Sparsely built",1,-1.5203204319223
"1227","Dakar","SEN","Western Africa","Compact lowrise",2,-0.65469938517741
"1228","Dakar","SEN","Western Africa","Large lowrise",2,-0.362450266457055
"1229","Dakar","SEN","Western Africa","Open lowrise",2,0.12248098098414
"1230","Dakar","SEN","Western Africa","Sparsely built",2,-1.65950605278626
"1231","Dakar","SEN","Western Africa","Compact lowrise",3,-1.06203222978881
"1232","Dakar","SEN","Western Africa","Large lowrise",3,-0.664101627131279
"1233","Dakar","SEN","Western Africa","Open lowrise",3,-0.0127043542466242
"1234","Dakar","SEN","Western Africa","Sparsely built",3,-1.47395978466657
"1235","Dakar","SEN","Western Africa","Compact lowrise",4,-1.01232633417971
"1236","Dakar","SEN","Western Africa","Large lowrise",4,-0.801557493473936
"1237","Dakar","SEN","Western Africa","Open lowrise",4,0.00716311217253069
"1238","Dakar","SEN","Western Africa","Sparsely built",4,-1.03848462516432
"1239","Dakar","SEN","Western Africa","Compact lowrise",5,-0.823616329090428
"1240","Dakar","SEN","Western Africa","Large lowrise",5,-0.835766850354923
"1241","Dakar","SEN","Western Africa","Open lowrise",5,0.0719255832049187
"1242","Dakar","SEN","Western Africa","Sparsely built",5,-0.638747680105447
"1243","Dakar","SEN","Western Africa","Compact lowrise",6,-0.478307548040926
"1244","Dakar","SEN","Western Africa","Large lowrise",6,-0.755544175028763
"1245","Dakar","SEN","Western Africa","Open lowrise",6,0.177579015934474
"1246","Dakar","SEN","Western Africa","Sparsely built",6,-0.179929157658935
"1247","Dakar","SEN","Western Africa","Compact lowrise",7,-0.115414013558947
"1248","Dakar","SEN","Western Africa","Large lowrise",7,-0.652483780218584
"1249","Dakar","SEN","Western Africa","Open lowrise",7,0.264271167569371
"1250","Dakar","SEN","Western Africa","Sparsely built",7,0.0397853207153245
"1251","Dakar","SEN","Western Africa","Compact lowrise",8,0.210976423116533
"1252","Dakar","SEN","Western Africa","Large lowrise",8,-0.42398029044133
"1253","Dakar","SEN","Western Africa","Open lowrise",8,0.363640563257968
"1254","Dakar","SEN","Western Africa","Sparsely built",8,-0.032745831159599
"1255","Dakar","SEN","Western Africa","Compact lowrise",9,0.203194690224357
"1256","Dakar","SEN","Western Africa","Large lowrise",9,-0.369532666269296
"1257","Dakar","SEN","Western Africa","Open lowrise",9,0.351180935895028
"1258","Dakar","SEN","Western Africa","Sparsely built",9,-0.0843970404643648
"1259","Dakar","SEN","Western Africa","Compact lowrise",10,-0.0923156757461036
"1260","Dakar","SEN","Western Africa","Large lowrise",10,-0.392939097968911
"1261","Dakar","SEN","Western Africa","Open lowrise",10,0.248490834488133
"1262","Dakar","SEN","Western Africa","Sparsely built",10,-0.222805023245942
"1263","Dakar","SEN","Western Africa","Compact lowrise",11,-0.0950907641702949
"1264","Dakar","SEN","Western Africa","Large lowrise",11,-0.0529270665778607
"1265","Dakar","SEN","Western Africa","Open lowrise",11,0.256810476050266
"1266","Dakar","SEN","Western Africa","Sparsely built",11,-0.663491168759218
"1267","Dakar","SEN","Western Africa","Compact lowrise",12,0.0913057783226296
"1268","Dakar","SEN","Western Africa","Large lowrise",12,0.0950696156123668
"1269","Dakar","SEN","Western Africa","Open lowrise",12,0.313774199017245
"1270","Dakar","SEN","Western Africa","Sparsely built",12,-1.01444986010195
"1271","Dhaka","BGD","South-Central Asia","Compact lowrise",1,-1.23456084913278
"1272","Dhaka","BGD","South-Central Asia","Compact midrise",1,0.176538310736553
"1273","Dhaka","BGD","South-Central Asia","Large lowrise",1,-2.3917559185875
"1274","Dhaka","BGD","South-Central Asia","Open lowrise",1,-4.83770365486773
"1275","Dhaka","BGD","South-Central Asia","Open midrise",1,-0.236903542805705
"1276","Dhaka","BGD","South-Central Asia","Sparsely built",1,-6.29950172179072
"1277","Dhaka","BGD","South-Central Asia","Compact lowrise",2,-0.883579354399712
"1278","Dhaka","BGD","South-Central Asia","Compact midrise",2,0.107149405218783
"1279","Dhaka","BGD","South-Central Asia","Large lowrise",2,-1.88858548253027
"1280","Dhaka","BGD","South-Central Asia","Open lowrise",2,-3.92883788931239
"1281","Dhaka","BGD","South-Central Asia","Open midrise",2,-0.0989068919862505
"1282","Dhaka","BGD","South-Central Asia","Sparsely built",2,-5.02361424872388
"1283","Dhaka","BGD","South-Central Asia","Compact lowrise",3,-0.141625272778459
"1284","Dhaka","BGD","South-Central Asia","Compact midrise",3,0.0755507458790991
"1285","Dhaka","BGD","South-Central Asia","Large lowrise",3,-0.851865657317959
"1286","Dhaka","BGD","South-Central Asia","Open lowrise",3,-1.95370319890321
"1287","Dhaka","BGD","South-Central Asia","Open midrise",3,0.201511274917098
"1288","Dhaka","BGD","South-Central Asia","Sparsely built",3,-2.14641965968936
"1289","Dhaka","BGD","South-Central Asia","Compact lowrise",4,0.153960863721249
"1290","Dhaka","BGD","South-Central Asia","Compact midrise",4,0.0511048371912524
"1291","Dhaka","BGD","South-Central Asia","Large lowrise",4,-0.432041662873424
"1292","Dhaka","BGD","South-Central Asia","Open lowrise",4,-1.13045467990655
"1293","Dhaka","BGD","South-Central Asia","Open midrise",4,0.250117588946839
"1294","Dhaka","BGD","South-Central Asia","Sparsely built",4,-0.886059472275613
"1295","Dhaka","BGD","South-Central Asia","Compact lowrise",5,0.141518902586001
"1296","Dhaka","BGD","South-Central Asia","Compact midrise",5,0.0431841616564609
"1297","Dhaka","BGD","South-Central Asia","Large lowrise",5,-0.387700416941079
"1298","Dhaka","BGD","South-Central Asia","Open lowrise",5,-0.990293711839097
"1299","Dhaka","BGD","South-Central Asia","Open midrise",5,0.191375091385268
"1300","Dhaka","BGD","South-Central Asia","Sparsely built",5,-0.438485071686782
"1301","Dhaka","BGD","South-Central Asia","Compact lowrise",6,0.181158256498179
"1302","Dhaka","BGD","South-Central Asia","Compact midrise",6,0.0105867951283461
"1303","Dhaka","BGD","South-Central Asia","Large lowrise",6,-0.291033631358967
"1304","Dhaka","BGD","South-Central Asia","Open lowrise",6,-0.812866785843695
"1305","Dhaka","BGD","South-Central Asia","Open midrise",6,0.206757939296734
"1306","Dhaka","BGD","South-Central Asia","Sparsely built",6,0.0120581530659461
"1307","Dhaka","BGD","South-Central Asia","Compact lowrise",7,0.13645246056087
"1308","Dhaka","BGD","South-Central Asia","Compact midrise",7,0.000689934149466254
"1309","Dhaka","BGD","South-Central Asia","Large lowrise",7,-0.311677660622192
"1310","Dhaka","BGD","South-Central Asia","Open lowrise",7,-0.839650545980211
"1311","Dhaka","BGD","South-Central Asia","Open midrise",7,0.173996890356664
"1312","Dhaka","BGD","South-Central Asia","Sparsely built",7,0.14019662435733
"1313","Dhaka","BGD","South-Central Asia","Compact lowrise",8,0.137152854006091
"1314","Dhaka","BGD","South-Central Asia","Compact midrise",8,0.0082245407670574
"1315","Dhaka","BGD","South-Central Asia","Large lowrise",8,-0.342911961535301
"1316","Dhaka","BGD","South-Central Asia","Open lowrise",8,-0.925435919663388
"1317","Dhaka","BGD","South-Central Asia","Open midrise",8,0.178447804431619
"1318","Dhaka","BGD","South-Central Asia","Sparsely built",8,-0.0122350309007759
"1319","Dhaka","BGD","South-Central Asia","Compact lowrise",9,0.0469015702230686
"1320","Dhaka","BGD","South-Central Asia","Compact midrise",9,0.0548557674486805
"1321","Dhaka","BGD","South-Central Asia","Large lowrise",9,-0.497120696700204
"1322","Dhaka","BGD","South-Central Asia","Open lowrise",9,-1.19918194393439
"1323","Dhaka","BGD","South-Central Asia","Open midrise",9,0.152166443591194
"1324","Dhaka","BGD","South-Central Asia","Sparsely built",9,-0.497079882014564
"1325","Dhaka","BGD","South-Central Asia","Compact lowrise",10,-0.447552187563149
"1326","Dhaka","BGD","South-Central Asia","Compact midrise",10,0.160180785527358
"1327","Dhaka","BGD","South-Central Asia","Large lowrise",10,-1.21585606202434
"1328","Dhaka","BGD","South-Central Asia","Open lowrise",10,-2.483002381492
"1329","Dhaka","BGD","South-Central Asia","Open midrise",10,-0.0426141551717812
"1330","Dhaka","BGD","South-Central Asia","Sparsely built",10,-2.63357082639566
"1331","Dhaka","BGD","South-Central Asia","Compact lowrise",11,-1.07603247617892
"1332","Dhaka","BGD","South-Central Asia","Compact midrise",11,0.210154710833708
"1333","Dhaka","BGD","South-Central Asia","Large lowrise",11,-2.08621151343607
"1334","Dhaka","BGD","South-Central Asia","Open lowrise",11,-4.15649189283562
"1335","Dhaka","BGD","South-Central Asia","Open midrise",11,-0.278415534858408
"1336","Dhaka","BGD","South-Central Asia","Sparsely built",11,-5.49918157616527
"1337","Dhaka","BGD","South-Central Asia","Compact lowrise",12,-1.25138865427879
"1338","Dhaka","BGD","South-Central Asia","Compact midrise",12,0.22502923949657
"1339","Dhaka","BGD","South-Central Asia","Large lowrise",12,-2.35036018331116
"1340","Dhaka","BGD","South-Central Asia","Open lowrise",12,-4.75991840570765
"1341","Dhaka","BGD","South-Central Asia","Open midrise",12,-0.23381540530422
"1342","Dhaka","BGD","South-Central Asia","Sparsely built",12,-6.15927269400665
"1343","Dubai","ARE","Western Asia","Compact lowrise",1,-0.202942694625923
"1344","Dubai","ARE","Western Asia","Large lowrise",1,-0.249293342376182
"1345","Dubai","ARE","Western Asia","Open lowrise",1,-0.537279873332693
"1346","Dubai","ARE","Western Asia","Sparsely built",1,-1.99379458513126
"1347","Dubai","ARE","Western Asia","Compact lowrise",2,-0.194622366885468
"1348","Dubai","ARE","Western Asia","Large lowrise",2,-0.258852801134137
"1349","Dubai","ARE","Western Asia","Open lowrise",2,-0.479044537244334
"1350","Dubai","ARE","Western Asia","Sparsely built",2,-1.7221863642765
"1351","Dubai","ARE","Western Asia","Compact lowrise",3,-0.0432985514306087
"1352","Dubai","ARE","Western Asia","Large lowrise",3,-0.251838097844362
"1353","Dubai","ARE","Western Asia","Open lowrise",3,-0.424786441903639
"1354","Dubai","ARE","Western Asia","Sparsely built",3,-1.35750869943071
"1355","Dubai","ARE","Western Asia","Compact lowrise",4,0.159190401250259
"1356","Dubai","ARE","Western Asia","Large lowrise",4,-0.248413359517302
"1357","Dubai","ARE","Western Asia","Open lowrise",4,-0.400301878553155
"1358","Dubai","ARE","Western Asia","Sparsely built",4,-0.997952786700707
"1359","Dubai","ARE","Western Asia","Compact lowrise",5,0.329121094907439
"1360","Dubai","ARE","Western Asia","Large lowrise",5,-0.261352889891452
"1361","Dubai","ARE","Western Asia","Open lowrise",5,-0.447803225803954
"1362","Dubai","ARE","Western Asia","Sparsely built",5,-0.901354494229678
"1363","Dubai","ARE","Western Asia","Compact lowrise",6,0.187132455919231
"1364","Dubai","ARE","Western Asia","Large lowrise",6,-0.225680339857089
"1365","Dubai","ARE","Western Asia","Open lowrise",6,-0.357607475935362
"1366","Dubai","ARE","Western Asia","Sparsely built",6,-0.632987224746978
"1367","Dubai","ARE","Western Asia","Compact lowrise",7,-0.0461934032764148
"1368","Dubai","ARE","Western Asia","Large lowrise",7,-0.168678949557246
"1369","Dubai","ARE","Western Asia","Open lowrise",7,-0.197706008086388
"1370","Dubai","ARE","Western Asia","Sparsely built",7,-0.282777261194597
"1371","Dubai","ARE","Western Asia","Compact lowrise",8,-0.302232960786229
"1372","Dubai","ARE","Western Asia","Large lowrise",8,-0.152612418861067
"1373","Dubai","ARE","Western Asia","Open lowrise",8,-0.095643847233491
"1374","Dubai","ARE","Western Asia","Sparsely built",8,-0.29369836345532
"1375","Dubai","ARE","Western Asia","Compact lowrise",9,-0.254827992900386
"1376","Dubai","ARE","Western Asia","Large lowrise",9,-0.183044928094438
"1377","Dubai","ARE","Western Asia","Open lowrise",9,-0.176483625242112
"1378","Dubai","ARE","Western Asia","Sparsely built",9,-0.562984838546514
"1379","Dubai","ARE","Western Asia","Compact lowrise",10,-0.306108861071748
"1380","Dubai","ARE","Western Asia","Large lowrise",10,-0.1692484902716
"1381","Dubai","ARE","Western Asia","Open lowrise",10,-0.199219287690152
"1382","Dubai","ARE","Western Asia","Sparsely built",10,-0.934288519705635
"1383","Dubai","ARE","Western Asia","Compact lowrise",11,-0.429351024776001
"1384","Dubai","ARE","Western Asia","Large lowrise",11,-0.168532137478065
"1385","Dubai","ARE","Western Asia","Open lowrise",11,-0.240749459712167
"1386","Dubai","ARE","Western Asia","Sparsely built",11,-1.48804865732599
"1387","Dubai","ARE","Western Asia","Compact lowrise",12,-0.497975691722098
"1388","Dubai","ARE","Western Asia","Large lowrise",12,-0.218246664300545
"1389","Dubai","ARE","Western Asia","Open lowrise",12,-0.360602587885594
"1390","Dubai","ARE","Western Asia","Sparsely built",12,-2.01866635135534
"1391","Dublin","IRL","Northern Europe","Compact midrise",1,-0.136716602455104
"1392","Dublin","IRL","Northern Europe","Large lowrise",1,-0.300878992353556
"1393","Dublin","IRL","Northern Europe","Open lowrise",1,-1.468389695413
"1394","Dublin","IRL","Northern Europe","Open midrise",1,-0.986312102999142
"1395","Dublin","IRL","Northern Europe","Sparsely built",1,6.78027698084057
"1396","Dublin","IRL","Northern Europe","Compact midrise",2,-0.246681043281123
"1397","Dublin","IRL","Northern Europe","Large lowrise",2,-0.218081391701473
"1398","Dublin","IRL","Northern Europe","Open lowrise",2,-1.1314335397369
"1399","Dublin","IRL","Northern Europe","Open midrise",2,-0.921023306452083
"1400","Dublin","IRL","Northern Europe","Sparsely built",2,7.79440547910219
"1401","Dublin","IRL","Northern Europe","Compact midrise",3,-0.640458316384249
"1402","Dublin","IRL","Northern Europe","Large lowrise",3,-0.13605449745225
"1403","Dublin","IRL","Northern Europe","Open lowrise",3,-0.872046568162569
"1404","Dublin","IRL","Northern Europe","Open midrise",3,-0.853950941945377
"1405","Dublin","IRL","Northern Europe","Sparsely built",3,6.21562063997171
"1406","Dublin","IRL","Northern Europe","Compact midrise",4,-0.681856015285808
"1407","Dublin","IRL","Northern Europe","Large lowrise",4,-0.0592424019595072
"1408","Dublin","IRL","Northern Europe","Open lowrise",4,-0.596795626268621
"1409","Dublin","IRL","Northern Europe","Open midrise",4,-0.683453197170933
"1410","Dublin","IRL","Northern Europe","Sparsely built",4,5.06042402180759
"1411","Dublin","IRL","Northern Europe","Compact midrise",5,-0.74808223651574
"1412","Dublin","IRL","Northern Europe","Large lowrise",5,-0.0350317054829708
"1413","Dublin","IRL","Northern Europe","Open lowrise",5,-0.46298518801733
"1414","Dublin","IRL","Northern Europe","Open midrise",5,-0.59084209969161
"1415","Dublin","IRL","Northern Europe","Sparsely built",5,4.27142226895877
"1416","Dublin","IRL","Northern Europe","Compact midrise",6,-0.550111364413247
"1417","Dublin","IRL","Northern Europe","Large lowrise",6,-0.0783846370073992
"1418","Dublin","IRL","Northern Europe","Open lowrise",6,-0.457774339527234
"1419","Dublin","IRL","Northern Europe","Open midrise",6,-0.479481363054828
"1420","Dublin","IRL","Northern Europe","Sparsely built",6,3.34274866405557
"1421","Dublin","IRL","Northern Europe","Compact midrise",7,-0.526269342275428
"1422","Dublin","IRL","Northern Europe","Large lowrise",7,-0.139457000036871
"1423","Dublin","IRL","Northern Europe","Open lowrise",7,-0.534132706297971
"1424","Dublin","IRL","Northern Europe","Open midrise",7,-0.528402763695555
"1425","Dublin","IRL","Northern Europe","Sparsely built",7,3.11016178567245
"1426","Dublin","IRL","Northern Europe","Compact midrise",8,-0.439607838805791
"1427","Dublin","IRL","Northern Europe","Large lowrise",8,-0.160667738754289
"1428","Dublin","IRL","Northern Europe","Open lowrise",8,-0.590955613383601
"1429","Dublin","IRL","Northern Europe","Open midrise",8,-0.522718373259522
"1430","Dublin","IRL","Northern Europe","Sparsely built",8,2.9919351194492
"1431","Dublin","IRL","Northern Europe","Compact midrise",9,-0.417739283373427
"1432","Dublin","IRL","Northern Europe","Large lowrise",9,-0.0946787822789005
"1433","Dublin","IRL","Northern Europe","Open lowrise",9,-0.484528264151176
"1434","Dublin","IRL","Northern Europe","Open midrise",9,-0.481948256679686
"1435","Dublin","IRL","Northern Europe","Sparsely built",9,3.27498283216495
"1436","Dublin","IRL","Northern Europe","Compact midrise",10,-0.389879279072076
"1437","Dublin","IRL","Northern Europe","Large lowrise",10,-0.0701628255543813
"1438","Dublin","IRL","Northern Europe","Open lowrise",10,-0.508167301359206
"1439","Dublin","IRL","Northern Europe","Open midrise",10,-0.520144026948288
"1440","Dublin","IRL","Northern Europe","Sparsely built",10,3.75979895564286
"1441","Dublin","IRL","Northern Europe","Compact midrise",11,-0.0815968757080169
"1442","Dublin","IRL","Northern Europe","Large lowrise",11,-0.222963149090223
"1443","Dublin","IRL","Northern Europe","Open lowrise",11,-0.752359355409818
"1444","Dublin","IRL","Northern Europe","Open midrise",11,-0.59505062399452
"1445","Dublin","IRL","Northern Europe","Sparsely built",11,4.37911908608125
"1446","Dublin","IRL","Northern Europe","Compact midrise",12,0.239712016736434
"1447","Dublin","IRL","Northern Europe","Large lowrise",12,-0.405764823316493
"1448","Dublin","IRL","Northern Europe","Open lowrise",12,-1.38632346024426
"1449","Dublin","IRL","Northern Europe","Open midrise",12,-0.695399435705193
"1450","Dublin","IRL","Northern Europe","Sparsely built",12,4.2324942308452
"1451","Glasgow","GBR","Northern Europe","Compact midrise",1,-0.113656360470852
"1452","Glasgow","GBR","Northern Europe","Large lowrise",1,-2.20537227734923
"1453","Glasgow","GBR","Northern Europe","Open lowrise",1,-3.46050160726868
"1454","Glasgow","GBR","Northern Europe","Open midrise",1,-2.10090767377794
"1455","Glasgow","GBR","Northern Europe","Sparsely built",1,3.04056827904889
"1456","Glasgow","GBR","Northern Europe","Compact midrise",2,-0.648429933567295
"1457","Glasgow","GBR","Northern Europe","Large lowrise",2,-2.21525524076182
"1458","Glasgow","GBR","Northern Europe","Open lowrise",2,-2.85980213159745
"1459","Glasgow","GBR","Northern Europe","Open midrise",2,-2.21865639816493
"1460","Glasgow","GBR","Northern Europe","Sparsely built",2,4.3214317942693
"1461","Glasgow","GBR","Northern Europe","Compact midrise",3,-0.837688429602447
"1462","Glasgow","GBR","Northern Europe","Large lowrise",3,-1.90863957844299
"1463","Glasgow","GBR","Northern Europe","Open lowrise",3,-2.04035796915391
"1464","Glasgow","GBR","Northern Europe","Open midrise",3,-1.94164992974602
"1465","Glasgow","GBR","Northern Europe","Sparsely built",3,4.10063616163036
"1466","Glasgow","GBR","Northern Europe","Compact midrise",4,-0.944579744359958
"1467","Glasgow","GBR","Northern Europe","Large lowrise",4,-1.45706106461706
"1468","Glasgow","GBR","Northern Europe","Open lowrise",4,-1.2077190826045
"1469","Glasgow","GBR","Northern Europe","Open midrise",4,-1.57197641537413
"1470","Glasgow","GBR","Northern Europe","Sparsely built",4,4.22971384057403
"1471","Glasgow","GBR","Northern Europe","Compact midrise",5,-0.869285017555238
"1472","Glasgow","GBR","Northern Europe","Large lowrise",5,-1.08119116296178
"1473","Glasgow","GBR","Northern Europe","Open lowrise",5,-0.777247186476923
"1474","Glasgow","GBR","Northern Europe","Open midrise",5,-1.24623544284831
"1475","Glasgow","GBR","Northern Europe","Sparsely built",5,4.50857868288742
"1476","Glasgow","GBR","Northern Europe","Compact midrise",6,-0.590674500632368
"1477","Glasgow","GBR","Northern Europe","Large lowrise",6,-0.896701725931673
"1478","Glasgow","GBR","Northern Europe","Open lowrise",6,-0.684471661940349
"1479","Glasgow","GBR","Northern Europe","Open midrise",6,-1.0001723761841
"1480","Glasgow","GBR","Northern Europe","Sparsely built",6,3.05660739404819
"1481","Glasgow","GBR","Northern Europe","Compact midrise",7,-0.471834604539606
"1482","Glasgow","GBR","Northern Europe","Large lowrise",7,-0.797754819269295
"1483","Glasgow","GBR","Northern Europe","Open lowrise",7,-0.65006013108243
"1484","Glasgow","GBR","Northern Europe","Open midrise",7,-0.907377485369067
"1485","Glasgow","GBR","Northern Europe","Sparsely built",7,2.63894319428622
"1486","Glasgow","GBR","Northern Europe","Compact midrise",8,-0.346754424719299
"1487","Glasgow","GBR","Northern Europe","Large lowrise",8,-0.830994611227627
"1488","Glasgow","GBR","Northern Europe","Open lowrise",8,-0.756123862678241
"1489","Glasgow","GBR","Northern Europe","Open midrise",8,-0.905728064938573
"1490","Glasgow","GBR","Northern Europe","Sparsely built",8,1.98291500938061
"1491","Glasgow","GBR","Northern Europe","Compact midrise",9,-0.331048916125625
"1492","Glasgow","GBR","Northern Europe","Large lowrise",9,-0.891730431980472
"1493","Glasgow","GBR","Northern Europe","Open lowrise",9,-0.876936024693825
"1494","Glasgow","GBR","Northern Europe","Open midrise",9,-0.955785635946723
"1495","Glasgow","GBR","Northern Europe","Sparsely built",9,2.2228057488531
"1496","Glasgow","GBR","Northern Europe","Compact midrise",10,-0.474287327966908
"1497","Glasgow","GBR","Northern Europe","Large lowrise",10,-1.0732672304841
"1498","Glasgow","GBR","Northern Europe","Open lowrise",10,-1.09227818615432
"1499","Glasgow","GBR","Northern Europe","Open midrise",10,-1.13961129474004
"1500","Glasgow","GBR","Northern Europe","Sparsely built",10,3.11107110839543
"1501","Glasgow","GBR","Northern Europe","Compact midrise",11,-0.0609901063735273
"1502","Glasgow","GBR","Northern Europe","Large lowrise",11,-1.51825496717444
"1503","Glasgow","GBR","Northern Europe","Open lowrise",11,-2.15011821390861
"1504","Glasgow","GBR","Northern Europe","Open midrise",11,-1.43973359833751
"1505","Glasgow","GBR","Northern Europe","Sparsely built",11,1.42701286016218
"1506","Glasgow","GBR","Northern Europe","Compact midrise",12,0.223387237500522
"1507","Glasgow","GBR","Northern Europe","Large lowrise",12,-2.24768307968352
"1508","Glasgow","GBR","Northern Europe","Open lowrise",12,-3.33888496025517
"1509","Glasgow","GBR","Northern Europe","Open midrise",12,-1.87605375131124
"1510","Hamburg","DEU","Western Europe","Compact lowrise",1,-1.26956352752659
"1511","Hamburg","DEU","Western Europe","Compact midrise",1,-0.783119658047512
"1512","Hamburg","DEU","Western Europe","Large lowrise",1,-6.14175631697237
"1513","Hamburg","DEU","Western Europe","Open lowrise",1,-6.15672921029748
"1514","Hamburg","DEU","Western Europe","Open midrise",1,-4.99000552414425
"1515","Hamburg","DEU","Western Europe","Sparsely built",1,41.0249653503545
"1516","Hamburg","DEU","Western Europe","Compact lowrise",2,-0.459536565766199
"1517","Hamburg","DEU","Western Europe","Compact midrise",2,-0.021876562241183
"1518","Hamburg","DEU","Western Europe","Large lowrise",2,-4.67626684619935
"1519","Hamburg","DEU","Western Europe","Open lowrise",2,-3.85140379141821
"1520","Hamburg","DEU","Western Europe","Open midrise",2,-3.1178274849604
"1521","Hamburg","DEU","Western Europe","Sparsely built",2,27.7446811648365
"1522","Hamburg","DEU","Western Europe","Compact lowrise",3,-0.00989644598165991
"1523","Hamburg","DEU","Western Europe","Compact midrise",3,0.274800752936183
"1524","Hamburg","DEU","Western Europe","Large lowrise",3,-2.66333332336453
"1525","Hamburg","DEU","Western Europe","Open lowrise",3,-2.51014074658829
"1526","Hamburg","DEU","Western Europe","Open midrise",3,-1.53394911506871
"1527","Hamburg","DEU","Western Europe","Sparsely built",3,9.87490681368571
"1528","Hamburg","DEU","Western Europe","Compact lowrise",4,-0.147312000708245
"1529","Hamburg","DEU","Western Europe","Compact midrise",4,0.197014650495919
"1530","Hamburg","DEU","Western Europe","Large lowrise",4,-1.38083581508396
"1531","Hamburg","DEU","Western Europe","Open lowrise",4,-1.45968238942678
"1532","Hamburg","DEU","Western Europe","Open midrise",4,-0.925957640017827
"1533","Hamburg","DEU","Western Europe","Sparsely built",4,5.86267838243271
"1534","Hamburg","DEU","Western Europe","Compact lowrise",5,-0.150781941326816
"1535","Hamburg","DEU","Western Europe","Compact midrise",5,0.171913672869884
"1536","Hamburg","DEU","Western Europe","Large lowrise",5,-0.96081735316431
"1537","Hamburg","DEU","Western Europe","Open lowrise",5,-1.04593006114155
"1538","Hamburg","DEU","Western Europe","Open midrise",5,-0.664513512106459
"1539","Hamburg","DEU","Western Europe","Sparsely built",5,4.25736812812297
"1540","Hamburg","DEU","Western Europe","Compact lowrise",6,-0.0544867412941996
"1541","Hamburg","DEU","Western Europe","Compact midrise",6,0.0772497183395583
"1542","Hamburg","DEU","Western Europe","Large lowrise",6,-0.817535040026034
"1543","Hamburg","DEU","Western Europe","Open lowrise",6,-0.910865690681261
"1544","Hamburg","DEU","Western Europe","Open midrise",6,-0.600327564774552
"1545","Hamburg","DEU","Western Europe","Sparsely built",6,3.53837333294921
"1546","Hamburg","DEU","Western Europe","Compact lowrise",7,-0.0320334761189351
"1547","Hamburg","DEU","Western Europe","Compact midrise",7,0.0263193226270216
"1548","Hamburg","DEU","Western Europe","Large lowrise",7,-0.799216253439899
"1549","Hamburg","DEU","Western Europe","Open lowrise",7,-0.874517497385464
"1550","Hamburg","DEU","Western Europe","Open midrise",7,-0.491898431765921
"1551","Hamburg","DEU","Western Europe","Sparsely built",7,2.56416711489972
"1552","Hamburg","DEU","Western Europe","Compact lowrise",8,-0.0204526903687145
"1553","Hamburg","DEU","Western Europe","Compact midrise",8,-0.0237692214174454
"1554","Hamburg","DEU","Western Europe","Large lowrise",8,-0.878853939054904
"1555","Hamburg","DEU","Western Europe","Open lowrise",8,-0.948624007303297
"1556","Hamburg","DEU","Western Europe","Open midrise",8,-0.521244250937134
"1557","Hamburg","DEU","Western Europe","Sparsely built",8,2.39669674661097
"1558","Hamburg","DEU","Western Europe","Compact lowrise",9,-0.111482922324087
"1559","Hamburg","DEU","Western Europe","Compact midrise",9,-0.0222246969369721
"1560","Hamburg","DEU","Western Europe","Large lowrise",9,-0.976706547992511
"1561","Hamburg","DEU","Western Europe","Open lowrise",9,-1.0746061542049
