"","UC_NM_MN","x","y","lcz_frac_3","lcz_frac_5","lcz_frac_6","lcz_frac_8","lcz_frac_9","lcz_frac_10","lcz_frac_11","lcz_frac_12","lcz_frac_13","lcz_frac_14","lcz_frac_15","lcz_frac_16","lcz_frac_17","lcz_frac_NA","lcz_frac_2","lcz_frac_4","lcz_frac_1","lcz_frac_7","CTR_MN_ISO","GRGN_L2"
"82","Milan",9.18993990098016,45.5447749741797,0.0213183310535336,0.272716017866867,0.203064571455393,0.213293300590607,0.0105554770490921,0,0.0157565643025617,0.0881746753053254,0,0.0932010709646505,0.000241500190326591,0.000167192439456871,0.00359033352642487,0,0.0736204041741754,0.000789519852990779,0.00351104122859429,0,"ITA","Southern Europe"
"83","Miskolc",20.770685610262,48.0971647913998,0.00516071895118324,0.0990117143439925,0.581925447566158,0.0692813379946423,0.017718286578178,0,0.0497566273522606,0.0849605938405851,0,0.0801616503038766,0,0,0,0,0,0.0120236230691235,0,0,"HUN","Eastern Europe"
"84","Mogadishu",45.331601455431,2.05254136349603,0.608864661120159,0,0.144577308000304,0.115644415633973,0.00163159045095673,0,0,0,0.0126337615332128,0.000726994728458848,0,0.00809195557387771,0.000407897612739183,0.0988555654787958,0.00856584986752284,0,0,0,"SOM","Eastern Africa"
"85","Montpellier",3.87816934031634,43.6203714687235,0.0135805252774335,0.216005372259329,0.341367890492096,0.311355548279741,0.00724672894284645,0,0.00339703546577687,0.0262719557324956,0,0.0280175696396562,0,0,0.000495839980363014,0,0.0391713584486781,0.0130901754815836,0,0,"FRA","Western Europe"
"86","Moscow",37.6489441384697,55.7391461081432,0.000640135203104662,0.329179721091584,0.174102762104547,0.0970122693464647,0.00353240654795098,0.00124200495968634,0.15131150646894,0.0184966247007989,0,0.0252526264776025,0.000702268882814982,0.000229158728237245,0.0163403886390959,0,0.0377649856971792,0.134333813628519,0.00985932752347441,0,"RUS","Eastern Europe"
"87","Munich",11.5634073128336,48.138048297401,0.00101343730192745,0.2668169313562,0.342355999478298,0.0538342716003059,0.0107264459616226,0,0.10216105216607,0.0623330467178857,0,0.0857360753958005,0,0.000229457502323196,0.0024568049121788,0,0.0708832467593406,5.7364375580799e-05,0.00139586647246611,0,"DEU","Western Europe"
"88","Murcia",-1.12993823314856,37.9915576674048,0.0175686316751637,0.00266400441056736,0.495640173754705,0.390767451496344,0.0261729747341857,0,0,0.000669897399096863,0,0.0197498732835277,0,0.00991493223356107,0,0,0.0368520610128485,0,0,0,"ESP","Southern Europe"
"89","Nairobi",36.8244157991788,-1.26326577733919,0.166706486590952,0.000652660263323644,0.402150397290148,0.189516972938099,0.155753758274261,0,0.00494958199299091,0.0452728411214528,0.0013747021021002,0.0217078255867828,0,0.010510645903299,0.000158140161154695,0,0.00124598777543605,0,0,0,"KEN","Eastern Africa"
"90","Nanjing",118.809462584186,32.0128246623063,0.00571588070213045,0.147989724491226,0.162951702026438,0.30896570229993,0.0366026520342675,0.00804676864410884,0.0466722665047066,0.00269903627232095,0,0.0764339545394408,0,9.43659549880027e-05,0.0441445572705166,0,0.035953428850429,0.111260173500368,0.0124697869091289,0,"CHN","Eastern Asia"
"91","Nantes",-1.55365229814116,47.2220777859315,0.000424473986459236,0.0952708280719618,0.458262336816712,0.214148979976604,0.00215956534780879,0.00372593832558663,0.033309579887605,0.112315662413005,0,0.00591500480850721,0,0.000116156641759621,0.0282253005287528,0,0.0134416762378758,0.0326844969573612,0,0,"FRA","Western Europe"
"92","Naples",14.3360801257546,40.865298237259,0.0997738431081455,0.0107590992318631,0.554987154578126,0.111823590114061,0.0268009507106094,0.00216191438826335,0.0219198792440149,0.0133672010731375,0,0.0760224472148108,0,0.000421111023928247,0.00412038951506236,0.0660402179040739,0.0117180807114819,0,8.41211824226985e-05,0,"ITA","Southern Europe"
"93","Nassau",-77.3395147568905,25.0476744924249,0.00555536816104156,0,0.711908094500397,0.0526470928617721,0.00193234658389563,0,0.0271299226335961,0.016808749111211,0,0.024688631073731,0,0.00155351256304242,0.0204552276649266,0.137321054846386,0,0,0,0,"BHS","Caribbean"
"94","New York",-73.8807793559903,40.7736990464652,0.017497623335903,0.0931295132975123,0.475992102415121,0.0877146909931361,0.010779476445422,0.00552497302760668,0.0834759251747914,0.0529330363265477,0,0.0213178009409278,0.00192210021708756,0.000858816280585318,0.0231525460747408,0.0711169027057856,0.0421247429728364,0.0090840025246206,0.00337574726737679,0,"USA","Northern America"
"95","Newcastle",151.718025754261,-32.9233132362772,0.00391308815614078,0.0012622865019809,0.478414735949354,0.216915916795937,0.00524773678949962,0.00631143250990448,0.081329753484095,0.0353916007824449,0,0.0175566475897457,0.00460734573223027,0.00205210520168948,0.0513675506713999,0.0955666855104781,0,6.31143250990448e-05,0,0,"AUS","Australia/New Zealand"
"96","Nice",7.14393582790314,43.6461024553743,0.0158258545168671,0.034987177725972,0.528885181077398,0.0900878303992643,0.00224757391705372,7.45995260681705e-05,0.087446380575075,0.0125407236733613,0,0.00491792031915781,0.00340671169044645,0.00348316495033344,0.0016490056933869,0.178739569457651,0.0327740584526162,0.00293424802534804,0,0,"FRA","Western Europe"
"97","Nizamabad",78.0908052421872,18.6797518710099,0.115997555465456,0,0.403130678388213,0.0114064262874365,0.188096576544294,0,0,0.000193329259109093,0.000555791215654035,0.265746382352506,0,0.00359261985389171,0.0112806406334398,0,0,0,0,0,"IND","South-Central Asia"
"98","Novi Sad",19.8238558490308,45.2601719893285,0.0237199544946195,0.103847117848395,0.390092796000005,0.154884123810213,0.0341912719645868,0,0.0123501705675355,0.101836874804701,0,0.0998968255704957,0,0,0.0506397814825085,0,0.0285410834569406,0,0,0,"SRB","Southern Europe"
"99","Oslo",10.7432815046466,59.9082907762604,0,0.192873560235353,0.415539803310583,0.0586408042426155,0,0.00316990937952922,0.105706432424146,0.0474593240007507,0,0.0203063437263467,0,0,0.0231769412159594,0.0676717461533143,0.0286742129494669,0.0301717648974263,0.00660915746450863,0,"NOR","Northern Europe"
"100","Padua",11.9085765490295,45.4112263738352,0.047667767524665,0.0315473952345055,0.538651492139142,0.263798583520029,0.00224866612755442,0.000780018014039972,0.000538617275252817,0.0451471289329862,0,0.0475992566579731,0,0,0.00148060020413257,0,0.0130869689022262,0.00745350546749307,0,0,"ITA","Southern Europe"
"101","Palermo",13.3378447178291,38.1362771871466,0.0502291491973685,0.0119796240984362,0.4426502299167,0.178848578483177,0.0102140570454469,0.0022899314797611,0.0295562300102807,0.044883218462576,1.33356156290004e-05,0.00773794012659941,0.000199269067470943,0.000448030072127172,0.00214058812238538,0.134800398326475,0.0812125167720294,0.00279690320353813,0,0,"ITA","Southern Europe"
"102","Palma de Mallorca",2.65152290695031,39.5622575324816,0.0274340945899011,0.00201414871672691,0.225201253319583,0.33895856581556,0.015714351175435,0,0.00867336448551425,0.0170195057962575,0,0.0671092392871473,0.0136128671889129,0.0181604521957463,0.00194469531270185,0.202830106362381,0.0613273557541332,0,0,0,"ESP","Southern Europe"
"103","Paris",2.32187026123407,48.8402146896697,0.00198492674831331,0.19232717493643,0.358711717501305,0.128091944364958,0.0037036025768335,0.00105273442926738,0.0842925378342351,0.0592799580444534,0,0.0414270520888503,0.000353590189982937,0.000725077916214901,0.0131328716247013,0,0.0789992809688014,0.024534337500407,0.0113831932752461,0,"FRA","Western Europe"
"104","Pécs",18.234013402928,46.0705046163044,0.0302561948062708,0.0246674709248577,0.766782112503045,0.0234893878526039,0.0290151439447932,0,0.0332119700618411,0.0695867724503453,0,0.0218592355908257,0,0,0.00113171186541756,0,0,0,0,0,"HUN","Eastern Europe"
"105","Phoenix",-112.001047251541,33.4777733332593,0.00493108637397336,0,0.642617270207904,0.226619530681676,0.00230278114221497,0,0.000137568228639629,0.00105093027335535,0.00475486440144148,0.031963872900207,0.00261744213637294,0.0812490612023591,0.00148045599457579,0,0,0.000217212992588888,0,5.79234646903702e-05,"USA","Northern America"
"106","Podgorica",19.2625201230686,42.4414894452799,0.00975149414472168,0.0197665421852466,0.603266909903356,0.288878297764732,0.000997602776822032,0,0.00606173960347564,0.0033355910809325,0,0.0476481725638594,0,0.000263553895803289,0,0,0.0200300960810499,0,0,0,"MNE","Southern Europe"
"107","Porto",-8.60916018972005,41.1647203537375,0.0345897444131765,0.0437858757006898,0.53532339722368,0.157233491089589,0.00388347246890575,0.000680382028431772,0.0419911194135071,0.0635257592474642,2.19478073687668e-05,0.0159949206168711,0.000592590798956705,0.00269958030635832,0.0147140733331939,0.0559266964029282,0.0288833144972972,0.000153634651581368,0,0,"PRT","Southern Europe"
"108","Prague",14.4536148222828,50.072095037404,0.000522161319431116,0.263234267625749,0.344680101600076,0.0880146051280503,0.00472708629909515,6.52701649288895e-05,0.0662269447384301,0.065987598186615,0,0.0970162458500182,0,1.46605399367445e-05,0.0121385835751761,0,0.0351153487317426,0.0206471288391721,0.00160999740157928,0,"CZE","Eastern Europe"
"109","Rabat",-6.82773348725004,33.9972908049789,0.0663251387555133,0.00181237297762158,0.186678591991731,0.376386335645049,0.0474132397200972,0,0.00558120769321074,0.0159101478889088,3.53495486158117e-05,0.208114714408163,0.00104115043395282,0.0133917657780522,0.00466021458472207,0.0506699280798021,0.0219798424945596,0,0,0,"MAR","Northern Africa"
"110","Reykjavik",-21.8849445101714,64.1173240869535,0,0.0214538046531416,0.480790015054613,0.1662656970054,0,0.000904999203730539,0.0177607119426598,0.0212380199538401,0,0.114436540355264,0,0.000212940989113068,0.0175358719152472,0.145081117409137,0.0059623476951659,0.00676087640433991,0.00159705741834801,0,"ISL","Northern Europe"
"111","Riga",24.1236459170878,56.9625891119373,0.00116158973250008,0.142798393865286,0.26207718111211,0.249068085464643,0.0010244502840321,0.0042953971710985,0.0982654489063328,0.0389081939667001,0,0.0625569065926493,0,0.00598051452283715,0.0916367800382427,0,0.0228316880402236,0.0193953703033448,0,0,"LVA","Northern Europe"
"112","Rome",12.5323201635296,41.8972086976616,0.0307929942819134,0.138689776107168,0.289163126764655,0.202554126084341,0.0198777981858008,0,0.0114334472703761,0.100007773678385,0,0.130557339958169,0.000233099440794035,1.54428256178101e-05,0.00183914245887221,0,0.072874694090446,0.00196123885346189,0,0,"ITA","Southern Europe"
"113","Rotterdam [The Hague]",4.34581077841885,51.9568376579172,0.00305317333471299,0.0877715734802704,0.254289896212736,0.223594428861533,0.00141873500186919,0.0416854228671324,0.0297282072283224,0.0874678247315167,0,0.0851118692449399,0.00085279623084126,0.00193107738851021,0.0907249097320058,0.00524457225177261,0.00776405121005235,0.0755772361150224,0.00378422610876297,0,"NLD","Western Europe"
"114","Salaga",-0.518665078562716,8.54769069950452,0.147097737459102,0,0.305381065890177,0,0.0713908775266488,0,0,0.00822180662410964,0.00494446176333116,0.462964050736631,0,0,0,0,0,0,0,0,"GHA","Western Africa"
"115","Salvador",-38.425467230967,-12.9243478673577,0.213919160672319,0.00319612947158346,0.437807675889484,0.105166007854293,0.00911668192739459,0.00037973815503962,0.0807215956627483,0.00714474194039402,0,0.00626567955815372,0,0.00481766093111658,0.00280551805903688,0.120526684391338,0.00740489402327258,0.000727831463825937,0,0,"BRA","South America"
"116","Santiago",-70.6560809849872,-33.4775983094182,0.393186433974636,0.0423391230047853,0.114062467513205,0.298890020581342,0.00227424043191791,0,0.00286432849490238,0.0100351699149084,0.00375856305940952,0.0385748961109156,0.00276621405761617,0.0202573711157,0.000102671412365622,0,0.0545308201304125,0.00834102672979928,0.00801665346808487,0,"CHL","South America"
"117","Sarajevo",18.3525997373424,43.8552962850947,0.00963910566332932,0.123041848349928,0.416353688390997,0.0807153430815675,0.0468339299985411,0,0.0818781781901863,0.1691202762665,0,0.0624842005585726,0,0,0,0,0.00993342950037754,0,0,0,"BIH","Southern Europe"
"118","Seville",-5.98684511477822,37.3762032171121,0.0324204405675286,0.00409521354537203,0.0745480043417458,0.518811869004253,0.00986949279584538,0,0,0.00336335785507492,2.58013427138344e-05,0.215813692621756,0.000217621132146314,0.0166485802875404,0.0181491472062119,0,0.105988026757605,4.87525422068099e-05,0,0,"ESP","Southern Europe"
"119","Shamsabad",78.1248283339278,27.0132687604553,0.0234880027205955,0,0.192763608534542,0.0332071762601522,0.0250180405108273,0,0,0,0,0.724713240845587,0,0,0.000809931128296396,0,0,0,0,0,"IND","South-Central Asia"
"120","Singapore",103.796462021364,1.4173586574078,0.0429683604148117,0.0128233048114232,0.226322395498233,0.271386471152861,0.00513522723387864,0.0230960109041808,0.0848905712644258,0.0427072191794492,2.274617472749e-05,0.0123853706411872,0.000885959263814157,0.00118909906984129,0.0179431264036706,0.0946102671507955,0.00714229886443187,0.147837191450414,0.00865438052185388,0,"SGP","South-Eastern Asia"
"121","Skopje",21.4243036455,42.00699447455,0.0431325525170169,0.0288403038791721,0.544073451533263,0.170849538444105,0.0531324411630702,0,0.0153792418130628,0.0101370221817576,1.08814500107967e-05,0.116439155283863,0,0.000629743313457077,0.000524208786791434,0,0.0168514596344301,0,0,0,"MKD","Southern Europe"
"122","Sofia",23.3253333098857,42.6853827261066,0.0142356083769123,0.163440561667421,0.452112441168825,0.139171038351447,0.0154752822860424,0,0.0469475210446747,0.0548242000764561,0.000143431822437403,0.0952231969533095,0.00114745457949923,0.00166334871234934,0.000806579293963319,0,0.0148093356666619,0,0,0,"BGR","Eastern Europe"
"123","Split",16.4584864812866,43.5233462144629,0.0257599558844101,0.0249012906882631,0.35381251363386,0.181518909021546,0.0110406894530003,0.000381628976065336,0.0102108721125049,0.0181868923724999,0,0.00543821290893103,0.00320452847918839,0.00514346763289783,0.00295762456450635,0.339316037909223,0.0181273763631034,0,0,0,"HRV","Southern Europe"
"124","Stockholm",18.0004233864942,59.3317011511895,0.000314561881688853,0.138238403490204,0.369688525878303,0.135940655286256,0.000165764148004619,0.00993287956464121,0.0951998703396285,0.0839856239073848,0,0.0135200752285136,0.000452136765389074,0,0.080538287105016,0,0.0219992794909621,0.0404584184712464,0.00956551844276259,0,"SWE","Northern Europe"
"125","Strasbourg",7.74207953483976,48.5751952693964,0.00603683149946705,0.180283935900084,0.34606868465518,0.178781631124958,0.00836306868911057,0.00830668014326666,0.047168462004974,0.0693731837522116,0,0.0849912724305265,0,0.000193178607982945,0.0418909318627586,0,0.0241473259978682,0.00434651867961627,4.82946519957364e-05,0,"FRA","Western Europe"
"126","Sydney",151.067000427628,-33.8513590678005,0.00551206112123481,0.0190674625418336,0.608112195461535,0.119243927358704,0.00351245320476797,0.00186797626886291,0.0728420389271929,0.0563138332855863,0,0.0144458658457346,0.00114528381074546,0.000466331416935041,0.0606554439350223,0.0243149971013558,0.00486286281140049,0.00497310403382518,0.00266416287526349,0,"AUS","Australia/New Zealand"
"127","Szeged",20.1526686497117,46.2544507598658,0.0212624190476118,0.0678993434801484,0.654626629051971,0.0994082886885481,0.0270293898495873,0,0.0219450265231267,0.0557598203053174,0,0.0166298848162213,0,0,0.0212642522057264,0,0.0141749460317412,0,0,0,"HUN","Eastern Europe"
"128","Tallinn",24.7392512570468,59.4279241481697,0.000959662891407116,0.127585442773139,0.181035381353772,0.313508076868069,0.000556248560324351,0.00724545483012373,0.0564870264717995,0.0647834797601732,0,0.0423397169891712,0.00267910464950236,0.00103243086454358,0.0179542863881886,0.139353312583066,0.00834906715524191,0.0339240832112416,0.00220722465023637,0,"EST","Northern Europe"
"129","Tartu",26.7218971881972,58.3693364823827,0.000180840080260688,0.162337638994925,0.39921997158159,0.220893385885816,0.00586361171353,0,0.0147412803154242,0.127703942841138,0,0.0573969713557835,0,0,0.0062371548237121,0,0.0014467206420855,0.00397848176573513,0,0,"EST","Northern Europe"
"130","Tehran",51.2276443861349,35.698580464354,0.19770094006184,0.0285821089072727,0.11865193968063,0.123637432888657,0.021003636228105,0.120078301761309,0.00400084015824639,0.000716902463303212,0.0033166392122402,0.0602640822427934,0.00159924546462028,0.177656496016952,0.00104745876771497,0,0.132561519725689,0.00343022602253974,0.00575223039808724,0,"IRN","South-Central Asia"
"131","Than",71.2033275624308,22.584770246371,0.281966622251339,0,0.446648109496724,0.0634643075338304,0.127367299927662,0,0,0,0.00420183363170658,0.0400617849280625,0,0.0341593120877186,0.00213073014295723,0,0,0,0,0,"IND","South-Central Asia"
"132","Thessaloniki",22.9370614151482,40.6420855466368,0.153892891014399,0.0106205851066023,0.156760150087719,0.430505544030718,0.00936864789739684,0.00220503604088686,0.0250958624721353,0.00482949695279597,1.53052042038034e-05,0.0196824028274172,0,0.00219600849014947,0.000895214358522027,0.074848425494358,0.109019576021495,6.48540012025548e-05,0,0,"GRC","Southern Europe"
"133","Tirana",19.7983484058661,41.344276934035,0.0802456190347516,0.0242932456565929,0.500681616587605,0.110569707363029,0.122247476939958,0,0.0164337247813491,0.0276564087284792,0,0.0212860595104007,0,0,0.00798307925090251,0,0.0886030621469323,0,0,0,"ALB","Southern Europe"
"134","Tokyo",139.650508345244,35.6821736529406,0.0448497412189356,0.200213972240165,0.213973693850471,0.114733575393925,0.0109649881276951,0.0123918450588631,0.0321305238067343,0.0114410550775473,2.59654612268004e-05,0.0415863264235274,0.000516499321177826,0.00011302612534019,0.0119636169470557,0.0456384569902712,0.23603698667392,0.0174426804241212,0.00590179659884452,7.52502601781219e-05,"JPN","Eastern Asia"
"135","Toronto",-79.5334863848744,43.6531739002176,0.00358001711656121,0.211763722780514,0.298751244787669,0.257647695689376,0.000563761345631235,0.00140310257044255,0.0275155223819032,0.0753147277361493,0,0.0554169454860308,0.00110733262163905,0.00097548181086855,0.0564167969056985,7.88392157801268e-05,0.00283821176808456,0.00356261917037914,0.00306397861327311,0,"CAN","Northern America"
"136","Toulouse",1.42300028518163,43.609257302046,0.00529800063324496,0.0639292076411559,0.40771465986074,0.32786306127078,0.0108538724234431,0,0.0117305216210822,0.0589568003301634,0,0.0638238126117286,0.00100073345294627,0.000104096909060816,0.0111977287601696,0,0.0369977044221607,0.000412066715919053,0.000117733347405444,0,"FRA","Western Europe"
"137","Triest",13.7854123995446,45.6349081969082,0.00769166722661131,0.0622293317427652,0.297690952860312,0.113072955559812,0.00456586538593449,0.0332839418169726,0.0716029187955617,0.0202984218223242,0,0,0,0,0.00713227324649413,0.251113934710703,0.118311826794785,0.0130059100377246,0,0,"ITA","Southern Europe"
"138","Turin",7.65078667178152,45.0712904758307,0.0115657344683747,0.227520631372139,0.180542018209927,0.274884892482236,0.00316286275446172,0,0.0335004674644447,0.0475687072365572,0,0.0803228221494822,0,0,0.00732886628669857,0,0.131453613293946,0.0015352744869524,0.000614109794780959,0,"ITA","Southern Europe"
"139","Utrecht",5.08187561060439,52.0755268169799,0.000892190591433838,0.0807928146687309,0.342037307366656,0.182522364226047,0.00195052514115442,0.0320197290036811,0.0270618314529327,0.134262593894236,0,0.0793527993643547,0,4.95661439685466e-05,0.0203627172880295,0,0.0117471761205455,0.0847179082596453,0.0022304764785846,0,"NLD","Western Europe"
"140","Valencia",-67.9722964293447,10.1880337234321,0.252667768835921,0.00495209330859828,0.415104358690613,0.15812979976985,0.0542574827645975,0,0.0459430423510099,0.0147554930001725,9.49030215916809e-06,0.0495660689708284,0.000340456414966131,0.00116173270285083,0.000110006320095836,0.0030022065683377,0,0,0,0,"VEN","South America"
"141","Varna",27.9287557003983,43.2248512698914,0.0271271918396876,0.0406468926271047,0.449280954592841,0.166420818527069,0.012492030976606,0.000351161059413432,0.0360537339981733,0.0357886061998598,0,0.0498797808925474,0.00342382032928096,0.00236967546993809,0.0325978437639546,0.13742217118379,0.00614531853973505,0,0,0,"BGR","Eastern Europe"
"142","Vienna",16.3840238457061,48.1984830243654,0.00166637852101074,0.112820627417411,0.341606314763686,0.181913314739472,0.0182245733284925,0.000221050211970813,0.053524700716836,0.0563955494823428,0,0.0896656572093493,0,0.000516468697808763,0.0284482430994203,0,0.100900919833446,0.00867196985423959,0.00542423212451456,0,"AUT","Western Europe"
"143","Vilnius",25.2585129657842,54.6917817055904,0.00297593733008465,0.188538013004788,0.217545199232084,0.240817516879378,2.88829801074442e-05,0,0.238507412058466,0.0637023314890331,0,0.0174475464072967,0.00097290258868152,0.000228918256160358,0.00422602028840153,0,0.0208887908746326,0.00412052861088644,0,0,"LTU","Northern Europe"
"144","Warsaw",20.9957535666959,52.225408884343,1.44131004810421e-05,0.346885707912796,0.263295041362152,0.134701243243418,0.00331514996205397,0.000648589521646895,0.0751101364214717,0.0757342849969092,0,0.0496873840793968,0.00152669440173432,0.000200689157478448,0.0129776325421853,0,0.0115881327867579,0.0203512978792314,0.00396360263228658,0,"POL","Eastern Europe"
"145","Wroclaw",17.0290810935798,51.1077854157656,0.00140440268731428,0.178743417521011,0.383190395470625,0.141008103451295,0.00490543182941284,0,0.0366415737915973,0.135434874289989,0,0.0802527597767009,0,0.00012391788417479,0.0100005397446361,0,0.011978728803563,0.0163158547496806,0,0,"POL","Eastern Europe"
"146","York",-1.08694098752928,53.9622939623019,0.00161787302267343,0.10472050837668,0.556947190989071,0.071526563968791,0.00302998118042489,0,0.00481400589828963,0.158156843517491,0,0.072721921087383,0,0,0.000873302327816314,0,0.0161787302267343,0.00941307940464539,0,0,"GBR","Northern Europe"
"147","Zagreb",15.988202851135,45.8015079229258,0.0387723424948529,0.136853662393258,0.452767829291791,0.0938887845775587,0.0152095653676553,0,0.0586969261213266,0.115308494784581,0,0.0709927924993617,0,0.000583817380347652,0.00669180983376102,0,0.00999357986359804,0.000206053193063877,3.43421988439795e-05,0,"HRV","Southern Europe"
"148","Zurich",8.56165030694893,47.3565640899526,0,0.120944829372073,0.334478796972747,0.0521554523652271,0.0170109475601094,0,0.12867619499262,0.100406503554739,0,0.0456069280378651,0.00116365073889009,0.000179657600356311,0.163343911425118,0,0.0317365657394501,0.00163427497993846,0.00266228666086749,0,"CHE","Western Europe"
