"region_gea","fuel","year","value"
"CPA","electricity",2015,14.90869094
"CPA","electricity",2020,19.27624027
"CPA","electricity",2025,15.92443613
"CPA","electricity",2030,17.0031328
"CPA","electricity",2035,18.20420364
"CPA","electricity",2040,18.22261258
"CPA","electricity",2045,17.81848095
"CPA","electricity",2050,18.57097105
"CPA","electricity",2055,18.44019966
"CPA","electricity",2060,21.72766241
"CPA","electricity",2070,18.22099717
"CPA","electricity",2080,17.30760874
"CPA","electricity",2090,17.34662694
"CPA","electricity",2100,18.63356688
"CPA","gas",2015,4.697031948
"CPA","gas",2020,5.73595421
"CPA","gas",2025,5.49161865
"CPA","gas",2030,7.410038428
"CPA","gas",2035,5.801481638
"CPA","gas",2040,5.537884024
"CPA","gas",2045,7.025348219
"CPA","gas",2050,6.964603563
"CPA","gas",2055,7.21255045
"CPA","gas",2060,7.799156098
"CPA","gas",2070,7.381396805
"CPA","gas",2080,7.422275865
"CPA","gas",2090,7.462949788
"CPA","gas",2100,8.034411035
"CPA","oil",2015,1.622474172
"CPA","oil",2020,3.713021308
"CPA","oil",2025,4.757648509
"CPA","oil",2030,4.869628849
"CPA","oil",2035,5.236838296
"CPA","oil",2040,5.826205694
"CPA","oil",2045,6.276047524
"CPA","oil",2050,6.720528236
"CPA","oil",2055,7.366109596
"CPA","oil",2060,8.340710622
"CPA","oil",2070,7.87551222
"CPA","oil",2080,8.008172332
"CPA","oil",2090,9.2012275
"CPA","oil",2100,8.143853101
"CPA","biomass_solid",2015,10.27741247
"CPA","biomass_solid",2020,70.97464754
"CPA","biomass_solid",2025,3.082472558
"CPA","biomass_solid",2030,2.51200324
"CPA","biomass_solid",2035,2.830673624
"CPA","biomass_solid",2040,3.337241277
"CPA","biomass_solid",2045,4.008804994
"CPA","biomass_solid",2050,4.574640922
"CPA","biomass_solid",2055,3.690519682
"CPA","biomass_solid",2060,7.460798741
"CPA","biomass_solid",2070,4.426186634
"CPA","biomass_solid",2080,4.808339697
"CPA","biomass_solid",2090,5.092753742
"CPA","biomass_solid",2100,6.022180156
"CPA","coal",2015,3.313716543
"CPA","coal",2020,3.476584072
"CPA","coal",2025,3.382089357
"CPA","coal",2030,3.323425685
"CPA","coal",2035,3.391866434
"CPA","coal",2040,3.389212027
"CPA","coal",2045,3.400375518
"CPA","coal",2050,3.483552097
"CPA","coal",2055,3.469740214
"CPA","coal",2060,3.563267568
"CPA","coal",2070,3.569994427
"CPA","coal",2080,3.633029257
"CPA","coal",2090,3.695245805
"CPA","coal",2100,3.750775517
"EEU","electricity",2015,20.47050908
"EEU","electricity",2020,36.58444074
"EEU","electricity",2025,18.18509278
"EEU","electricity",2030,19.26388889
"EEU","electricity",2035,21.21300471
"EEU","electricity",2040,20.46489039
"EEU","electricity",2045,20.74390056
"EEU","electricity",2050,20.75657262
"EEU","electricity",2055,20.25500541
"EEU","electricity",2060,25.02690428
"EEU","electricity",2070,21.1990967
"EEU","electricity",2080,21.93244233
"EEU","electricity",2090,22.81393053
"EEU","electricity",2100,24.06742922
"EEU","gas",2015,1.488285029
"EEU","gas",2020,14.60331377
"EEU","gas",2025,5.938867881
"EEU","gas",2030,5.691089185
"EEU","gas",2035,5.007818744
"EEU","gas",2040,6.154035418
"EEU","gas",2045,7.032137376
"EEU","gas",2050,5.779721912
"EEU","gas",2055,5.524581499
"EEU","gas",2060,7.563440689
"EEU","gas",2070,7.381428388
"EEU","gas",2080,8.033126593
"EEU","gas",2090,9.222227187
"EEU","gas",2100,8.166838104
"EEU","oil",2015,0.252038927
"EEU","oil",2020,13.13494448
"EEU","oil",2025,5.204553823
"EEU","oil",2030,4.946842582
"EEU","oil",2035,5.26270504
"EEU","oil",2040,5.833431076
"EEU","oil",2045,5.994030911
"EEU","oil",2050,7.278648522
"EEU","oil",2055,7.137400889
"EEU","oil",2060,8.999359788
"EEU","oil",2070,7.483148509
"EEU","oil",2080,8.989893965
"EEU","oil",2090,10.04333393
"EEU","oil",2100,10.00112228
"EEU","biomass_solid",2015,0.702528708
"EEU","biomass_solid",2020,8.060383248
"EEU","biomass_solid",2025,3.041576846
"EEU","biomass_solid",2030,2.152485439
"EEU","biomass_solid",2035,1.806043818
"EEU","biomass_solid",2040,1.312204298
"EEU","biomass_solid",2045,0.997628347
"EEU","biomass_solid",2050,1.565157409
"EEU","biomass_solid",2055,1.962883791
"EEU","biomass_solid",2060,2.527498459
"EEU","biomass_solid",2070,2.481387137
"EEU","biomass_solid",2080,3.365982772
"EEU","biomass_solid",2090,3.794173398
"EEU","biomass_solid",2100,2.85864337
"EEU","coal",2015,3.910956348
"EEU","coal",2020,10.11464277
"EEU","coal",2025,3.746538405
"EEU","coal",2030,2.556836045
"EEU","coal",2035,2.600406345
"EEU","coal",2040,2.456923853
"EEU","coal",2045,2.317820148
"EEU","coal",2050,2.774282418
"EEU","coal",2055,2.622557247
"EEU","coal",2060,3.621763125
"EEU","coal",2070,3.600887519
"EEU","coal",2080,4.395198076
"EEU","coal",2090,4.523510088
"EEU","coal",2100,3.92324846
"FSU","electricity",2015,20.44963003
"FSU","electricity",2020,16.16117331
"FSU","electricity",2025,17.97909448
"FSU","electricity",2030,18.25915723
"FSU","electricity",2035,18.49427426
"FSU","electricity",2040,20.17447167
"FSU","electricity",2045,19.95219582
"FSU","electricity",2050,18.27415576
"FSU","electricity",2055,18.21699778
"FSU","electricity",2060,22.77613401
"FSU","electricity",2070,19.38414344
"FSU","electricity",2080,19.64935707
"FSU","electricity",2090,21.27190891
"FSU","electricity",2100,24.19524632
"FSU","gas",2015,4.497247272
"FSU","gas",2020,5.342317491
"FSU","gas",2025,4.540706344
"FSU","gas",2030,5.056665648
"FSU","gas",2035,4.635185332
"FSU","gas",2040,4.676764032
"FSU","gas",2045,4.891502102
"FSU","gas",2050,4.739108189
"FSU","gas",2055,4.993248716
"FSU","gas",2060,6.635059359
"FSU","gas",2070,6.597446089
"FSU","gas",2080,6.482500167
"FSU","gas",2090,7.598669839
"FSU","gas",2100,8.892440685
"FSU","oil",2015,0
"FSU","oil",2020,3.945958648
"FSU","oil",2025,4.444428739
"FSU","oil",2030,4.118547364
"FSU","oil",2035,4.642347244
"FSU","oil",2040,5.189160455
"FSU","oil",2045,5.461178442
"FSU","oil",2050,6.278543215
"FSU","oil",2055,6.201507524
"FSU","oil",2060,8.002587187
"FSU","oil",2070,6.873623867
"FSU","oil",2080,8.173856606
"FSU","oil",2090,9.313448454
"FSU","oil",2100,9.224366241
"FSU","biomass_solid",2015,0.702528708
"FSU","biomass_solid",2020,3.034103681
"FSU","biomass_solid",2025,2.738298182
"FSU","biomass_solid",2030,2.22828581
"FSU","biomass_solid",2035,2.473638698
"FSU","biomass_solid",2040,0.958073086
"FSU","biomass_solid",2045,0.93072579
"FSU","biomass_solid",2050,0.714300025
"FSU","biomass_solid",2055,0.702528708
"FSU","biomass_solid",2060,2.58050981
"FSU","biomass_solid",2070,2.197210615
"FSU","biomass_solid",2080,1.735381658
"FSU","biomass_solid",2090,5.671008562
"FSU","biomass_solid",2100,3.523719789
"FSU","coal",2015,2.055792743
"FSU","coal",2020,3.03444618
"FSU","coal",2025,2.09730818
"FSU","coal",2030,2.6287015
"FSU","coal",2035,2.296972321
"FSU","coal",2040,3.069146868
"FSU","coal",2045,2.360987114
"FSU","coal",2050,2.436092823
"FSU","coal",2055,2.425210405
"FSU","coal",2060,3.923223901
"FSU","coal",2070,4.098016266
"FSU","coal",2080,4.128120209
"FSU","coal",2090,4.496117806
"FSU","coal",2100,4.449237258
"LAC","electricity",2015,12.73904406
"LAC","electricity",2020,13.51431999
