node,commodity,level,year,time,value,mrg
R11_CPA,lightoil,final,2025,year,134.7330524,0
R11_CPA,lightoil,final,2030,year,141.0497569,0
R11_CPA,lightoil,final,2035,year,143.638482,0
R11_CPA,lightoil,final,2040,year,160.3955532,0
R11_CPA,lightoil,final,2045,year,170.7634935,0
R11_CPA,lightoil,final,2050,year,195.6345974,0
R11_CPA,lightoil,final,2055,year,198.4356811,0
R11_CPA,lightoil,final,2060,year,332.917592,0
R11_CPA,lightoil,final,2070,year,128.7613691,0
R11_CPA,lightoil,final,2080,year,222.9191432,0
R11_CPA,lightoil,final,2090,year,260.5168934,0
R11_CPA,lightoil,final,2100,year,261.0292414,0
R11_CPA,lightoil,final,2110,year,158.9169393,0
R11_CPA,biomass,final,2020,year,5,0
R11_CPA,biomass,final,2025,year,72.79360121,0
R11_CPA,biomass,final,2030,year,78.44981764,0
R11_CPA,biomass,final,2035,year,77.70696329,0
R11_CPA,biomass,final,2040,year,89.61262328,0
R11_CPA,biomass,final,2045,year,44.55355193,0
R11_CPA,biomass,final,2050,year,94.18527502,0
R11_CPA,biomass,final,2055,year,79.46755307,0
R11_CPA,biomass,final,2060,year,88.19481296,0
R11_CPA,biomass,final,2070,year,74.16880285,0
R11_CPA,biomass,final,2080,year,47.07687227,0
R11_CPA,biomass,final,2090,year,137.9315345,0
R11_CPA,biomass,final,2100,year,146.8618601,0
R11_CPA,biomass,final,2110,year,65.61611878,0
R11_CPA,d_heat,final,2020,year,212.658557,0
R11_CPA,d_heat,final,2025,year,238.6237806,0
R11_CPA,d_heat,final,2030,year,219.1916216,0
R11_CPA,d_heat,final,2035,year,222.6034476,0
R11_CPA,d_heat,final,2040,year,171.7461012,0
R11_CPA,d_heat,final,2045,year,235.8344844,0
R11_CPA,d_heat,final,2050,year,174.8155695,0
R11_CPA,d_heat,final,2055,year,173.2462328,0
R11_CPA,d_heat,final,2060,year,252.3631027,0
R11_CPA,d_heat,final,2070,year,188.7059005,0
R11_CPA,d_heat,final,2080,year,191.9940882,0
R11_CPA,d_heat,final,2090,year,183.9078369,0
R11_CPA,d_heat,final,2100,year,213.280661,0
R11_CPA,d_heat,final,2110,year,153.6975243,0
R11_EEU,coal,final,2020,year,82.85705834,0
R11_EEU,coal,final,2025,year,67.0408997,0
R11_EEU,coal,final,2030,year,66.9470002,0
R11_EEU,coal,final,2035,year,62.91375441,0
R11_EEU,coal,final,2040,year,65.6087727,0
R11_EEU,coal,final,2045,year,63.63401367,0
R11_EEU,coal,final,2050,year,69.82121366,0
R11_EEU,coal,final,2055,year,68.12003638,0
R11_EEU,coal,final,2060,year,121.2376221,0
R11_EEU,coal,final,2070,year,106.4722351,0
R11_EEU,coal,final,2080,year,111.5503807,0
R11_EEU,coal,final,2090,year,99.6635749,0
R11_EEU,coal,final,2100,year,107.748169,0
R11_EEU,coal,final,2110,year,72.5568224,0
R11_EEU,electr,final,2020,year,458.8371792,0
R11_EEU,electr,final,2025,year,528.2952448,0
R11_EEU,electr,final,2030,year,541.0241307,0
R11_EEU,electr,final,2035,year,589.6353568,0
R11_EEU,electr,final,2040,year,576.5304453,0
R11_EEU,electr,final,2045,year,550.0702968,0
R11_EEU,electr,final,2050,year,579.4525883,0
R11_EEU,electr,final,2055,year,571.2898906,0
R11_EEU,electr,final,2060,year,820.7954755,0
R11_EEU,electr,final,2070,year,591.5902048,0
R11_EEU,electr,final,2080,year,603.2005494,0
R11_EEU,electr,final,2090,year,588.0551711,0
R11_EEU,electr,final,2100,year,678.4955361,0
R11_EEU,electr,final,2110,year,348.641945,0
R11_EEU,gas,final,2020,year,154.9997978,0
R11_EEU,gas,final,2025,year,159.3269437,0
R11_EEU,gas,final,2030,year,142.5201289,0
R11_EEU,gas,final,2035,year,153.2200449,0
R11_EEU,gas,final,2040,year,165.2112827,0
R11_EEU,gas,final,2045,year,182.273755,0
R11_EEU,gas,final,2050,year,160.5178305,0
R11_EEU,gas,final,2055,year,158.8600346,0
R11_EEU,gas,final,2060,year,230.2485265,0
R11_EEU,gas,final,2070,year,199.6496944,0
R11_EEU,gas,final,2080,year,209.3278449,0
R11_EEU,gas,final,2090,year,222.2138716,0
R11_EEU,gas,final,2100,year,212.9907206,0
R11_EEU,gas,final,2110,year,140.9588043,0
R11_EEU,lightoil,final,2020,year,118.2087474,0
R11_EEU,lightoil,final,2025,year,134.1207357,0
R11_EEU,lightoil,final,2030,year,142.8526306,0
R11_EEU,lightoil,final,2035,year,143.0446083,0
R11_EEU,lightoil,final,2040,year,163.1408141,0
R11_EEU,lightoil,final,2045,year,168.5509911,0
R11_EEU,lightoil,final,2050,year,203.1856066,0
R11_EEU,lightoil,final,2055,year,198.929898,0
R11_EEU,lightoil,final,2060,year,282.7485265,0
R11_EEU,lightoil,final,2070,year,211.050118,0
R11_EEU,lightoil,final,2080,year,249.2918827,0
R11_EEU,lightoil,final,2090,year,265.4638114,0
R11_EEU,lightoil,final,2100,year,265.4907206,0
R11_EEU,lightoil,final,2110,year,163.5356866,0
R11_EEU,biomass,final,2020,year,52.4415103,0
R11_EEU,biomass,final,2025,year,62.14673003,0
R11_EEU,biomass,final,2030,year,35.98440211,0
R11_EEU,biomass,final,2035,year,33.48172394,0
R11_EEU,biomass,final,2040,year,42.48850715,0
R11_EEU,biomass,final,2045,year,28.26649607,0
R11_EEU,biomass,final,2050,year,36.87022652,0
R11_EEU,biomass,final,2055,year,31.27850299,0
R11_EEU,biomass,final,2060,year,100.8643851,0
R11_EEU,biomass,final,2070,year,76.99896819,0
R11_EEU,biomass,final,2080,year,76.33434573,0
R11_EEU,biomass,final,2090,year,88.31627562,0
R11_EEU,biomass,final,2100,year,75.40568276,0
R11_EEU,biomass,final,2110,year,62.96470345,0
R11_EEU,d_heat,final,2020,year,268.854095,0
R11_EEU,d_heat,final,2025,year,223.5985644,0
R11_EEU,d_heat,final,2030,year,310.7237924,0
R11_EEU,d_heat,final,2035,year,152.7606385,0
R11_EEU,d_heat,final,2040,year,144.5924294,0
R11_EEU,d_heat,final,2045,year,153.1836749,0
R11_EEU,d_heat,final,2050,year,141.3243327,0
R11_EEU,d_heat,final,2055,year,140.5173013,0
R11_EEU,d_heat,final,2060,year,228.5506387,0
R11_EEU,d_heat,final,2070,year,221.8329938,0
R11_EEU,d_heat,final,2080,year,232.5864944,0
R11_EEU,d_heat,final,2090,year,241.4467155,0
R11_EEU,d_heat,final,2100,year,196.7203808,0
R11_EEU,d_heat,final,2110,year,168.9217534,0
R11_FSU,coal,final,2020,year,63.40009741,0
R11_FSU,coal,final,2025,year,59.3706487,0
R11_FSU,coal,final,2030,year,65.32391987,0
R11_FSU,coal,final,2035,year,67.55966334,0
R11_FSU,coal,final,2040,year,79.46797179,0
R11_FSU,coal,final,2045,year,62.4705742,0
R11_FSU,coal,final,2050,year,64.63734626,0
R11_FSU,coal,final,2055,year,70.90254329,0
R11_FSU,coal,final,2060,year,116.3322724,0
R11_FSU,coal,final,2070,year,117.515186,0
R11_FSU,coal,final,2080,year,98.99263226,0
R11_FSU,coal,final,2090,year,99.6635749,0
R11_FSU,coal,final,2100,year,112.4542716,0
R11_FSU,coal,final,2110,year,65.46956178,0
R11_FSU,electr,final,2020,year,442.6880176,0
R11_FSU,electr,final,2025,year,506.4529438,0
R11_FSU,electr,final,2030,year,511.1649854,0
R11_FSU,electr,final,2035,year,520.7123714,0
R11_FSU,electr,final,2040,year,530.609268,0
R11_FSU,electr,final,2045,year,539.7174154,0
R11_FSU,electr,final,2050,year,508.0447241,0
R11_FSU,electr,final,2055,year,507.8125262,0
R11_FSU,electr,final,2060,year,752.2674961,0
R11_FSU,electr,final,2070,year,525.7706084,0
R11_FSU,electr,final,2080,year,547.4305932,0
R11_FSU,electr,final,2090,year,571.9406304,0
R11_FSU,electr,final,2100,year,671.4855156,0
R11_FSU,electr,final,2110,year,325.328289,0
R11_FSU,gas,final,2020,year,130.094926,0
R11_FSU,gas,final,2025,year,126.4835564,0
R11_FSU,gas,final,2030,year,129.4100859,0
R11_FSU,gas,final,2035,year,135.6815529,0
R11_FSU,gas,final,2040,year,130.5797483,0
R11_FSU,gas,final,2045,year,130.1181555,0
R11_FSU,gas,final,2050,year,132.6036839,0
R11_FSU,gas,final,2055,year,135.5821228,0
R11_FSU,gas,final,2060,year,192.4919399,0
R11_FSU,gas,final,2070,year,175.7791667,0
R11_FSU,gas,final,2080,year,174.8047132,0
R11_FSU,gas,final,2090,year,191.6793578,0
R11_FSU,gas,final,2100,year,232.0998326,0
R11_FSU,gas,final,2110,year,123.0528818,0
R11_FSU,lightoil,final,2020,year,102.9824414,0
R11_FSU,lightoil,final,2025,year,120.2006562,0
R11_FSU,lightoil,final,2030,year,120.1038459,0
R11_FSU,lightoil,final,2035,year,123.7205571,0
R11_FSU,lightoil,final,2040,year,146.0062306,0
R11_FSU,lightoil,final,2045,year,150.5007295,0
R11_FSU,lightoil,final,2050,year,178.1879373,0
R11_FSU,lightoil,final,2055,year,168.0107019,0
R11_FSU,lightoil,final,2060,year,251.6793624,0
R11_FSU,lightoil,final,2070,year,194.976269,0
R11_FSU,lightoil,final,2080,year,216.5805856,0
R11_FSU,lightoil,final,2090,year,251.6793578,0
R11_FSU,lightoil,final,2100,year,239.6732401,0
R11_FSU,lightoil,final,2110,year,148.7768302,0
R11_FSU,biomass,final,2020,year,69.25433684,0
R11_FSU,biomass,final,2025,year,99.23552213,0
R11_FSU,biomass,final,2030,year,41.84227942,0
R11_FSU,biomass,final,2035,year,30.48350624,0
R11_FSU,biomass,final,2040,year,25.93972428,0
R11_FSU,biomass,final,2045,year,22.32766113,0
R11_FSU,biomass,final,2050,year,20,0
R11_FSU,biomass,final,2055,year,36.94026214,0
R11_FSU,biomass,final,2060,year,76.74095323,0
R11_FSU,biomass,final,2070,year,53.76712966,0
R11_FSU,biomass,final,2080,year,42.50922138,0
R11_FSU,biomass,final,2090,year,109.411821,0
R11_FSU,biomass,final,2100,year,68.17209199,0
R11_FSU,biomass,final,2110,year,53.93130278,0
R11_FSU,d_heat,final,2020,year,204.6626493,0
R11_FSU,d_heat,final,2025,year,184.9177546,0
R11_FSU,d_heat,final,2030,year,172.98319,0
R11_FSU,d_heat,final,2035,year,206.8044233,0
R11_FSU,d_heat,final,2040,year,260.2485044,0
R11_FSU,d_heat,final,2045,year,146.226838,0
R11_FSU,d_heat,final,2050,year,160.4193693,0
R11_FSU,d_heat,final,2055,year,150.6468031,0
R11_FSU,d_heat,final,2060,year,213.8799332,0
R11_FSU,d_heat,final,2070,year,195.3101852,0
R11_FSU,d_heat,final,2080,year,194.2274591,0
R11_FSU,d_heat,final,2090,year,212.9770643,0
R11_FSU,d_heat,final,2100,year,257.8887028,0
R11_FSU,d_heat,final,2110,year,136.7254242,0
R11_LAM,coal,final,2020,year,67.23852411,0
R11_LAM,coal,final,2025,year,67.66341911,0
R11_LAM,coal,final,2030,year,70.11922072,0
R11_LAM,coal,final,2035,year,72.01955205,0
R11_LAM,coal,final,2040,year,77.22034941,0
R11_LAM,coal,final,2045,year,79.68129172,0
R11_LAM,coal,final,2050,year,87.66015449,0
R11_LAM,coal,final,2055,year,90.96877761,0
R11_LAM,coal,final,2060,year,103.5491298,0
R11_LAM,coal,final,2070,year,127.1209998,0
R11_LAM,coal,final,2080,year,151.9029829,0
R11_LAM,coal,final,2090,year,163.1170654,0
R11_LAM,coal,final,2100,year,177.37643,0
R11_LAM,coal,final,2110,year,155.6874149,0
R11_LAM,electr,final,2020,year,376.9234532,0
R11_LAM,electr,final,2025,year,412.8131981,0
R11_LAM,electr,final,2030,year,495.6234536,0
R11_LAM,electr,final,2035,year,475.6281885,0
R11_LAM,electr,final,2040,year,483.2270257,0
R11_LAM,electr,final,2045,year,460.4958527,0
R11_LAM,electr,final,2050,year,482.1920983,0
R11_LAM,electr,final,2055,year,474.1520028,0
R11_LAM,electr,final,2060,year,659.5243616,0
R11_LAM,electr,final,2070,year,491.2879396,0
R11_LAM,electr,final,2080,year,529.072735,0
R11_LAM,electr,final,2090,year,534.5480836,0
R11_LAM,electr,final,2100,year,540.0926765,0
R11_LAM,electr,final,2110,year,450.3443599,0
R11_LAM,gas,final,2020,year,112.7674047,0
R11_LAM,gas,final,2025,year,109.6821046,0
R11_LAM,gas,final,2030,year,132.7295844,0
R11_LAM,gas,final,2035,year,131.6458868,0
R11_LAM,gas,final,2040,year,144.9269731,0
R11_LAM,gas,final,2045,year,143.6724037,0
R11_LAM,gas,final,2050,year,164.1119612,0
R11_LAM,gas,final,2055,year,164.1950244,0
R11_LAM,gas,final,2060,year,194.3485861,0
R11_LAM,gas,final,2070,year,198.7893379,0
R11_LAM,gas,final,2080,year,231.1612825,0
R11_LAM,gas,final,2090,year,234.5675769,0
R11_LAM,gas,final,2100,year,240.1160715,0
R11_LAM,gas,final,2110,year,179.2803651,0
R11_LAM,lightoil,final,2020,year,97.77476889,0
R11_LAM,lightoil,final,2025,year,112.8454202,0
R11_LAM,lightoil,final,2030,year,120.7210488,0
R11_LAM,lightoil,final,2035,year,136.2708463,0
R11_LAM,lightoil,final,2040,year,147.6620481,0
R11_LAM,lightoil,final,2045,year,150.4255066,0
R11_LAM,lightoil,final,2050,year,179.2680019,0
R11_LAM,lightoil,final,2055,year,178.4311035,0
R11_LAM,lightoil,final,2060,year,233.4477258,0
R11_LAM,lightoil,final,2070,year,197.8741328,0
R11_LAM,lightoil,final,2080,year,221.8151335,0
R11_LAM,lightoil,final,2090,year,243.1528309,0
R11_LAM,lightoil,final,2100,year,239.6732401,0
R11_LAM,lightoil,final,2110,year,148.7768302,0
R11_LAM,biomass,final,2020,year,53.42405162,0
R11_LAM,biomass,final,2025,year,48.44375047,0
R11_LAM,biomass,final,2030,year,59.19549051,0
R11_LAM,biomass,final,2035,year,57.11392668,0
R11_LAM,biomass,final,2040,year,49.2554228,0
R11_LAM,biomass,final,2045,year,60.15959019,0
R11_LAM,biomass,final,2050,year,59.98382044,0
R11_LAM,biomass,final,2055,year,62.29027891,0
R11_LAM,biomass,final,2060,year,71.34079463,0
R11_LAM,biomass,final,2070,year,96.23311466,0
R11_LAM,biomass,final,2080,year,118.2961852,0
R11_LAM,biomass,final,2090,year,137.695274,0
R11_LAM,biomass,final,2100,year,131.0025058,0
R11_LAM,biomass,final,2110,year,140.880669,0
R11_LAM,d_heat,final,2020,year,175.6721863,0
R11_LAM,d_heat,final,2025,year,168.761575,0
R11_LAM,d_heat,final,2030,year,183.1212787,0
R11_LAM,d_heat,final,2035,year,180.273011,0
R11_LAM,d_heat,final,2040,year,162.8615584,0
R11_LAM,d_heat,final,2045,year,181.4942025,0
R11_LAM,d_heat,final,2050,year,179.6700026,0
R11_LAM,d_heat,final,2055,year,179.8766682,0
R11_LAM,d_heat,final,2060,year,229.7304196,0
R11_LAM,d_heat,final,2070,year,206.7442825,0
R11_LAM,d_heat,final,2080,year,215.615981,0
R11_LAM,d_heat,final,2090,year,209.7657498,0
R11_LAM,d_heat,final,2100,year,246.2310586,0
R11_LAM,d_heat,final,2110,year,142.0496836,0
R11_MEA,coal,final,2020,year,90.77586938,0
R11_MEA,coal,final,2025,year,92.8901996,0
R11_MEA,coal,final,2030,year,89.94599508,0
R11_MEA,coal,final,2035,year,92.11393421,0
R11_MEA,coal,final,2040,year,98.39628214,0
R11_MEA,coal,final,2045,year,86.00778318,0
R11_MEA,coal,final,2050,year,88.31769751,0
R11_MEA,coal,final,2055,year,96.92724359,0
R11_MEA,coal,final,2060,year,131.0344142,0
R11_MEA,coal,final,2070,year,126.0368638,0
R11_MEA,coal,final,2080,year,230.6162907,0
R11_MEA,coal,final,2090,year,242.5006672,0
R11_MEA,coal,final,2100,year,239.5390541,0
R11_MEA,coal,final,2110,year,124.4210282,0
R11_MEA,electr,final,2020,year,416.9102484,0
R11_MEA,electr,final,2025,year,471.0621471,0
R11_MEA,electr,final,2030,year,365.8358192,0
R11_MEA,electr,final,2035,year,470.4300772,0
R11_MEA,electr,final,2040,year,460.0032858,0
R11_MEA,electr,final,2045,year,449.6365963,0
R11_MEA,electr,final,2050,year,472.9058813,0
R11_MEA,electr,final,2055,year,463.3113155,0
R11_MEA,electr,final,2060,year,664.4472217,0
R11_MEA,electr,final,2070,year,492.0326071,0
R11_MEA,electr,final,2080,year,525.1505753,0
R11_MEA,electr,final,2090,year,551.9399146,0
R11_MEA,electr,final,2100,year,634.9091462,0
R11_MEA,electr,final,2110,year,507.7201173,0
R11_MEA,gas,final,2020,year,90.58753232,0
R11_MEA,gas,final,2025,year,95.08581187,0
R11_MEA,gas,final,2030,year,96.31777002,0
R11_MEA,gas,final,2035,year,120.7348689,0
R11_MEA,gas,final,2040,year,128.7310848,0
R11_MEA,gas,final,2045,year,128.8760889,0
R11_MEA,gas,final,2050,year,145.7444078,0
R11_MEA,gas,final,2055,year,145.5522905,0
R11_MEA,gas,final,2060,year,186.4650406,0
R11_MEA,gas,final,2070,year,186.9670075,0
R11_MEA,gas,final,2080,year,212.8845569,0
R11_MEA,gas,final,2090,year,240.517888,0
R11_MEA,gas,final,2100,year,303.1897904,0
R11_MEA,gas,final,2110,year,220.8044651,0
R11_MEA,lightoil,final,2020,year,103.0660162,0
R11_MEA,lightoil,final,2025,year,120.4187653,0
R11_MEA,lightoil,final,2030,year,122.9999181,0
R11_MEA,lightoil,final,2035,year,120.7237561,0
R11_MEA,lightoil,final,2040,year,144.4384139,0
R11_MEA,lightoil,final,2045,year,150.7837433,0
R11_MEA,lightoil,final,2050,year,178.9265324,0
R11_MEA,lightoil,final,2055,year,176.5586629,0
R11_MEA,lightoil,final,2060,year,243.6080133,0
R11_MEA,lightoil,final,2070,year,191.9212551,0
R11_MEA,lightoil,final,2080,year,219.4863081,0
R11_MEA,lightoil,final,2090,year,234.9096265,0
R11_MEA,lightoil,final,2100,year,269.5146624,0
R11_MEA,lightoil,final,2110,year,156.6795129,0
R11_MEA,biomass,final,2020,year,27.78678372,0
R11_MEA,biomass,final,2025,year,30.47266327,0
R11_MEA,biomass,final,2030,year,43.80881924,0
R11_MEA,biomass,final,2035,year,61.76686697,0
R11_MEA,biomass,final,2040,year,63.85624848,0
R11_MEA,biomass,final,2045,year,50.06804844,0
R11_MEA,biomass,final,2050,year,72.82429449,0
R11_MEA,biomass,final,2055,year,61.59984468,0
R11_MEA,biomass,final,2060,year,87.28931471,0
R11_MEA,biomass,final,2070,year,106.0923315,0
R11_MEA,biomass,final,2080,year,140.7816278,0
R11_MEA,biomass,final,2090,year,147.1709187,0
R11_MEA,biomass,final,2100,year,203.5457675,0
R11_MEA,biomass,final,2110,year,145.584452,0
R11_MEA,d_heat,final,2020,year,133.2169593,0
R11_MEA,d_heat,final,2025,year,146.8961965,0
R11_MEA,d_heat,final,2030,year,141.0888039,0
R11_MEA,d_heat,final,2035,year,172.9409276,0
R11_MEA,d_heat,final,2040,year,176.0325601,0
R11_MEA,d_heat,final,2045,year,175.9160313,0
R11_MEA,d_heat,final,2050,year,193.2419556,0
R11_MEA,d_heat,final,2055,year,190.0379784,0
R11_MEA,d_heat,final,2060,year,241.6431415,0
R11_MEA,d_heat,final,2070,year,212.4625085,0
R11_MEA,d_heat,final,2080,year,236.5383965,0
R11_MEA,d_heat,final,2090,year,202.0590273,0
R11_MEA,d_heat,final,2100,year,262.4989233,0
R11_MEA,d_heat,final,2110,year,191.8288387,0
R11_NAM,coal,final,2020,year,94.64521562,0
R11_NAM,coal,final,2025,year,88.18900468,0
R11_NAM,coal,final,2030,year,97.42365122,0
R11_NAM,coal,final,2035,year,86.63290932,0
R11_NAM,coal,final,2040,year,83.74656008,0
R11_NAM,coal,final,2045,year,92.82170696,0
R11_NAM,coal,final,2050,year,84.82262496,0
R11_NAM,coal,final,2055,year,99.21879163,0
R11_NAM,coal,final,2060,year,94.7170365,0
R11_NAM,coal,final,2070,year,100.5387727,0
R11_NAM,coal,final,2080,year,109.0723901,0
R11_NAM,coal,final,2090,year,106.768639,0
R11_NAM,coal,final,2100,year,103.5236559,0
R11_NAM,coal,final,2110,year,53.33542338,0
R11_NAM,electr,final,2020,year,512.179195,0
R11_NAM,electr,final,2025,year,410.2299851,0
R11_NAM,electr,final,2030,year,633.1143192,0
R11_NAM,electr,final,2035,year,604.9782335,0
R11_NAM,electr,final,2040,year,586.3972886,0
R11_NAM,electr,final,2045,year,586.6595168,0
R11_NAM,electr,final,2050,year,613.4059442,0
R11_NAM,electr,final,2055,year,605.2276956,0
R11_NAM,electr,final,2060,year,807.7785468,0
R11_NAM,electr,final,2070,year,589.9447634,0
R11_NAM,electr,final,2080,year,588.2878068,0
R11_NAM,electr,final,2090,year,598.2823405,0
R11_NAM,electr,final,2100,year,675.7005202,0
R11_NAM,electr,final,2110,year,276.543868,0
R11_NAM,gas,final,2020,year,157.5090645,0
R11_NAM,gas,final,2025,year,141.5463582,0
R11_NAM,gas,final,2030,year,185.7688294,0
R11_NAM,gas,final,2035,year,200.0525907,0
R11_NAM,gas,final,2040,year,174.7601271,0
R11_NAM,gas,final,2045,year,176.6273017,0
R11_NAM,gas,final,2050,year,187.2115434,0
R11_NAM,gas,final,2055,year,230.2954911,0
R11_NAM,gas,final,2060,year,236.11321,0
R11_NAM,gas,final,2070,year,209.223727,0
R11_NAM,gas,final,2080,year,216.1596092,0
