region_bld,inc_cl,urt,year,value
C-WEU-AUT,q2,rur,2065,50829.99969
C-WEU-AUT,q3,rur,2065,80557.87965
C-WEU-AUT,q1,urb,2065,57842.78493
C-WEU-AUT,q2,urb,2065,90179.5103
C-WEU-AUT,q3,urb,2065,145718.2926
C-WEU-AUT,q1,rur,2070,35023.12169
C-WEU-AUT,q2,rur,2070,53369.52557
C-WEU-AUT,q3,rur,2070,83387.95917
C-WEU-AUT,q1,urb,2070,61427.90892
C-WEU-AUT,q2,urb,2070,94664.178
C-WEU-AUT,q3,urb,2070,151935.6285
C-WEU-AUT,q1,rur,2075,37653.13676
C-WEU-AUT,q2,rur,2075,56334.49656
C-WEU-AUT,q3,rur,2075,87361.03703
C-WEU-AUT,q1,urb,2075,66384.58531
C-WEU-AUT,q2,urb,2075,101161.6965
C-WEU-AUT,q3,urb,2075,159225.1201
C-WEU-AUT,q1,rur,2080,39964.4952
C-WEU-AUT,q2,rur,2080,59402.29022
C-WEU-AUT,q3,rur,2080,90601.52745
C-WEU-AUT,q1,urb,2080,70549.99394
C-WEU-AUT,q2,urb,2080,106960.3717
C-WEU-AUT,q3,urb,2080,166246.8109
C-WEU-AUT,q1,rur,2085,42944.47003
C-WEU-AUT,q2,rur,2085,62867.35066
C-WEU-AUT,q3,rur,2085,94753.38673
C-WEU-AUT,q1,urb,2085,76177.48894
C-WEU-AUT,q2,urb,2085,113066.6733
C-WEU-AUT,q3,urb,2085,172803.827
C-WEU-AUT,q1,rur,2090,45793.86637
C-WEU-AUT,q2,rur,2090,66306.5758
C-WEU-AUT,q3,rur,2090,98307.51862
C-WEU-AUT,q1,urb,2090,81119.95395
C-WEU-AUT,q2,urb,2090,119256.0775
C-WEU-AUT,q3,urb,2090,179619.539
C-WEU-AUT,q1,rur,2095,49196.43785
C-WEU-AUT,q2,rur,2095,70268.00205
C-WEU-AUT,q3,rur,2095,102998.9553
C-WEU-AUT,q1,urb,2095,86924.33105
C-WEU-AUT,q2,urb,2095,126452.1689
C-WEU-AUT,q3,urb,2095,189039.4566
C-WEU-AUT,q1,rur,2100,52348.99093
C-WEU-AUT,q2,rur,2100,73837.28062
C-WEU-AUT,q3,rur,2100,106616.3117
C-WEU-AUT,q1,urb,2100,93935.23941
C-WEU-AUT,q2,urb,2100,134362.2074
C-WEU-AUT,q3,urb,2100,196829.1037
C-WEU-BEL,q1,rur,2015,15421.1141
C-WEU-BEL,q2,rur,2015,24698.85604
C-WEU-BEL,q3,rur,2015,41687.39812
C-WEU-BEL,q1,urb,2015,25693.69872
C-WEU-BEL,q2,urb,2015,42707.88323
C-WEU-BEL,q3,urb,2015,74117.46399
C-WEU-BEL,q1,rur,2020,16207.43444
C-WEU-BEL,q2,rur,2020,26248.68898
C-WEU-BEL,q3,rur,2020,44239.76526
C-WEU-BEL,q1,urb,2020,27590.04131
C-WEU-BEL,q2,urb,2020,45189.24763
C-WEU-BEL,q3,urb,2020,77759.05546
C-WEU-BEL,q1,rur,2025,17575.39076
C-WEU-BEL,q2,rur,2025,28248.41368
C-WEU-BEL,q3,rur,2025,47397.50306
C-WEU-BEL,q1,urb,2025,29583.57486
C-WEU-BEL,q2,urb,2025,48663.98954
C-WEU-BEL,q3,urb,2025,83420.47015
C-WEU-BEL,q1,rur,2030,18908.81419
C-WEU-BEL,q2,rur,2030,30451.7024
C-WEU-BEL,q3,rur,2030,51039.07082
C-WEU-BEL,q1,urb,2030,31854.31962
C-WEU-BEL,q2,urb,2030,52281.34077
C-WEU-BEL,q3,urb,2030,90119.69099
C-WEU-BEL,q1,rur,2035,20598.97084
C-WEU-BEL,q2,rur,2035,32970.49526
C-WEU-BEL,q3,rur,2035,54822.03302
C-WEU-BEL,q1,urb,2035,35036.73163
C-WEU-BEL,q2,urb,2035,56963.4127
C-WEU-BEL,q3,urb,2035,96891.36489
C-WEU-BEL,q1,rur,2040,22414.96202
C-WEU-BEL,q2,rur,2040,35456.65571
C-WEU-BEL,q3,rur,2040,59015.93533
C-WEU-BEL,q1,urb,2040,38155.02283
C-WEU-BEL,q2,urb,2040,61467.63823
C-WEU-BEL,q3,urb,2040,104233.3382
C-WEU-BEL,q1,rur,2045,24272.9318
C-WEU-BEL,q2,rur,2045,38132.40774
C-WEU-BEL,q3,rur,2045,62444.09088
C-WEU-BEL,q1,urb,2045,41547.11667
C-WEU-BEL,q2,urb,2045,66422.38642
C-WEU-BEL,q3,urb,2045,111243.3051
C-WEU-BEL,q1,rur,2050,25957.77419
C-WEU-BEL,q2,rur,2050,39991.72051
C-WEU-BEL,q3,rur,2050,64728.71021
C-WEU-BEL,q1,urb,2050,44690.60223
C-WEU-BEL,q2,urb,2050,70366.20243
C-WEU-BEL,q3,urb,2050,116533.2608
C-WEU-BEL,q1,rur,2055,27727.18676
C-WEU-BEL,q2,rur,2055,42864.08455
C-WEU-BEL,q3,rur,2055,68531.65799
C-WEU-BEL,q1,urb,2055,48119.6479
C-WEU-BEL,q2,urb,2055,74965.20863
C-WEU-BEL,q3,urb,2055,121958.928
C-WEU-BEL,q1,rur,2060,29793.73934
C-WEU-BEL,q2,rur,2060,45075.65646
C-WEU-BEL,q3,rur,2060,71698.62551
C-WEU-BEL,q1,urb,2060,51244.83162
C-WEU-BEL,q2,urb,2060,79475.15125
C-WEU-BEL,q3,urb,2060,129092.8244
C-WEU-BEL,q1,rur,2065,31677.50545
C-WEU-BEL,q2,rur,2065,47720.35894
C-WEU-BEL,q3,rur,2065,75294.46698
C-WEU-BEL,q1,urb,2065,55317.72826
C-WEU-BEL,q2,urb,2065,85150.48999
C-WEU-BEL,q3,urb,2065,136766.2471
C-WEU-BEL,q1,rur,2070,33936.66685
C-WEU-BEL,q2,rur,2070,50361.31856
C-WEU-BEL,q3,rur,2070,77705.63502
C-WEU-BEL,q1,urb,2070,58941.67945
C-WEU-BEL,q2,urb,2070,90304.48071
C-WEU-BEL,q3,urb,2070,142896.8411
C-WEU-BEL,q1,rur,2075,36206.5563
C-WEU-BEL,q2,rur,2075,53593.74023
C-WEU-BEL,q3,rur,2075,81175.17389
C-WEU-BEL,q1,urb,2075,62804.46985
C-WEU-BEL,q2,urb,2075,94794.67562
C-WEU-BEL,q3,urb,2075,149429.0843
C-WEU-BEL,q1,rur,2080,38451.47436
C-WEU-BEL,q2,rur,2080,56306.37382
C-WEU-BEL,q3,rur,2080,84481.93259
C-WEU-BEL,q1,urb,2080,67174.89028
C-WEU-BEL,q2,urb,2080,99765.792
C-WEU-BEL,q3,urb,2080,154169.1293
C-WEU-BEL,q1,rur,2085,40717.23397
C-WEU-BEL,q2,rur,2085,59200.03087
C-WEU-BEL,q3,rur,2085,87957.01611
C-WEU-BEL,q1,urb,2085,71956.06477
C-WEU-BEL,q2,urb,2085,105954.9445
C-WEU-BEL,q3,urb,2085,161274.8922
C-WEU-BEL,q1,rur,2090,43263.94885
C-WEU-BEL,q2,rur,2090,62152.15512
C-WEU-BEL,q3,rur,2090,91917.54013
C-WEU-BEL,q1,urb,2090,76351.14661
C-WEU-BEL,q2,urb,2090,111762.9143
C-WEU-BEL,q3,urb,2090,167847.4434
C-WEU-BEL,q1,rur,2095,46258.76907
C-WEU-BEL,q2,rur,2095,65678.48012
C-WEU-BEL,q3,rur,2095,95542.07186
C-WEU-BEL,q1,urb,2095,81700.58662
C-WEU-BEL,q2,urb,2095,118234.9404
C-WEU-BEL,q3,urb,2095,174070.264
C-WEU-BEL,q1,rur,2100,49514.74422
C-WEU-BEL,q2,rur,2100,69647.74373
C-WEU-BEL,q3,rur,2100,99856.77057
C-WEU-BEL,q1,urb,2100,87601.1215
C-WEU-BEL,q2,urb,2100,125154.8641
C-WEU-BEL,q3,urb,2100,183262.7533
C-EEU-BGR,q1,rur,2015,5156.69739
C-EEU-BGR,q2,rur,2015,9661.236785
C-EEU-BGR,q3,rur,2015,19937.40919
C-EEU-BGR,q1,urb,2015,8243.669436
C-EEU-BGR,q2,urb,2015,16064.14437
C-EEU-BGR,q3,urb,2015,34836.12146
C-EEU-BGR,q1,rur,2020,6376.317697
C-EEU-BGR,q2,rur,2020,12517.20172
C-EEU-BGR,q3,rur,2020,26369.65256
C-EEU-BGR,q1,urb,2020,10307.1499
C-EEU-BGR,q2,urb,2020,20529.56879
C-EEU-BGR,q3,urb,2020,44873.67328
C-EEU-BGR,q1,rur,2025,7769.788028
C-EEU-BGR,q2,rur,2025,15458.72762
C-EEU-BGR,q3,rur,2025,34307.93142
C-EEU-BGR,q1,urb,2025,12719.61307
C-EEU-BGR,q2,urb,2025,25825.54172
C-EEU-BGR,q3,urb,2025,60460.14909
C-EEU-BGR,q1,rur,2030,9494.187281
C-EEU-BGR,q2,rur,2030,19508.4266
C-EEU-BGR,q3,rur,2030,44423.21001
C-EEU-BGR,q1,urb,2030,15372.52101
C-EEU-BGR,q2,urb,2030,32442.05304
C-EEU-BGR,q3,urb,2030,77510.68337
C-EEU-BGR,q1,rur,2035,11276.32492
C-EEU-BGR,q2,rur,2035,23550.3034
C-EEU-BGR,q3,rur,2035,54494.14797
C-EEU-BGR,q1,urb,2035,18562.28574
C-EEU-BGR,q2,urb,2035,40180.5113
C-EEU-BGR,q3,urb,2035,96882.2206
C-EEU-BGR,q1,rur,2040,13171.42482
C-EEU-BGR,q2,rur,2040,26920.31563
C-EEU-BGR,q3,rur,2040,63550.26525
C-EEU-BGR,q1,urb,2040,21831.61165
C-EEU-BGR,q2,urb,2040,46198.51716
C-EEU-BGR,q3,urb,2040,112489.7715
C-EEU-BGR,q1,rur,2045,14481.79097
C-EEU-BGR,q2,rur,2045,30450.81529
C-EEU-BGR,q3,rur,2045,71559.51443
C-EEU-BGR,q1,urb,2045,24587.56524
C-EEU-BGR,q2,urb,2045,52514.6077
C-EEU-BGR,q3,urb,2045,128899.5153
C-EEU-BGR,q1,rur,2050,15969.98038
C-EEU-BGR,q2,rur,2050,33243.1278
C-EEU-BGR,q3,rur,2050,78540.8234
C-EEU-BGR,q1,urb,2050,27016.50408
C-EEU-BGR,q2,urb,2050,58055.15107
C-EEU-BGR,q3,urb,2050,142486.4034
C-EEU-BGR,q1,rur,2055,17631.43963
C-EEU-BGR,q2,rur,2055,36531.10716
C-EEU-BGR,q3,rur,2055,84369.21896
C-EEU-BGR,q1,urb,2055,29177.94519
C-EEU-BGR,q2,urb,2055,63400.12449
C-EEU-BGR,q3,urb,2055,155875.3458
C-EEU-BGR,q1,rur,2060,18655.462
C-EEU-BGR,q2,rur,2060,39278.54948
C-EEU-BGR,q3,rur,2060,90740.44521
C-EEU-BGR,q1,urb,2060,31262.54411
C-EEU-BGR,q2,urb,2060,68930.62479
C-EEU-BGR,q3,urb,2060,170548.5771
C-EEU-BGR,q1,rur,2065,20625.64884
C-EEU-BGR,q2,rur,2065,43127.90389
C-EEU-BGR,q3,rur,2065,102518.3834
C-EEU-BGR,q1,urb,2065,34073.2157
C-EEU-BGR,q2,urb,2065,74595.37455
C-EEU-BGR,q3,urb,2065,184738.3128
C-EEU-BGR,q1,rur,2070,21572.39016
C-EEU-BGR,q2,rur,2070,45209.83404
C-EEU-BGR,q3,rur,2070,107274.24
C-EEU-BGR,q1,urb,2070,36031.97417
C-EEU-BGR,q2,urb,2070,79838.94404
C-EEU-BGR,q3,urb,2070,199505.8337
C-EEU-BGR,q1,rur,2075,22016.38388
C-EEU-BGR,q2,rur,2075,46596.69318
C-EEU-BGR,q3,rur,2075,111851.7128
C-EEU-BGR,q1,urb,2075,38901.22214
C-EEU-BGR,q2,urb,2075,84437.5716
C-EEU-BGR,q3,urb,2075,210659.3364
C-EEU-BGR,q1,rur,2080,23702.20029
C-EEU-BGR,q2,rur,2080,49368.01187
C-EEU-BGR,q3,rur,2080,118966.4396
C-EEU-BGR,q1,urb,2080,39951.06304
C-EEU-BGR,q2,urb,2080,89246.19836
C-EEU-BGR,q3,urb,2080,223713.4662
C-EEU-BGR,q1,rur,2085,24641.07542
C-EEU-BGR,q2,rur,2085,52436.55601
C-EEU-BGR,q3,rur,2085,127415.8787
C-EEU-BGR,q1,urb,2085,42232.06386
C-EEU-BGR,q2,urb,2085,91813.08491
C-EEU-BGR,q3,urb,2085,232143.7922
C-EEU-BGR,q1,rur,2090,25962.39215
C-EEU-BGR,q2,rur,2090,56004.00579
C-EEU-BGR,q3,rur,2090,133989.2837
C-EEU-BGR,q1,urb,2090,44360.02793
C-EEU-BGR,q2,urb,2090,98750.8321
C-EEU-BGR,q3,urb,2090,247487.7502
C-EEU-BGR,q1,rur,2095,27438.26651
C-EEU-BGR,q2,rur,2095,58845.679
C-EEU-BGR,q3,rur,2095,141336.1421
C-EEU-BGR,q1,urb,2095,45849.73989
C-EEU-BGR,q2,urb,2095,102619.3595
C-EEU-BGR,q3,urb,2095,260689.914
C-EEU-BGR,q1,rur,2100,27799.03844
C-EEU-BGR,q2,rur,2100,59190.95125
C-EEU-BGR,q3,rur,2100,146141.9794
C-EEU-BGR,q1,urb,2100,48709.46517
C-EEU-BGR,q2,urb,2100,108193.1446
C-EEU-BGR,q3,urb,2100,273624.4929
C-WEU-CHE,q1,rur,2015,16833.73333
C-WEU-CHE,q2,rur,2015,29143.03873
C-WEU-CHE,q3,rur,2015,53012.02976
C-WEU-CHE,q1,urb,2015,28002.53989
C-WEU-CHE,q2,urb,2015,49706.47425
C-WEU-CHE,q3,urb,2015,94218.71805
C-WEU-CHE,q1,rur,2020,17977.45801
C-WEU-CHE,q2,rur,2020,30850.61697
C-WEU-CHE,q3,rur,2020,57180.58127
C-WEU-CHE,q1,urb,2020,30607.60347
C-WEU-CHE,q2,urb,2020,54288.90555
C-WEU-CHE,q3,urb,2020,100741.4797
C-WEU-CHE,q1,rur,2025,19357.95962
C-WEU-CHE,q2,rur,2025,33261.2521
C-WEU-CHE,q3,rur,2025,60573.7153
C-WEU-CHE,q1,urb,2025,32818.42542
C-WEU-CHE,q2,urb,2025,58504.22289
C-WEU-CHE,q3,urb,2025,110747.2791
C-WEU-CHE,q1,rur,2030,20570.48101
C-WEU-CHE,q2,rur,2030,35460.19257
C-WEU-CHE,q3,rur,2030,65146.58363
C-WEU-CHE,q1,urb,2030,34809.25853
C-WEU-CHE,q2,urb,2030,62625.06693
C-WEU-CHE,q3,urb,2030,118853.0865
C-WEU-CHE,q1,rur,2035,22081.90816
C-WEU-CHE,q2,rur,2035,37833.28876
C-WEU-CHE,q3,rur,2035,70023.98043
C-WEU-CHE,q1,urb,2035,37322.89663
C-WEU-CHE,q2,urb,2035,66794.66526
C-WEU-CHE,q3,urb,2035,127429.0936
C-WEU-CHE,q1,rur,2040,23832.90069
C-WEU-CHE,q2,rur,2040,41408.88905
C-WEU-CHE,q3,rur,2040,75791.81479
C-WEU-CHE,q1,urb,2040,40424.90188
C-WEU-CHE,q2,urb,2040,71750.36256
C-WEU-CHE,q3,urb,2040,137841.0001
C-WEU-CHE,q1,rur,2045,25467.22492
C-WEU-CHE,q2,rur,2045,43577.45269
C-WEU-CHE,q3,rur,2045,80410.53674
C-WEU-CHE,q1,urb,2045,43732.30943
C-WEU-CHE,q2,urb,2045,76879.70841
C-WEU-CHE,q3,urb,2045,146254.7171
C-WEU-CHE,q1,rur,2050,27460.06223
C-WEU-CHE,q2,rur,2050,47147.14855
C-WEU-CHE,q3,rur,2050,86104.79558
C-WEU-CHE,q1,urb,2050,47217.71183
C-WEU-CHE,q2,urb,2050,83246.67758
C-WEU-CHE,q3,urb,2050,154668.8527
C-WEU-CHE,q1,rur,2055,28907.46601
C-WEU-CHE,q2,rur,2055,49612.15117
C-WEU-CHE,q3,rur,2055,89327.63492
C-WEU-CHE,q1,urb,2055,51175.83868
C-WEU-CHE,q2,urb,2055,90060.52338
C-WEU-CHE,q3,urb,2055,164809.1107
C-WEU-CHE,q1,rur,2060,31171.24132
C-WEU-CHE,q2,rur,2060,52895.05223
C-WEU-CHE,q3,rur,2060,95613.3877
C-WEU-CHE,q1,urb,2060,53949.69944
C-WEU-CHE,q2,urb,2060,94252.28953
C-WEU-CHE,q3,urb,2060,173522.5458
C-WEU-CHE,q1,rur,2065,32964.63887
C-WEU-CHE,q2,rur,2065,56080.31093
C-WEU-CHE,q3,rur,2065,100674.8298
C-WEU-CHE,q1,urb,2065,57797.41394
C-WEU-CHE,q2,urb,2065,100645.2465
C-WEU-CHE,q3,urb,2065,186141.09
C-WEU-CHE,q1,rur,2070,35643.74154
C-WEU-CHE,q2,rur,2070,60170.41291
C-WEU-CHE,q3,rur,2070,106811.8168
C-WEU-CHE,q1,urb,2070,62316.95791
C-WEU-CHE,q2,urb,2070,107143.3291
C-WEU-CHE,q3,urb,2070,197028.714
C-WEU-CHE,q1,rur,2075,38344.50112
C-WEU-CHE,q2,rur,2075,64378.22504
C-WEU-CHE,q3,rur,2075,113986.1351
C-WEU-CHE,q1,urb,2075,66408.57111
C-WEU-CHE,q2,urb,2075,114364.5325
C-WEU-CHE,q3,urb,2075,208976.327
C-WEU-CHE,q1,rur,2080,40752.07363
C-WEU-CHE,q2,rur,2080,67760.19754
C-WEU-CHE,q3,rur,2080,118640.3459
C-WEU-CHE,q1,urb,2080,71868.98977
C-WEU-CHE,q2,urb,2080,122143.5282
C-WEU-CHE,q3,urb,2080,220842.5301
C-WEU-CHE,q1,rur,2085,43114.36678
C-WEU-CHE,q2,rur,2085,71803.49112
C-WEU-CHE,q3,rur,2085,127427.72
C-WEU-CHE,q1,urb,2085,75775.40186
C-WEU-CHE,q2,urb,2085,128614.7195
C-WEU-CHE,q3,urb,2085,230164.4142
C-WEU-CHE,q1,rur,2090,45589.67836
C-WEU-CHE,q2,rur,2090,75567.0136
C-WEU-CHE,q3,rur,2090,130717.2241
C-WEU-CHE,q1,urb,2090,80495.33338
C-WEU-CHE,q2,urb,2090,137027.7501
C-WEU-CHE,q3,urb,2090,246521.2195
C-WEU-CHE,q1,rur,2095,48553.88974
C-WEU-CHE,q2,rur,2095,80529.60739
C-WEU-CHE,q3,rur,2095,140368.618
C-WEU-CHE,q1,urb,2095,85810.00324
C-WEU-CHE,q2,urb,2095,145333.4581
C-WEU-CHE,q3,urb,2095,258750.3408
C-WEU-CHE,q1,rur,2100,52340.43539
C-WEU-CHE,q2,rur,2100,85133.95077
C-WEU-CHE,q3,rur,2100,145135.4014
C-WEU-CHE,q1,urb,2100,92912.24076
C-WEU-CHE,q2,urb,2100,157480.0054
C-WEU-CHE,q3,urb,2100,277574.0551
C-WEU-CYP,q1,rur,2015,7420.321154
C-WEU-CYP,q2,rur,2015,12890.51597
C-WEU-CYP,q3,rur,2015,24044.18726
C-WEU-CYP,q1,urb,2015,11855.56508
C-WEU-CYP,q2,urb,2015,21539.12078
C-WEU-CYP,q3,urb,2015,42116.00452
C-WEU-CYP,q1,rur,2020,7747.302814
C-WEU-CYP,q2,rur,2020,13414.1527
C-WEU-CYP,q3,rur,2020,25097.37236
C-WEU-CYP,q1,urb,2020,12503.83203
C-WEU-CYP,q2,urb,2020,22435.40305
C-WEU-CYP,q3,urb,2020,43046.35595
C-WEU-CYP,q1,rur,2025,8059.483135
C-WEU-CYP,q2,rur,2025,14076.26343
C-WEU-CYP,q3,rur,2025,26208.22085
C-WEU-CYP,q1,urb,2025,12988.19853
C-WEU-CYP,q2,urb,2025,23426.13429
C-WEU-CYP,q3,urb,2025,45361.19513
C-WEU-CYP,q1,rur,2030,8792.286825
C-WEU-CYP,q2,rur,2030,15340.85953
C-WEU-CYP,q3,rur,2030,28595.62548
C-WEU-CYP,q1,urb,2030,14394.00217
C-WEU-CYP,q2,urb,2030,25980.16545
C-WEU-CYP,q3,urb,2030,49607.53405
C-WEU-CYP,q1,rur,2035,9651.992069
C-WEU-CYP,q2,rur,2035,16954.55992
C-WEU-CYP,q3,rur,2035,31717.18353
C-WEU-CYP,q1,urb,2035,15885.25435
C-WEU-CYP,q2,urb,2035,28552.85235
C-WEU-CYP,q3,urb,2035,55337.7319
C-WEU-CYP,q1,rur,2040,10613.51998
C-WEU-CYP,q2,rur,2040,18553.40027
C-WEU-CYP,q3,rur,2040,35153.16364
C-WEU-CYP,q1,urb,2040,17438.23162
C-WEU-CYP,q2,urb,2040,31411.2276
C-WEU-CYP,q3,urb,2040,60432.47035
C-WEU-CYP,q1,rur,2045,11751.73998
C-WEU-CYP,q2,rur,2045,20551.15313
C-WEU-CYP,q3,rur,2045,38172.84605
C-WEU-CYP,q1,urb,2045,19163.60493
C-WEU-CYP,q2,urb,2045,34319.84502
C-WEU-CYP,q3,urb,2045,66096.6156
C-WEU-CYP,q1,rur,2050,12682.13376
C-WEU-CYP,q2,rur,2050,22093.03765
C-WEU-CYP,q3,rur,2050,40975.63579
C-WEU-CYP,q1,urb,2050,21235.30419
C-WEU-CYP,q2,urb,2050,37795.61113
C-WEU-CYP,q3,urb,2050,71418.05249
C-WEU-CYP,q1,rur,2055,13846.32253
C-WEU-CYP,q2,rur,2055,23960.43992
C-WEU-CYP,q3,rur,2055,44267.63244
C-WEU-CYP,q1,urb,2055,22625.93251
C-WEU-CYP,q2,urb,2055,40573.01014
C-WEU-CYP,q3,urb,2055,77619.2046
C-WEU-CYP,q1,rur,2060,14956.11515
C-WEU-CYP,q2,rur,2060,25848.7022
C-WEU-CYP,q3,rur,2060,47373.42924
C-WEU-CYP,q1,urb,2060,25037.04497
C-WEU-CYP,q2,urb,2060,44070.73004
C-WEU-CYP,q3,urb,2060,82708.94953
C-WEU-CYP,q1,rur,2065,16237.29579
C-WEU-CYP,q2,rur,2065,27910.4036
C-WEU-CYP,q3,rur,2065,50759.87072
C-WEU-CYP,q1,urb,2065,27358.82089
C-WEU-CYP,q2,urb,2065,48109.49695
C-WEU-CYP,q3,urb,2065,90775.98803
C-WEU-CYP,q1,rur,2070,17807.21332
C-WEU-CYP,q2,rur,2070,30317.19833
C-WEU-CYP,q3,rur,2070,54913.46177
C-WEU-CYP,q1,urb,2070,29557.2027
C-WEU-CYP,q2,urb,2070,51621.87039
C-WEU-CYP,q3,urb,2070,97323.11663
C-WEU-CYP,q1,rur,2075,19160.10371
C-WEU-CYP,q2,rur,2075,32596.82386
C-WEU-CYP,q3,rur,2075,59082.55112
C-WEU-CYP,q1,urb,2075,32255.6191
C-WEU-CYP,q2,urb,2075,56403.59306
C-WEU-CYP,q3,urb,2075,104346.802
C-WEU-CYP,q1,rur,2080,20686.73561
C-WEU-CYP,q2,rur,2080,34729.0093
C-WEU-CYP,q3,rur,2080,61702.53937
C-WEU-CYP,q1,urb,2080,35001.27818
C-WEU-CYP,q2,urb,2080,60584.38289
C-WEU-CYP,q3,urb,2080,110746.3983
C-WEU-CYP,q1,rur,2085,22222.36142
C-WEU-CYP,q2,rur,2085,37472.22643
C-WEU-CYP,q3,rur,2085,66591.50091
C-WEU-CYP,q1,urb,2085,37653.56955
C-WEU-CYP,q2,urb,2085,65334.01296
C-WEU-CYP,q3,urb,2085,120158.4926
C-WEU-CYP,q1,rur,2090,23867.05854
C-WEU-CYP,q2,rur,2090,40155.02269
C-WEU-CYP,q3,rur,2090,70864.30471
C-WEU-CYP,q1,urb,2090,40989.09276
C-WEU-CYP,q2,urb,2090,70087.05662
C-WEU-CYP,q3,urb,2090,127528.8702
C-WEU-CYP,q1,rur,2095,26000.3683
C-WEU-CYP,q2,rur,2095,43294.8193
C-WEU-CYP,q3,rur,2095,75941.31835
C-WEU-CYP,q1,urb,2095,44707.4349
C-WEU-CYP,q2,urb,2095,76314.12254
C-WEU-CYP,q3,urb,2095,137916.2934
C-WEU-CYP,q1,rur,2100,28156.33668
C-WEU-CYP,q2,rur,2100,46443.05175
C-WEU-CYP,q3,rur,2100,80577.01181
C-WEU-CYP,q1,urb,2100,47904.20484
C-WEU-CYP,q2,urb,2100,82571.84505
C-WEU-CYP,q3,urb,2100,148278.7049
C-EEU-CZE,q1,rur,2015,11942.49962
C-EEU-CZE,q2,rur,2015,19156.94157
C-EEU-CZE,q3,rur,2015,31597.95375
C-EEU-CZE,q1,urb,2015,19666.30764
C-EEU-CZE,q2,urb,2015,32273.34221
C-EEU-CZE,q3,urb,2015,55125.13249
C-EEU-CZE,q1,rur,2020,13745.27473
C-EEU-CZE,q2,rur,2020,22236.08107
C-EEU-CZE,q3,rur,2020,37123.3026
C-EEU-CZE,q1,urb,2020,22859.50157
C-EEU-CZE,q2,urb,2020,37442.16965
C-EEU-CZE,q3,urb,2020,65164.21224
C-EEU-CZE,q1,rur,2025,15490.73323
C-EEU-CZE,q2,rur,2025,25378.3522
C-EEU-CZE,q3,rur,2025,43123.16976
C-EEU-CZE,q1,urb,2025,25944.91304
C-EEU-CZE,q2,urb,2025,43143.23919
C-EEU-CZE,q3,urb,2025,75436.47507
C-EEU-CZE,q1,rur,2030,17942.21387
