"","region_bld","fuel_heat_f","ms_ini","target","ms","n_switch_aggr","constant"
"63","C-WEU-IRL","electricity",0.0679324031302427,0.048688671,0.0486913129122853,4190.15010784134,-1.67538181435072
"64","C-WEU-IRL","gas",0.252881588808074,0.129905337,0.129906873699779,11179.1871749904,-2.1609834462637
"65","C-WEU-IRL","oil",0.157898288637192,0.665972113,0.665968828223552,57310.209778628,0
"66","C-WEU-ITA","heat_pump",0.16839494201192,0.004131941,0.00413194080992918,5028.55844423808,-5.12762202525415
"67","C-WEU-ITA","biomass_solid",0.290696402188265,0.0845857,0.0845856959582465,102940.515181263,-2.70575319364263
"68","C-WEU-ITA","district_heat",0.31762798158391,0.000784,0.000784045543598449,954.180860832996,-7.43761990623086
"69","C-WEU-ITA","gas",0.223280674215905,0.910498847,0.910498317688226,1108073.47309367,0
"70","C-EEU-LTU","biomass_solid",0.23207349704264,0.324268968,0.324268966374095,11521.2382303781,-0.174611395374011
"71","C-EEU-LTU","district_heat",0.310964896960806,0.506049649,0.506049646270289,17979.8844035923,0
"72","C-EEU-LTU","electricity",0.0658262073841512,0.039216734,0.0392167338294226,1393.36593975773,-0.959244224431788
"73","C-EEU-LTU","gas",0.391135398612403,0.130464649,0.130464653526193,4635.39379277182,-1.6243978567453
"74","C-WEU-LUX","heat_pump",0.162920391117314,0.079595376,0.079595371737106,913.279367895439,-1.69273501709569
"75","C-WEU-LUX","coal",0.418766368584775,0.038315442,0.038315441554097,439.632374087491,-3.43869631815892
"76","C-WEU-LUX","electricity",0.0707166727052789,0.00426507,0.00426512482011523,48.9381532455874,-3.67656375532809
"77","C-WEU-LUX","gas",0.208851487372841,0.555123865,0.55512383458335,6369.50533287889,0
"78","C-WEU-LUX","oil",0.138745080219791,0.322700248,0.322700227305332,3702.6708108926,-0.0881221393751742
"79","C-EEU-LVA","coal",0.457197177837309,0.003610753,0.00361132644925397,86.1059076873802,-6.14521003374441
"80","C-EEU-LVA","district_heat",0.240540600268733,0.833676991,0.833676503965048,19877.5915443428,0
"81","C-EEU-LVA","electricity",0.0513481917484347,0.005037323,0.00503732108172218,120.106312777142,-3.46526906852642
"82","C-EEU-LVA","gas",0.17108041552226,0.119607546,0.119607478010528,2851.83591265267,-1.59216005266298
"83","C-EEU-LVA","oil",0.0798336146232632,0.038067387,0.0380673704934473,907.651395039963,-1.90833913076131
"84","C-WEU-NLD","heat_pump",0.188312628440381,0.020995867,0.0209958668709582,7560.30405432163,-3.75757827885523
"85","C-WEU-NLD","biomass_solid",0.27752639569598,0.039490538,0.0394905377726951,14219.9640846086,-3.5265672972449
"86","C-WEU-NLD","district_heat",0.272170924901816,0.049991657,0.0499916576660338,18001.2635085605,-3.24273538152708
"87","C-WEU-NLD","electricity",0.0726134287427982,0.014411677,0.0144116829250655,5189.43587886247,-3.07401492130621
"88","C-WEU-NLD","gas",0.189376622219024,0.875110262,0.875110254765247,315114.381689647,0
"89","C-EEU-POL","heat_pump",0.104447672034124,0.005522759,0.00552275986466737,2516.13373296523,-3.66322343750741
"90","C-EEU-POL","biomass_solid",0.119682193375489,0.160623345,0.160623339880951,73178.9564781921,-0.416825680350672
"91","C-EEU-POL","coal",0.383700589929986,0.152755567,0.15275556378542,69594.4484926046,-1.67566945482394
"92","C-EEU-POL","district_heat",0.213217694200599,0.439,0.439258525388226,200123.34780166,0
"93","C-EEU-POL","electricity",0.044644803496575,0.001497767,0.00149779477556292,682.385628236969,-4.06050601086441
"94","C-EEU-POL","gas",0.134307046963227,0.240342024,0.240342016305173,109498.270700341,-0.128040950990462
"95","C-WEU-PRT","heat_pump",0.138686338907237,0.020073199,0.0200731856512295,4139.227461517,-2.87075338050888
"96","C-WEU-PRT","biomass_solid",0.378345049495174,0.920004917,0.920004369794062,189711.160865688,0
"97","C-WEU-PRT","electricity",0.0895838892052924,0.003993953,0.00399441229539176,823.674993744403,-4.2744614295102
"98","C-WEU-PRT","gas",0.25002006923817,0.047800549,0.0478005110651021,9856.7906217267,-2.68546499212628
"99","C-WEU-PRT","oil",0.143364653154126,0.008127382,0.0081275211942144,1675.95017082369,-3.96193265523344
"100","C-EEU-ROU","heat_pump",0.145424484538238,0.03781585,0.0378158491824493,11821.1116095719,-2.48510754877123
"101","C-EEU-ROU","biomass_solid",0.138650623994208,0.101091639,0.101091652555132,31600.9221922988,-1.45577914558167
"102","C-EEU-ROU","coal",0.3611400868412,0.057513086,0.057513084902162,17978.4035090445,-2.97384940212659
"103","C-EEU-ROU","electricity",0.0616902841231016,0.052778501,0.0527785041152739,16498.3889353584,-1.30231427005329
"104","C-EEU-ROU","gas",0.232344392644184,0.724668319,0.724668303920711,226528.957719179,0
"105","C-EEU-ROU","oil",0.0607501278590691,0.026132606,0.0261326053242714,8168.96753254657,-1.99022384336238
"106","C-WEU-SWE","heat_pump",0.392396931271272,0.894567509,0.89456187665706,108318.764015972,0
"107","C-WEU-SWE","district_heat",0.453191025028413,0.105338561,0.105337725243783,12754.9055022325,-2.37025148007669
"108","C-WEU-SWE","gas",0.154412043700315,9.39e-05,0.000100398099157346,12.1567867959186,-8.40444321442338
"109","C-EEU-SVN","heat_pump",0.159023370594834,0.117417639,0.117417623099957,4280.08204973115,-0.565694082071501
"110","C-EEU-SVN","biomass_solid",0.240008206976072,0.311472724,0.311472672961337,11353.7351662171,0
"111","C-EEU-SVN","district_heat",0.374403620896113,0.238353167,0.238353196416409,8688.39966730933,-0.709812176876055
"112","C-EEU-SVN","electricity",0.0421205081071502,0.037550038,0.0375500921101219,1368.76791543861,-0.357648335337747
"113","C-EEU-SVN","gas",0.184444293425831,0.295206432,0.295206415412175,10760.8010298038,0.215254561293535
"114","C-EEU-SVK","heat_pump",0.310321203041482,0.242888284,0.242888283478744,15608.854909504,-0.490578976700077
"115","C-EEU-SVK","district_heat",0.230537134628737,0.159459556,0.159459555868251,10247.4316003773,-0.611011162464735
"116","C-EEU-SVK","electricity",0.0800389879251771,0.113336075,0.113336076128859,7283.37465673878,0.10804984681872
"117","C-EEU-SVK","gas",0.379102674404604,0.484316085,0.484316084524146,31123.8540838799,0
"118","C-WEU-GBR","heat_pump",0.136556250099557,0.087690915,0.0876908682545955,121554.786876679,-1.81876124699611
"119","C-WEU-GBR","biomass_solid",0.201460728602082,0.056760537,0.0567605053273045,78679.9271737344,-2.65789178027333
"120","C-WEU-GBR","district_heat",0.291108462445208,0.00011006,0.000110577602286666,153.279778691044,-9.2773968910455
"121","C-WEU-GBR","electricity",0.0582937018158058,0.091497855,0.0914978174171449,126831.88018542,-0.841364253254582
"122","C-WEU-GBR","gas",0.175624738495246,0.692119716,0.692119351576002,959397.7337502,0
"123","C-WEU-GBR","oil",0.1369561185421,0.071820916,0.071820879822666,99556.224198775,-2.00116376427461
