"","region_bld","fuel_heat_f","ms_ini","target","ms","n_switch_aggr","constant"
"1","C-WEU-AUT","heat_pump",0.10842776494672,0.094857732,0.094857729826874,14419.0106132281,-0.897596468664994
"2","C-WEU-AUT","biomass_solid",0.15759284820506,0.346028725,0.346028716585297,52598.6837976334,0
"3","C-WEU-AUT","coal",0.373126879283166,0.001271401,0.00127142262521193,193.264759343159,-6.55379217528633
"4","C-WEU-AUT","district_heat",0.161215337077562,0.092524376,0.0925243739960204,14064.3248901887,-1.3025152263237
"5","C-WEU-AUT","gas",0.114681327923006,0.213357478,0.213357473618067,32431.7657836132,-0.0987655045296049
"6","C-WEU-AUT","oil",0.0849558425644858,0.251960288,0.25196028334853,38299.6515554934,0.403945461112782
"7","C-WEU-BEL","heat_pump",0.175084099190239,0.205019867,0.205019856142312,48193.1412347116,-0.836200680636299
"8","C-WEU-BEL","biomass_solid",0.324330734371399,0.026816871,0.0268169201261766,6303.73878627497,-3.51989434730881
"9","C-WEU-BEL","gas",0.309017244243768,0.271049613,0.271049598504365,63714.4705304318,-1.13019242964641
"10","C-WEU-BEL","oil",0.191567922194593,0.497113649,0.497113625227147,116854.374991082,0
"11","C-EEU-BGR","heat_pump",0.178547206717584,0.038599029,0.0385990289986648,4290.08296744431,-3.06611073170572
"12","C-EEU-BGR","biomass_solid",0.119403750554702,0.512043664,0.512043663981907,56911.0119716366,0
"13","C-EEU-BGR","district_heat",0.419408341321486,0.343411419,0.343411418990577,38168.407798246,-1.71644617390537
"14","C-EEU-BGR","electricity",0.0665833924557885,0.052225009,0.052225008998278,5804.54035737243,-1.65750181537105
"15","C-EEU-BGR","gas",0.152948438425194,0.045857092,0.0458570920308241,5096.77923412971,-2.66488846038314
"16","C-EEU-BGR","oil",0.0631088705252452,0.007863787,0.00786378699974894,874.019361170976,-3.49147948394544
"17","C-WEU-CYP","heat_pump",0.0442352540169588,0.278753462,0.278753517066845,5952.08961826286,0.780137788105297
"18","C-WEU-CYP","biomass_solid",0.681555213013274,0.091749482,0.0917494684013467,1959.08221750557,-3.10869028814433
"19","C-WEU-CYP","oil",0.274209532969768,0.629497056,0.629497014531808,13441.3466217316,0
"20","C-EEU-CZE","heat_pump",0.119186959095399,0.122142588,0.122142581354871,21256.4439039367,-1.19920812741115
"21","C-EEU-CZE","biomass_solid",0.128851203618638,0.247636287,0.247636275111635,43096.0810890081,-0.503399985520649
"22","C-EEU-CZE","coal",0.435658782893559,0.027835496,0.0278355391877155,4844.21215530427,-4.0924337459159
"23","C-EEU-CZE","district_heat",0.143627257541745,0.181236243,0.181236235640632,31540.4982727763,-0.850680076989023
"24","C-EEU-CZE","electricity",0.0500742469966418,0.049915061,0.049915059696823,8686.70577154833,-0.95740521185359
"25","C-EEU-CZE","gas",0.122601549854018,0.371234324,0.371234309008323,64605.8170469264,0
"26","C-WEU-DEU","heat_pump",0.131376488176027,0.025742016,0.0257420146432741,44168.3305773843,-2.61701146433087
"27","C-WEU-DEU","biomass_solid",0.232529408990848,0.125747097,0.125747087789879,215757.741560367,-1.59420326468683
"28","C-WEU-DEU","district_heat",0.216455371424439,0.236378435,0.236378755480524,405580.338532764,-0.895937639902132
"29","C-WEU-DEU","electricity",0.0517017983539442,0.020275138,0.0202751258011846,34788.2040817174,-1.94529458965385
"30","C-WEU-DEU","gas",0.196935453787958,0.526584274,0.52658401797393,903516.578051391,0
"31","C-WEU-DEU","oil",0.171001479266785,0.06527304,0.0652729983112084,111995.871618377,-1.94827031044627
"32","C-WEU-DNK","heat_pump",0.159689018208439,0.048438365,0.0484385062658672,2708.30108292128,-1.49660069329243
"33","C-WEU-DNK","biomass_solid",0.365033566162755,0.484966341,0.484966272379229,27115.5075149476,0
"34","C-WEU-DNK","district_heat",0.192161917577225,0.241999039,0.241999002080512,13530.6847779978,-0.0788688717329089
"35","C-WEU-DNK","gas",0.187800759215679,0.110515651,0.110515634271098,6179.16684575918,-0.836300504337155
"36","C-WEU-DNK","oil",0.0953147388359025,0.114080603,0.114080585003294,6378.49090987409,-0.145940258570333
"37","C-EEU-EST","biomass_solid",0.17996546181303,0.50364783,0.503647801709957,7327.55965387079,0
"38","C-EEU-EST","district_heat",0.507444323417484,0.44617618,0.446176160543316,6491.40614019589,-1.15825048630169
"39","C-EEU-EST","gas",0.24320731606213,0.045993921,0.0459939184905312,669.164404789212,-2.69459462503817
"40","C-EEU-EST","oil",0.069382898707355,0.004182068,0.00418211925619617,60.8455516440971,-3.83886611726012
"41","C-WEU-GRC","heat_pump",0.271749941705447,0.226794203,0.226794202986624,50773.2567212667,-1.10859799178893
"42","C-WEU-GRC","electricity",0.176061694190263,0.01054724,0.0105472400771416,2361.24963109893,-3.6928504562345
"43","C-WEU-GRC","gas",0.352196578160578,0.280069463,0.280069462980299,62700.1861441965,-1.13662069233024
"44","C-WEU-GRC","oil",0.199991785943712,0.482589095,0.482589093955935,108039.004681938,0
"45","C-WEU-ESP","heat_pump",0.265766021608884,0.106136982,0.106136940802527,96966.2842686865,-1.91332511196788
"46","C-WEU-ESP","biomass_solid",0.413572327278685,0.05350815,0.0535086597452313,48885.2973569874,-3.08515701484032
"47","C-WEU-ESP","oil",0.320661651112431,0.840354867,0.840354399452241,767744.415540823,0
"48","C-WEU-FIN","heat_pump",0.259092612307867,0.360081172,0.360081171940099,28950.0267739345,-0.0675664533571246
"49","C-WEU-FIN","biomass_solid",0.255984942102003,0.109559174,0.109559174148577,8808.40563765742,-1.24902706740397
"50","C-WEU-FIN","district_heat",0.252197549751533,0.377970795,0.377970794935005,30388.3276489503,0
"51","C-WEU-FIN","electricity",0.106965665219006,0.091673289,0.0916732889864,7370.40527920858,-0.583696052147914
"52","C-WEU-FIN","oil",0.12575923061959,0.06071557,0.0607155699899193,4881.44761174923,-1.15321928730882
"53","C-WEU-FRA","heat_pump",0.150595796733337,0.16715595,0.167155949937305,227201.03471694,-0.07644399026051
"54","C-WEU-FRA","biomass_solid",0.207832506297472,0.248560438,0.248560438906534,337847.315219366,0
"55","C-WEU-FRA","district_heat",0.283303433938623,0.051893319,0.0518933193470972,70534.2277973307,-1.8712595849251
"56","C-WEU-FRA","electricity",0.0758039894043314,0.076572331,0.0765723309751633,104078.334242785,-0.116867999922738
"57","C-WEU-FRA","gas",0.166175011971565,0.227528285,0.227528284918126,309260.075876199,0.154793736532566
"58","C-WEU-FRA","oil",0.116289261654672,0.228289676,0.228289675915774,310294.970670878,0.528152361529995
"59","C-EEU-HUN","heat_pump",0.350069806285661,0.018856524,0.0188565304545987,3324.02964943741,-3.33730212493821
"60","C-EEU-HUN","gas",0.649930193714339,0.981143476,0.981143469545401,172955.994793063,0
"61","C-WEU-IRL","heat_pump",0.20253696066971,0.117242851,0.117242158192573,10089.3200945134,-2.03879573743426
"62","C-WEU-IRL","biomass_solid",0.318750758754782,0.038191028,0.0381908269718101,3286.52665502688,-3.65277409339024
