"","region_bld","urt","clim","mat","arch","region_gea","bld_age","year","eneff","fuel_heat","fuel","fuel_cool","inc_cl","tenr","n_units_fuel","fuel_heat_f","en_hh","utility_heat","scaling_factor","constant","utility","utility_exp_sum","ms"
"1","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q1","own",0.69655,"biomass_solid",1317.76746777067,0.0233609540277427,0.835035322504606,0,0.0233609540277427,1.02363595839372,1
"2","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q1","own",0.69655,"heat_pump",348.476289019144,-2.47663933831051,0.835035322504606,0,-2.47663933831051,0.0840251316723583,1
"3","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q1","rent",0.19191,"biomass_solid",1317.76746777067,0.0233609540277427,0.835035322504606,0,0.0233609540277427,1.02363595839372,1
"4","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q1","rent",0.19191,"heat_pump",348.476289019144,-2.47663933831051,0.835035322504606,0,-2.47663933831051,0.0840251316723583,1
"5","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q2","own",0.74097,"biomass_solid",1317.76746777067,0.0233609540277427,0.835035322504606,0,0.0233609540277427,1.02363595839372,1
"6","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q2","own",0.74097,"heat_pump",348.476289019144,-2.47663933831051,0.835035322504606,0,-2.47663933831051,0.0840251316723583,1
"7","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q2","rent",0.14748,"biomass_solid",1317.76746777067,0.0233609540277427,0.835035322504606,0,0.0233609540277427,1.02363595839372,1
"8","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q2","rent",0.14748,"heat_pump",348.476289019144,-2.47663933831051,0.835035322504606,0,-2.47663933831051,0.0840251316723583,1
"9","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q3","own",0.74097,"biomass_solid",1317.76746777067,0.0233609540277427,0.835035322504606,0,0.0233609540277427,1.02363595839372,1
"10","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q3","own",0.74097,"heat_pump",348.476289019144,-2.47663933831051,0.835035322504606,0,-2.47663933831051,0.0840251316723583,1
"11","C-EEU-BGR","rur","Zone_4A Mixed Humid","perm","mfh","EEU","p1",2020,"adv","biomass_solid","biomass_solid","electricity","q3","rent",0.14748,"biomass_solid",1317.76746777067,0.0233609540277427,0.835035322504606,0,0.0233609540277427,1.02363595839372,1
