"","region_bld","urt","clim","mat","arch","region_gea","year","bld_age","yr_con","eneff_i","fuel_heat","fuel","fuel_cool","n_units_fuel","inc_cl","tenr","eneff_f","utility_ren","scaling_factor"
"279","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",98.60456762,"q1","rent","std",-12.021024034663,1.23413808970515
"280","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",98.60456762,"q1","rent","adv",-11.9672060923157,1.23413808970515
"281","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",150.921389493333,"q2","own","std",-12.021024034663,1.23413808970515
"282","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",150.921389493333,"q2","own","adv",-11.9672060923157,1.23413808970515
"283","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",43.5649371733333,"q2","rent","std",-12.021024034663,1.23413808970515
"284","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",43.5649371733333,"q2","rent","adv",-11.9672060923157,1.23413808970515
"285","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",150.921389493333,"q3","own","std",-12.021024034663,1.23413808970515
"286","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",150.921389493333,"q3","own","adv",-11.9672060923157,1.23413808970515
"287","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",43.5649371733333,"q3","rent","std",-12.021024034663,1.23413808970515
"288","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2005,"avg","oil","oil","electricity",43.5649371733333,"q3","rent","adv",-11.9672060923157,1.23413808970515
"289","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",2.24464543333333,"q1","own","std",-12.0716178606485,1.23413808970515
"290","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",2.24464543333333,"q1","own","adv",-12.0430968312939,1.23413808970515
"291","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",2.3083879,"q1","rent","std",-12.0716178606485,1.23413808970515
"292","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",2.3083879,"q1","rent","adv",-12.0430968312939,1.23413808970515
"293","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",3.53315386666667,"q2","own","std",-12.0716178606485,1.23413808970515
"294","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",3.53315386666667,"q2","own","adv",-12.0430968312939,1.23413808970515
"295","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",1.01987946666667,"q2","rent","std",-12.0716178606485,1.23413808970515
"296","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",1.01987946666667,"q2","rent","adv",-12.0430968312939,1.23413808970515
"297","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",3.53315386666667,"q3","own","std",-12.0716178606485,1.23413808970515
"298","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",3.53315386666667,"q3","own","adv",-12.0430968312939,1.23413808970515
"299","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",1.01987946666667,"q3","rent","std",-12.0716178606485,1.23413808970515
"300","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","biomass_solid","biomass_solid","electricity",1.01987946666667,"q3","rent","adv",-12.0430968312939,1.23413808970515
"301","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",3.79181911666667,"q1","own","std",-11.9587861884323,1.23413808970515
"302","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",3.79181911666667,"q1","own","adv",-11.8738493229697,1.23413808970515
"303","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",3.89949755,"q1","rent","std",-11.9587861884323,1.23413808970515
"304","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",3.89949755,"q1","rent","adv",-11.8738493229697,1.23413808970515
"305","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",5.96846173333333,"q2","own","std",-11.9587861884323,1.23413808970515
"306","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",5.96846173333333,"q2","own","adv",-11.8738493229697,1.23413808970515
"307","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",1.72285493333333,"q2","rent","std",-11.9587861884323,1.23413808970515
"308","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",1.72285493333333,"q2","rent","adv",-11.8738493229697,1.23413808970515
"309","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",5.96846173333333,"q3","own","std",-11.9587861884323,1.23413808970515
"310","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",5.96846173333333,"q3","own","adv",-11.8738493229697,1.23413808970515
"311","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",1.72285493333333,"q3","rent","std",-11.9587861884323,1.23413808970515
"312","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","electricity","electricity","electricity",1.72285493333333,"q3","rent","adv",-11.8738493229697,1.23413808970515
"313","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",10.8323422566667,"q1","own","std",-12.0644853982154,1.23413808970515
"314","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",10.8323422566667,"q1","own","adv",-12.0323981376443,1.23413808970515
"315","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",11.13995441,"q1","rent","std",-12.0644853982154,1.23413808970515
"316","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",11.13995441,"q1","rent","adv",-12.0323981376443,1.23413808970515
"317","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",17.0505022133333,"q2","own","std",-12.0644853982154,1.23413808970515
"318","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",17.0505022133333,"q2","own","adv",-12.0323981376443,1.23413808970515
"319","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",4.92179445333333,"q2","rent","std",-12.0644853982154,1.23413808970515
"320","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",4.92179445333333,"q2","rent","adv",-12.0323981376443,1.23413808970515
"321","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",17.0505022133333,"q3","own","std",-12.0644853982154,1.23413808970515
"322","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",17.0505022133333,"q3","own","adv",-12.0323981376443,1.23413808970515
"323","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",4.92179445333333,"q3","rent","std",-12.0644853982154,1.23413808970515
"324","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","heat_pump","electricity","electricity",4.92179445333333,"q3","rent","adv",-12.0323981376443,1.23413808970515
"325","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",34.1127866133333,"q1","own","std",-12.021024034663,1.23413808970515
"326","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",34.1127866133333,"q1","own","adv",-11.9672060923157,1.23413808970515
"327","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",35.08150672,"q1","rent","std",-12.021024034663,1.23413808970515
"328","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",35.08150672,"q1","rent","adv",-11.9672060923157,1.23413808970515
"329","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",53.6947716266667,"q2","own","std",-12.021024034663,1.23413808970515
"330","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",53.6947716266667,"q2","own","adv",-11.9672060923157,1.23413808970515
"331","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",15.4995217066667,"q2","rent","std",-12.021024034663,1.23413808970515
"332","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",15.4995217066667,"q2","rent","adv",-11.9672060923157,1.23413808970515
"333","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",53.6947716266667,"q3","own","std",-12.021024034663,1.23413808970515
"334","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",53.6947716266667,"q3","own","adv",-11.9672060923157,1.23413808970515
"335","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",15.4995217066667,"q3","rent","std",-12.021024034663,1.23413808970515
"336","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p3",2010,"avg","oil","oil","electricity",15.4995217066667,"q3","rent","adv",-11.9672060923157,1.23413808970515
"337","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",58.3092085366667,"q1","own","std",-19.1110890622563,1.23413808970515
"338","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",58.3092085366667,"q1","own","adv",-18.5285561985203,1.23413808970515
"339","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",59.96504813,"q1","rent","std",-19.1110890622563,1.23413808970515
"340","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",59.96504813,"q1","rent","adv",-18.5285561985203,1.23413808970515
"341","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",91.7808231733333,"q2","own","std",-19.1110890622563,1.23413808970515
"342","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",91.7808231733333,"q2","own","adv",-18.5285561985203,1.23413808970515
"343","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",26.4934334933333,"q2","rent","std",-19.1110890622563,1.23413808970515
"344","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",26.4934334933333,"q2","rent","adv",-18.5285561985203,1.23413808970515
"345","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",91.7808231733333,"q3","own","std",-19.1110890622563,1.23413808970515
"346","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",91.7808231733333,"q3","own","adv",-18.5285561985203,1.23413808970515
"347","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",26.4934334933333,"q3","rent","std",-19.1110890622563,1.23413808970515
"348","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","biomass_solid","biomass_solid","electricity",26.4934334933333,"q3","rent","adv",-18.5285561985203,1.23413808970515
"349","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",98.5001691433333,"q1","own","std",-16.806538398285,1.23413808970515
"350","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",98.5001691433333,"q1","own","adv",-15.0717302025634,1.23413808970515
"351","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",101.29733419,"q1","rent","std",-16.806538398285,1.23413808970515
"352","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",101.29733419,"q1","rent","adv",-15.0717302025634,1.23413808970515
"353","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",155.042862586667,"q2","own","std",-16.806538398285,1.23413808970515
"354","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",155.042862586667,"q2","own","adv",-15.0717302025634,1.23413808970515
"355","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",44.7546407466667,"q2","rent","std",-16.806538398285,1.23413808970515
"356","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",44.7546407466667,"q2","rent","adv",-15.0717302025634,1.23413808970515
"357","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",155.042862586667,"q3","own","std",-16.806538398285,1.23413808970515
"358","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",155.042862586667,"q3","own","adv",-15.0717302025634,1.23413808970515
"359","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",44.7546407466667,"q3","rent","std",-16.806538398285,1.23413808970515
"360","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",44.7546407466667,"q3","rent","adv",-15.0717302025634,1.23413808970515
"361","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",281.391999406667,"q1","own","std",-18.9654108079765,1.23413808970515
"362","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",281.391999406667,"q1","own","adv",-18.3100388171006,1.23413808970515
"363","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",289.38284726,"q1","rent","std",-18.9654108079765,1.23413808970515
"364","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",289.38284726,"q1","rent","adv",-18.3100388171006,1.23413808970515
"365","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",442.921281013333,"q2","own","std",-18.9654108079765,1.23413808970515
"366","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",442.921281013333,"q2","own","adv",-18.3100388171006,1.23413808970515
"367","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",127.853565653333,"q2","rent","std",-18.9654108079765,1.23413808970515
"368","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",127.853565653333,"q2","rent","adv",-18.3100388171006,1.23413808970515
"369","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",442.921281013333,"q3","own","std",-18.9654108079765,1.23413808970515
"370","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",442.921281013333,"q3","own","adv",-18.3100388171006,1.23413808970515
"371","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",127.853565653333,"q3","rent","std",-18.9654108079765,1.23413808970515
"372","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",127.853565653333,"q3","rent","adv",-18.3100388171006,1.23413808970515
"373","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",886.148596736667,"q1","own","std",-18.0777264170203,1.23413808970515
"374","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",886.148596736667,"q1","own","adv",-16.9785122306662,1.23413808970515
"375","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",911.31305993,"q1","rent","std",-18.0777264170203,1.23413808970515
"376","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",911.31305993,"q1","rent","adv",-16.9785122306662,1.23413808970515
"377","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",1394.83024557333,"q2","own","std",-18.0777264170203,1.23413808970515
"378","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",1394.83024557333,"q2","own","adv",-16.9785122306662,1.23413808970515
"379","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",402.631411093333,"q2","rent","std",-18.0777264170203,1.23413808970515
"380","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",402.631411093333,"q2","rent","adv",-16.9785122306662,1.23413808970515
"381","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",1394.83024557333,"q3","own","std",-18.0777264170203,1.23413808970515
"382","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",1394.83024557333,"q3","own","adv",-16.9785122306662,1.23413808970515
"383","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",402.631411093333,"q3","rent","std",-18.0777264170203,1.23413808970515
"384","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",402.631411093333,"q3","rent","adv",-16.9785122306662,1.23413808970515
"385","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",270.841705736667,"q1","own","std",-19.4959387616087,1.23413808970515
"386","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",270.841705736667,"q1","own","adv",-19.1058307475489,1.23413808970515
"387","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",278.53295093,"q1","rent","std",-19.4959387616087,1.23413808970515
"388","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",278.53295093,"q1","rent","adv",-19.1058307475489,1.23413808970515
"389","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",426.314733573333,"q2","own","std",-19.4959387616087,1.23413808970515
"390","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",426.314733573333,"q2","own","adv",-19.1058307475489,1.23413808970515
"391","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",123.059923093333,"q2","rent","std",-19.4959387616087,1.23413808970515
"392","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",123.059923093333,"q2","rent","adv",-19.1058307475489,1.23413808970515
"393","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",426.314733573333,"q3","own","std",-19.4959387616087,1.23413808970515
"394","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",426.314733573333,"q3","own","adv",-19.1058307475489,1.23413808970515
"395","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",123.059923093333,"q3","rent","std",-19.4959387616087,1.23413808970515
"396","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",123.059923093333,"q3","rent","adv",-19.1058307475489,1.23413808970515
"397","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",457.525565463333,"q1","own","std",-17.9526375355521,1.23413808970515
"398","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",457.525565463333,"q1","own","adv",-16.7908789084639,1.23413808970515
"399","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",470.51817787,"q1","rent","std",-17.9526375355521,1.23413808970515
"400","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",470.51817787,"q1","rent","adv",-16.7908789084639,1.23413808970515
"401","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",720.161944826667,"q2","own","std",-17.9526375355521,1.23413808970515
"402","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",720.161944826667,"q2","own","adv",-16.7908789084639,1.23413808970515
"403","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",207.881798506667,"q2","rent","std",-17.9526375355521,1.23413808970515
"404","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",207.881798506667,"q2","rent","adv",-16.7908789084639,1.23413808970515
"405","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",720.161944826667,"q3","own","std",-17.9526375355521,1.23413808970515
"406","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",720.161944826667,"q3","own","adv",-16.7908789084639,1.23413808970515
"407","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",207.881798506667,"q3","rent","std",-17.9526375355521,1.23413808970515
"408","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",207.881798506667,"q3","rent","adv",-16.7908789084639,1.23413808970515
"409","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",1307.04378563333,"q1","own","std",-19.3983815970149,1.23413808970515
"410","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",1307.04378563333,"q1","own","adv",-18.9594950006582,1.23413808970515
"411","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",1344.1606477,"q1","rent","std",-19.3983815970149,1.23413808970515
"412","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",1344.1606477,"q1","rent","adv",-18.9594950006582,1.23413808970515
"413","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",2057.33464026667,"q2","own","std",-19.3983815970149,1.23413808970515
"414","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",2057.33464026667,"q2","own","adv",-18.9594950006582,1.23413808970515
"415","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","sfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",593.869793066667,"q2","rent","std",-19.3983815970149,1.23413808970515
