region_gea,year,value
WEU,NA,0.01
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
WEU,NA,0.03
EEU,NA,0.01
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
EEU,NA,0.03
"NAM",NA,0.01
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
"NAM",NA,0.03
PAO,NA,0.01
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
PAO,NA,0.03
FSU,NA,0.01
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
FSU,NA,0.03
AFR,NA,0.005
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
AFR,NA,0.01
SAS,NA,0.005
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
SAS,NA,0.01
PAS,NA,0.005
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
PAS,NA,0.01
LAC,NA,0.005
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
LAC,NA,0.01
MEA,NA,0.005
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
MEA,NA,0.01
CPA,NA,0.005
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
CPA,NA,0.01
