region_gea,year,value
AFR,2015,1.491088806
AFR,2020,1.62294896
AFR,2025,1.748841481
AFR,2030,1.844814293
AFR,2035,1.91350631
AFR,2040,1.982667381
AFR,2045,2.069073321
AFR,2050,2.193759984
AFR,2055,2.365149827
AFR,2060,2.574992295
AFR,2065,2.82923372
AFR,2070,3.1351314
AFR,2075,3.497472439
AFR,2080,3.917725143
AFR,2085,4.393971457
AFR,2090,4.925148218
AFR,2095,5.500131245
AFR,2100,6.112474474
CPA,2015,7.726977211
CPA,2020,10.62139536
CPA,2025,12.41420697
CPA,2030,13.05444896
CPA,2035,13.11545027
CPA,2040,13.01363887
CPA,2045,12.90816868
CPA,2050,12.90445445
CPA,2055,12.97886801
CPA,2060,13.04723764
CPA,2065,13.1122244
CPA,2070,13.1699607
CPA,2075,13.21805703
CPA,2080,13.25798196
CPA,2085,13.28992029
CPA,2090,13.31662436
CPA,2095,13.33953767
CPA,2100,13.3596239
EEU,2015,9.237447219
EEU,2020,11.520001
EEU,2025,13.20704049
EEU,2030,14.17993181
EEU,2035,14.59611188
EEU,2040,14.71420541
EEU,2045,14.72472437
EEU,2050,14.81561413
EEU,2055,14.98420181
EEU,2060,15.14977306
EEU,2065,15.30021505
EEU,2070,15.42909107
EEU,2075,15.5366554
EEU,2080,15.62531163
EEU,2085,15.69749443
EEU,2090,15.76009215
EEU,2095,15.81721912
EEU,2100,15.87061435
FSU,2015,8.529392395
FSU,2020,10.77159961
FSU,2025,12.5630955
FSU,2030,13.59341897
FSU,2035,14.02285715
FSU,2040,14.14705173
FSU,2045,14.16703808
FSU,2050,14.26262615
FSU,2055,14.46307562
FSU,2060,14.69182702
FSU,2065,14.93192069
FSU,2070,15.14836351
FSU,2075,15.32738195
FSU,2080,15.47713904
FSU,2085,15.60061186
FSU,2090,15.70895694
FSU,2095,15.80329797
FSU,2100,15.88272941
LAC,2015,5.807450722
LAC,2020,7.229492913
LAC,2025,8.394064862
LAC,2030,9.167239583
LAC,2035,9.630702105
LAC,2040,9.975535219
LAC,2045,10.26748664
LAC,2050,10.60396375
LAC,2055,11.00334106
LAC,2060,11.39159063
LAC,2065,11.77151973
LAC,2070,12.14111481
LAC,2075,12.50150816
LAC,2080,12.82140542
LAC,2085,13.093012
LAC,2090,13.32503693
LAC,2095,13.52150177
LAC,2100,13.68714175
MEA,2015,4.531358493
MEA,2020,5.450991393
MEA,2025,6.360173429
MEA,2030,7.142794679
MEA,2035,7.727453772
MEA,2040,8.135770338
MEA,2045,8.429376535
MEA,2050,8.70090713
MEA,2055,8.997012391
MEA,2060,9.287757847
MEA,2065,9.584746991
MEA,2070,9.865125185
MEA,2075,10.14022469
MEA,2080,10.40709793
MEA,2085,10.66723178
MEA,2090,10.92698731
MEA,2095,11.18573287
MEA,2100,11.4388893
"NAM",2015,24.32347403
"NAM",2020,24.72349159
"NAM",2025,24.67804522
"NAM",2030,24.27767213
"NAM",2035,23.70854031
"NAM",2040,23.1246186
"NAM",2045,22.67124643
"NAM",2050,22.49095639
"NAM",2055,22.49382025
"NAM",2060,22.49569243
"NAM",2065,22.49696448
"NAM",2070,22.49770253
"NAM",2075,22.49814423
"NAM",2080,22.49850727
"NAM",2085,22.49877645
"NAM",2090,22.49900014
"NAM",2095,22.49919813
"NAM",2100,22.49935493
PAO,2015,17.36021699
PAO,2020,19.42686487
PAO,2025,21.04121825
PAO,2030,21.82941368
PAO,2035,21.92320485
PAO,2040,21.74929763
PAO,2045,21.61244939
PAO,2050,21.65203252
PAO,2055,21.83813921
PAO,2060,22.00819871
PAO,2065,22.14728759
PAO,2070,22.25153757
PAO,2075,22.32407053
PAO,2080,22.37709494
PAO,2085,22.41786875
PAO,2090,22.44845387
PAO,2095,22.46990124
PAO,2100,22.48332333
PAS,2015,2.864336457
PAS,2020,3.912774194
PAS,2025,4.910271063
PAS,2030,5.653407112
PAS,2035,6.178693702
PAS,2040,6.629655535
PAS,2045,7.025477934
PAS,2050,7.421225777
PAS,2055,7.840385128
PAS,2060,8.236704408
PAS,2065,8.619643368
PAS,2070,8.992690203
PAS,2075,9.370647046
PAS,2080,9.745653917
PAS,2085,10.10997447
PAS,2090,10.46388178
PAS,2095,10.80268584
PAS,2100,11.12405224
SAS,2015,2.487552606
SAS,2020,2.922822352
SAS,2025,3.381283061
SAS,2030,3.760956737
SAS,2035,4.045077646
SAS,2040,4.293168084
SAS,2045,4.518114729
SAS,2050,4.760387623
SAS,2055,5.036893318
SAS,2060,5.325947891
SAS,2065,5.631961371
SAS,2070,5.948909814
SAS,2075,6.272177622
SAS,2080,6.592070495
SAS,2085,6.908686471
SAS,2090,7.231279088
SAS,2095,7.562761593
SAS,2100,7.905224772
WEU,2015,15.39233163
WEU,2020,16.73352741
WEU,2025,17.49359138
WEU,2030,17.76840641
WEU,2035,17.73399519
WEU,2040,17.57559394
WEU,2045,17.42464044
WEU,2050,17.43564941
WEU,2055,17.56603921
WEU,2060,17.67560509
WEU,2065,17.75931379
WEU,2070,17.81609864
WEU,2075,17.85407032
WEU,2080,17.88115288
WEU,2085,17.90038559
WEU,2090,17.91455993
WEU,2095,17.92500215
WEU,2100,17.93267557
