region_bld,urt,clim,year,value
C-EEU-BGR,rur,Zone_4A Mixed Humid,2020,0.9306444593869521
C-EEU-BGR,rur,Zone_4A Mixed Humid,2025,0.6841309222962335
C-EEU-BGR,rur,Zone_4A Mixed Humid,2030,0.5181494474294026
C-EEU-BGR,rur,Zone_4A Mixed Humid,2035,0.398501895484143
C-EEU-BGR,rur,Zone_4A Mixed Humid,2040,0.31025372625684
C-EEU-BGR,rur,Zone_4A Mixed Humid,2045,0.2443394977351691
C-EEU-BGR,rur,Zone_4A Mixed Humid,2050,0.19430615623412267
C-EEU-BGR,rur,Zone_4A Mixed Humid,2055,0.1555546314663878
C-EEU-BGR,rur,Zone_4A Mixed Humid,2060,0.1250471352084563
C-EEU-BGR,rur,Zone_4A Mixed Humid,2065,0.1008125952669479
C-EEU-BGR,rur,Zone_4A Mixed Humid,2070,0.08145205171282806
C-EEU-BGR,rur,Zone_4A Mixed Humid,2075,0.06590241998972286
C-EEU-BGR,rur,Zone_4A Mixed Humid,2080,0.05346551003411769
C-EEU-BGR,rur,Zone_4A Mixed Humid,2085,0.04352891206564427
C-EEU-BGR,rur,Zone_4A Mixed Humid,2090,0.035538213213579875
C-EEU-BGR,rur,Zone_4A Mixed Humid,2095,0.02905779747232891
C-EEU-BGR,rur,Zone_4A Mixed Humid,2100,0.02373748834881925
C-EEU-BGR,rur,Zone_5A Cool Humid,2020,0.45550173116305004
C-EEU-BGR,rur,Zone_5A Cool Humid,2025,0.3348462630437678
C-EEU-BGR,rur,Zone_5A Cool Humid,2030,0.25360702245059724
C-EEU-BGR,rur,Zone_5A Cool Humid,2035,0.1950458109258571
C-EEU-BGR,rur,Zone_5A Cool Humid,2040,0.15185295306316096
C-EEU-BGR,rur,Zone_5A Cool Humid,2045,0.11959138969483031
C-EEU-BGR,rur,Zone_5A Cool Humid,2050,0.09510268894587676
C-EEU-BGR,rur,Zone_5A Cool Humid,2055,0.07613584673361169
C-EEU-BGR,rur,Zone_5A Cool Humid,2060,0.061204024791543736
C-EEU-BGR,rur,Zone_5A Cool Humid,2065,0.049342486493052326
C-EEU-BGR,rur,Zone_5A Cool Humid,2070,0.0398665142071716
C-EEU-BGR,rur,Zone_5A Cool Humid,2075,0.03225578371027696
C-EEU-BGR,rur,Zone_5A Cool Humid,2080,0.02616856752588267
C-EEU-BGR,rur,Zone_5A Cool Humid,2085,0.021305123134355952
C-EEU-BGR,rur,Zone_5A Cool Humid,2090,0.01739409446642021
