region_bld,urt,year,value
C-EEU-POL,urb,2055,2.815
C-EEU-POL,urb,2060,2.815
C-EEU-POL,urb,2065,2.815
C-EEU-POL,urb,2070,2.815
C-EEU-POL,urb,2075,2.815
C-EEU-POL,urb,2080,2.815
C-EEU-POL,urb,2085,2.815
C-EEU-POL,urb,2090,2.815
C-EEU-POL,urb,2095,2.815
C-EEU-POL,urb,2100,2.815
C-EEU-ROU,rur,2015,2.74
C-EEU-ROU,rur,2020,2.74
C-EEU-ROU,rur,2025,2.74
C-EEU-ROU,rur,2030,2.74
C-EEU-ROU,rur,2035,2.74
C-EEU-ROU,rur,2040,2.74
C-EEU-ROU,rur,2045,2.74
C-EEU-ROU,rur,2050,2.74
C-EEU-ROU,rur,2055,2.74
C-EEU-ROU,rur,2060,2.74
C-EEU-ROU,rur,2065,2.74
C-EEU-ROU,rur,2070,2.74
C-EEU-ROU,rur,2075,2.74
C-EEU-ROU,rur,2080,2.74
C-EEU-ROU,rur,2085,2.74
C-EEU-ROU,rur,2090,2.74
C-EEU-ROU,rur,2095,2.74
C-EEU-ROU,rur,2100,2.74
C-EEU-ROU,urb,2015,2.74
C-EEU-ROU,urb,2020,2.74
C-EEU-ROU,urb,2025,2.74
C-EEU-ROU,urb,2030,2.74
C-EEU-ROU,urb,2035,2.74
C-EEU-ROU,urb,2040,2.74
C-EEU-ROU,urb,2045,2.74
C-EEU-ROU,urb,2050,2.74
C-EEU-ROU,urb,2055,2.74
C-EEU-ROU,urb,2060,2.74
C-EEU-ROU,urb,2065,2.74
C-EEU-ROU,urb,2070,2.74
C-EEU-ROU,urb,2075,2.74
C-EEU-ROU,urb,2080,2.74
C-EEU-ROU,urb,2085,2.74
C-EEU-ROU,urb,2090,2.74
C-EEU-ROU,urb,2095,2.74
C-EEU-ROU,urb,2100,2.74
C-EEU-SVK,rur,2015,2.85
C-EEU-SVK,rur,2020,2.85
C-EEU-SVK,rur,2025,2.85
C-EEU-SVK,rur,2030,2.85
C-EEU-SVK,rur,2035,2.85
C-EEU-SVK,rur,2040,2.85
C-EEU-SVK,rur,2045,2.85
C-EEU-SVK,rur,2050,2.85
C-EEU-SVK,rur,2055,2.85
C-EEU-SVK,rur,2060,2.85
C-EEU-SVK,rur,2065,2.85
C-EEU-SVK,rur,2070,2.85
C-EEU-SVK,rur,2075,2.85
C-EEU-SVK,rur,2080,2.85
C-EEU-SVK,rur,2085,2.85
C-EEU-SVK,rur,2090,2.85
C-EEU-SVK,rur,2095,2.85
C-EEU-SVK,rur,2100,2.85
C-EEU-SVK,urb,2015,2.85
C-EEU-SVK,urb,2020,2.85
C-EEU-SVK,urb,2025,2.85
C-EEU-SVK,urb,2030,2.85
C-EEU-SVK,urb,2035,2.85
C-EEU-SVK,urb,2040,2.85
C-EEU-SVK,urb,2045,2.85
C-EEU-SVK,urb,2050,2.85
C-EEU-SVK,urb,2055,2.85
C-EEU-SVK,urb,2060,2.85
C-EEU-SVK,urb,2065,2.85
C-EEU-SVK,urb,2070,2.85
C-EEU-SVK,urb,2075,2.85
C-EEU-SVK,urb,2080,2.85
C-EEU-SVK,urb,2085,2.85
C-EEU-SVK,urb,2090,2.85
C-EEU-SVK,urb,2095,2.85
C-EEU-SVK,urb,2100,2.85
C-EEU-SVN,rur,2015,2.47
C-EEU-SVN,rur,2020,2.47
C-EEU-SVN,rur,2025,2.47
C-EEU-SVN,rur,2030,2.47
C-EEU-SVN,rur,2035,2.47
C-EEU-SVN,rur,2040,2.47
C-EEU-SVN,rur,2045,2.47
C-EEU-SVN,rur,2050,2.47
C-EEU-SVN,rur,2055,2.47
C-EEU-SVN,rur,2060,2.47
C-EEU-SVN,rur,2065,2.47
C-EEU-SVN,rur,2070,2.47
C-EEU-SVN,rur,2075,2.47
C-EEU-SVN,rur,2080,2.47
C-EEU-SVN,rur,2085,2.47
C-EEU-SVN,rur,2090,2.47
C-EEU-SVN,rur,2095,2.47
C-EEU-SVN,rur,2100,2.47
C-EEU-SVN,urb,2015,2.47
C-EEU-SVN,urb,2020,2.47
C-EEU-SVN,urb,2025,2.47
C-EEU-SVN,urb,2030,2.47
C-EEU-SVN,urb,2035,2.47
C-EEU-SVN,urb,2040,2.47
C-EEU-SVN,urb,2045,2.47
C-EEU-SVN,urb,2050,2.47
C-EEU-SVN,urb,2055,2.47
C-EEU-SVN,urb,2060,2.47
C-EEU-SVN,urb,2065,2.47
C-EEU-SVN,urb,2070,2.47
C-EEU-SVN,urb,2075,2.47
C-EEU-SVN,urb,2080,2.47
C-EEU-SVN,urb,2085,2.47
C-EEU-SVN,urb,2090,2.47
C-EEU-SVN,urb,2095,2.47
C-EEU-SVN,urb,2100,2.47
C-WEU-AUT,rur,2015,2.27
C-WEU-AUT,rur,2020,2.27
C-WEU-AUT,rur,2025,2.27
C-WEU-AUT,rur,2030,2.27
C-WEU-AUT,rur,2035,2.27
C-WEU-AUT,rur,2040,2.27
C-WEU-AUT,rur,2045,2.27
C-WEU-AUT,rur,2050,2.27
C-WEU-AUT,rur,2055,2.27
C-WEU-AUT,rur,2060,2.27
C-WEU-AUT,rur,2065,2.27
C-WEU-AUT,rur,2070,2.27
C-WEU-AUT,rur,2075,2.27
C-WEU-AUT,rur,2080,2.27
C-WEU-AUT,rur,2085,2.27
C-WEU-AUT,rur,2090,2.27
C-WEU-AUT,rur,2095,2.27
C-WEU-AUT,rur,2100,2.27
C-WEU-AUT,urb,2015,2.27
C-WEU-AUT,urb,2020,2.27
C-WEU-AUT,urb,2025,2.27
C-WEU-AUT,urb,2030,2.27
C-WEU-AUT,urb,2035,2.27
C-WEU-AUT,urb,2040,2.27
C-WEU-AUT,urb,2045,2.27
C-WEU-AUT,urb,2050,2.27
C-WEU-AUT,urb,2055,2.27
C-WEU-AUT,urb,2060,2.27
C-WEU-AUT,urb,2065,2.27
C-WEU-AUT,urb,2070,2.27
C-WEU-AUT,urb,2075,2.27
C-WEU-AUT,urb,2080,2.27
C-WEU-AUT,urb,2085,2.27
C-WEU-AUT,urb,2090,2.27
C-WEU-AUT,urb,2095,2.27
C-WEU-AUT,urb,2100,2.27
C-WEU-BEL,rur,2015,2.34
C-WEU-BEL,rur,2020,2.34
C-WEU-BEL,rur,2025,2.34
C-WEU-BEL,rur,2030,2.34
C-WEU-BEL,rur,2035,2.34
C-WEU-BEL,rur,2040,2.34
C-WEU-BEL,rur,2045,2.34
C-WEU-BEL,rur,2050,2.34
C-WEU-BEL,rur,2055,2.34
C-WEU-BEL,rur,2060,2.34
C-WEU-BEL,rur,2065,2.34
C-WEU-BEL,rur,2070,2.34
C-WEU-BEL,rur,2075,2.34
C-WEU-BEL,rur,2080,2.34
C-WEU-BEL,rur,2085,2.34
C-WEU-BEL,rur,2090,2.34
C-WEU-BEL,rur,2095,2.34
C-WEU-BEL,rur,2100,2.34
C-WEU-BEL,urb,2015,2.34
C-WEU-BEL,urb,2020,2.34
C-WEU-BEL,urb,2025,2.34
C-WEU-BEL,urb,2030,2.34
C-WEU-BEL,urb,2035,2.34
C-WEU-BEL,urb,2040,2.34
C-WEU-BEL,urb,2045,2.34
C-WEU-BEL,urb,2050,2.34
C-WEU-BEL,urb,2055,2.34
C-WEU-BEL,urb,2060,2.34
C-WEU-BEL,urb,2065,2.34
C-WEU-BEL,urb,2070,2.34
C-WEU-BEL,urb,2075,2.34
C-WEU-BEL,urb,2080,2.34
C-WEU-BEL,urb,2085,2.34
C-WEU-BEL,urb,2090,2.34
C-WEU-BEL,urb,2095,2.34
C-WEU-BEL,urb,2100,2.34
C-WEU-CHE,rur,2015,2.225
C-WEU-CHE,rur,2020,2.225
C-WEU-CHE,rur,2025,2.225
C-WEU-CHE,rur,2030,2.225
C-WEU-CHE,rur,2035,2.225
C-WEU-CHE,rur,2040,2.225
C-WEU-CHE,rur,2045,2.225
C-WEU-CHE,rur,2050,2.225
C-WEU-CHE,rur,2055,2.225
C-WEU-CHE,rur,2060,2.225
C-WEU-CHE,rur,2065,2.225
C-WEU-CHE,rur,2070,2.225
C-WEU-CHE,rur,2075,2.225
C-WEU-CHE,rur,2080,2.225
C-WEU-CHE,rur,2085,2.225
C-WEU-CHE,rur,2090,2.225
C-WEU-CHE,rur,2095,2.225
C-WEU-CHE,rur,2100,2.225
C-WEU-CHE,urb,2015,2.225
C-WEU-CHE,urb,2020,2.225
C-WEU-CHE,urb,2025,2.225
C-WEU-CHE,urb,2030,2.225
C-WEU-CHE,urb,2035,2.225
C-WEU-CHE,urb,2040,2.225
C-WEU-CHE,urb,2045,2.225
C-WEU-CHE,urb,2050,2.225
C-WEU-CHE,urb,2055,2.225
C-WEU-CHE,urb,2060,2.225
C-WEU-CHE,urb,2065,2.225
C-WEU-CHE,urb,2070,2.225
C-WEU-CHE,urb,2075,2.225
C-WEU-CHE,urb,2080,2.225
C-WEU-CHE,urb,2085,2.225
C-WEU-CHE,urb,2090,2.225
C-WEU-CHE,urb,2095,2.225
C-WEU-CHE,urb,2100,2.225
C-WEU-CYP,rur,2015,2.755
C-WEU-CYP,rur,2020,2.755
C-WEU-CYP,rur,2025,2.755
C-WEU-CYP,rur,2030,2.755
C-WEU-CYP,rur,2035,2.755
C-WEU-CYP,rur,2040,2.755
C-WEU-CYP,rur,2045,2.755
C-WEU-CYP,rur,2050,2.755
C-WEU-CYP,rur,2055,2.755
C-WEU-CYP,rur,2060,2.755
C-WEU-CYP,rur,2065,2.755
C-WEU-CYP,rur,2070,2.755
C-WEU-CYP,rur,2075,2.755
C-WEU-CYP,rur,2080,2.755
C-WEU-CYP,rur,2085,2.755
C-WEU-CYP,rur,2090,2.755
C-WEU-CYP,rur,2095,2.755
C-WEU-CYP,rur,2100,2.755
C-WEU-CYP,urb,2015,2.755
C-WEU-CYP,urb,2020,2.755
C-WEU-CYP,urb,2025,2.755
C-WEU-CYP,urb,2030,2.755
C-WEU-CYP,urb,2035,2.755
C-WEU-CYP,urb,2040,2.755
C-WEU-CYP,urb,2045,2.755
C-WEU-CYP,urb,2050,2.755
C-WEU-CYP,urb,2055,2.755
C-WEU-CYP,urb,2060,2.755
C-WEU-CYP,urb,2065,2.755
C-WEU-CYP,urb,2070,2.755
C-WEU-CYP,urb,2075,2.755
C-WEU-CYP,urb,2080,2.755
C-WEU-CYP,urb,2085,2.755
C-WEU-CYP,urb,2090,2.755
C-WEU-CYP,urb,2095,2.755
C-WEU-CYP,urb,2100,2.755
C-WEU-DEU,rur,2015,2.095
C-WEU-DEU,rur,2020,2.095
C-WEU-DEU,rur,2025,2.095
C-WEU-DEU,rur,2030,2.095
C-WEU-DEU,rur,2035,2.095
C-WEU-DEU,rur,2040,2.095
C-WEU-DEU,rur,2045,2.095
C-WEU-DEU,rur,2050,2.095
C-WEU-DEU,rur,2055,2.095
C-WEU-DEU,rur,2060,2.095
C-WEU-DEU,rur,2065,2.095
C-WEU-DEU,rur,2070,2.095
C-WEU-DEU,rur,2075,2.095
C-WEU-DEU,rur,2080,2.095
C-WEU-DEU,rur,2085,2.095
C-WEU-DEU,rur,2090,2.095
C-WEU-DEU,rur,2095,2.095
C-WEU-DEU,rur,2100,2.095
C-WEU-DEU,urb,2015,2.095
C-WEU-DEU,urb,2020,2.095
C-WEU-DEU,urb,2025,2.095
C-WEU-DEU,urb,2030,2.095
C-WEU-DEU,urb,2035,2.095
C-WEU-DEU,urb,2040,2.095
C-WEU-DEU,urb,2045,2.095
C-WEU-DEU,urb,2050,2.095
C-WEU-DEU,urb,2055,2.095
C-WEU-DEU,urb,2060,2.095
C-WEU-DEU,urb,2065,2.095
C-WEU-DEU,urb,2070,2.095
C-WEU-DEU,urb,2075,2.095
C-WEU-DEU,urb,2080,2.095
C-WEU-DEU,urb,2085,2.095
C-WEU-DEU,urb,2090,2.095
C-WEU-DEU,urb,2095,2.095
C-WEU-DEU,urb,2100,2.095
C-WEU-DNK,rur,2015,2.3425
C-WEU-DNK,rur,2020,2.3425
C-WEU-DNK,rur,2025,2.3425
C-WEU-DNK,rur,2030,2.3425
C-WEU-DNK,rur,2035,2.3425
C-WEU-DNK,rur,2040,2.3425
C-WEU-DNK,rur,2045,2.3425
C-WEU-DNK,rur,2050,2.3425
C-WEU-DNK,rur,2055,2.3425
C-WEU-DNK,rur,2060,2.3425
C-WEU-DNK,rur,2065,2.3425
C-WEU-DNK,rur,2070,2.3425
C-WEU-DNK,rur,2075,2.3425
C-WEU-DNK,rur,2080,2.3425
C-WEU-DNK,rur,2085,2.3425
C-WEU-DNK,rur,2090,2.3425
C-WEU-DNK,rur,2095,2.3425
C-WEU-DNK,rur,2100,2.3425
C-WEU-DNK,urb,2015,2.3425
C-WEU-DNK,urb,2020,2.3425
C-WEU-DNK,urb,2025,2.3425
C-WEU-DNK,urb,2030,2.3425
C-WEU-DNK,urb,2035,2.3425
C-WEU-DNK,urb,2040,2.3425
C-WEU-DNK,urb,2045,2.3425
C-WEU-DNK,urb,2050,2.3425
C-WEU-DNK,urb,2055,2.3425
C-WEU-DNK,urb,2060,2.3425
C-WEU-DNK,urb,2065,2.3425
C-WEU-DNK,urb,2070,2.3425
C-WEU-DNK,urb,2075,2.3425
C-WEU-DNK,urb,2080,2.3425
C-WEU-DNK,urb,2085,2.3425
C-WEU-DNK,urb,2090,2.3425
C-WEU-DNK,urb,2095,2.3425
C-WEU-DNK,urb,2100,2.3425
C-WEU-ESP,rur,2015,2.616666667
C-WEU-ESP,rur,2020,2.616666667
C-WEU-ESP,rur,2025,2.616666667
C-WEU-ESP,rur,2030,2.616666667
C-WEU-ESP,rur,2035,2.616666667
C-WEU-ESP,rur,2040,2.616666667
C-WEU-ESP,rur,2045,2.616666667
C-WEU-ESP,rur,2050,2.616666667
C-WEU-ESP,rur,2055,2.616666667
C-WEU-ESP,rur,2060,2.616666667
C-WEU-ESP,rur,2065,2.616666667
C-WEU-ESP,rur,2070,2.616666667
C-WEU-ESP,rur,2075,2.616666667
C-WEU-ESP,rur,2080,2.616666667
C-WEU-ESP,rur,2085,2.616666667
C-WEU-ESP,rur,2090,2.616666667
C-WEU-ESP,rur,2095,2.616666667
C-WEU-ESP,rur,2100,2.616666667
C-WEU-ESP,urb,2015,2.616666667
C-WEU-ESP,urb,2020,2.616666667
C-WEU-ESP,urb,2025,2.616666667
C-WEU-ESP,urb,2030,2.616666667
C-WEU-ESP,urb,2035,2.616666667
C-WEU-ESP,urb,2040,2.616666667
C-WEU-ESP,urb,2045,2.616666667
C-WEU-ESP,urb,2050,2.616666667
C-WEU-ESP,urb,2055,2.616666667
C-WEU-ESP,urb,2060,2.616666667
C-WEU-ESP,urb,2065,2.616666667
C-WEU-ESP,urb,2070,2.616666667
C-WEU-ESP,urb,2075,2.616666667
C-WEU-ESP,urb,2080,2.616666667
C-WEU-ESP,urb,2085,2.616666667
C-WEU-ESP,urb,2090,2.616666667
C-WEU-ESP,urb,2095,2.616666667
C-WEU-ESP,urb,2100,2.616666667
C-WEU-FIN,rur,2015,2.07
C-WEU-FIN,rur,2020,2.07
C-WEU-FIN,rur,2025,2.07
C-WEU-FIN,rur,2030,2.07
C-WEU-FIN,rur,2035,2.07
C-WEU-FIN,rur,2040,2.07
C-WEU-FIN,rur,2045,2.07
C-WEU-FIN,rur,2050,2.07
C-WEU-FIN,rur,2055,2.07
C-WEU-FIN,rur,2060,2.07
C-WEU-FIN,rur,2065,2.07
C-WEU-FIN,rur,2070,2.07
C-WEU-FIN,rur,2075,2.07
C-WEU-FIN,rur,2080,2.07
C-WEU-FIN,rur,2085,2.07
C-WEU-FIN,rur,2090,2.07
C-WEU-FIN,rur,2095,2.07
C-WEU-FIN,rur,2100,2.07
C-WEU-FIN,urb,2015,2.07
C-WEU-FIN,urb,2020,2.07
C-WEU-FIN,urb,2025,2.07
C-WEU-FIN,urb,2030,2.07
C-WEU-FIN,urb,2035,2.07
C-WEU-FIN,urb,2040,2.07
C-WEU-FIN,urb,2045,2.07
C-WEU-FIN,urb,2050,2.07
C-WEU-FIN,urb,2055,2.07
C-WEU-FIN,urb,2060,2.07
C-WEU-FIN,urb,2065,2.07
C-WEU-FIN,urb,2070,2.07
C-WEU-FIN,urb,2075,2.07
C-WEU-FIN,urb,2080,2.07
C-WEU-FIN,urb,2085,2.07
C-WEU-FIN,urb,2090,2.07
C-WEU-FIN,urb,2095,2.07
C-WEU-FIN,urb,2100,2.07
C-WEU-FRA,rur,2015,2.22
C-WEU-FRA,rur,2020,2.22
C-WEU-FRA,rur,2025,2.22
C-WEU-FRA,rur,2030,2.22
C-WEU-FRA,rur,2035,2.22
C-WEU-FRA,rur,2040,2.22
C-WEU-FRA,rur,2045,2.22
C-WEU-FRA,rur,2050,2.22
C-WEU-FRA,rur,2055,2.22
