region_gea,urt,inc_cl,year,value
PAO,urb,d8,2065,237563.1532
PAO,urb,d8,2070,248773.9671
PAO,urb,d8,2075,257901.1775
PAO,urb,d8,2080,266122.0975
PAO,urb,d8,2085,274056.6092
PAO,urb,d8,2090,282393.9908
PAO,urb,d8,2095,290726.2096
PAO,urb,d8,2100,299845.8411
PAO,urb,d9,2020,149477.9602
PAO,urb,d9,2025,170498.5239
PAO,urb,d9,2030,187956.0389
PAO,urb,d9,2035,208719.6166
PAO,urb,d9,2040,230564.2043
PAO,urb,d9,2045,252918.3789
PAO,urb,d9,2050,275284.8857
PAO,urb,d9,2055,297535.4540
PAO,urb,d9,2060,319349.9542
PAO,urb,d9,2065,338437.1306
PAO,urb,d9,2070,354763.3469
PAO,urb,d9,2075,368135.9585
PAO,urb,d9,2080,380240.1080
PAO,urb,d9,2085,391974.9699
PAO,urb,d9,2090,404344.2964
PAO,urb,d9,2095,416788.0265
PAO,urb,d9,2100,430467.3039
PAO,urb,d10,2020,287962.7449
PAO,urb,d10,2025,334859.7776
PAO,urb,d10,2030,373498.4263
PAO,urb,d10,2035,418090.5410
PAO,urb,d10,2040,464782.1101
PAO,urb,d10,2045,512452.0625
PAO,urb,d10,2050,560038.9644
PAO,urb,d10,2055,607294.7968
PAO,urb,d10,2060,653582.2624
PAO,urb,d10,2065,694248.4559
PAO,urb,d10,2070,729278.2393
PAO,urb,d10,2075,758315.5231
PAO,urb,d10,2080,784852.3709
PAO,urb,d10,2085,810803.0883
PAO,urb,d10,2090,838323.0204
PAO,urb,d10,2095,866357.7810
PAO,urb,d10,2100,897433.2797
PAO,rur,d1,2020,8695.8112
PAO,rur,d1,2025,9404.1554
PAO,rur,d1,2030,9921.3694
PAO,rur,d1,2035,10689.6369
PAO,rur,d1,2040,11529.3323
PAO,rur,d1,2045,12407.0192
PAO,rur,d1,2050,13300.7901
PAO,rur,d1,2055,14200.8473
PAO,rur,d1,2060,15089.4158
PAO,rur,d1,2065,15853.8353
PAO,rur,d1,2070,16487.2300
PAO,rur,d1,2075,16977.3456
PAO,rur,d1,2080,17400.4034
PAO,rur,d1,2085,17792.5911
PAO,rur,d1,2090,18193.2685
PAO,rur,d1,2095,18568.8784
PAO,rur,d1,2100,18963.1067
PAO,rur,d2,2020,19787.1340
PAO,rur,d2,2025,21607.4994
PAO,rur,d2,2030,23018.1371
PAO,rur,d2,2035,24967.8614
PAO,rur,d2,2040,27073.3787
PAO,rur,d2,2045,29259.2903
PAO,rur,d2,2050,31473.3279
PAO,rur,d2,2055,33694.9424
PAO,rur,d2,2060,35883.6077
PAO,rur,d2,2065,37774.1336
PAO,rur,d2,2070,39353.1702
PAO,rur,d2,2075,40593.2113
PAO,rur,d2,2080,41677.2157
PAO,rur,d2,2085,42694.5553
PAO,rur,d2,2090,43742.9087
PAO,rur,d2,2095,44745.9852
PAO,rur,d2,2100,45813.0705
PAO,rur,d3,2020,29138.1767
PAO,rur,d3,2025,32033.7554
PAO,rur,d3,2030,34334.8111
PAO,rur,d3,2035,37401.0673
PAO,rur,d3,2040,40691.5677
PAO,rur,d3,2045,44095.6558
PAO,rur,d3,2050,47533.6394
PAO,rur,d3,2055,50976.6246
PAO,rur,d3,2060,54364.7155
PAO,rur,d3,2065,57298.5383
PAO,rur,d3,2070,59760.6480
PAO,rur,d3,2075,61710.9428
PAO,rur,d3,2080,63428.2958
PAO,rur,d3,2085,65051.2908
PAO,rur,d3,2090,66731.9156
PAO,rur,d3,2095,68358.0714
PAO,rur,d3,2100,70100.7622
PAO,rur,d4,2020,39106.0411
PAO,rur,d4,2025,43246.2166
PAO,rur,d4,2030,46588.4030
PAO,rur,d4,2035,50926.4776
PAO,rur,d4,2040,55560.4764
PAO,rur,d4,2045,60342.1329
PAO,rur,d4,2050,65161.1360
PAO,rur,d4,2055,69980.0604
PAO,rur,d4,2060,74718.1617
PAO,rur,d4,2065,78829.1448
PAO,rur,d4,2070,82292.0994
PAO,rur,d4,2075,85053.7113
PAO,rur,d4,2080,87499.1898
PAO,rur,d4,2085,89822.6093
PAO,rur,d4,2090,92237.4504
PAO,rur,d4,2095,94593.6648
PAO,rur,d4,2100,97132.5929
PAO,rur,d5,2020,51021.5567
PAO,rur,d5,2025,56725.5693
PAO,rur,d5,2030,61381.1889
PAO,rur,d5,2035,67301.0461
PAO,rur,d5,2040,73601.7459
PAO,rur,d5,2045,80090.0008
PAO,rur,d5,2050,86617.7962
PAO,rur,d5,2055,93137.7279
PAO,rur,d5,2060,99543.9722
PAO,rur,d5,2065,105111.6202
PAO,rur,d5,2070,109816.3048
PAO,rur,d5,2075,113589.0744
PAO,rur,d5,2080,116945.3811
PAO,rur,d5,2085,120147.9355
PAO,rur,d5,2090,123486.4832
PAO,rur,d5,2095,126765.8014
PAO,rur,d5,2100,130314.8048
PAO,rur,d6,2020,63356.9241
PAO,rur,d6,2025,70808.3186
PAO,rur,d6,2030,76938.7385
PAO,rur,d6,2035,84599.0009
PAO,rur,d6,2040,92726.8479
PAO,rur,d6,2045,101082.2565
PAO,rur,d6,2050,109476.2978
PAO,rur,d6,2055,117851.5903
PAO,rur,d6,2060,126076.0551
PAO,rur,d6,2065,133234.8658
PAO,rur,d6,2070,139301.2120
PAO,rur,d6,2075,144190.2353
PAO,rur,d6,2080,148557.4555
PAO,rur,d6,2085,152740.5257
PAO,rur,d6,2090,157112.7696
PAO,rur,d6,2095,161432.5459
PAO,rur,d6,2100,166125.3222
PAO,rur,d7,2020,77903.9647
PAO,rur,d7,2025,87561.2590
PAO,rur,d7,2030,95551.3470
PAO,rur,d7,2035,105373.2683
PAO,rur,d7,2040,115764.7473
PAO,rur,d7,2045,126430.3125
PAO,rur,d7,2050,137130.5361
PAO,rur,d7,2055,147796.4162
PAO,rur,d7,2060,158264.5007
PAO,rur,d7,2065,167390.4800
PAO,rur,d7,2070,175145.8486
PAO,rur,d7,2075,181427.3194
PAO,rur,d7,2080,187061.3225
PAO,rur,d7,2085,192478.1172
PAO,rur,d7,2090,198154.7127
PAO,rur,d7,2095,203795.2052
PAO,rur,d7,2100,209945.5367
PAO,rur,d8,2020,99569.0929
PAO,rur,d8,2025,112631.1265
PAO,rur,d8,2030,123477.5028
PAO,rur,d8,2035,136599.5148
PAO,rur,d8,2040,150443.9652
PAO,rur,d8,2045,164632.3050
PAO,rur,d8,2050,178847.8665
PAO,rur,d8,2055,193004.1613
PAO,rur,d8,2060,206890.5723
PAO,rur,d8,2065,219016.6486
PAO,rur,d8,2070,229352.2367
PAO,rur,d8,2075,237766.8877
PAO,rur,d8,2080,245346.0022
PAO,rur,d8,2085,252661.0683
PAO,rur,d8,2090,260347.5523
PAO,rur,d8,2095,268029.2766
PAO,rur,d8,2100,276436.9404
PAO,rur,d9,2020,133463.4963
PAO,rur,d9,2025,152232.0018
PAO,rur,d9,2030,167819.1892
PAO,rur,d9,2035,186358.2412
PAO,rur,d9,2040,205862.4882
PAO,rur,d9,2045,225821.7269
PAO,rur,d9,2050,245791.9766
PAO,rur,d9,2055,265658.7090
PAO,rur,d9,2060,285136.0919
PAO,rur,d9,2065,302178.3455
PAO,rur,d9,2070,316755.4370
PAO,rur,d9,2075,328695.3611
PAO,rur,d9,2080,339502.7210
PAO,rur,d9,2085,349980.3573
PAO,rur,d9,2090,361024.4842
PAO,rur,d9,2095,372135.0433
PAO,rur,d9,2100,384348.7783
PAO,rur,d10,2020,252871.2718
PAO,rur,d10,2025,294053.3779
PAO,rur,d10,2030,327983.4762
PAO,rur,d10,2035,367141.5442
PAO,rur,d10,2040,408143.2247
PAO,rur,d10,2045,450004.0615
PAO,rur,d10,2050,491791.9685
PAO,rur,d10,2055,533289.1505
PAO,rur,d10,2060,573935.9721
PAO,rur,d10,2065,609646.5362
PAO,rur,d10,2070,640407.5497
PAO,rur,d10,2075,665906.3165
PAO,rur,d10,2080,689209.3534
PAO,rur,d10,2085,711997.6863
PAO,rur,d10,2090,736164.0077
PAO,rur,d10,2095,760782.4199
PAO,rur,d10,2100,788071.0224
PAS,urb,d1,2020,7073.5664
PAS,urb,d1,2025,7649.7656
PAS,urb,d1,2030,8070.4909
PAS,urb,d1,2035,8695.4345
PAS,urb,d1,2040,9378.4807
PAS,urb,d1,2045,10092.4310
PAS,urb,d1,2050,10819.4646
PAS,urb,d1,2055,11551.6119
PAS,urb,d1,2060,12274.4137
PAS,urb,d1,2065,12896.2271
PAS,urb,d1,2070,13411.4591
PAS,urb,d1,2075,13810.1412
PAS,urb,d1,2080,14154.2756
PAS,urb,d1,2085,14473.2989
PAS,urb,d1,2090,14799.2280
PAS,urb,d1,2095,15104.7661
PAS,urb,d1,2100,15425.4492
PAS,urb,d2,2020,19150.1450
PAS,urb,d2,2025,20911.9090
PAS,urb,d2,2030,22277.1354
PAS,urb,d2,2035,24164.0939
PAS,urb,d2,2040,26201.8303
PAS,urb,d2,2045,28317.3728
PAS,urb,d2,2050,30460.1360
PAS,urb,d2,2055,32610.2320
PAS,urb,d2,2060,34728.4397
PAS,urb,d2,2065,36558.1056
PAS,urb,d2,2070,38086.3097
PAS,urb,d2,2075,39286.4313
PAS,urb,d2,2080,40335.5393
PAS,urb,d2,2085,41320.1287
PAS,urb,d2,2090,42334.7334
PAS,urb,d2,2095,43305.5188
PAS,urb,d2,2100,44338.2524
PAS,urb,d3,2020,30192.3749
PAS,urb,d3,2025,33192.7136
PAS,urb,d3,2030,35577.0198
PAS,urb,d3,2035,38754.2110
PAS,urb,d3,2040,42163.7594
PAS,urb,d3,2045,45691.0049
PAS,urb,d3,2050,49253.3722
PAS,urb,d3,2055,52820.9222
PAS,urb,d3,2060,56331.5918
PAS,urb,d3,2065,59371.5582
PAS,urb,d3,2070,61922.7452
PAS,urb,d3,2075,63943.6003
PAS,urb,d3,2080,65723.0859
PAS,urb,d3,2085,67404.7997
PAS,urb,d3,2090,69146.2283
PAS,urb,d3,2095,70831.2173
PAS,urb,d3,2100,72636.9574
PAS,urb,d4,2020,40975.9204
PAS,urb,d4,2025,45314.0610
PAS,urb,d4,2030,48816.0561
PAS,urb,d4,2035,53361.5584
PAS,urb,d4,2040,58217.1347
PAS,urb,d4,2045,63227.4291
PAS,urb,d4,2050,68276.8557
PAS,urb,d4,2055,73326.1999
PAS,urb,d4,2060,78290.8565
PAS,urb,d4,2065,82598.4088
PAS,urb,d4,2070,86226.9467
PAS,urb,d4,2075,89120.6068
PAS,urb,d4,2080,91683.0173
PAS,urb,d4,2085,94117.5325
PAS,urb,d4,2090,96647.8407
PAS,urb,d4,2095,99116.7189
PAS,urb,d4,2100,101777.0475
PAS,urb,d5,2020,53681.9913
PAS,urb,d5,2025,59683.4302
PAS,urb,d5,2030,64581.8095
PAS,urb,d5,2035,70810.3478
PAS,urb,d5,2040,77439.5872
PAS,urb,d5,2045,84266.1614
PAS,urb,d5,2050,91134.3379
PAS,urb,d5,2055,97994.2406
PAS,urb,d5,2060,104734.5279
PAS,urb,d5,2065,110592.4917
PAS,urb,d5,2070,115542.4943
PAS,urb,d5,2075,119511.9887
PAS,urb,d5,2080,123043.3045
PAS,urb,d5,2085,126412.8509
PAS,urb,d5,2090,129925.4815
PAS,urb,d5,2095,133375.7944
PAS,urb,d5,2100,137109.8547
PAS,urb,d6,2020,66857.2817
PAS,urb,d6,2025,74720.3526
PAS,urb,d6,2030,81189.4673
PAS,urb,d6,2035,89272.9456
PAS,urb,d6,2040,97849.8418
PAS,urb,d6,2045,106666.8718
PAS,urb,d6,2050,115524.6690
PAS,urb,d6,2055,124362.6816
PAS,urb,d6,2060,133041.5335
PAS,urb,d6,2065,140595.8557
PAS,urb,d6,2070,146997.3568
PAS,urb,d6,2075,152156.4900
PAS,urb,d6,2080,156764.9914
PAS,urb,d6,2085,161179.1688
PAS,urb,d6,2090,165792.9714
PAS,urb,d6,2095,170351.4076
PAS,urb,d6,2100,175303.4515
PAS,urb,d7,2020,83838.3091
PAS,urb,d7,2025,94231.2490
PAS,urb,d7,2030,102829.9830
PAS,urb,d7,2035,113400.0904
PAS,urb,d7,2040,124583.1417
PAS,urb,d7,2045,136061.1576
PAS,urb,d7,2050,147576.4722
PAS,urb,d7,2055,159054.8270
PAS,urb,d7,2060,170320.3191
PAS,urb,d7,2065,180141.4712
PAS,urb,d7,2070,188487.6059
PAS,urb,d7,2075,195247.5685
PAS,urb,d7,2080,201310.7425
PAS,urb,d7,2085,207140.1622
PAS,urb,d7,2090,213249.1731
PAS,urb,d7,2095,219319.3309
PAS,urb,d7,2100,225938.1647
PAS,urb,d8,2020,108000.6831
PAS,urb,d8,2025,122168.8201
PAS,urb,d8,2030,133933.6763
PAS,urb,d8,2035,148166.8707
PAS,urb,d8,2040,163183.6802
PAS,urb,d8,2045,178573.5000
PAS,urb,d8,2050,193992.8465
PAS,urb,d8,2055,209347.9077
PAS,urb,d8,2060,224410.2311
PAS,urb,d8,2065,237563.1532
PAS,urb,d8,2070,248773.9671
PAS,urb,d8,2075,257901.1775
PAS,urb,d8,2080,266122.0975
PAS,urb,d8,2085,274056.6092
PAS,urb,d8,2090,282393.9908
PAS,urb,d8,2095,290726.2096
PAS,urb,d8,2100,299845.8411
PAS,urb,d9,2020,149477.9602
PAS,urb,d9,2025,170498.5239
PAS,urb,d9,2030,187956.0389
PAS,urb,d9,2035,208719.6166
PAS,urb,d9,2040,230564.2043
PAS,urb,d9,2045,252918.3789
PAS,urb,d9,2050,275284.8857
PAS,urb,d9,2055,297535.4540
PAS,urb,d9,2060,319349.9542
PAS,urb,d9,2065,338437.1306
PAS,urb,d9,2070,354763.3469
PAS,urb,d9,2075,368135.9585
PAS,urb,d9,2080,380240.1080
PAS,urb,d9,2085,391974.9699
PAS,urb,d9,2090,404344.2964
PAS,urb,d9,2095,416788.0265
PAS,urb,d9,2100,430467.3039
PAS,urb,d10,2020,287962.7449
PAS,urb,d10,2025,334859.7776
PAS,urb,d10,2030,373498.4263
PAS,urb,d10,2035,418090.5410
PAS,urb,d10,2040,464782.1101
PAS,urb,d10,2045,512452.0625
PAS,urb,d10,2050,560038.9644
PAS,urb,d10,2055,607294.7968
PAS,urb,d10,2060,653582.2624
PAS,urb,d10,2065,694248.4559
PAS,urb,d10,2070,729278.2393
PAS,urb,d10,2075,758315.5231
PAS,urb,d10,2080,784852.3709
PAS,urb,d10,2085,810803.0883
PAS,urb,d10,2090,838323.0204
PAS,urb,d10,2095,866357.7810
PAS,urb,d10,2100,897433.2797
PAS,rur,d1,2020,8695.8112
PAS,rur,d1,2025,9404.1554
PAS,rur,d1,2030,9921.3694
PAS,rur,d1,2035,10689.6369
PAS,rur,d1,2040,11529.3323
PAS,rur,d1,2045,12407.0192
PAS,rur,d1,2050,13300.7901
PAS,rur,d1,2055,14200.8473
PAS,rur,d1,2060,15089.4158
PAS,rur,d1,2065,15853.8353
PAS,rur,d1,2070,16487.2300
PAS,rur,d1,2075,16977.3456
PAS,rur,d1,2080,17400.4034
PAS,rur,d1,2085,17792.5911
PAS,rur,d1,2090,18193.2685
PAS,rur,d1,2095,18568.8784
PAS,rur,d1,2100,18963.1067
PAS,rur,d2,2020,19787.1340
PAS,rur,d2,2025,21607.4994
PAS,rur,d2,2030,23018.1371
PAS,rur,d2,2035,24967.8614
PAS,rur,d2,2040,27073.3787
PAS,rur,d2,2045,29259.2903
PAS,rur,d2,2050,31473.3279
PAS,rur,d2,2055,33694.9424
PAS,rur,d2,2060,35883.6077
PAS,rur,d2,2065,37774.1336
PAS,rur,d2,2070,39353.1702
PAS,rur,d2,2075,40593.2113
PAS,rur,d2,2080,41677.2157
PAS,rur,d2,2085,42694.5553
PAS,rur,d2,2090,43742.9087
PAS,rur,d2,2095,44745.9852
PAS,rur,d2,2100,45813.0705
PAS,rur,d3,2020,29138.1767
PAS,rur,d3,2025,32033.7554
PAS,rur,d3,2030,34334.8111
PAS,rur,d3,2035,37401.0673
PAS,rur,d3,2040,40691.5677
PAS,rur,d3,2045,44095.6558
PAS,rur,d3,2050,47533.6394
PAS,rur,d3,2055,50976.6246
PAS,rur,d3,2060,54364.7155
PAS,rur,d3,2065,57298.5383
PAS,rur,d3,2070,59760.6480
PAS,rur,d3,2075,61710.9428
PAS,rur,d3,2080,63428.2958
PAS,rur,d3,2085,65051.2908
PAS,rur,d3,2090,66731.9156
PAS,rur,d3,2095,68358.0714
PAS,rur,d3,2100,70100.7622
PAS,rur,d4,2020,39106.0411
PAS,rur,d4,2025,43246.2166
PAS,rur,d4,2030,46588.4030
PAS,rur,d4,2035,50926.4776
PAS,rur,d4,2040,55560.4764
PAS,rur,d4,2045,60342.1329
PAS,rur,d4,2050,65161.1360
PAS,rur,d4,2055,69980.0604
PAS,rur,d4,2060,74718.1617
PAS,rur,d4,2065,78829.1448
PAS,rur,d4,2070,82292.0994
PAS,rur,d4,2075,85053.7113
PAS,rur,d4,2080,87499.1898
PAS,rur,d4,2085,89822.6093
PAS,rur,d4,2090,92237.4504
PAS,rur,d4,2095,94593.6648
PAS,rur,d4,2100,97132.5929
PAS,rur,d5,2020,51021.5567
PAS,rur,d5,2025,56725.5693
PAS,rur,d5,2030,61381.1889
PAS,rur,d5,2035,67301.0461
PAS,rur,d5,2040,73601.7459
PAS,rur,d5,2045,80090.0008
PAS,rur,d5,2050,86617.7962
PAS,rur,d5,2055,93137.7279
PAS,rur,d5,2060,99543.9722
PAS,rur,d5,2065,105111.6202
PAS,rur,d5,2070,109816.3048
PAS,rur,d5,2075,113589.0744
PAS,rur,d5,2080,116945.3811
PAS,rur,d5,2085,120147.9355
PAS,rur,d5,2090,123486.4832
PAS,rur,d5,2095,126765.8014
PAS,rur,d5,2100,130314.8048
PAS,rur,d6,2020,63356.9241
PAS,rur,d6,2025,70808.3186
PAS,rur,d6,2030,76938.7385
PAS,rur,d6,2035,84599.0009
PAS,rur,d6,2040,92726.8479
PAS,rur,d6,2045,101082.2565
PAS,rur,d6,2050,109476.2978
PAS,rur,d6,2055,117851.5903
PAS,rur,d6,2060,126076.0551
PAS,rur,d6,2065,133234.8658
PAS,rur,d6,2070,139301.2120
PAS,rur,d6,2075,144190.2353
PAS,rur,d6,2080,148557.4555
PAS,rur,d6,2085,152740.5257
PAS,rur,d6,2090,157112.7696
PAS,rur,d6,2095,161432.5459
PAS,rur,d6,2100,166125.3222
PAS,rur,d7,2020,77903.9647
PAS,rur,d7,2025,87561.2590
PAS,rur,d7,2030,95551.3470
PAS,rur,d7,2035,105373.2683
PAS,rur,d7,2040,115764.7473
PAS,rur,d7,2045,126430.3125
PAS,rur,d7,2050,137130.5361
PAS,rur,d7,2055,147796.4162
PAS,rur,d7,2060,158264.5007
PAS,rur,d7,2065,167390.4800
PAS,rur,d7,2070,175145.8486
PAS,rur,d7,2075,181427.3194
PAS,rur,d7,2080,187061.3225
PAS,rur,d7,2085,192478.1172
PAS,rur,d7,2090,198154.7127
PAS,rur,d7,2095,203795.2052
PAS,rur,d7,2100,209945.5367
PAS,rur,d8,2020,99569.0929
PAS,rur,d8,2025,112631.1265
PAS,rur,d8,2030,123477.5028
PAS,rur,d8,2035,136599.5148
PAS,rur,d8,2040,150443.9652
PAS,rur,d8,2045,164632.3050
PAS,rur,d8,2050,178847.8665
PAS,rur,d8,2055,193004.1613
PAS,rur,d8,2060,206890.5723
PAS,rur,d8,2065,219016.6486
PAS,rur,d8,2070,229352.2367
PAS,rur,d8,2075,237766.8877
PAS,rur,d8,2080,245346.0022
PAS,rur,d8,2085,252661.0683
PAS,rur,d8,2090,260347.5523
PAS,rur,d8,2095,268029.2766
PAS,rur,d8,2100,276436.9404
PAS,rur,d9,2020,133463.4963
PAS,rur,d9,2025,152232.0018
PAS,rur,d9,2030,167819.1892
PAS,rur,d9,2035,186358.2412
PAS,rur,d9,2040,205862.4882
PAS,rur,d9,2045,225821.7269
PAS,rur,d9,2050,245791.9766
PAS,rur,d9,2055,265658.7090
PAS,rur,d9,2060,285136.0919
PAS,rur,d9,2065,302178.3455
PAS,rur,d9,2070,316755.4370
PAS,rur,d9,2075,328695.3611
PAS,rur,d9,2080,339502.7210
PAS,rur,d9,2085,349980.3573
PAS,rur,d9,2090,361024.4842
PAS,rur,d9,2095,372135.0433
PAS,rur,d9,2100,384348.7783
PAS,rur,d10,2020,252871.2718
PAS,rur,d10,2025,294053.3779
PAS,rur,d10,2030,327983.4762
PAS,rur,d10,2035,367141.5442
PAS,rur,d10,2040,408143.2247
PAS,rur,d10,2045,450004.0615
PAS,rur,d10,2050,491791.9685
PAS,rur,d10,2055,533289.1505
PAS,rur,d10,2060,573935.9721
PAS,rur,d10,2065,609646.5362
PAS,rur,d10,2070,640407.5497
PAS,rur,d10,2075,665906.3165
PAS,rur,d10,2080,689209.3534
PAS,rur,d10,2085,711997.6863
PAS,rur,d10,2090,736164.0077
PAS,rur,d10,2095,760782.4199
PAS,rur,d10,2100,788071.0224
SAS,urb,d1,2020,7073.5664
SAS,urb,d1,2025,7649.7656
SAS,urb,d1,2030,8070.4909
SAS,urb,d1,2035,8695.4345
SAS,urb,d1,2040,9378.4807
SAS,urb,d1,2045,10092.4310
SAS,urb,d1,2050,10819.4646
SAS,urb,d1,2055,11551.6119
SAS,urb,d1,2060,12274.4137
SAS,urb,d1,2065,12896.2271
SAS,urb,d1,2070,13411.4591
SAS,urb,d1,2075,13810.1412
SAS,urb,d1,2080,14154.2756
SAS,urb,d1,2085,14473.2989
SAS,urb,d1,2090,14799.2280
SAS,urb,d1,2095,15104.7661
SAS,urb,d1,2100,15425.4492
SAS,urb,d2,2020,19150.1450
SAS,urb,d2,2025,20911.9090
SAS,urb,d2,2030,22277.1354
SAS,urb,d2,2035,24164.0939
SAS,urb,d2,2040,26201.8303
SAS,urb,d2,2045,28317.3728
SAS,urb,d2,2050,30460.1360
SAS,urb,d2,2055,32610.2320
SAS,urb,d2,2060,34728.4397
SAS,urb,d2,2065,36558.1056
SAS,urb,d2,2070,38086.3097
SAS,urb,d2,2075,39286.4313
SAS,urb,d2,2080,40335.5393
SAS,urb,d2,2085,41320.1287
SAS,urb,d2,2090,42334.7334
SAS,urb,d2,2095,43305.5188
SAS,urb,d2,2100,44338.2524
SAS,urb,d3,2020,30192.3749
SAS,urb,d3,2025,33192.7136
SAS,urb,d3,2030,35577.0198
SAS,urb,d3,2035,38754.2110
SAS,urb,d3,2040,42163.7594
SAS,urb,d3,2045,45691.0049
SAS,urb,d3,2050,49253.3722
SAS,urb,d3,2055,52820.9222
SAS,urb,d3,2060,56331.5918
SAS,urb,d3,2065,59371.5582
SAS,urb,d3,2070,61922.7452
SAS,urb,d3,2075,63943.6003
SAS,urb,d3,2080,65723.0859
SAS,urb,d3,2085,67404.7997
SAS,urb,d3,2090,69146.2283
SAS,urb,d3,2095,70831.2173
SAS,urb,d3,2100,72636.9574
SAS,urb,d4,2020,40975.9204
SAS,urb,d4,2025,45314.0610
SAS,urb,d4,2030,48816.0561
SAS,urb,d4,2035,53361.5584
SAS,urb,d4,2040,58217.1347
SAS,urb,d4,2045,63227.4291
SAS,urb,d4,2050,68276.8557
SAS,urb,d4,2055,73326.1999
SAS,urb,d4,2060,78290.8565
SAS,urb,d4,2065,82598.4088
SAS,urb,d4,2070,86226.9467
SAS,urb,d4,2075,89120.6068
SAS,urb,d4,2080,91683.0173
SAS,urb,d4,2085,94117.5325
SAS,urb,d4,2090,96647.8407
SAS,urb,d4,2095,99116.7189
SAS,urb,d4,2100,101777.0475
SAS,urb,d5,2020,53681.9913
SAS,urb,d5,2025,59683.4302
SAS,urb,d5,2030,64581.8095
SAS,urb,d5,2035,70810.3478
SAS,urb,d5,2040,77439.5872
SAS,urb,d5,2045,84266.1614
SAS,urb,d5,2050,91134.3379
SAS,urb,d5,2055,97994.2406
SAS,urb,d5,2060,104734.5279
SAS,urb,d5,2065,110592.4917
SAS,urb,d5,2070,115542.4943
SAS,urb,d5,2075,119511.9887
SAS,urb,d5,2080,123043.3045
SAS,urb,d5,2085,126412.8509
SAS,urb,d5,2090,129925.4815
SAS,urb,d5,2095,133375.7944
SAS,urb,d5,2100,137109.8547
SAS,urb,d6,2020,66857.2817
SAS,urb,d6,2025,74720.3526
SAS,urb,d6,2030,81189.4673
SAS,urb,d6,2035,89272.9456
SAS,urb,d6,2040,97849.8418
SAS,urb,d6,2045,106666.8718
SAS,urb,d6,2050,115524.6690
SAS,urb,d6,2055,124362.6816
SAS,urb,d6,2060,133041.5335
SAS,urb,d6,2065,140595.8557
SAS,urb,d6,2070,146997.3568
SAS,urb,d6,2075,152156.4900
SAS,urb,d6,2080,156764.9914
SAS,urb,d6,2085,161179.1688
SAS,urb,d6,2090,165792.9714
SAS,urb,d6,2095,170351.4076
SAS,urb,d6,2100,175303.4515
SAS,urb,d7,2020,83838.3091
SAS,urb,d7,2025,94231.2490
SAS,urb,d7,2030,102829.9830
SAS,urb,d7,2035,113400.0904
SAS,urb,d7,2040,124583.1417
SAS,urb,d7,2045,136061.1576
SAS,urb,d7,2050,147576.4722
SAS,urb,d7,2055,159054.8270
SAS,urb,d7,2060,170320.3191
SAS,urb,d7,2065,180141.4712
SAS,urb,d7,2070,188487.6059
SAS,urb,d7,2075,195247.5685
SAS,urb,d7,2080,201310.7425
SAS,urb,d7,2085,207140.1622
SAS,urb,d7,2090,213249.1731
SAS,urb,d7,2095,219319.3309
SAS,urb,d7,2100,225938.1647
SAS,urb,d8,2020,108000.6831
SAS,urb,d8,2025,122168.8201
SAS,urb,d8,2030,133933.6763
SAS,urb,d8,2035,148166.8707
SAS,urb,d8,2040,163183.6802
SAS,urb,d8,2045,178573.5000
SAS,urb,d8,2050,193992.8465
SAS,urb,d8,2055,209347.9077
SAS,urb,d8,2060,224410.2311
SAS,urb,d8,2065,237563.1532
SAS,urb,d8,2070,248773.9671
SAS,urb,d8,2075,257901.1775
SAS,urb,d8,2080,266122.0975
SAS,urb,d8,2085,274056.6092
SAS,urb,d8,2090,282393.9908
SAS,urb,d8,2095,290726.2096
SAS,urb,d8,2100,299845.8411
SAS,urb,d9,2020,149477.9602
SAS,urb,d9,2025,170498.5239
SAS,urb,d9,2030,187956.0389
SAS,urb,d9,2035,208719.6166
SAS,urb,d9,2040,230564.2043
SAS,urb,d9,2045,252918.3789
SAS,urb,d9,2050,275284.8857
SAS,urb,d9,2055,297535.4540
SAS,urb,d9,2060,319349.9542
SAS,urb,d9,2065,338437.1306
SAS,urb,d9,2070,354763.3469
SAS,urb,d9,2075,368135.9585
SAS,urb,d9,2080,380240.1080
SAS,urb,d9,2085,391974.9699
SAS,urb,d9,2090,404344.2964
SAS,urb,d9,2095,416788.0265
SAS,urb,d9,2100,430467.3039
SAS,urb,d10,2020,287962.7449
SAS,urb,d10,2025,334859.7776
SAS,urb,d10,2030,373498.4263
SAS,urb,d10,2035,418090.5410
SAS,urb,d10,2040,464782.1101
SAS,urb,d10,2045,512452.0625
SAS,urb,d10,2050,560038.9644
SAS,urb,d10,2055,607294.7968
SAS,urb,d10,2060,653582.2624
SAS,urb,d10,2065,694248.4559
SAS,urb,d10,2070,729278.2393
SAS,urb,d10,2075,758315.5231
SAS,urb,d10,2080,784852.3709
SAS,urb,d10,2085,810803.0883
SAS,urb,d10,2090,838323.0204
SAS,urb,d10,2095,866357.7810
SAS,urb,d10,2100,897433.2797
SAS,rur,d1,2020,8695.8112
SAS,rur,d1,2025,9404.1554
SAS,rur,d1,2030,9921.3694
SAS,rur,d1,2035,10689.6369
SAS,rur,d1,2040,11529.3323
SAS,rur,d1,2045,12407.0192
SAS,rur,d1,2050,13300.7901
SAS,rur,d1,2055,14200.8473
SAS,rur,d1,2060,15089.4158
SAS,rur,d1,2065,15853.8353
SAS,rur,d1,2070,16487.2300
SAS,rur,d1,2075,16977.3456
SAS,rur,d1,2080,17400.4034
