region_gea,fuel_heat,year,value
AFR,biomass_solid,2025,30.3354
AFR,biomass_solid,2030,30.3354
AFR,biomass_solid,2035,30.3354
AFR,biomass_solid,2040,30.3354
AFR,biomass_solid,2045,30.3354
AFR,biomass_solid,2050,30.3354
AFR,biomass_solid,2055,30.3354
AFR,biomass_solid,2060,30.3354
AFR,biomass_solid,2065,30.3354
AFR,biomass_solid,2070,30.3354
AFR,biomass_solid,2075,30.3354
AFR,biomass_solid,2080,30.3354
AFR,biomass_solid,2085,30.3354
AFR,biomass_solid,2090,30.3354
AFR,biomass_solid,2095,30.3354
AFR,biomass_solid,2100,30.3354
AFR,coal,2025,3.8076
AFR,coal,2030,3.8076
AFR,coal,2035,3.8076
AFR,coal,2040,3.8076
AFR,coal,2045,3.8076
AFR,coal,2050,3.8076
AFR,coal,2055,3.8076
AFR,coal,2060,3.8076
AFR,coal,2065,3.8076
AFR,coal,2070,3.8076
AFR,coal,2075,3.8076
AFR,coal,2080,3.8076
AFR,coal,2085,3.8076
AFR,coal,2090,3.8076
AFR,coal,2095,3.8076
AFR,coal,2100,3.8076
AFR,oil,2025,9.0972
AFR,oil,2030,9.0972
AFR,oil,2035,9.0972
AFR,oil,2040,9.0972
AFR,oil,2045,9.0972
AFR,oil,2050,9.0972
AFR,oil,2055,9.0972
AFR,oil,2060,9.0972
AFR,oil,2065,9.0972
AFR,oil,2070,9.0972
AFR,oil,2075,9.0972
AFR,oil,2080,9.0972
AFR,oil,2085,9.0972
AFR,oil,2090,9.0972
AFR,oil,2095,9.0972
AFR,oil,2100,9.0972
AFR,electricity,2025,8.9376
AFR,electricity,2030,8.9376
AFR,electricity,2035,8.9376
AFR,electricity,2040,8.9376
AFR,electricity,2045,8.9376
AFR,electricity,2050,8.9376
AFR,electricity,2055,8.9376
AFR,electricity,2060,8.9376
AFR,electricity,2065,8.9376
AFR,electricity,2070,8.9376
AFR,electricity,2075,8.9376
AFR,electricity,2080,8.9376
AFR,electricity,2085,8.9376
AFR,electricity,2090,8.9376
AFR,electricity,2095,8.9376
AFR,electricity,2100,8.9376
AFR,gas,2025,14.4438
AFR,gas,2030,14.4438
AFR,gas,2035,14.4438
AFR,gas,2040,14.4438
AFR,gas,2045,14.4438
AFR,gas,2050,14.4438
AFR,gas,2055,14.4438
AFR,gas,2060,14.4438
