region_bld,region_gea,urt,inc_cl,arch,fuel_heat,value
R32CAS-CAU,FSU,urb,d8,mfh,coal,0.088
R32CAS-CAU,FSU,urb,d8,mfh,electricity,0.094
R32CAS-CAU,FSU,urb,d8,mfh,gas,0.658
R32CAS-CAU,FSU,urb,d8,mfh,oil,0.16
R32CAS-CAU,FSU,urb,d8,sfh,biomass_solid,0
R32CAS-CAU,FSU,urb,d8,sfh,coal,0.088
R32CAS-CAU,FSU,urb,d8,sfh,electricity,0.094
R32CAS-CAU,FSU,urb,d8,sfh,gas,0.658
R32CAS-CAU,FSU,urb,d8,sfh,oil,0.16
R32CAS-CAU,FSU,urb,d9,mfh,biomass_solid,0
R32CAS-CAU,FSU,urb,d9,mfh,coal,0.088
R32CAS-CAU,FSU,urb,d9,mfh,electricity,0.094
R32CAS-CAU,FSU,urb,d9,mfh,gas,0.658
R32CAS-CAU,FSU,urb,d9,mfh,oil,0.16
R32CAS-CAU,FSU,urb,d9,sfh,biomass_solid,0
R32CAS-CAU,FSU,urb,d9,sfh,coal,0.088
R32CAS-CAU,FSU,urb,d9,sfh,electricity,0.094
R32CAS-CAU,FSU,urb,d9,sfh,gas,0.658
R32CAS-CAU,FSU,urb,d9,sfh,oil,0.16
R32CAS-CAU,FSU,urb,d10,mfh,biomass_solid,0
R32CAS-CAU,FSU,urb,d10,mfh,coal,0.088
R32CAS-CAU,FSU,urb,d10,mfh,electricity,0.094
R32CAS-CAU,FSU,urb,d10,mfh,gas,0.658
R32CAS-CAU,FSU,urb,d10,mfh,oil,0.16
R32CAS-CAU,FSU,urb,d10,sfh,biomass_solid,0
R32CAS-CAU,FSU,urb,d10,sfh,coal,0.088
R32CAS-CAU,FSU,urb,d10,sfh,electricity,0.094
R32CAS-CAU,FSU,urb,d10,sfh,gas,0.658
R32CAS-CAU,FSU,urb,d10,sfh,oil,0.16
R32CAS-OTH,FSU,rur,d1,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d1,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d1,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d1,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d1,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d1,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d1,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d1,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d1,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d1,sfh,oil,0.138
R32CAS-OTH,FSU,rur,d2,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d2,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d2,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d2,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d2,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d2,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d2,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d2,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d2,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d2,sfh,oil,0.138
R32CAS-OTH,FSU,rur,d3,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d3,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d3,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d3,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d3,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d3,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d3,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d3,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d3,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d3,sfh,oil,0.138
R32CAS-OTH,FSU,rur,d4,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d4,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d4,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d4,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d4,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d4,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d4,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d4,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d4,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d4,sfh,oil,0.138
R32CAS-OTH,FSU,rur,d5,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d5,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d5,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d5,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d5,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d5,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d5,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d5,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d5,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d5,sfh,oil,0.138
R32CAS-OTH,FSU,rur,d6,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d6,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d6,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d6,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d6,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d6,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d6,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d6,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d6,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d6,sfh,oil,0.138
R32CAS-OTH,FSU,rur,d7,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d7,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d7,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d7,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d7,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d7,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d7,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d7,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d7,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d7,sfh,oil,0.138
R32CAS-OTH,FSU,rur,d8,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d8,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d8,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d8,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d8,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d8,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d8,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d8,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d8,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d8,sfh,oil,0.138
R32CAS-OTH,FSU,rur,d9,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d9,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d9,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d9,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d9,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d9,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d9,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d9,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d9,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d9,sfh,oil,0.138
R32CAS-OTH,FSU,rur,d10,mfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d10,mfh,coal,0.076
R32CAS-OTH,FSU,rur,d10,mfh,electricity,0.081
R32CAS-OTH,FSU,rur,d10,mfh,gas,0.567
R32CAS-OTH,FSU,rur,d10,mfh,oil,0.138
R32CAS-OTH,FSU,rur,d10,sfh,biomass_solid,0.139
R32CAS-OTH,FSU,rur,d10,sfh,coal,0.076
R32CAS-OTH,FSU,rur,d10,sfh,electricity,0.081
R32CAS-OTH,FSU,rur,d10,sfh,gas,0.567
R32CAS-OTH,FSU,rur,d10,sfh,oil,0.138
R32CAS-OTH,FSU,urb,d1,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d1,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d1,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d1,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d1,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d1,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d1,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d1,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d1,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d1,sfh,oil,0.16
R32CAS-OTH,FSU,urb,d2,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d2,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d2,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d2,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d2,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d2,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d2,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d2,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d2,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d2,sfh,oil,0.16
R32CAS-OTH,FSU,urb,d3,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d3,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d3,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d3,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d3,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d3,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d3,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d3,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d3,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d3,sfh,oil,0.16
R32CAS-OTH,FSU,urb,d4,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d4,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d4,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d4,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d4,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d4,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d4,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d4,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d4,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d4,sfh,oil,0.16
R32CAS-OTH,FSU,urb,d5,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d5,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d5,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d5,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d5,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d5,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d5,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d5,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d5,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d5,sfh,oil,0.16
R32CAS-OTH,FSU,urb,d6,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d6,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d6,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d6,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d6,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d6,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d6,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d6,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d6,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d6,sfh,oil,0.16
R32CAS-OTH,FSU,urb,d7,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d7,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d7,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d7,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d7,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d7,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d7,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d7,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d7,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d7,sfh,oil,0.16
R32CAS-OTH,FSU,urb,d8,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d8,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d8,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d8,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d8,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d8,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d8,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d8,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d8,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d8,sfh,oil,0.16
R32CAS-OTH,FSU,urb,d9,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d9,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d9,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d9,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d9,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d9,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d9,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d9,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d9,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d9,sfh,oil,0.16
R32CAS-OTH,FSU,urb,d10,mfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d10,mfh,coal,0.088
R32CAS-OTH,FSU,urb,d10,mfh,electricity,0.094
R32CAS-OTH,FSU,urb,d10,mfh,gas,0.658
R32CAS-OTH,FSU,urb,d10,mfh,oil,0.16
R32CAS-OTH,FSU,urb,d10,sfh,biomass_solid,0
R32CAS-OTH,FSU,urb,d10,sfh,coal,0.088
R32CAS-OTH,FSU,urb,d10,sfh,electricity,0.094
R32CAS-OTH,FSU,urb,d10,sfh,gas,0.658
R32CAS-OTH,FSU,urb,d10,sfh,oil,0.16
R32CHN,CPA,rur,d1,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d1,mfh,coal,0.53
R32CHN,CPA,rur,d1,mfh,electricity,0.23
R32CHN,CPA,rur,d1,mfh,gas,0
R32CHN,CPA,rur,d1,mfh,oil,0
R32CHN,CPA,rur,d1,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d1,sfh,coal,0.53
R32CHN,CPA,rur,d1,sfh,electricity,0.23
R32CHN,CPA,rur,d1,sfh,gas,0
R32CHN,CPA,rur,d1,sfh,oil,0
R32CHN,CPA,rur,d2,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d2,mfh,coal,0.53
R32CHN,CPA,rur,d2,mfh,electricity,0.23
R32CHN,CPA,rur,d2,mfh,gas,0
R32CHN,CPA,rur,d2,mfh,oil,0
R32CHN,CPA,rur,d2,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d2,sfh,coal,0.53
R32CHN,CPA,rur,d2,sfh,electricity,0.23
R32CHN,CPA,rur,d2,sfh,gas,0
R32CHN,CPA,rur,d2,sfh,oil,0
R32CHN,CPA,rur,d3,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d3,mfh,coal,0.53
R32CHN,CPA,rur,d3,mfh,electricity,0.23
R32CHN,CPA,rur,d3,mfh,gas,0
R32CHN,CPA,rur,d3,mfh,oil,0
R32CHN,CPA,rur,d3,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d3,sfh,coal,0.53
R32CHN,CPA,rur,d3,sfh,electricity,0.23
R32CHN,CPA,rur,d3,sfh,gas,0
R32CHN,CPA,rur,d3,sfh,oil,0
R32CHN,CPA,rur,d4,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d4,mfh,coal,0.53
R32CHN,CPA,rur,d4,mfh,electricity,0.23
R32CHN,CPA,rur,d4,mfh,gas,0
R32CHN,CPA,rur,d4,mfh,oil,0
R32CHN,CPA,rur,d4,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d4,sfh,coal,0.53
R32CHN,CPA,rur,d4,sfh,electricity,0.23
R32CHN,CPA,rur,d4,sfh,gas,0
R32CHN,CPA,rur,d4,sfh,oil,0
R32CHN,CPA,rur,d5,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d5,mfh,coal,0.53
R32CHN,CPA,rur,d5,mfh,electricity,0.23
R32CHN,CPA,rur,d5,mfh,gas,0
R32CHN,CPA,rur,d5,mfh,oil,0
R32CHN,CPA,rur,d5,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d5,sfh,coal,0.53
R32CHN,CPA,rur,d5,sfh,electricity,0.23
R32CHN,CPA,rur,d5,sfh,gas,0
R32CHN,CPA,rur,d5,sfh,oil,0
R32CHN,CPA,rur,d6,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d6,mfh,coal,0.53
R32CHN,CPA,rur,d6,mfh,electricity,0.23
R32CHN,CPA,rur,d6,mfh,gas,0
R32CHN,CPA,rur,d6,mfh,oil,0
R32CHN,CPA,rur,d6,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d6,sfh,coal,0.53
R32CHN,CPA,rur,d6,sfh,electricity,0.23
R32CHN,CPA,rur,d6,sfh,gas,0
R32CHN,CPA,rur,d6,sfh,oil,0
R32CHN,CPA,rur,d7,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d7,mfh,coal,0.53
R32CHN,CPA,rur,d7,mfh,electricity,0.23
R32CHN,CPA,rur,d7,mfh,gas,0
R32CHN,CPA,rur,d7,mfh,oil,0
R32CHN,CPA,rur,d7,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d7,sfh,coal,0.53
R32CHN,CPA,rur,d7,sfh,electricity,0.23
R32CHN,CPA,rur,d7,sfh,gas,0
R32CHN,CPA,rur,d7,sfh,oil,0
R32CHN,CPA,rur,d8,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d8,mfh,coal,0.53
R32CHN,CPA,rur,d8,mfh,electricity,0.23
R32CHN,CPA,rur,d8,mfh,gas,0
R32CHN,CPA,rur,d8,mfh,oil,0
R32CHN,CPA,rur,d8,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d8,sfh,coal,0.53
R32CHN,CPA,rur,d8,sfh,electricity,0.23
R32CHN,CPA,rur,d8,sfh,gas,0
R32CHN,CPA,rur,d8,sfh,oil,0
R32CHN,CPA,rur,d9,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d9,mfh,coal,0.53
R32CHN,CPA,rur,d9,mfh,electricity,0.23
R32CHN,CPA,rur,d9,mfh,gas,0
R32CHN,CPA,rur,d9,mfh,oil,0
R32CHN,CPA,rur,d9,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d9,sfh,coal,0.53
R32CHN,CPA,rur,d9,sfh,electricity,0.23
R32CHN,CPA,rur,d9,sfh,gas,0
R32CHN,CPA,rur,d9,sfh,oil,0
R32CHN,CPA,rur,d10,mfh,biomass_solid,0.24
R32CHN,CPA,rur,d10,mfh,coal,0.53
R32CHN,CPA,rur,d10,mfh,electricity,0.23
R32CHN,CPA,rur,d10,mfh,gas,0
R32CHN,CPA,rur,d10,mfh,oil,0
R32CHN,CPA,rur,d10,sfh,biomass_solid,0.24
R32CHN,CPA,rur,d10,sfh,coal,0.53
R32CHN,CPA,rur,d10,sfh,electricity,0.23
R32CHN,CPA,rur,d10,sfh,gas,0
R32CHN,CPA,rur,d10,sfh,oil,0
R32CHN,CPA,urb,d1,mfh,biomass_solid,0
R32CHN,CPA,urb,d1,mfh,coal,0.389
R32CHN,CPA,urb,d1,mfh,electricity,0.611
R32CHN,CPA,urb,d1,mfh,gas,0
R32CHN,CPA,urb,d1,mfh,oil,0
R32CHN,CPA,urb,d1,sfh,biomass_solid,0
R32CHN,CPA,urb,d1,sfh,coal,0.389
R32CHN,CPA,urb,d1,sfh,electricity,0.611
R32CHN,CPA,urb,d1,sfh,gas,0
R32CHN,CPA,urb,d1,sfh,oil,0
R32CHN,CPA,urb,d2,mfh,biomass_solid,0
R32CHN,CPA,urb,d2,mfh,coal,0.389
R32CHN,CPA,urb,d2,mfh,electricity,0.611
R32CHN,CPA,urb,d2,mfh,gas,0
R32CHN,CPA,urb,d2,mfh,oil,0
R32CHN,CPA,urb,d2,sfh,biomass_solid,0
R32CHN,CPA,urb,d2,sfh,coal,0.389
R32CHN,CPA,urb,d2,sfh,electricity,0.611
R32CHN,CPA,urb,d2,sfh,gas,0
R32CHN,CPA,urb,d2,sfh,oil,0
R32CHN,CPA,urb,d3,mfh,biomass_solid,0
R32CHN,CPA,urb,d3,mfh,coal,0.389
R32CHN,CPA,urb,d3,mfh,electricity,0.611
R32CHN,CPA,urb,d3,mfh,gas,0
R32CHN,CPA,urb,d3,mfh,oil,0
R32CHN,CPA,urb,d3,sfh,biomass_solid,0
R32CHN,CPA,urb,d3,sfh,coal,0.389
R32CHN,CPA,urb,d3,sfh,electricity,0.611
R32CHN,CPA,urb,d3,sfh,gas,0
R32CHN,CPA,urb,d3,sfh,oil,0
R32CHN,CPA,urb,d4,mfh,biomass_solid,0
R32CHN,CPA,urb,d4,mfh,coal,0.389
R32CHN,CPA,urb,d4,mfh,electricity,0.611
R32CHN,CPA,urb,d4,mfh,gas,0
R32CHN,CPA,urb,d4,mfh,oil,0
R32CHN,CPA,urb,d4,sfh,biomass_solid,0
R32CHN,CPA,urb,d4,sfh,coal,0.389
R32CHN,CPA,urb,d4,sfh,electricity,0.611
R32CHN,CPA,urb,d4,sfh,gas,0
R32CHN,CPA,urb,d4,sfh,oil,0
R32CHN,CPA,urb,d5,mfh,biomass_solid,0
R32CHN,CPA,urb,d5,mfh,coal,0.389
R32CHN,CPA,urb,d5,mfh,electricity,0.611
R32CHN,CPA,urb,d5,mfh,gas,0
R32CHN,CPA,urb,d5,mfh,oil,0
R32CHN,CPA,urb,d5,sfh,biomass_solid,0
R32CHN,CPA,urb,d5,sfh,coal,0.389
R32CHN,CPA,urb,d5,sfh,electricity,0.611
R32CHN,CPA,urb,d5,sfh,gas,0
R32CHN,CPA,urb,d5,sfh,oil,0
R32CHN,CPA,urb,d6,mfh,biomass_solid,0
R32CHN,CPA,urb,d6,mfh,coal,0.389
R32CHN,CPA,urb,d6,mfh,electricity,0.611
R32CHN,CPA,urb,d6,mfh,gas,0
R32CHN,CPA,urb,d6,mfh,oil,0
R32CHN,CPA,urb,d6,sfh,biomass_solid,0
R32CHN,CPA,urb,d6,sfh,coal,0.389
R32CHN,CPA,urb,d6,sfh,electricity,0.611
R32CHN,CPA,urb,d6,sfh,gas,0
R32CHN,CPA,urb,d6,sfh,oil,0
R32CHN,CPA,urb,d7,mfh,biomass_solid,0
R32CHN,CPA,urb,d7,mfh,coal,0.389
R32CHN,CPA,urb,d7,mfh,electricity,0.611
R32CHN,CPA,urb,d7,mfh,gas,0
R32CHN,CPA,urb,d7,mfh,oil,0
R32CHN,CPA,urb,d7,sfh,biomass_solid,0
R32CHN,CPA,urb,d7,sfh,coal,0.389
R32CHN,CPA,urb,d7,sfh,electricity,0.611
R32CHN,CPA,urb,d7,sfh,gas,0
R32CHN,CPA,urb,d7,sfh,oil,0
R32CHN,CPA,urb,d8,mfh,biomass_solid,0
R32CHN,CPA,urb,d8,mfh,coal,0.389
R32CHN,CPA,urb,d8,mfh,electricity,0.611
R32CHN,CPA,urb,d8,mfh,gas,0
R32CHN,CPA,urb,d8,mfh,oil,0
R32CHN,CPA,urb,d8,sfh,biomass_solid,0
R32CHN,CPA,urb,d8,sfh,coal,0.389
R32CHN,CPA,urb,d8,sfh,electricity,0.611
R32CHN,CPA,urb,d8,sfh,gas,0
R32CHN,CPA,urb,d8,sfh,oil,0
R32CHN,CPA,urb,d9,mfh,biomass_solid,0
R32CHN,CPA,urb,d9,mfh,coal,0.389
R32CHN,CPA,urb,d9,mfh,electricity,0.611
R32CHN,CPA,urb,d9,mfh,gas,0
R32CHN,CPA,urb,d9,mfh,oil,0
R32CHN,CPA,urb,d9,sfh,biomass_solid,0
R32CHN,CPA,urb,d9,sfh,coal,0.389
R32CHN,CPA,urb,d9,sfh,electricity,0.611
R32CHN,CPA,urb,d9,sfh,gas,0
R32CHN,CPA,urb,d9,sfh,oil,0
R32CHN,CPA,urb,d10,mfh,biomass_solid,0
R32CHN,CPA,urb,d10,mfh,coal,0.389
R32CHN,CPA,urb,d10,mfh,electricity,0.611
R32CHN,CPA,urb,d10,mfh,gas,0
R32CHN,CPA,urb,d10,mfh,oil,0
R32CHN,CPA,urb,d10,sfh,biomass_solid,0
R32CHN,CPA,urb,d10,sfh,coal,0.389
R32CHN,CPA,urb,d10,sfh,electricity,0.611
R32CHN,CPA,urb,d10,sfh,gas,0
R32CHN,CPA,urb,d10,sfh,oil,0
R32EEU,EEU,rur,d1,mfh,biomass_solid,0.387
R32EEU,EEU,rur,d1,mfh,coal,0.232
R32EEU,EEU,rur,d1,mfh,electricity,0.084
R32EEU,EEU,rur,d1,mfh,gas,0.264
R32EEU,EEU,rur,d1,mfh,oil,0.033
R32EEU,EEU,rur,d1,sfh,biomass_solid,0.387
R32EEU,EEU,rur,d1,sfh,coal,0.232
R32EEU,EEU,rur,d1,sfh,electricity,0.084
R32EEU,EEU,rur,d1,sfh,gas,0.264
R32EEU,EEU,rur,d1,sfh,oil,0.033
R32EEU,EEU,rur,d2,mfh,biomass_solid,0.387
R32EEU,EEU,rur,d2,mfh,coal,0.232
R32EEU,EEU,rur,d2,mfh,electricity,0.084
R32EEU,EEU,rur,d2,mfh,gas,0.264
R32EEU,EEU,rur,d2,mfh,oil,0.033
R32EEU,EEU,rur,d2,sfh,biomass_solid,0.387
R32EEU,EEU,rur,d2,sfh,coal,0.232
R32EEU,EEU,rur,d2,sfh,electricity,0.084
R32EEU,EEU,rur,d2,sfh,gas,0.264
R32EEU,EEU,rur,d2,sfh,oil,0.033
R32EEU,EEU,rur,d3,mfh,biomass_solid,0.387
R32EEU,EEU,rur,d3,mfh,coal,0.232
R32EEU,EEU,rur,d3,mfh,electricity,0.084
R32EEU,EEU,rur,d3,mfh,gas,0.264
R32EEU,EEU,rur,d3,mfh,oil,0.033
R32EEU,EEU,rur,d3,sfh,biomass_solid,0.387
R32EEU,EEU,rur,d3,sfh,coal,0.232
R32EEU,EEU,rur,d3,sfh,electricity,0.084
R32EEU,EEU,rur,d3,sfh,gas,0.264
R32EEU,EEU,rur,d3,sfh,oil,0.033
R32EEU,EEU,rur,d4,mfh,biomass_solid,0.387
R32EEU,EEU,rur,d4,mfh,coal,0.232
R32EEU,EEU,rur,d4,mfh,electricity,0.084
R32EEU,EEU,rur,d4,mfh,gas,0.264
R32EEU,EEU,rur,d4,mfh,oil,0.033
R32EEU,EEU,rur,d4,sfh,biomass_solid,0.387
R32EEU,EEU,rur,d4,sfh,coal,0.232
R32EEU,EEU,rur,d4,sfh,electricity,0.084
R32EEU,EEU,rur,d4,sfh,gas,0.264
R32EEU,EEU,rur,d4,sfh,oil,0.033
R32EEU,EEU,rur,d5,mfh,biomass_solid,0.387
R32EEU,EEU,rur,d5,mfh,coal,0.232
R32EEU,EEU,rur,d5,mfh,electricity,0.084
R32EEU,EEU,rur,d5,mfh,gas,0.264
R32EEU,EEU,rur,d5,mfh,oil,0.033
R32EEU,EEU,rur,d5,sfh,biomass_solid,0.387
