region_bld,urt,arch,mat,year,value,inc_cl
C-EEU-BGR,rur,mfh,perm,2045,23.5873876045,d4
C-EEU-BGR,rur,mfh,perm,2045,26.3623743815,d5
C-EEU-BGR,rur,mfh,perm,2045,29.137361158500003,d6
C-EEU-BGR,rur,mfh,perm,2045,31.912347935499998,d7
C-EEU-BGR,rur,mfh,perm,2045,34.687334712500004,d8
C-EEU-BGR,rur,mfh,perm,2045,37.462321489500006,d9
C-EEU-BGR,rur,mfh,perm,2045,40.2373082665,d10
C-EEU-BGR,rur,mfh,perm,2050,15.9133893215,d1
C-EEU-BGR,rur,mfh,perm,2050,18.806732834499996,d2
C-EEU-BGR,rur,mfh,perm,2050,21.7000763475,d3
C-EEU-BGR,rur,mfh,perm,2050,24.5934198605,d4
C-EEU-BGR,rur,mfh,perm,2050,27.486763373499997,d5
C-EEU-BGR,rur,mfh,perm,2050,30.380106886500002,d6
C-EEU-BGR,rur,mfh,perm,2050,33.2734503995,d7
C-EEU-BGR,rur,mfh,perm,2050,36.1667939125,d8
C-EEU-BGR,rur,mfh,perm,2050,39.0601374255,d9
C-EEU-BGR,rur,mfh,perm,2050,41.9534809385,d10
C-EEU-BGR,rur,mfh,perm,2055,16.513810885,d1
C-EEU-BGR,rur,mfh,perm,2055,19.516321954999995,d2
C-EEU-BGR,rur,mfh,perm,2055,22.518833025,d3
C-EEU-BGR,rur,mfh,perm,2055,25.521344095,d4
C-EEU-BGR,rur,mfh,perm,2055,28.523855164999997,d5
C-EEU-BGR,rur,mfh,perm,2055,31.526366235,d6
C-EEU-BGR,rur,mfh,perm,2055,34.528877304999995,d7
C-EEU-BGR,rur,mfh,perm,2055,37.531388375,d8
C-EEU-BGR,rur,mfh,perm,2055,40.533899445,d9
C-EEU-BGR,rur,mfh,perm,2055,43.536410515,d10
C-EEU-BGR,rur,mfh,perm,2060,17.062594670000003,d1
C-EEU-BGR,rur,mfh,perm,2060,20.164884609999998,d2
C-EEU-BGR,rur,mfh,perm,2060,23.26717455,d3
C-EEU-BGR,rur,mfh,perm,2060,26.36946449,d4
C-EEU-BGR,rur,mfh,perm,2060,29.471754429999997,d5
C-EEU-BGR,rur,mfh,perm,2060,32.57404437,d6
C-EEU-BGR,rur,mfh,perm,2060,35.676334309999994,d7
C-EEU-BGR,rur,mfh,perm,2060,38.77862425,d8
C-EEU-BGR,rur,mfh,perm,2060,41.880914190000006,d9
C-EEU-BGR,rur,mfh,perm,2060,44.98320413,d10
C-EEU-BGR,rur,mfh,perm,2065,17.560106509,d1
C-EEU-BGR,rur,mfh,perm,2065,20.752853146999996,d2
C-EEU-BGR,rur,mfh,perm,2065,23.945599785,d3
C-EEU-BGR,rur,mfh,perm,2065,27.138346422999998,d4
C-EEU-BGR,rur,mfh,perm,2065,30.331093060999997,d5
C-EEU-BGR,rur,mfh,perm,2065,33.523839699,d6
C-EEU-BGR,rur,mfh,perm,2065,36.716586336999995,d7
C-EEU-BGR,rur,mfh,perm,2065,39.909332975,d8
C-EEU-BGR,rur,mfh,perm,2065,43.102079613,d9
C-EEU-BGR,rur,mfh,perm,2065,46.294826250999996,d10
C-EEU-BGR,rur,mfh,perm,2070,18.0078951085,d1
C-EEU-BGR,rur,mfh,perm,2070,21.282057855499996,d2
C-EEU-BGR,rur,mfh,perm,2070,24.556220602499998,d3
C-EEU-BGR,rur,mfh,perm,2070,27.830383349499996,d4
C-EEU-BGR,rur,mfh,perm,2070,31.104546096499995,d5
C-EEU-BGR,rur,mfh,perm,2070,34.3787088435,d6
C-EEU-BGR,rur,mfh,perm,2070,37.65287159049999,d7
C-EEU-BGR,rur,mfh,perm,2070,40.9270343375,d8
C-EEU-BGR,rur,mfh,perm,2070,44.2011970845,d9
C-EEU-BGR,rur,mfh,perm,2070,47.47535983149999,d10
C-EEU-BGR,rur,mfh,perm,2075,18.408401808500003,d1
C-EEU-BGR,rur,mfh,perm,2075,21.755383955499997,d2
C-EEU-BGR,rur,mfh,perm,2075,25.1023661025,d3
C-EEU-BGR,rur,mfh,perm,2075,28.449348249499998,d4
C-EEU-BGR,rur,mfh,perm,2075,31.796330396499997,d5
C-EEU-BGR,rur,mfh,perm,2075,35.1433125435,d6
C-EEU-BGR,rur,mfh,perm,2075,38.490294690499994,d7
C-EEU-BGR,rur,mfh,perm,2075,41.8372768375,d8
C-EEU-BGR,rur,mfh,perm,2075,45.184258984500005,d9
C-EEU-BGR,rur,mfh,perm,2075,48.531241131499996,d10
C-EEU-BGR,rur,mfh,perm,2080,18.764686171,d1
C-EEU-BGR,rur,mfh,perm,2080,22.176447293,d2
C-EEU-BGR,rur,mfh,perm,2080,25.588208415,d3
C-EEU-BGR,rur,mfh,perm,2080,28.999969537,d4
C-EEU-BGR,rur,mfh,perm,2080,32.411730659,d5
C-EEU-BGR,rur,mfh,perm,2080,35.823491781,d6
C-EEU-BGR,rur,mfh,perm,2080,39.235252902999996,d7
C-EEU-BGR,rur,mfh,perm,2080,42.647014025000004,d8
C-EEU-BGR,rur,mfh,perm,2080,46.058775147000006,d9
C-EEU-BGR,rur,mfh,perm,2080,49.470536269,d10
C-EEU-BGR,rur,mfh,perm,2085,19.080184051499998,d1
C-EEU-BGR,rur,mfh,perm,2085,22.549308424499994,d2
C-EEU-BGR,rur,mfh,perm,2085,26.018432797499997,d3
C-EEU-BGR,rur,mfh,perm,2085,29.487557170499997,d4
C-EEU-BGR,rur,mfh,perm,2085,32.9566815435,d5
C-EEU-BGR,rur,mfh,perm,2085,36.425805916499996,d6
C-EEU-BGR,rur,mfh,perm,2085,39.894930289499996,d7
C-EEU-BGR,rur,mfh,perm,2085,43.364054662499996,d8
C-EEU-BGR,rur,mfh,perm,2085,46.833179035499995,d9
C-EEU-BGR,rur,mfh,perm,2085,50.302303408499995,d10
C-EEU-BGR,rur,mfh,perm,2090,19.358506673000004,d1
C-EEU-BGR,rur,mfh,perm,2090,22.878235159,d2
C-EEU-BGR,rur,mfh,perm,2090,26.397963645000004,d3
C-EEU-BGR,rur,mfh,perm,2090,29.917692131000003,d4
C-EEU-BGR,rur,mfh,perm,2090,33.437420617,d5
C-EEU-BGR,rur,mfh,perm,2090,36.957149103000006,d6
C-EEU-BGR,rur,mfh,perm,2090,40.476877589000004,d7
C-EEU-BGR,rur,mfh,perm,2090,43.996606075,d8
C-EEU-BGR,rur,mfh,perm,2090,47.51633456100001,d9
C-EEU-BGR,rur,mfh,perm,2090,51.036063047000006,d10
C-EEU-BGR,rur,mfh,perm,2095,19.603282743000005,d1
C-EEU-BGR,rur,mfh,perm,2095,23.167515969,d2
C-EEU-BGR,rur,mfh,perm,2095,26.731749195000003,d3
C-EEU-BGR,rur,mfh,perm,2095,30.295982421,d4
C-EEU-BGR,rur,mfh,perm,2095,33.860215647000004,d5
C-EEU-BGR,rur,mfh,perm,2095,37.424448873,d6
C-EEU-BGR,rur,mfh,perm,2095,40.988682099,d7
C-EEU-BGR,rur,mfh,perm,2095,44.552915325,d8
C-EEU-BGR,rur,mfh,perm,2095,48.11714855100001,d9
C-EEU-BGR,rur,mfh,perm,2095,51.681381777000006,d10
C-EEU-BGR,rur,mfh,perm,2100,19.818041281500005,d1
C-EEU-BGR,rur,mfh,perm,2100,23.421321514499997,d2
C-EEU-BGR,rur,mfh,perm,2100,27.0246017475,d3
C-EEU-BGR,rur,mfh,perm,2100,30.6278819805,d4
C-EEU-BGR,rur,mfh,perm,2100,34.2311622135,d5
C-EEU-BGR,rur,mfh,perm,2100,37.834442446500006,d6
C-EEU-BGR,rur,mfh,perm,2100,41.4377226795,d7
C-EEU-BGR,rur,mfh,perm,2100,45.041002912500005,d8
C-EEU-BGR,rur,mfh,perm,2100,48.644283145500005,d9
C-EEU-BGR,rur,mfh,perm,2100,52.247563378500004,d10
C-EEU-BGR,rur,sfh,perm,2015,17.6855697975,d1
C-EEU-BGR,rur,sfh,perm,2015,20.901127942499997,d2
C-EEU-BGR,rur,sfh,perm,2015,24.1166860875,d3
C-EEU-BGR,rur,sfh,perm,2015,27.3322442325,d4
C-EEU-BGR,rur,sfh,perm,2015,30.5478023775,d5
C-EEU-BGR,rur,sfh,perm,2015,33.7633605225,d6
C-EEU-BGR,rur,sfh,perm,2015,36.9789186675,d7
C-EEU-BGR,rur,sfh,perm,2015,40.1944768125,d8
C-EEU-BGR,rur,sfh,perm,2015,43.4100349575,d9
C-EEU-BGR,rur,sfh,perm,2015,46.6255931025,d10
C-EEU-BGR,rur,sfh,perm,2020,19.0777706075,d1
C-EEU-BGR,rur,sfh,perm,2020,22.546456172499997,d2
C-EEU-BGR,rur,sfh,perm,2020,26.0151417375,d3
C-EEU-BGR,rur,sfh,perm,2020,29.483827302499996,d4
C-EEU-BGR,rur,sfh,perm,2020,32.9525128675,d5
C-EEU-BGR,rur,sfh,perm,2020,36.4211984325,d6
C-EEU-BGR,rur,sfh,perm,2020,39.88988399749999,d7
C-EEU-BGR,rur,sfh,perm,2020,43.358569562499994,d8
C-EEU-BGR,rur,sfh,perm,2020,46.8272551275,d9
C-EEU-BGR,rur,sfh,perm,2020,50.2959406925,d10
C-EEU-BGR,rur,sfh,perm,2025,20.457158733,d1
C-EEU-BGR,rur,sfh,perm,2025,24.176642138999995,d2
C-EEU-BGR,rur,sfh,perm,2025,27.896125544999997,d3
C-EEU-BGR,rur,sfh,perm,2025,31.615608951,d4
C-EEU-BGR,rur,sfh,perm,2025,35.33509235699999,d5
C-EEU-BGR,rur,sfh,perm,2025,39.054575763,d6
C-EEU-BGR,rur,sfh,perm,2025,42.774059169,d7
C-EEU-BGR,rur,sfh,perm,2025,46.493542575,d8
C-EEU-BGR,rur,sfh,perm,2025,50.213025981,d9
C-EEU-BGR,rur,sfh,perm,2025,53.932509386999996,d10
C-EEU-BGR,rur,sfh,perm,2030,21.805641638000004,d1
C-EEU-BGR,rur,sfh,perm,2030,25.770303753999997,d2
C-EEU-BGR,rur,sfh,perm,2030,29.734965870000003,d3
C-EEU-BGR,rur,sfh,perm,2030,33.699627986,d4
C-EEU-BGR,rur,sfh,perm,2030,37.664290102,d5
C-EEU-BGR,rur,sfh,perm,2030,41.628952218,d6
C-EEU-BGR,rur,sfh,perm,2030,45.593614334,d7
C-EEU-BGR,rur,sfh,perm,2030,49.55827645,d8
C-EEU-BGR,rur,sfh,perm,2030,53.52293856600001,d9
C-EEU-BGR,rur,sfh,perm,2030,57.487600682,d10
C-EEU-BGR,rur,sfh,perm,2035,23.106873135500003,d1
C-EEU-BGR,rur,sfh,perm,2035,27.308122796499998,d2
C-EEU-BGR,rur,sfh,perm,2035,31.5093724575,d3
C-EEU-BGR,rur,sfh,perm,2035,35.7106221185,d4
C-EEU-BGR,rur,sfh,perm,2035,39.9118717795,d5
C-EEU-BGR,rur,sfh,perm,2035,44.1131214405,d6
C-EEU-BGR,rur,sfh,perm,2035,48.314371101499994,d7
C-EEU-BGR,rur,sfh,perm,2035,52.5156207625,d8
C-EEU-BGR,rur,sfh,perm,2035,56.716870423500005,d9
C-EEU-BGR,rur,sfh,perm,2035,60.918120084499996,d10
C-EEU-BGR,rur,sfh,perm,2040,24.346982396,d1
C-EEU-BGR,rur,sfh,perm,2040,28.773706467999993,d2
C-EEU-BGR,rur,sfh,perm,2040,33.20043054,d3
C-EEU-BGR,rur,sfh,perm,2040,37.627154612,d4
C-EEU-BGR,rur,sfh,perm,2040,42.053878684,d5
C-EEU-BGR,rur,sfh,perm,2040,46.480602755999996,d6
C-EEU-BGR,rur,sfh,perm,2040,50.907326827999995,d7
C-EEU-BGR,rur,sfh,perm,2040,55.334050899999994,d8
C-EEU-BGR,rur,sfh,perm,2040,59.760774972,d9
C-EEU-BGR,rur,sfh,perm,2040,64.18749904399999,d10
C-EEU-BGR,rur,sfh,perm,2045,25.5150478165,d1
C-EEU-BGR,rur,sfh,perm,2045,30.154147419499992,d2
C-EEU-BGR,rur,sfh,perm,2045,34.7932470225,d3
C-EEU-BGR,rur,sfh,perm,2045,39.432346625499996,d4
C-EEU-BGR,rur,sfh,perm,2045,44.071446228499994,d5
C-EEU-BGR,rur,sfh,perm,2045,48.7105458315,d6
C-EEU-BGR,rur,sfh,perm,2045,53.34964543449999,d7
C-EEU-BGR,rur,sfh,perm,2045,57.988745037499996,d8
C-EEU-BGR,rur,sfh,perm,2045,62.6278446405,d9
C-EEU-BGR,rur,sfh,perm,2045,67.26694424349999,d10
C-EEU-BGR,rur,sfh,perm,2050,26.603297253500003,d1
C-EEU-BGR,rur,sfh,perm,2050,31.440260390499997,d2
C-EEU-BGR,rur,sfh,perm,2050,36.2772235275,d3
C-EEU-BGR,rur,sfh,perm,2050,41.1141866645,d4
C-EEU-BGR,rur,sfh,perm,2050,45.9511498015,d5
C-EEU-BGR,rur,sfh,perm,2050,50.7881129385,d6
C-EEU-BGR,rur,sfh,perm,2050,55.6250760755,d7
C-EEU-BGR,rur,sfh,perm,2050,60.4620392125,d8
C-EEU-BGR,rur,sfh,perm,2050,65.2990023495,d9
C-EEU-BGR,rur,sfh,perm,2050,70.1359654865,d10
C-EEU-BGR,rur,sfh,perm,2055,27.6070553495,d1
C-EEU-BGR,rur,sfh,perm,2055,32.6265199585,d2
C-EEU-BGR,rur,sfh,perm,2055,37.6459845675,d3
C-EEU-BGR,rur,sfh,perm,2055,42.6654491765,d4
C-EEU-BGR,rur,sfh,perm,2055,47.684913785499994,d5
C-EEU-BGR,rur,sfh,perm,2055,52.704378394500004,d6
C-EEU-BGR,rur,sfh,perm,2055,57.723843003499994,d7
C-EEU-BGR,rur,sfh,perm,2055,62.7433076125,d8
C-EEU-BGR,rur,sfh,perm,2055,67.7627722215,d9
C-EEU-BGR,rur,sfh,perm,2055,72.7822368305,d10
C-EEU-BGR,rur,sfh,perm,2060,28.524487695,d1
C-EEU-BGR,rur,sfh,perm,2060,33.710758184999996,d2
C-EEU-BGR,rur,sfh,perm,2060,38.897028675,d3
C-EEU-BGR,rur,sfh,perm,2060,44.083299165,d4
C-EEU-BGR,rur,sfh,perm,2060,49.269569655,d5
C-EEU-BGR,rur,sfh,perm,2060,54.455840144999996,d6
C-EEU-BGR,rur,sfh,perm,2060,59.642110634999995,d7
C-EEU-BGR,rur,sfh,perm,2060,64.82838112499999,d8
C-EEU-BGR,rur,sfh,perm,2060,70.014651615,d9
C-EEU-BGR,rur,sfh,perm,2060,75.20092210499999,d10
C-EEU-BGR,rur,sfh,perm,2065,29.356205879,d1
C-EEU-BGR,rur,sfh,perm,2065,34.693697857,d2
C-EEU-BGR,rur,sfh,perm,2065,40.031189835,d3
C-EEU-BGR,rur,sfh,perm,2065,45.368681812999995,d4
C-EEU-BGR,rur,sfh,perm,2065,50.706173791,d5
C-EEU-BGR,rur,sfh,perm,2065,56.043665769,d6
C-EEU-BGR,rur,sfh,perm,2065,61.381157746999996,d7
C-EEU-BGR,rur,sfh,perm,2065,66.718649725,d8
C-EEU-BGR,rur,sfh,perm,2065,72.05614170300001,d9
C-EEU-BGR,rur,sfh,perm,2065,77.393633681,d10
C-EEU-BGR,rur,sfh,perm,2070,30.104798966,d1
C-EEU-BGR,rur,sfh,perm,2070,35.57839877799999,d2
C-EEU-BGR,rur,sfh,perm,2070,41.05199859,d3
C-EEU-BGR,rur,sfh,perm,2070,46.525598402,d4
C-EEU-BGR,rur,sfh,perm,2070,51.999198213999996,d5
C-EEU-BGR,rur,sfh,perm,2070,57.472798026,d6
C-EEU-BGR,rur,sfh,perm,2070,62.946397837999996,d7
C-EEU-BGR,rur,sfh,perm,2070,68.41999765,d8
C-EEU-BGR,rur,sfh,perm,2070,73.893597462,d9
C-EEU-BGR,rur,sfh,perm,2070,79.36719727399999,d10
C-EEU-BGR,rur,sfh,perm,2075,30.774348275000005,d1
C-EEU-BGR,rur,sfh,perm,2075,36.369684324999994,d2
C-EEU-BGR,rur,sfh,perm,2075,41.965020375,d3
C-EEU-BGR,rur,sfh,perm,2075,47.560356425,d4
C-EEU-BGR,rur,sfh,perm,2075,53.155692475,d5
C-EEU-BGR,rur,sfh,perm,2075,58.751028525,d6
C-EEU-BGR,rur,sfh,perm,2075,64.346364575,d7
C-EEU-BGR,rur,sfh,perm,2075,69.94170062500001,d8
C-EEU-BGR,rur,sfh,perm,2075,75.53703667500001,d9
C-EEU-BGR,rur,sfh,perm,2075,81.132372725,d10
C-EEU-BGR,rur,sfh,perm,2080,31.369968641,d1
C-EEU-BGR,rur,sfh,perm,2080,37.073599302999995,d2
C-EEU-BGR,rur,sfh,perm,2080,42.777229965,d3
C-EEU-BGR,rur,sfh,perm,2080,48.480860627,d4
C-EEU-BGR,rur,sfh,perm,2080,54.18449128899999,d5
C-EEU-BGR,rur,sfh,perm,2080,59.888121951,d6
C-EEU-BGR,rur,sfh,perm,2080,65.591752613,d7
C-EEU-BGR,rur,sfh,perm,2080,71.29538327499999,d8
C-EEU-BGR,rur,sfh,perm,2080,76.999013937,d9
C-EEU-BGR,rur,sfh,perm,2080,82.702644599,d10
C-EEU-BGR,rur,sfh,perm,2085,31.897403983500002,d1
C-EEU-BGR,rur,sfh,perm,2085,37.6969319805,d2
C-EEU-BGR,rur,sfh,perm,2085,43.496459977499995,d3
C-EEU-BGR,rur,sfh,perm,2085,49.2959879745,d4
C-EEU-BGR,rur,sfh,perm,2085,55.0955159715,d5
C-EEU-BGR,rur,sfh,perm,2085,60.8950439685,d6
C-EEU-BGR,rur,sfh,perm,2085,66.69457196549999,d7
C-EEU-BGR,rur,sfh,perm,2085,72.4940999625,d8
C-EEU-BGR,rur,sfh,perm,2085,78.2936279595,d9
C-EEU-BGR,rur,sfh,perm,2085,84.0931559565,d10
C-EEU-BGR,rur,sfh,perm,2090,32.362691377500006,d1
C-EEU-BGR,rur,sfh,perm,2090,38.246817082499994,d2
C-EEU-BGR,rur,sfh,perm,2090,44.130942787500004,d3
C-EEU-BGR,rur,sfh,perm,2090,50.0150684925,d4
C-EEU-BGR,rur,sfh,perm,2090,55.8991941975,d5
C-EEU-BGR,rur,sfh,perm,2090,61.783319902500004,d6
C-EEU-BGR,rur,sfh,perm,2090,67.6674456075,d7
C-EEU-BGR,rur,sfh,perm,2090,73.5515713125,d8
C-EEU-BGR,rur,sfh,perm,2090,79.4356970175,d9
C-EEU-BGR,rur,sfh,perm,2090,85.3198227225,d10
C-EEU-BGR,rur,sfh,perm,2095,32.77189713600001,d1
C-EEU-BGR,rur,sfh,perm,2095,38.730423888,d2
C-EEU-BGR,rur,sfh,perm,2095,44.68895064,d3
C-EEU-BGR,rur,sfh,perm,2095,50.647477392,d4
C-EEU-BGR,rur,sfh,perm,2095,56.606004143999996,d5
C-EEU-BGR,rur,sfh,perm,2095,62.56453089600001,d6
C-EEU-BGR,rur,sfh,perm,2095,68.52305764799999,d7
C-EEU-BGR,rur,sfh,perm,2095,74.4815844,d8
C-EEU-BGR,rur,sfh,perm,2095,80.44011115200001,d9
C-EEU-BGR,rur,sfh,perm,2095,86.398637904,d10
C-EEU-BGR,rur,sfh,perm,2100,33.1309209165,d1
C-EEU-BGR,rur,sfh,perm,2100,39.154724719499995,d2
C-EEU-BGR,rur,sfh,perm,2100,45.1785285225,d3
C-EEU-BGR,rur,sfh,perm,2100,51.202332325499995,d4
C-EEU-BGR,rur,sfh,perm,2100,57.226136128499995,d5
C-EEU-BGR,rur,sfh,perm,2100,63.2499399315,d6
C-EEU-BGR,rur,sfh,perm,2100,69.27374373449999,d7
C-EEU-BGR,rur,sfh,perm,2100,75.2975475375,d8
C-EEU-BGR,rur,sfh,perm,2100,81.3213513405,d9
C-EEU-BGR,rur,sfh,perm,2100,87.3451551435,d10
C-EEU-BGR,urb,mfh,perm,2015,9.947840848000002,d1
C-EEU-BGR,urb,mfh,perm,2015,11.756539184,d2
C-EEU-BGR,urb,mfh,perm,2015,13.56523752,d3
C-EEU-BGR,urb,mfh,perm,2015,15.373935856000001,d4
C-EEU-BGR,urb,mfh,perm,2015,17.182634192000002,d5
C-EEU-BGR,urb,mfh,perm,2015,18.991332528,d6
C-EEU-BGR,urb,mfh,perm,2015,20.800030864,d7
C-EEU-BGR,urb,mfh,perm,2015,22.608729200000003,d8
C-EEU-BGR,urb,mfh,perm,2015,24.417427536000005,d9
C-EEU-BGR,urb,mfh,perm,2015,26.226125872,d10
C-EEU-BGR,urb,mfh,perm,2020,10.7309308095,d1
C-EEU-BGR,urb,mfh,perm,2020,12.682009138499998,d2
C-EEU-BGR,urb,mfh,perm,2020,14.6330874675,d3
C-EEU-BGR,urb,mfh,perm,2020,16.5841657965,d4
C-EEU-BGR,urb,mfh,perm,2020,18.535244125499997,d5
C-EEU-BGR,urb,mfh,perm,2020,20.4863224545,d6
C-EEU-BGR,urb,mfh,perm,2020,22.437400783499996,d7
C-EEU-BGR,urb,mfh,perm,2020,24.3884791125,d8
C-EEU-BGR,urb,mfh,perm,2020,26.339557441500002,d9
C-EEU-BGR,urb,mfh,perm,2020,28.290635770499996,d10
C-EEU-BGR,urb,mfh,perm,2025,11.506813840500001,d1
C-EEU-BGR,urb,mfh,perm,2025,13.598961811499999,d2
C-EEU-BGR,urb,mfh,perm,2025,15.6911097825,d3
C-EEU-BGR,urb,mfh,perm,2025,17.7832577535,d4
C-EEU-BGR,urb,mfh,perm,2025,19.8754057245,d5
C-EEU-BGR,urb,mfh,perm,2025,21.9675536955,d6
C-EEU-BGR,urb,mfh,perm,2025,24.059701666499997,d7
C-EEU-BGR,urb,mfh,perm,2025,26.1518496375,d8
C-EEU-BGR,urb,mfh,perm,2025,28.243997608500003,d9
C-EEU-BGR,urb,mfh,perm,2025,30.3361455795,d10
C-EEU-BGR,urb,mfh,perm,2030,12.265313197500001,d1
C-EEU-BGR,urb,mfh,perm,2030,14.495370142499999,d2
C-EEU-BGR,urb,mfh,perm,2030,16.7254270875,d3
C-EEU-BGR,urb,mfh,perm,2030,18.9554840325,d4
C-EEU-BGR,urb,mfh,perm,2030,21.1855409775,d5
C-EEU-BGR,urb,mfh,perm,2030,23.4155979225,d6
C-EEU-BGR,urb,mfh,perm,2030,25.6456548675,d7
C-EEU-BGR,urb,mfh,perm,2030,27.8757118125,d8
C-EEU-BGR,urb,mfh,perm,2030,30.105768757500005,d9
C-EEU-BGR,urb,mfh,perm,2030,32.3358257025,d10
C-EEU-BGR,urb,mfh,perm,2035,12.997234420500002,d1
C-EEU-BGR,urb,mfh,perm,2035,15.360367951499999,d2
C-EEU-BGR,urb,mfh,perm,2035,17.7235014825,d3
C-EEU-BGR,urb,mfh,perm,2035,20.0866350135,d4
C-EEU-BGR,urb,mfh,perm,2035,22.4497685445,d5
C-EEU-BGR,urb,mfh,perm,2035,24.812902075500002,d6
C-EEU-BGR,urb,mfh,perm,2035,27.176035606499997,d7
C-EEU-BGR,urb,mfh,perm,2035,29.5391691375,d8
C-EEU-BGR,urb,mfh,perm,2035,31.902302668500003,d9
C-EEU-BGR,urb,mfh,perm,2035,34.2654361995,d10
C-EEU-BGR,urb,mfh,perm,2040,13.694775391,d1
C-EEU-BGR,urb,mfh,perm,2040,16.184734553,d2
C-EEU-BGR,urb,mfh,perm,2040,18.674693715,d3
C-EEU-BGR,urb,mfh,perm,2040,21.164652876999998,d4
C-EEU-BGR,urb,mfh,perm,2040,23.654612038999996,d5
C-EEU-BGR,urb,mfh,perm,2040,26.144571201,d6
C-EEU-BGR,urb,mfh,perm,2040,28.634530362999996,d7
C-EEU-BGR,urb,mfh,perm,2040,31.124489524999998,d8
C-EEU-BGR,urb,mfh,perm,2040,33.614448687,d9
C-EEU-BGR,urb,mfh,perm,2040,36.104407849,d10
