region_bld,year,urt,pop_urt
C-EEU-BGR,2020,rur,0.23796999999999993
C-EEU-BGR,2020,urb,0.7620300000000001
C-EEU-BGR,2025,rur,0.21863
C-EEU-BGR,2025,urb,0.78137
C-EEU-BGR,2030,rur,0.20164
C-EEU-BGR,2030,urb,0.79836
C-EEU-BGR,2035,rur,0.18664000000000006
C-EEU-BGR,2035,urb,0.81336
C-EEU-BGR,2040,rur,0.1733499999999999
C-EEU-BGR,2040,urb,0.8266500000000001
C-EEU-BGR,2045,rur,0.16150999999999993
C-EEU-BGR,2045,urb,0.8384900000000001
C-EEU-BGR,2050,rur,0.15090999999999988
C-EEU-BGR,2050,urb,0.84909
C-EEU-BGR,2055,rur,0.14138999999999993
C-EEU-BGR,2055,urb,0.8586100000000001
C-EEU-BGR,2060,rur,0.13278999999999996
C-EEU-BGR,2060,urb,0.86721
C-EEU-BGR,2065,rur,0.125
C-EEU-BGR,2065,urb,0.875
C-EEU-BGR,2070,rur,0.11792000000000001
C-EEU-BGR,2070,urb,0.8820799999999999
C-EEU-BGR,2075,rur,0.11146000000000002
C-EEU-BGR,2075,urb,0.8885399999999999
C-EEU-BGR,2080,rur,0.10553999999999998
C-EEU-BGR,2080,urb,0.8944599999999999
C-EEU-BGR,2085,rur,0.10010999999999995
C-EEU-BGR,2085,urb,0.89989
C-EEU-BGR,2090,rur,0.09510999999999992
C-EEU-BGR,2090,urb,0.9048900000000001
C-EEU-BGR,2095,rur,0.09049000000000007
C-EEU-BGR,2095,urb,0.9095099999999999
C-EEU-BGR,2100,rur,0.08621999999999996
C-EEU-BGR,2100,urb,0.9137799999999999
C-EEU-CZE,2020,rur,0.244
C-EEU-CZE,2020,urb,0.756
C-EEU-CZE,2025,rur,0.2250199999999999
C-EEU-CZE,2025,urb,0.7749800000000001
C-EEU-CZE,2030,rur,0.2080200000000001
C-EEU-CZE,2030,urb,0.7919799999999999
C-EEU-CZE,2035,rur,0.1927500000000001
C-EEU-CZE,2035,urb,0.80725
C-EEU-CZE,2040,rur,0.1790099999999999
C-EEU-CZE,2040,urb,0.8209900000000001
C-EEU-CZE,2045,rur,0.16659000000000002
C-EEU-CZE,2045,urb,0.83341
C-EEU-CZE,2050,rur,0.15534000000000003
C-EEU-CZE,2050,urb,0.8446599999999999
C-EEU-CZE,2055,rur,0.14512999999999995
C-EEU-CZE,2055,urb,0.85487
C-EEU-CZE,2060,rur,0.13583
C-EEU-CZE,2060,urb,0.8641700000000001
C-EEU-CZE,2065,rur,0.1273399999999999
C-EEU-CZE,2065,urb,0.87266
C-EEU-CZE,2070,rur,0.11956000000000001
C-EEU-CZE,2070,urb,0.8804400000000001
C-EEU-CZE,2075,rur,0.11242000000000008
C-EEU-CZE,2075,urb,0.88758
C-EEU-CZE,2080,rur,0.1058499999999999
C-EEU-CZE,2080,urb,0.8941500000000001
C-EEU-CZE,2085,rur,0.0998
C-EEU-CZE,2085,urb,0.9002
C-EEU-CZE,2090,rur,0.09419999999999995
C-EEU-CZE,2090,urb,0.9058
C-EEU-CZE,2095,rur,0.08901999999999999
C-EEU-CZE,2095,urb,0.91098
C-EEU-CZE,2100,rur,0.08421000000000001
C-EEU-CZE,2100,urb,0.91579
C-EEU-EST,2020,rur,0.29599999999999993
C-EEU-EST,2020,urb,0.704
C-EEU-EST,2025,rur,0.27757
C-EEU-EST,2025,urb,0.72243
C-EEU-EST,2030,rur,0.26048
C-EEU-EST,2030,urb,0.73952
C-EEU-EST,2035,rur,0.24461
C-EEU-EST,2035,urb,0.75539
C-EEU-EST,2040,rur,0.22989000000000007
C-EEU-EST,2040,urb,0.7701099999999999
C-EEU-EST,2045,rur,0.21622
C-EEU-EST,2045,urb,0.78378
C-EEU-EST,2050,rur,0.20352999999999985
C-EEU-EST,2050,urb,0.7964700000000001
C-EEU-EST,2055,rur,0.19174
C-EEU-EST,2055,urb,0.8082600000000001
C-EEU-EST,2060,rur,0.18077000000000001
C-EEU-EST,2060,urb,0.81923
C-EEU-EST,2065,rur,0.17055999999999996
C-EEU-EST,2065,urb,0.8294400000000001
C-EEU-EST,2070,rur,0.16103999999999996
C-EEU-EST,2070,urb,0.83896
C-EEU-EST,2075,rur,0.1521699999999999
C-EEU-EST,2075,urb,0.8478300000000001
C-EEU-EST,2080,rur,0.14388999999999996
C-EEU-EST,2080,urb,0.85611
C-EEU-EST,2085,rur,0.13615999999999995
C-EEU-EST,2085,urb,0.86384
C-EEU-EST,2090,rur,0.12891999999999995
C-EEU-EST,2090,urb,0.8710800000000001
C-EEU-EST,2095,rur,0.1221399999999999
C-EEU-EST,2095,urb,0.87786
C-EEU-EST,2100,rur,0.11580000000000003
C-EEU-EST,2100,urb,0.8841999999999999
C-EEU-HRV,2020,rur,0.40408999999999995
C-EEU-HRV,2020,urb,0.59591
C-EEU-HRV,2025,rur,0.37298999999999993
C-EEU-HRV,2025,urb,0.6270100000000001
C-EEU-HRV,2030,rur,0.34495999999999993
C-EEU-HRV,2030,urb,0.6550400000000001
C-EEU-HRV,2035,rur,0.31975999999999993
C-EEU-HRV,2035,urb,0.6802400000000001
C-EEU-HRV,2040,rur,0.2970999999999999
C-EEU-HRV,2040,urb,0.7029000000000001
C-EEU-HRV,2045,rur,0.27673000000000003
C-EEU-HRV,2045,urb,0.72327
C-EEU-HRV,2050,rur,0.25839
C-EEU-HRV,2050,urb,0.7416100000000001
C-EEU-HRV,2055,rur,0.24183999999999992
C-EEU-HRV,2055,urb,0.7581600000000001
C-EEU-HRV,2060,rur,0.2268699999999999
C-EEU-HRV,2060,urb,0.7731300000000001
C-EEU-HRV,2065,rur,0.21331
C-EEU-HRV,2065,urb,0.78669
C-EEU-HRV,2070,rur,0.20097999999999996
C-EEU-HRV,2070,urb,0.79902
C-EEU-HRV,2075,rur,0.18974999999999997
C-EEU-HRV,2075,urb,0.81025
C-EEU-HRV,2080,rur,0.17948999999999996
C-EEU-HRV,2080,urb,0.8205100000000001
C-EEU-HRV,2085,rur,0.17010000000000003
C-EEU-HRV,2085,urb,0.8299
C-EEU-HRV,2090,rur,0.16147000000000003
C-EEU-HRV,2090,urb,0.83853
C-EEU-HRV,2095,rur,0.15352000000000002
C-EEU-HRV,2095,urb,0.8464800000000001
C-EEU-HRV,2100,rur,0.1461899999999999
C-EEU-HRV,2100,urb,0.8538100000000001
C-EEU-HUN,2020,rur,0.2718000000000001
C-EEU-HUN,2020,urb,0.7282
C-EEU-HUN,2025,rur,0.25075000000000003
C-EEU-HUN,2025,urb,0.74925
C-EEU-HUN,2030,rur,0.23163999999999998
C-EEU-HUN,2030,urb,0.7683600000000002
C-EEU-HUN,2035,rur,0.2142799999999999
C-EEU-HUN,2035,urb,0.7857200000000001
C-EEU-HUN,2040,rur,0.19850999999999994
C-EEU-HUN,2040,urb,0.8014899999999999
C-EEU-HUN,2045,rur,0.18415
C-EEU-HUN,2045,urb,0.81585
C-EEU-HUN,2050,rur,0.17105999999999988
C-EEU-HUN,2050,urb,0.8289400000000001
C-EEU-HUN,2055,rur,0.15910999999999997
C-EEU-HUN,2055,urb,0.8408900000000001
C-EEU-HUN,2060,rur,0.1481699999999999
C-EEU-HUN,2060,urb,0.8518300000000001
C-EEU-HUN,2065,rur,0.13816000000000006
C-EEU-HUN,2065,urb,0.86184
C-EEU-HUN,2070,rur,0.12897000000000003
C-EEU-HUN,2070,urb,0.87103
C-EEU-HUN,2075,rur,0.12052000000000007
C-EEU-HUN,2075,urb,0.8794799999999999
C-EEU-HUN,2080,rur,0.11273999999999994
C-EEU-HUN,2080,urb,0.88726
C-EEU-HUN,2085,rur,0.10557000000000005
C-EEU-HUN,2085,urb,0.89443
C-EEU-HUN,2090,rur,0.09893999999999999
C-EEU-HUN,2090,urb,0.90106
C-EEU-HUN,2095,rur,0.09281000000000006
C-EEU-HUN,2095,urb,0.9071899999999999
C-EEU-HUN,2100,rur,0.08714
C-EEU-HUN,2100,urb,0.9128600000000001
C-EEU-LTU,2020,rur,0.30578
C-EEU-LTU,2020,urb,0.69422
C-EEU-LTU,2025,rur,0.2855
C-EEU-LTU,2025,urb,0.7145
C-EEU-LTU,2030,rur,0.26674000000000003
C-EEU-LTU,2030,urb,0.7332599999999999
C-EEU-LTU,2035,rur,0.24938999999999992
C-EEU-LTU,2035,urb,0.7506100000000001
C-EEU-LTU,2040,rur,0.23336
C-EEU-LTU,2040,urb,0.76664
C-EEU-LTU,2045,rur,0.21855000000000002
C-EEU-LTU,2045,urb,0.78145
C-EEU-LTU,2050,rur,0.2048399999999999
C-EEU-LTU,2050,urb,0.7951600000000001
C-EEU-LTU,2055,rur,0.1921599999999999
C-EEU-LTU,2055,urb,0.8078400000000001
C-EEU-LTU,2060,rur,0.18040999999999996
C-EEU-LTU,2060,urb,0.81959
C-EEU-LTU,2065,rur,0.16952000000000003
C-EEU-LTU,2065,urb,0.83048
C-EEU-LTU,2070,rur,0.15941000000000005
C-EEU-LTU,2070,urb,0.84059
C-EEU-LTU,2075,rur,0.15003
C-EEU-LTU,2075,urb,0.8499699999999999
C-EEU-LTU,2080,rur,0.14129999999999998
C-EEU-LTU,2080,urb,0.8587
C-EEU-LTU,2085,rur,0.13317999999999997
C-EEU-LTU,2085,urb,0.86682
C-EEU-LTU,2090,rur,0.12560999999999997
C-EEU-LTU,2090,urb,0.87439
C-EEU-LTU,2095,rur,0.1185599999999999
C-EEU-LTU,2095,urb,0.8814400000000002
C-EEU-LTU,2100,rur,0.11197000000000001
C-EEU-LTU,2100,urb,0.8880299999999999
C-EEU-LVA,2020,rur,0.29983000000000004
C-EEU-LVA,2020,urb,0.70017
C-EEU-LVA,2025,rur,0.28093
C-EEU-LVA,2025,urb,0.71907
C-EEU-LVA,2030,rur,0.2634099999999999
C-EEU-LVA,2030,urb,0.7365900000000001
C-EEU-LVA,2035,rur,0.24717000000000006
C-EEU-LVA,2035,urb,0.75283
C-EEU-LVA,2040,rur,0.23210999999999993
C-EEU-LVA,2040,urb,0.7678900000000001
C-EEU-LVA,2045,rur,0.2181399999999999
C-EEU-LVA,2045,urb,0.7818600000000001
C-EEU-LVA,2050,rur,0.20518000000000003
C-EEU-LVA,2050,urb,0.79482
C-EEU-LVA,2055,rur,0.19314999999999993
C-EEU-LVA,2055,urb,0.8068500000000001
C-EEU-LVA,2060,rur,0.18197
C-EEU-LVA,2060,urb,0.8180299999999999
C-EEU-LVA,2065,rur,0.17157999999999998
C-EEU-LVA,2065,urb,0.82842
C-EEU-LVA,2070,rur,0.1618999999999999
C-EEU-LVA,2070,urb,0.8381000000000001
C-EEU-LVA,2075,rur,0.15288999999999997
C-EEU-LVA,2075,urb,0.84711
C-EEU-LVA,2080,rur,0.14447999999999994
C-EEU-LVA,2080,urb,0.8555200000000001
C-EEU-LVA,2085,rur,0.13662999999999992
C-EEU-LVA,2085,urb,0.8633700000000001
C-EEU-LVA,2090,rur,0.12929000000000002
C-EEU-LVA,2090,urb,0.87071
C-EEU-LVA,2095,rur,0.12242999999999993
C-EEU-LVA,2095,urb,0.8775700000000001
C-EEU-LVA,2100,rur,0.11600999999999995
C-EEU-LVA,2100,urb,0.88399
C-EEU-POL,2020,rur,0.36989999999999995
C-EEU-POL,2020,urb,0.6301
C-EEU-POL,2025,rur,0.34474000000000005
C-EEU-POL,2025,urb,0.65526
C-EEU-POL,2030,rur,0.32161
C-EEU-POL,2030,urb,0.67839
C-EEU-POL,2035,rur,0.3003900000000001
C-EEU-POL,2035,urb,0.69961
C-EEU-POL,2040,rur,0.2809199999999999
C-EEU-POL,2040,urb,0.71908
C-EEU-POL,2045,rur,0.26307
C-EEU-POL,2045,urb,0.73693
C-EEU-POL,2050,rur,0.24668
C-EEU-POL,2050,urb,0.75332
C-EEU-POL,2055,rur,0.23162999999999997
C-EEU-POL,2055,urb,0.76837
C-EEU-POL,2060,rur,0.21778999999999993
C-EEU-POL,2060,urb,0.7822100000000001
