region_bld,urt,inc_cl,region_gea,clim,arch,mat,year,yr_con,bld_age,n_units_arch
C-WEU-PRT,urb,ns,WEU,Zone_3A Warm Humid,comm,perm,2015,1990,p2,2289799.1336200065
C-WEU-PRT,urb,ns,WEU,Zone_3A Warm Humid,comm,perm,2015,1995,p3,3685160.5481099966
C-WEU-PRT,urb,ns,WEU,Zone_3A Warm Humid,comm,perm,2015,2000,p3,3940571.0631699986
C-WEU-PRT,urb,ns,WEU,Zone_3A Warm Humid,comm,perm,2015,2005,p3,4012144.900840005
C-WEU-PRT,urb,ns,WEU,Zone_3A Warm Humid,comm,perm,2015,2010,p3,3677928.8167199986
C-WEU-PRT,urb,ns,WEU,Zone_3A Warm Humid,comm,perm,2015,2015,p3,3584581.095980002
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,1945,p1,16150136.92092
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,1960,p2,3160860.0029000016
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,1965,p2,1600214.2107700002
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,1970,p2,982281.5975099986
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,1975,p2,3205792.463899999
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,1980,p2,3626097.675280001
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,1985,p2,2843432.717819998
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,1990,p2,2247832.548920004
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,1995,p3,3617620.2996999985
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,2000,p3,3868349.746110001
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,2005,p3,3938611.80517
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,2010,p3,3610521.1088299965
C-WEU-PRT,urb,ns,WEU,Zone_3C Warm Marine,comm,perm,2015,2015,p3,3518884.2303000027
C-WEU-SWE,rur,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1945,p1,2259558.7103399993
C-WEU-SWE,rur,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1980,p2,70148.78818999983
C-WEU-SWE,rur,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1985,p2,99578.45180999991
C-WEU-SWE,rur,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1990,p2,158378.91745000033
C-WEU-SWE,rur,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1995,p3,45442.49173999984
C-WEU-SWE,rur,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,2000,p3,55027.025760000084
C-WEU-SWE,rur,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,2005,p3,78838.37861999997
C-WEU-SWE,rur,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,2010,p3,117574.7802199998
C-WEU-SWE,rur,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1945,p1,14328178.660910005
C-WEU-SWE,rur,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1980,p2,444823.3035799998
C-WEU-SWE,rur,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1985,p2,631440.9276700014
C-WEU-SWE,rur,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1990,p2,1004302.9265000002
C-WEU-SWE,rur,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1995,p3,288157.2129499998
C-WEU-SWE,rur,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,2000,p3,348934.08723000006
C-WEU-SWE,rur,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,2005,p3,499925.21507999895
C-WEU-SWE,rur,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,2010,p3,745558.1698499994
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1945,p1,20623238.54896
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1960,p2,10081862.94661
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1965,p2,3486150.0812900034
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1970,p2,3684450.6087500015
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1975,p2,1874502.6721799956
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1980,p2,1080275.7701300036
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1985,p2,549108.3313699977
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1990,p2,1502629.3306200025
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,1995,p3,2295047.810539996
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,2000,p3,813509.4670300051
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,2005,p3,1675903.1881399995
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,2010,p3,2789453.9719199985
C-WEU-SWE,urb,ns,WEU,Zone_5A Cool Humid,comm,perm,2015,2015,p3,3680561.1225299975
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1945,p1,28627574.69838
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1960,p2,13994857.496190002
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1965,p2,4839202.224509997
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1970,p2,5114467.58344
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1975,p2,2602038.7216299996
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1980,p2,1499554.7489000014
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1985,p2,762229.4498999978
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1990,p2,2085833.0909000013
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,1995,p3,3185806.7527399994
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,2000,p3,1129250.528720002
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,2005,p3,2326358.3744300012
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,2010,p3,3872102.9075599965
C-WEU-SWE,urb,ns,WEU,Zone_6A Cold Humid,comm,perm,2015,2015,p3,5109068.501379994
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1945,p1,4233553.808870001
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1965,p2,112895.97220000018
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1970,p2,145722.36473000015
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1975,p2,362863.41413999954
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1980,p2,484466.10008000024
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1985,p2,696523.8575399998
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1990,p2,630911.17971
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1995,p3,304756.4515299999
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,2000,p3,97758.39315000009
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,2005,p3,143837.65929000036
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,2010,p3,320851.19036999956
R32ANUZ,rur,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,2015,p3,156198.28825000027
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1945,p1,24498972.82919
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1965,p2,653312.9092600044
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1970,p2,843274.5667900005
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1975,p2,2099838.8882999998
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1980,p2,2803536.309759998
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1985,p2,4030684.344870003
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1990,p2,3650993.1246899962
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1995,p3,1763582.1729599987
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,2000,p3,565713.8957300009
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,2005,p3,832368.0448400008
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,2010,p3,1856720.1339300002
R32ANUZ,rur,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,2015,p3,903897.2438699969
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1945,p1,10193144.59212
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1960,p2,8750846.750359997
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1965,p2,3279597.826830003
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1970,p2,3984694.4825600013
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1975,p2,3715489.8615199947
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1980,p2,2571183.957780004
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1985,p2,3400386.210870003
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1990,p2,4188199.3274199986
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,1995,p3,4483309.969089997
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,2000,p3,4739614.560080006
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,2005,p3,5655386.237999999
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,2010,p3,7217879.963910001
R32ANUZ,urb,ns,PAO,Zone_2A Hot Humid,comm,perm,2015,2015,p3,7593094.44914999
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1945,p1,55104677.964449994
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1960,p2,47307539.664440006
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1965,p2,17729679.047289986
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1970,p2,21541468.804420013
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1975,p2,20086134.40618999
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1980,p2,13899956.259849997
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1985,p2,18382667.430290025
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1990,p2,22641626.742819976
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,1995,p3,24237010.456410017
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,2000,p3,25622606.610690016
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,2005,p3,30573316.663390007
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,2010,p3,39020240.260909975
R32ANUZ,urb,ns,PAO,Zone_3A Warm Humid,comm,perm,2015,2015,p3,41048669.58323999
R32BRA,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1945,p1,20444574.94444
R32BRA,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1960,p2,11205612.932440002
R32BRA,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1965,p2,2904182.0526499967
R32BRA,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1970,p2,2258634.12594001
R32BRA,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1975,p2,1615168.7225799998
R32BRA,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1980,p2,1352863.6133099967
R32BRA,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1985,p2,914644.2882600004
R32BRA,rur,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1945,p1,25296078.089830007
R32BRA,rur,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1960,p2,13864707.901919995
R32BRA,rur,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1965,p2,3593345.236600011
R32BRA,rur,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1970,p2,2794608.612879999
R32BRA,rur,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1975,p2,1998448.6958499958
R32BRA,rur,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1980,p2,1673898.5134100053
R32BRA,rur,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1985,p2,1131689.6244399913
R32BRA,rur,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1945,p1,3832187.19178
R32BRA,rur,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1960,p2,2100410.8166600005
R32BRA,rur,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1965,p2,544367.8479499992
R32BRA,rur,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1970,p2,423364.57429999975
R32BRA,rur,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1975,p2,302751.6545599995
R32BRA,rur,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1980,p2,253584.4655600003
R32BRA,rur,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1985,p2,171443.43358000054
R32BRA,rur,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1945,p1,17964675.103640005
R32BRA,rur,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1960,p2,9846386.937159996
R32BRA,rur,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1965,p2,2551908.619260005
R32BRA,rur,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1970,p2,1984664.8003699982
R32BRA,rur,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1975,p2,1419250.897509999
R32BRA,rur,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1980,p2,1188763.0502799945
R32BRA,rur,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1985,p2,803699.14851
R32BRA,rur,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1945,p1,5242182.544949999
R32BRA,rur,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1960,p2,2873225.2286599996
R32BRA,rur,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1965,p2,744659.7694199997
R32BRA,rur,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1970,p2,579135.1702199988
R32BRA,rur,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1975,p2,414144.5497000013
R32BRA,rur,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1980,p2,346887.0367199989
R32BRA,rur,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1985,p2,234523.45359000072
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1945,p1,5895111.90668
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1960,p2,7167709.827789999
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1965,p2,4469622.93683
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1970,p2,5432181.093949997
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1975,p2,6669347.996640002
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1980,p2,8272072.584760008
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1985,p2,9934642.711409995
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1990,p2,10770302.933249997
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1995,p3,11388873.29618001
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,2000,p3,12905969.104359997
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,2005,p3,13109418.575880006
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,2010,p3,11837070.850000003
R32BRA,urb,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,2015,p3,10736932.299709994
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1945,p1,10414512.642300002
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1960,p2,12662729.020189999
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1965,p2,7896193.544549997
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1970,p2,9596682.738840003
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1975,p2,11782305.42973001
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1980,p2,14613735.222679999
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1985,p2,17550890.254970007
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1990,p2,19027197.080509998
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,1995,p3,20119985.303469997
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,2000,p3,22800140.27323001
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,2005,p3,23159561.28626999
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,2010,p3,20911786.912080016
R32BRA,urb,ns,LAC,Zone_1A Very hot Humid,comm,perm,2015,2015,p3,18968243.34208999
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1945,p1,411878.1631399999
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1960,p2,500791.70748999994
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1965,p2,312282.4662499999
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1970,p2,379534.2321000002
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1975,p2,465972.2912200001
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1980,p2,577951.0407000002
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1985,p2,694111.0628899997
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1990,p2,752496.7564299998
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,1995,p3,795714.8714900002
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,2000,p3,901710.9313900004
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,2005,p3,915925.4867700001
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,2010,p3,827029.4229599998
R32BRA,urb,ns,LAC,Zone_1B Very hot Dry,comm,perm,2015,2015,p3,750165.2255499996
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1945,p1,31109536.885830004
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1960,p2,37825258.75753999
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1965,p2,23586982.20154999
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1970,p2,28666569.99701002
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1975,p2,35195316.185760014
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1980,p2,43653174.23523999
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1985,p2,52426847.66145999
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1990,p2,56836772.85157
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,1995,p3,60101076.87602001
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,2000,p3,68107056.87287998
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,2005,p3,69180695.32783002
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,2010,p3,62466293.78010994
R32BRA,urb,ns,LAC,Zone_2A Hot Humid,comm,perm,2015,2015,p3,56660670.18001999
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1945,p1,3645545.94206
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1960,p2,4432522.38298
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1965,p2,2764021.44993
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1970,p2,3359268.8412099984
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1975,p2,4124334.6878300034
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1980,p2,5115461.949029998
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1985,p2,6143597.779970003
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1990,p2,6660371.299939994
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,1995,p3,7042896.129320001
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,2000,p3,7981070.426070001
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,2005,p3,8106883.88087
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,2010,p3,7320062.161019999
R32BRA,urb,ns,LAC,Zone_3A Warm Humid,comm,perm,2015,2015,p3,6639734.850660006
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1945,p1,7000408.470739998
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1960,p2,617212.0513100009
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1970,p2,74914.81049000031
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1975,p2,821736.9250500009
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1980,p2,772586.6167899991
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1985,p2,460909.52833000093
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1990,p2,895165.1284999986
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1995,p3,319408.16028000077
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,2005,p3,468038.11109999847
R32CAN,rur,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,2010,p3,595620.5810000006
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1945,p1,37521133.227620006
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1960,p2,3308163.4740600074
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1970,p2,401532.0817300009
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1975,p2,4404385.939960001
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1980,p2,4140947.703230002
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1985,p2,2470405.532680001
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1990,p2,4797950.032099999
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1995,p3,1711979.5488500001
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,2005,p3,2508613.6610300047
R32CAN,rur,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,2010,p3,3192436.450949998
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,1945,p1,45396756.61422001
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,1960,p2,4002541.4787099995
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,1970,p2,485812.9970999983
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,1975,p2,5328859.214830001
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,1980,p2,5010125.730879991
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,1985,p2,2988939.540410013
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,1990,p2,5805031.754599998
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,1995,p3,2071321.2054499893
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,2005,p3,3035167.491260003
R32CAN,rur,ns,"NAM",Zone_7A Very cold Humid,comm,perm,2015,2010,p3,3862523.546179999
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1945,p1,52997015.18085
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1960,p2,44953249.48216
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1965,p2,16658837.438889995
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1970,p2,17683026.65004999
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1975,p2,9229417.485439993
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1980,p2,9167821.007380012
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1985,p2,10357932.02587001
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1990,p2,12982050.03761999
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,1995,p3,13649458.24653001
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,2000,p3,14359607.021130001
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,2005,p3,13513853.390560003
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,2010,p3,14168922.608959988
R32CAN,urb,ns,"NAM",Zone_5A Cool Humid,comm,perm,2015,2015,p3,19043473.260880012
R32CAN,urb,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1945,p1,57527115.34257998
R32CAN,urb,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1960,p2,48795781.40689001
R32CAN,urb,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1965,p2,18082808.24025
R32CAN,urb,ns,"NAM",Zone_6A Cold Humid,comm,perm,2015,1970,p2,19194543.508370005
