region_bld,year,variable,resolution,value
C-EEU-CZE,2015,cost_heat_EUR,heat_pump,NA
C-EEU-CZE,2015,cost_heat_EUR,p1,NA
C-EEU-CZE,2015,cost_heat_EUR,p2,NA
C-EEU-CZE,2015,cost_heat_EUR,p3,NA
C-EEU-CZE,2015,energy_poverty_thres,all,NA
C-EEU-CZE,2015,energy_poverty_thres,biomass_solid,NA
C-EEU-CZE,2015,energy_poverty_thres,coal,NA
C-EEU-CZE,2015,energy_poverty_thres,district_heat,NA
C-EEU-CZE,2015,energy_poverty_thres,electricity,NA
C-EEU-CZE,2015,energy_poverty_thres,gas,NA
C-EEU-CZE,2015,energy_poverty_thres,heat_pump,NA
C-EEU-CZE,2015,energy_poverty_thres,p1,NA
C-EEU-CZE,2015,energy_poverty_thres,p2,NA
C-EEU-CZE,2015,energy_poverty_thres,p3,NA
C-EEU-CZE,2015,energy_poverty_thres,q1,NA
C-EEU-CZE,2015,energy_poverty_thres,q2,NA
C-EEU-CZE,2015,energy_poverty_thres,q3,NA
C-EEU-CZE,2015,floor_m2,all,NA
C-EEU-CZE,2015,floor_m2,biomass_solid,NA
C-EEU-CZE,2015,floor_m2,coal,NA
C-EEU-CZE,2015,floor_m2,district_heat,NA
C-EEU-CZE,2015,floor_m2,electricity,NA
C-EEU-CZE,2015,floor_m2,gas,NA
C-EEU-CZE,2015,floor_m2,heat_pump,NA
C-EEU-CZE,2015,floor_m2,p1,NA
C-EEU-CZE,2015,floor_m2,p2,NA
C-EEU-CZE,2015,floor_m2,p3,NA
C-EEU-CZE,2015,heat_kWh,all,NA
C-EEU-CZE,2015,heat_kWh,biomass_solid,NA
C-EEU-CZE,2015,heat_kWh,coal,NA
C-EEU-CZE,2015,heat_kWh,district_heat,NA
C-EEU-CZE,2015,heat_kWh,electricity,NA
C-EEU-CZE,2015,heat_kWh,gas,NA
C-EEU-CZE,2015,heat_kWh,heat_pump,NA
C-EEU-CZE,2015,heat_kWh,p1,NA
C-EEU-CZE,2015,heat_kWh,p2,NA
C-EEU-CZE,2015,heat_kWh,p3,NA
C-EEU-CZE,2015,heat_std_kWh,all,NA
C-EEU-CZE,2015,heat_std_kWh,biomass_solid,NA
C-EEU-CZE,2015,heat_std_kWh,coal,NA
C-EEU-CZE,2015,heat_std_kWh,district_heat,NA
C-EEU-CZE,2015,heat_std_kWh,electricity,NA
C-EEU-CZE,2015,heat_std_kWh,gas,NA
C-EEU-CZE,2015,heat_std_kWh,heat_pump,NA
C-EEU-CZE,2015,heat_std_kWh,p1,NA
C-EEU-CZE,2015,heat_std_kWh,p2,NA
C-EEU-CZE,2015,heat_std_kWh,p3,NA
C-EEU-CZE,2015,heat_tCO2,all,NA
C-EEU-CZE,2015,heat_tCO2,biomass_solid,NA
C-EEU-CZE,2015,heat_tCO2,coal,NA
C-EEU-CZE,2015,heat_tCO2,district_heat,NA
C-EEU-CZE,2015,heat_tCO2,electricity,NA
C-EEU-CZE,2015,heat_tCO2,gas,NA
C-EEU-CZE,2015,heat_tCO2,heat_pump,NA
C-EEU-CZE,2015,heat_tCO2,p1,NA
C-EEU-CZE,2015,heat_tCO2,p2,NA
C-EEU-CZE,2015,heat_tCO2,p3,NA
C-EEU-CZE,2015,stock_building,all,4483276.662509999
C-EEU-CZE,2015,stock_building,biomass_solid,1287773.01711
C-EEU-CZE,2015,stock_building,coal,597694.2599999999
C-EEU-CZE,2015,stock_building,district_heat,1046188.9372899999
C-EEU-CZE,2015,stock_building,electricity,177035.36883
C-EEU-CZE,2015,stock_building,gas,1289127.56745
C-EEU-CZE,2015,stock_building,heat_pump,85457.51183
C-EEU-CZE,2015,stock_building,p1,702272.27285
C-EEU-CZE,2015,stock_building,p2,2367749.28479
C-EEU-CZE,2015,stock_building,p3,1413255.10487
C-EEU-EST,2015,cost_heat_EUR,all,NA
C-EEU-EST,2015,cost_heat_EUR,biomass_solid,NA
C-EEU-EST,2015,cost_heat_EUR,district_heat,NA
C-EEU-EST,2015,cost_heat_EUR,electricity,NA
C-EEU-EST,2015,cost_heat_EUR,gas,NA
C-EEU-EST,2015,cost_heat_EUR,heat_pump,NA
C-EEU-EST,2015,cost_heat_EUR,p1,NA
C-EEU-EST,2015,cost_heat_EUR,p2,NA
C-EEU-EST,2015,cost_heat_EUR,p3,NA
C-EEU-EST,2015,energy_poverty_thres,all,NA
C-EEU-EST,2015,energy_poverty_thres,biomass_solid,NA
C-EEU-EST,2015,energy_poverty_thres,district_heat,NA
C-EEU-EST,2015,energy_poverty_thres,electricity,NA
C-EEU-EST,2015,energy_poverty_thres,gas,NA
C-EEU-EST,2015,energy_poverty_thres,heat_pump,NA
C-EEU-EST,2015,energy_poverty_thres,p1,NA
C-EEU-EST,2015,energy_poverty_thres,p2,NA
C-EEU-EST,2015,energy_poverty_thres,p3,NA
C-EEU-EST,2015,energy_poverty_thres,q1,NA
C-EEU-EST,2015,energy_poverty_thres,q2,NA
C-EEU-EST,2015,energy_poverty_thres,q3,NA
C-EEU-EST,2015,floor_m2,all,NA
C-EEU-EST,2015,floor_m2,biomass_solid,NA
C-EEU-EST,2015,floor_m2,district_heat,NA
C-EEU-EST,2015,floor_m2,electricity,NA
C-EEU-EST,2015,floor_m2,gas,NA
C-EEU-EST,2015,floor_m2,heat_pump,NA
C-EEU-EST,2015,floor_m2,p1,NA
C-EEU-EST,2015,floor_m2,p2,NA
C-EEU-EST,2015,floor_m2,p3,NA
C-EEU-EST,2015,heat_kWh,all,NA
C-EEU-EST,2015,heat_kWh,biomass_solid,NA
C-EEU-EST,2015,heat_kWh,district_heat,NA
C-EEU-EST,2015,heat_kWh,electricity,NA
C-EEU-EST,2015,heat_kWh,gas,NA
C-EEU-EST,2015,heat_kWh,heat_pump,NA
C-EEU-EST,2015,heat_kWh,p1,NA
C-EEU-EST,2015,heat_kWh,p2,NA
C-EEU-EST,2015,heat_kWh,p3,NA
C-EEU-EST,2015,heat_std_kWh,all,NA
C-EEU-EST,2015,heat_std_kWh,biomass_solid,NA
C-EEU-EST,2015,heat_std_kWh,district_heat,NA
C-EEU-EST,2015,heat_std_kWh,electricity,NA
C-EEU-EST,2015,heat_std_kWh,gas,NA
C-EEU-EST,2015,heat_std_kWh,heat_pump,NA
C-EEU-EST,2015,heat_std_kWh,p1,NA
C-EEU-EST,2015,heat_std_kWh,p2,NA
C-EEU-EST,2015,heat_std_kWh,p3,NA
C-EEU-EST,2015,heat_tCO2,all,NA
C-EEU-EST,2015,heat_tCO2,biomass_solid,NA
C-EEU-EST,2015,heat_tCO2,district_heat,NA
C-EEU-EST,2015,heat_tCO2,electricity,NA
C-EEU-EST,2015,heat_tCO2,gas,NA
C-EEU-EST,2015,heat_tCO2,heat_pump,NA
C-EEU-EST,2015,heat_tCO2,p1,NA
C-EEU-EST,2015,heat_tCO2,p2,NA
C-EEU-EST,2015,heat_tCO2,p3,NA
C-EEU-EST,2015,stock_building,all,606596.7563599999
C-EEU-EST,2015,stock_building,biomass_solid,250734.23285999996
C-EEU-EST,2015,stock_building,district_heat,303063.87607999996
C-EEU-EST,2015,stock_building,electricity,9162.9661
C-EEU-EST,2015,stock_building,gas,37556.21384
C-EEU-EST,2015,stock_building,heat_pump,6079.467479999999
C-EEU-EST,2015,stock_building,p1,175070.3455
C-EEU-EST,2015,stock_building,p2,245096.92450999998
C-EEU-EST,2015,stock_building,p3,186429.48635
C-EEU-HUN,2015,cost_heat_EUR,all,NA
C-EEU-HUN,2015,cost_heat_EUR,biomass_solid,NA
C-EEU-HUN,2015,cost_heat_EUR,coal,NA
C-EEU-HUN,2015,cost_heat_EUR,district_heat,NA
C-EEU-HUN,2015,cost_heat_EUR,gas,NA
C-EEU-HUN,2015,cost_heat_EUR,heat_pump,NA
C-EEU-HUN,2015,cost_heat_EUR,p1,NA
C-EEU-HUN,2015,cost_heat_EUR,p2,NA
C-EEU-HUN,2015,cost_heat_EUR,p3,NA
C-EEU-HUN,2015,energy_poverty_thres,all,NA
C-EEU-HUN,2015,energy_poverty_thres,biomass_solid,NA
C-EEU-HUN,2015,energy_poverty_thres,coal,NA
C-EEU-HUN,2015,energy_poverty_thres,district_heat,NA
C-EEU-HUN,2015,energy_poverty_thres,gas,NA
C-EEU-HUN,2015,energy_poverty_thres,heat_pump,NA
C-EEU-HUN,2015,energy_poverty_thres,p1,NA
C-EEU-HUN,2015,energy_poverty_thres,p2,NA
C-EEU-HUN,2015,energy_poverty_thres,p3,NA
C-EEU-HUN,2015,energy_poverty_thres,q1,NA
C-EEU-HUN,2015,energy_poverty_thres,q2,NA
C-EEU-HUN,2015,energy_poverty_thres,q3,NA
C-EEU-HUN,2015,floor_m2,all,NA
C-EEU-HUN,2015,floor_m2,biomass_solid,NA
C-EEU-HUN,2015,floor_m2,coal,NA
C-EEU-HUN,2015,floor_m2,district_heat,NA
C-EEU-HUN,2015,floor_m2,gas,NA
C-EEU-HUN,2015,floor_m2,heat_pump,NA
C-EEU-HUN,2015,floor_m2,p1,NA
C-EEU-HUN,2015,floor_m2,p2,NA
C-EEU-HUN,2015,floor_m2,p3,NA
C-EEU-HUN,2015,heat_kWh,all,NA
C-EEU-HUN,2015,heat_kWh,biomass_solid,NA
C-EEU-HUN,2015,heat_kWh,coal,NA
C-EEU-HUN,2015,heat_kWh,district_heat,NA
C-EEU-HUN,2015,heat_kWh,gas,NA
C-EEU-HUN,2015,heat_kWh,heat_pump,NA
C-EEU-HUN,2015,heat_kWh,p1,NA
C-EEU-HUN,2015,heat_kWh,p2,NA
C-EEU-HUN,2015,heat_kWh,p3,NA
C-EEU-HUN,2015,heat_std_kWh,all,NA
C-EEU-HUN,2015,heat_std_kWh,biomass_solid,NA
C-EEU-HUN,2015,heat_std_kWh,coal,NA
C-EEU-HUN,2015,heat_std_kWh,district_heat,NA
C-EEU-HUN,2015,heat_std_kWh,gas,NA
C-EEU-HUN,2015,heat_std_kWh,heat_pump,NA
C-EEU-HUN,2015,heat_std_kWh,p1,NA
C-EEU-HUN,2015,heat_std_kWh,p2,NA
C-EEU-HUN,2015,heat_std_kWh,p3,NA
C-EEU-HUN,2015,heat_tCO2,all,NA
C-EEU-HUN,2015,heat_tCO2,biomass_solid,NA
C-EEU-HUN,2015,heat_tCO2,coal,NA
C-EEU-HUN,2015,heat_tCO2,district_heat,NA
C-EEU-HUN,2015,heat_tCO2,gas,NA
C-EEU-HUN,2015,heat_tCO2,heat_pump,NA
C-EEU-HUN,2015,heat_tCO2,p1,NA
C-EEU-HUN,2015,heat_tCO2,p2,NA
C-EEU-HUN,2015,heat_tCO2,p3,NA
C-EEU-HUN,2015,stock_building,all,4283734.4148
C-EEU-HUN,2015,stock_building,biomass_solid,1455820.5686799998
C-EEU-HUN,2015,stock_building,coal,74508.52977
C-EEU-HUN,2015,stock_building,district_heat,549078.86054
C-EEU-HUN,2015,stock_building,gas,2195023.76336
C-EEU-HUN,2015,stock_building,heat_pump,9302.692449999999
C-EEU-HUN,2015,stock_building,p1,661188.69445
C-EEU-HUN,2015,stock_building,p2,2031374.05336
C-EEU-HUN,2015,stock_building,p3,1591171.6669899998
C-EEU-LTU,2015,cost_heat_EUR,all,NA
C-EEU-LTU,2015,cost_heat_EUR,biomass_solid,NA
C-EEU-LTU,2015,cost_heat_EUR,coal,NA
C-EEU-LTU,2015,cost_heat_EUR,district_heat,NA
C-EEU-LTU,2015,cost_heat_EUR,electricity,NA
C-EEU-LTU,2015,cost_heat_EUR,gas,NA
C-EEU-LTU,2015,cost_heat_EUR,heat_pump,NA
C-EEU-LTU,2015,cost_heat_EUR,p1,NA
C-EEU-LTU,2015,cost_heat_EUR,p2,NA
C-EEU-LTU,2015,cost_heat_EUR,p3,NA
C-EEU-LTU,2015,energy_poverty_thres,all,NA
C-EEU-LTU,2015,energy_poverty_thres,biomass_solid,NA
C-EEU-LTU,2015,energy_poverty_thres,coal,NA
C-EEU-LTU,2015,energy_poverty_thres,district_heat,NA
C-EEU-LTU,2015,energy_poverty_thres,electricity,NA
C-EEU-LTU,2015,energy_poverty_thres,gas,NA
C-EEU-LTU,2015,energy_poverty_thres,heat_pump,NA
C-EEU-LTU,2015,energy_poverty_thres,p1,NA
C-EEU-LTU,2015,energy_poverty_thres,p2,NA
C-EEU-LTU,2015,energy_poverty_thres,p3,NA
C-EEU-LTU,2015,energy_poverty_thres,q1,NA
C-EEU-LTU,2015,energy_poverty_thres,q2,NA
C-EEU-LTU,2015,energy_poverty_thres,q3,NA
C-EEU-LTU,2015,floor_m2,all,NA
C-EEU-LTU,2015,floor_m2,biomass_solid,NA
C-EEU-LTU,2015,floor_m2,coal,NA
C-EEU-LTU,2015,floor_m2,district_heat,NA
C-EEU-LTU,2015,floor_m2,electricity,NA
C-EEU-LTU,2015,floor_m2,gas,NA
C-EEU-LTU,2015,floor_m2,heat_pump,NA
C-EEU-LTU,2015,floor_m2,p1,NA
C-EEU-LTU,2015,floor_m2,p2,NA
C-EEU-LTU,2015,floor_m2,p3,NA
C-EEU-LTU,2015,heat_kWh,all,NA
C-EEU-LTU,2015,heat_kWh,biomass_solid,NA
C-EEU-LTU,2015,heat_kWh,coal,NA
C-EEU-LTU,2015,heat_kWh,district_heat,NA
C-EEU-LTU,2015,heat_kWh,electricity,NA
C-EEU-LTU,2015,heat_kWh,gas,NA
C-EEU-LTU,2015,heat_kWh,heat_pump,NA
C-EEU-LTU,2015,heat_kWh,p1,NA
C-EEU-LTU,2015,heat_kWh,p2,NA
C-EEU-LTU,2015,heat_kWh,p3,NA
C-EEU-LTU,2015,heat_std_kWh,all,NA
C-EEU-LTU,2015,heat_std_kWh,biomass_solid,NA
C-EEU-LTU,2015,heat_std_kWh,coal,NA
C-EEU-LTU,2015,heat_std_kWh,district_heat,NA
C-EEU-LTU,2015,heat_std_kWh,electricity,NA
C-EEU-LTU,2015,heat_std_kWh,gas,NA
C-EEU-LTU,2015,heat_std_kWh,heat_pump,NA
C-EEU-LTU,2015,heat_std_kWh,p1,NA
C-EEU-LTU,2015,heat_std_kWh,p2,NA
C-EEU-LTU,2015,heat_std_kWh,p3,NA
C-EEU-LTU,2015,heat_tCO2,all,NA
C-EEU-LTU,2015,heat_tCO2,biomass_solid,NA
C-EEU-LTU,2015,heat_tCO2,coal,NA
C-EEU-LTU,2015,heat_tCO2,district_heat,NA
C-EEU-LTU,2015,heat_tCO2,electricity,NA
C-EEU-LTU,2015,heat_tCO2,gas,NA
C-EEU-LTU,2015,heat_tCO2,heat_pump,NA
C-EEU-LTU,2015,heat_tCO2,p1,NA
C-EEU-LTU,2015,heat_tCO2,p2,NA
C-EEU-LTU,2015,heat_tCO2,p3,NA
C-EEU-LTU,2015,stock_building,all,1415180.1691400001
C-EEU-LTU,2015,stock_building,biomass_solid,507349.07486000005
C-EEU-LTU,2015,stock_building,coal,54422.08322
C-EEU-LTU,2015,stock_building,district_heat,687642.9492800001
C-EEU-LTU,2015,stock_building,electricity,14121.86819
C-EEU-LTU,2015,stock_building,gas,137522.3254
C-EEU-LTU,2015,stock_building,heat_pump,14121.86819
C-EEU-LTU,2015,stock_building,p1,206743.30839999998
C-EEU-LTU,2015,stock_building,p2,735846.4008
C-EEU-LTU,2015,stock_building,p3,472590.45994
C-EEU-LVA,2015,cost_heat_EUR,all,NA
C-EEU-LVA,2015,cost_heat_EUR,biomass_solid,NA
C-EEU-LVA,2015,cost_heat_EUR,coal,NA
C-EEU-LVA,2015,cost_heat_EUR,district_heat,NA
C-EEU-LVA,2015,cost_heat_EUR,gas,NA
C-EEU-LVA,2015,cost_heat_EUR,heat_pump,NA
C-EEU-LVA,2015,cost_heat_EUR,oil,NA
C-EEU-LVA,2015,cost_heat_EUR,p1,NA
C-EEU-LVA,2015,cost_heat_EUR,p2,NA
C-EEU-LVA,2015,cost_heat_EUR,p3,NA
C-EEU-LVA,2015,energy_poverty_thres,all,NA
C-EEU-LVA,2015,energy_poverty_thres,biomass_solid,NA
C-EEU-LVA,2015,energy_poverty_thres,coal,NA
C-EEU-LVA,2015,energy_poverty_thres,district_heat,NA
C-EEU-LVA,2015,energy_poverty_thres,gas,NA
C-EEU-LVA,2015,energy_poverty_thres,heat_pump,NA
C-EEU-LVA,2015,energy_poverty_thres,oil,NA
C-EEU-LVA,2015,energy_poverty_thres,p1,NA
C-EEU-LVA,2015,energy_poverty_thres,p2,NA
C-EEU-LVA,2015,energy_poverty_thres,p3,NA
C-EEU-LVA,2015,energy_poverty_thres,q1,NA
C-EEU-LVA,2015,energy_poverty_thres,q2,NA
C-EEU-LVA,2015,energy_poverty_thres,q3,NA
C-EEU-LVA,2015,floor_m2,all,NA
C-EEU-LVA,2015,floor_m2,biomass_solid,NA
C-EEU-LVA,2015,floor_m2,coal,NA
C-EEU-LVA,2015,floor_m2,district_heat,NA
C-EEU-LVA,2015,floor_m2,gas,NA
C-EEU-LVA,2015,floor_m2,heat_pump,NA
C-EEU-LVA,2015,floor_m2,oil,NA
C-EEU-LVA,2015,floor_m2,p1,NA
C-EEU-LVA,2015,floor_m2,p2,NA
C-EEU-LVA,2015,floor_m2,p3,NA
C-EEU-LVA,2015,heat_kWh,all,NA
C-EEU-LVA,2015,heat_kWh,biomass_solid,NA
C-EEU-LVA,2015,heat_kWh,coal,NA
C-EEU-LVA,2015,heat_kWh,district_heat,NA
C-EEU-LVA,2015,heat_kWh,gas,NA
C-EEU-LVA,2015,heat_kWh,heat_pump,NA
C-EEU-LVA,2015,heat_kWh,oil,NA
C-EEU-LVA,2015,heat_kWh,p1,NA
C-EEU-LVA,2015,heat_kWh,p2,NA
C-EEU-LVA,2015,heat_kWh,p3,NA
C-EEU-LVA,2015,heat_std_kWh,all,NA
C-EEU-LVA,2015,heat_std_kWh,biomass_solid,NA
C-EEU-LVA,2015,heat_std_kWh,coal,NA
C-EEU-LVA,2015,heat_std_kWh,district_heat,NA
C-EEU-LVA,2015,heat_std_kWh,gas,NA
C-EEU-LVA,2015,heat_std_kWh,heat_pump,NA
C-EEU-LVA,2015,heat_std_kWh,oil,NA
C-EEU-LVA,2015,heat_std_kWh,p1,NA
C-EEU-LVA,2015,heat_std_kWh,p2,NA
C-EEU-LVA,2015,heat_std_kWh,p3,NA
C-EEU-LVA,2015,heat_tCO2,all,NA
C-EEU-LVA,2015,heat_tCO2,biomass_solid,NA
C-EEU-LVA,2015,heat_tCO2,coal,NA
C-EEU-LVA,2015,heat_tCO2,district_heat,NA
C-EEU-LVA,2015,heat_tCO2,gas,NA
C-EEU-LVA,2015,heat_tCO2,heat_pump,NA
C-EEU-LVA,2015,heat_tCO2,oil,NA
C-EEU-LVA,2015,heat_tCO2,p1,NA
C-EEU-LVA,2015,heat_tCO2,p2,NA
C-EEU-LVA,2015,heat_tCO2,p3,NA
C-EEU-LVA,2015,stock_building,all,910033.29712
C-EEU-LVA,2015,stock_building,biomass_solid,359285.21745
C-EEU-LVA,2015,stock_building,coal,9347.37102
C-EEU-LVA,2015,stock_building,district_heat,415735.2598
C-EEU-LVA,2015,stock_building,gas,88249.66828999999
C-EEU-LVA,2015,stock_building,heat_pump,9066.81915
C-EEU-LVA,2015,stock_building,oil,28348.96141
C-EEU-LVA,2015,stock_building,p1,288491.16062999994
C-EEU-LVA,2015,stock_building,p2,336682.49251999997
C-EEU-LVA,2015,stock_building,p3,284859.64397
C-EEU-POL,2015,cost_heat_EUR,all,NA
C-EEU-POL,2015,cost_heat_EUR,biomass_solid,NA
C-EEU-POL,2015,cost_heat_EUR,coal,NA
C-EEU-POL,2015,cost_heat_EUR,district_heat,NA
C-EEU-POL,2015,cost_heat_EUR,gas,NA
C-EEU-POL,2015,cost_heat_EUR,heat_pump,NA
C-EEU-POL,2015,cost_heat_EUR,p1,NA
C-EEU-POL,2015,cost_heat_EUR,p2,NA
C-EEU-POL,2015,cost_heat_EUR,p3,NA
C-EEU-POL,2015,energy_poverty_thres,all,NA
C-EEU-POL,2015,energy_poverty_thres,biomass_solid,NA
C-EEU-POL,2015,energy_poverty_thres,coal,NA
C-EEU-POL,2015,energy_poverty_thres,district_heat,NA
C-EEU-POL,2015,energy_poverty_thres,gas,NA
C-EEU-POL,2015,energy_poverty_thres,heat_pump,NA
C-EEU-POL,2015,energy_poverty_thres,p1,NA
C-EEU-POL,2015,energy_poverty_thres,p2,NA
C-EEU-POL,2015,energy_poverty_thres,p3,NA
C-EEU-POL,2015,energy_poverty_thres,q1,NA
C-EEU-POL,2015,energy_poverty_thres,q2,NA
C-EEU-POL,2015,energy_poverty_thres,q3,NA
C-EEU-POL,2015,floor_m2,all,NA
C-EEU-POL,2015,floor_m2,biomass_solid,NA
C-EEU-POL,2015,floor_m2,coal,NA
C-EEU-POL,2015,floor_m2,district_heat,NA
C-EEU-POL,2015,floor_m2,gas,NA
C-EEU-POL,2015,floor_m2,heat_pump,NA
C-EEU-POL,2015,floor_m2,p1,NA
C-EEU-POL,2015,floor_m2,p2,NA
C-EEU-POL,2015,floor_m2,p3,NA
C-EEU-POL,2015,heat_kWh,all,NA
C-EEU-POL,2015,heat_kWh,biomass_solid,NA
C-EEU-POL,2015,heat_kWh,coal,NA
C-EEU-POL,2015,heat_kWh,district_heat,NA
C-EEU-POL,2015,heat_kWh,gas,NA
C-EEU-POL,2015,heat_kWh,heat_pump,NA
C-EEU-POL,2015,heat_kWh,p1,NA
C-EEU-POL,2015,heat_kWh,p2,NA
C-EEU-POL,2015,heat_kWh,p3,NA
C-EEU-POL,2015,heat_std_kWh,all,NA
C-EEU-POL,2015,heat_std_kWh,biomass_solid,NA
C-EEU-POL,2015,heat_std_kWh,coal,NA
C-EEU-POL,2015,heat_std_kWh,district_heat,NA
C-EEU-POL,2015,heat_std_kWh,gas,NA
C-EEU-POL,2015,heat_std_kWh,heat_pump,NA
C-EEU-POL,2015,heat_std_kWh,p1,NA
C-EEU-POL,2015,heat_std_kWh,p2,NA
C-EEU-POL,2015,heat_std_kWh,p3,NA
C-EEU-POL,2015,heat_tCO2,all,NA
C-EEU-POL,2015,heat_tCO2,biomass_solid,NA
C-EEU-POL,2015,heat_tCO2,coal,NA
C-EEU-POL,2015,heat_tCO2,district_heat,NA
C-EEU-POL,2015,heat_tCO2,gas,NA
C-EEU-POL,2015,heat_tCO2,heat_pump,NA
C-EEU-POL,2015,heat_tCO2,p1,NA
C-EEU-POL,2015,heat_tCO2,p2,NA
C-EEU-POL,2015,heat_tCO2,p3,NA
C-EEU-POL,2015,stock_building,all,13712429.09646
C-EEU-POL,2015,stock_building,biomass_solid,1929663.87575
C-EEU-POL,2015,stock_building,coal,4476225.699899999
C-EEU-POL,2015,stock_building,district_heat,4589801.14269
C-EEU-POL,2015,stock_building,gas,2681810.17276
C-EEU-POL,2015,stock_building,heat_pump,34928.20536
C-EEU-POL,2015,stock_building,p1,2149639.3888999997
C-EEU-POL,2015,stock_building,p2,5463041.43578
C-EEU-POL,2015,stock_building,p3,6099748.271779999
C-EEU-ROU,2015,cost_heat_EUR,all,NA
C-EEU-ROU,2015,cost_heat_EUR,biomass_solid,NA
C-EEU-ROU,2015,cost_heat_EUR,coal,NA
C-EEU-ROU,2015,cost_heat_EUR,district_heat,NA
C-EEU-ROU,2015,cost_heat_EUR,electricity,NA
C-EEU-ROU,2015,cost_heat_EUR,gas,NA
