region_gea,fuel,year,value
CPA,electricity,NA,14.90869094
CPA,electricity,NA,19.27624027
CPA,electricity,NA,15.92443613
CPA,electricity,NA,17.0031328
CPA,electricity,NA,18.20420364
CPA,electricity,NA,18.22261258
CPA,electricity,NA,17.81848095
CPA,electricity,NA,18.57097105
CPA,electricity,NA,18.44019966
CPA,electricity,NA,21.72766241
CPA,electricity,NA,18.22099717
CPA,electricity,NA,17.30760874
CPA,electricity,NA,17.34662694
CPA,electricity,NA,18.63356688
CPA,gas,NA,4.697031948
CPA,gas,NA,5.73595421
CPA,gas,NA,5.49161865
CPA,gas,NA,7.410038428
CPA,gas,NA,5.801481638
CPA,gas,NA,5.537884024
CPA,gas,NA,7.025348219
CPA,gas,NA,6.964603563
CPA,gas,NA,7.21255045
CPA,gas,NA,7.799156098
CPA,gas,NA,7.381396805
CPA,gas,NA,7.422275865
CPA,gas,NA,7.462949788
CPA,gas,NA,8.034411035
CPA,oil,NA,1.622474172
CPA,oil,NA,3.713021308
CPA,oil,NA,4.757648509
CPA,oil,NA,4.869628849
CPA,oil,NA,5.236838296
CPA,oil,NA,5.826205694
CPA,oil,NA,6.276047524
CPA,oil,NA,6.720528236
CPA,oil,NA,7.366109596
CPA,oil,NA,8.340710622
CPA,oil,NA,7.87551222
CPA,oil,NA,8.008172332
CPA,oil,NA,9.2012275
CPA,oil,NA,8.143853101
CPA,biomass_solid,NA,10.27741247
CPA,biomass_solid,NA,70.97464754
CPA,biomass_solid,NA,3.082472558
CPA,biomass_solid,NA,2.51200324
CPA,biomass_solid,NA,2.830673624
CPA,biomass_solid,NA,3.337241277
CPA,biomass_solid,NA,4.008804994
CPA,biomass_solid,NA,4.574640922
CPA,biomass_solid,NA,3.690519682
CPA,biomass_solid,NA,7.460798741
CPA,biomass_solid,NA,4.426186634
CPA,biomass_solid,NA,4.808339697
CPA,biomass_solid,NA,5.092753742
CPA,biomass_solid,NA,6.022180156
CPA,coal,NA,3.313716543
CPA,coal,NA,3.476584072
CPA,coal,NA,3.382089357
CPA,coal,NA,3.323425685
CPA,coal,NA,3.391866434
CPA,coal,NA,3.389212027
CPA,coal,NA,3.400375518
CPA,coal,NA,3.483552097
CPA,coal,NA,3.469740214
CPA,coal,NA,3.563267568
CPA,coal,NA,3.569994427
CPA,coal,NA,3.633029257
CPA,coal,NA,3.695245805
CPA,coal,NA,3.750775517
EEU,electricity,NA,20.47050908
EEU,electricity,NA,36.58444074
EEU,electricity,NA,18.18509278
EEU,electricity,NA,19.26388889
EEU,electricity,NA,21.21300471
EEU,electricity,NA,20.46489039
EEU,electricity,NA,20.74390056
EEU,electricity,NA,20.75657262
EEU,electricity,NA,20.25500541
EEU,electricity,NA,25.02690428
EEU,electricity,NA,21.1990967
EEU,electricity,NA,21.93244233
EEU,electricity,NA,22.81393053
EEU,electricity,NA,24.06742922
EEU,gas,NA,1.488285029
EEU,gas,NA,14.60331377
EEU,gas,NA,5.938867881
EEU,gas,NA,5.691089185
EEU,gas,NA,5.007818744
EEU,gas,NA,6.154035418
EEU,gas,NA,7.032137376
EEU,gas,NA,5.779721912
EEU,gas,NA,5.524581499
EEU,gas,NA,7.563440689
EEU,gas,NA,7.381428388
EEU,gas,NA,8.033126593
EEU,gas,NA,9.222227187
EEU,gas,NA,8.166838104
EEU,oil,NA,0.252038927
EEU,oil,NA,13.13494448
EEU,oil,NA,5.204553823
EEU,oil,NA,4.946842582
EEU,oil,NA,5.26270504
EEU,oil,NA,5.833431076
EEU,oil,NA,5.994030911
EEU,oil,NA,7.278648522
EEU,oil,NA,7.137400889
EEU,oil,NA,8.999359788
EEU,oil,NA,7.483148509
EEU,oil,NA,8.989893965
EEU,oil,NA,10.04333393
EEU,oil,NA,10.00112228
EEU,biomass_solid,NA,0.702528708
EEU,biomass_solid,NA,8.060383248
EEU,biomass_solid,NA,3.041576846
EEU,biomass_solid,NA,2.152485439
EEU,biomass_solid,NA,1.806043818
EEU,biomass_solid,NA,1.312204298
EEU,biomass_solid,NA,0.997628347
EEU,biomass_solid,NA,1.565157409
EEU,biomass_solid,NA,1.962883791
EEU,biomass_solid,NA,2.527498459
EEU,biomass_solid,NA,2.481387137
EEU,biomass_solid,NA,3.365982772
EEU,biomass_solid,NA,3.794173398
EEU,biomass_solid,NA,2.85864337
EEU,coal,NA,3.910956348
EEU,coal,NA,10.11464277
EEU,coal,NA,3.746538405
EEU,coal,NA,2.556836045
EEU,coal,NA,2.600406345
EEU,coal,NA,2.456923853
EEU,coal,NA,2.317820148
EEU,coal,NA,2.774282418
EEU,coal,NA,2.622557247
EEU,coal,NA,3.621763125
EEU,coal,NA,3.600887519
EEU,coal,NA,4.395198076
EEU,coal,NA,4.523510088
EEU,coal,NA,3.92324846
FSU,electricity,NA,20.44963003
FSU,electricity,NA,16.16117331
FSU,electricity,NA,17.97909448
FSU,electricity,NA,18.25915723
FSU,electricity,NA,18.49427426
FSU,electricity,NA,20.17447167
FSU,electricity,NA,19.95219582
FSU,electricity,NA,18.27415576
FSU,electricity,NA,18.21699778
FSU,electricity,NA,22.77613401
FSU,electricity,NA,19.38414344
FSU,electricity,NA,19.64935707
FSU,electricity,NA,21.27190891
FSU,electricity,NA,24.19524632
FSU,gas,NA,4.497247272
FSU,gas,NA,5.342317491
FSU,gas,NA,4.540706344
FSU,gas,NA,5.056665648
FSU,gas,NA,4.635185332
FSU,gas,NA,4.676764032
FSU,gas,NA,4.891502102
FSU,gas,NA,4.739108189
FSU,gas,NA,4.993248716
FSU,gas,NA,6.635059359
FSU,gas,NA,6.597446089
FSU,gas,NA,6.482500167
FSU,gas,NA,7.598669839
FSU,gas,NA,8.892440685
FSU,oil,NA,0
FSU,oil,NA,3.945958648
FSU,oil,NA,4.444428739
FSU,oil,NA,4.118547364
FSU,oil,NA,4.642347244
FSU,oil,NA,5.189160455
FSU,oil,NA,5.461178442
FSU,oil,NA,6.278543215
FSU,oil,NA,6.201507524
FSU,oil,NA,8.002587187
FSU,oil,NA,6.873623867
FSU,oil,NA,8.173856606
FSU,oil,NA,9.313448454
FSU,oil,NA,9.224366241
FSU,biomass_solid,NA,0.702528708
FSU,biomass_solid,NA,3.034103681
FSU,biomass_solid,NA,2.738298182
FSU,biomass_solid,NA,2.22828581
FSU,biomass_solid,NA,2.473638698
FSU,biomass_solid,NA,0.958073086
FSU,biomass_solid,NA,0.93072579
FSU,biomass_solid,NA,0.714300025
FSU,biomass_solid,NA,0.702528708
FSU,biomass_solid,NA,2.58050981
FSU,biomass_solid,NA,2.197210615
FSU,biomass_solid,NA,1.735381658
FSU,biomass_solid,NA,5.671008562
FSU,biomass_solid,NA,3.523719789
FSU,coal,NA,2.055792743
FSU,coal,NA,3.03444618
FSU,coal,NA,2.09730818
FSU,coal,NA,2.6287015
FSU,coal,NA,2.296972321
FSU,coal,NA,3.069146868
FSU,coal,NA,2.360987114
FSU,coal,NA,2.436092823
FSU,coal,NA,2.425210405
FSU,coal,NA,3.923223901
FSU,coal,NA,4.098016266
FSU,coal,NA,4.128120209
FSU,coal,NA,4.496117806
FSU,coal,NA,4.449237258
LAC,electricity,NA,12.73904406
LAC,electricity,NA,13.51431999
LAC,electricity,NA,16.7082875
LAC,electricity,NA,16.25459349
LAC,electricity,NA,17.49303806
LAC,electricity,NA,17.99536507
LAC,electricity,NA,17.01905031
LAC,electricity,NA,17.2316964
LAC,electricity,NA,17.58707904
LAC,electricity,NA,20.17002136
LAC,electricity,NA,17.6352916
LAC,electricity,NA,18.93085352
LAC,electricity,NA,19.25900305
LAC,electricity,NA,19.64978649
LAC,gas,NA,3.477048103
LAC,gas,NA,3.949621316
LAC,gas,NA,4.328111109
LAC,gas,NA,4.938794734
LAC,gas,NA,4.45731272
LAC,gas,NA,5.321324688
LAC,gas,NA,5.493029432
LAC,gas,NA,6.081685068
LAC,gas,NA,6.249803277
LAC,gas,NA,6.952519138
LAC,gas,NA,7.29090746
LAC,gas,NA,8.437921246
LAC,gas,NA,8.634609374
LAC,gas,NA,8.912025644
LAC,oil,NA,4.606865285
LAC,oil,NA,2.949741867
LAC,oil,NA,4.562488375
LAC,oil,NA,4.293851659
LAC,oil,NA,4.767965634
LAC,oil,NA,5.267131883
LAC,oil,NA,5.413673898
LAC,oil,NA,6.233533213
LAC,oil,NA,6.433189306
LAC,oil,NA,7.891390477
LAC,oil,NA,6.935691793
LAC,oil,NA,8.269753162
LAC,oil,NA,9.45403047
LAC,oil,NA,9.416067427
LAC,biomass_solid,NA,1.922162696
LAC,biomass_solid,NA,2.004895988
LAC,biomass_solid,NA,1.588899739
LAC,biomass_solid,NA,2.683707089
LAC,biomass_solid,NA,1.846266354
LAC,biomass_solid,NA,2.661376277
LAC,biomass_solid,NA,2.068060644
LAC,biomass_solid,NA,1.485094239
LAC,biomass_solid,NA,3.392149386
LAC,biomass_solid,NA,3.777096726
LAC,biomass_solid,NA,3.749415854
LAC,biomass_solid,NA,4.231345166
LAC,biomass_solid,NA,5.487571493
LAC,biomass_solid,NA,5.298420933
LAC,coal,NA,2.212700603
LAC,coal,NA,2.461387954
LAC,coal,NA,2.993246076
LAC,coal,NA,2.526887447
LAC,coal,NA,2.757796443
LAC,coal,NA,2.954909151
LAC,coal,NA,3.073522824
LAC,coal,NA,3.369691239
LAC,coal,NA,3.831401686
LAC,coal,NA,4.138509206
LAC,coal,NA,4.764887524
LAC,coal,NA,5.686519811
LAC,coal,NA,6.072661567
LAC,coal,NA,6.548951856
MEA,electricity,NA,20.25820941
MEA,electricity,NA,17.50779955
MEA,electricity,NA,15.84964003
MEA,electricity,NA,13.41186512
MEA,electricity,NA,16.1656427
MEA,electricity,NA,16.69223504
MEA,electricity,NA,16.55300171
MEA,electricity,NA,17.20638914
MEA,electricity,NA,17.25509208
MEA,electricity,NA,20.37948705
MEA,electricity,NA,17.62254245
MEA,electricity,NA,18.78303204
MEA,electricity,NA,20.19245243
MEA,electricity,NA,22.84745417
MEA,gas,NA,3.188680732
MEA,gas,NA,4.445430736
MEA,gas,NA,3.417602214
MEA,gas,NA,3.516060658
MEA,gas,NA,4.486432528
MEA,gas,NA,4.712499151
MEA,gas,NA,4.988992281
MEA,gas,NA,5.397583525
MEA,gas,NA,5.645205278
MEA,gas,NA,6.599734448
MEA,gas,NA,6.840257235
MEA,gas,NA,7.834412233
MEA,gas,NA,8.899978741
MEA,gas,NA,11.42843905
MEA,oil,NA,1.655396171
MEA,oil,NA,4.464913598
MEA,oil,NA,4.462619528
MEA,oil,NA,4.211690175
MEA,oil,NA,4.578635153
MEA,oil,NA,5.178152581
MEA,oil,NA,5.420555797
MEA,oil,NA,6.459350218
MEA,oil,NA,6.463330937
MEA,oil,NA,7.773214614
MEA,oil,NA,6.987732414
