Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
MESSAGEix-Buildings,SSP3,R12_CHN,Energy Service|Residential|Slum|Floor Space,bn m2,3.69008,3.22829,2.58267,2.36988,2.19525,2.06204
MESSAGEix-Buildings,SSP3,R12_CHN,Energy Service|Residential|Multi-family|Floor Space,bn m2,38.29599,39.51491,40.74956,41.48892,41.93185,42.02897
MESSAGEix-Buildings,SSP3,R12_CHN,Energy Service|Residential|Single-family|Floor Space,bn m2,15.95118,16.04871,16.13705,16.15093,16.08574,15.91842
MESSAGEix-Buildings,SSP3,R12_EEU,Energy Service|Residential|Multi-family|Floor Space,bn m2,1.27583,1.29381,1.31079,1.32906,1.34809,1.36927
MESSAGEix-Buildings,SSP3,R12_EEU,Energy Service|Residential|Single-family|Floor Space,bn m2,2.07138,2.09569,2.11766,2.14079,2.1641,2.1898
MESSAGEix-Buildings,SSP3,R12_FSU,Energy Service|Residential|Multi-family|Floor Space,bn m2,3.05382,3.24634,3.43963,3.64403,3.85711,4.07705
MESSAGEix-Buildings,SSP3,R12_FSU,Energy Service|Residential|Single-family|Floor Space,bn m2,3.63091,3.87856,4.12765,4.39031,4.66146,4.93742
MESSAGEix-Buildings,SSP3,R12_LAM,Energy Service|Residential|Slum|Floor Space,bn m2,1.41487,1.40252,1.38721,1.36661,1.33839,1.29788
MESSAGEix-Buildings,SSP3,R12_LAM,Energy Service|Residential|Multi-family|Floor Space,bn m2,0.61159,0.67466,0.73931,0.80649,0.87269,0.94025
MESSAGEix-Buildings,SSP3,R12_LAM,Energy Service|Residential|Single-family|Floor Space,bn m2,10.58269,11.64554,12.73231,13.85047,14.94456,16.0462
MESSAGEix-Buildings,SSP3,R12_MEA,Energy Service|Residential|Slum|Floor Space,bn m2,1.08738,1.06183,1.04169,1.02049,0.97909,0.95367
MESSAGEix-Buildings,SSP3,R12_MEA,Energy Service|Residential|Multi-family|Floor Space,bn m2,0.85276,0.98141,1.11792,1.26983,1.42075,1.58675
MESSAGEix-Buildings,SSP3,R12_MEA,Energy Service|Residential|Single-family|Floor Space,bn m2,8.44718,9.71866,11.09525,12.59666,14.10811,15.74439
MESSAGEix-Buildings,SSP3,R12_NAM,Energy Service|Residential|Multi-family|Floor Space,bn m2,2.98249,3.05161,3.12522,3.20139,3.27365,3.34603
MESSAGEix-Buildings,SSP3,R12_NAM,Energy Service|Residential|Single-family|Floor Space,bn m2,21.96987,22.3974,22.85795,23.33606,23.78568,24.23538
MESSAGEix-Buildings,SSP3,R12_PAO,Energy Service|Residential|Multi-family|Floor Space,bn m2,1.45969,1.46498,1.46848,1.47116,1.47213,1.47344
MESSAGEix-Buildings,SSP3,R12_PAO,Energy Service|Residential|Single-family|Floor Space,bn m2,5.07211,5.09211,5.10696,5.12022,5.1289,5.14049
MESSAGEix-Buildings,SSP3,R12_PAS,Energy Service|Residential|Slum|Floor Space,bn m2,0.90343,0.87451,0.84007,0.80403,0.76732,0.72556
MESSAGEix-Buildings,SSP3,R12_PAS,Energy Service|Residential|Multi-family|Floor Space,bn m2,1.65849,1.80471,1.95579,2.10887,2.25927,2.40814
MESSAGEix-Buildings,SSP3,R12_PAS,Energy Service|Residential|Single-family|Floor Space,bn m2,9.72094,10.58262,11.46867,12.3624,13.23619,14.09603
MESSAGEix-Buildings,SSP3,R12_RCPA,Energy Service|Residential|Slum|Floor Space,bn m2,0.33476,0.31571,0.29465,0.27434,0.25665,0.24248
MESSAGEix-Buildings,SSP3,R12_RCPA,Energy Service|Residential|Multi-family|Floor Space,bn m2,2.70923,2.91894,3.12913,3.34442,3.55824,3.77312
MESSAGEix-Buildings,SSP3,R12_RCPA,Energy Service|Residential|Single-family|Floor Space,bn m2,1.57474,1.69422,1.81004,1.92446,2.03372,2.13957
MESSAGEix-Buildings,SSP3,R12_SAS,Energy Service|Residential|Slum|Floor Space,bn m2,2.01947,2.08995,2.13451,2.15755,2.16153,2.15077
MESSAGEix-Buildings,SSP3,R12_SAS,Energy Service|Residential|Multi-family|Floor Space,bn m2,2.65998,3.00564,3.38177,3.7865,4.2085,4.64953
MESSAGEix-Buildings,SSP3,R12_SAS,Energy Service|Residential|Single-family|Floor Space,bn m2,25.26735,28.62811,32.18323,35.89427,39.63671,43.4223
MESSAGEix-Buildings,SSP3,R12_WEU,Energy Service|Residential|Multi-family|Floor Space,bn m2,6.1138,6.21845,6.33092,6.45542,6.58182,6.71117
MESSAGEix-Buildings,SSP3,R12_WEU,Energy Service|Residential|Single-family|Floor Space,bn m2,15.01078,15.20926,15.42354,15.66308,15.90183,16.14051
MESSAGEix-Buildings,SSP3,R12_AFR,Energy Service|Residential|Renovation rate,%/yr,0.03,0.011000000000000001,0.021,0.022000000000000002,0.018000000000000002,0.027
MESSAGEix-Buildings,SSP3,R12_CHN,Energy Service|Residential|Renovation rate,%/yr,0.396,0.326,0.27299999999999996,0.22799999999999998,0.179,0.21
MESSAGEix-Buildings,SSP3,R12_EEU,Energy Service|Residential|Renovation rate,%/yr,0.764,0.634,0.48,0.48900000000000005,0.365,0.365
MESSAGEix-Buildings,SSP3,R12_FSU,Energy Service|Residential|Renovation rate,%/yr,0.563,0.437,0.344,0.269,0.213,0.17700000000000002
MESSAGEix-Buildings,SSP3,R12_LAM,Energy Service|Residential|Renovation rate,%/yr,0.179,0.158,0.155,0.128,0.107,0.093
MESSAGEix-Buildings,SSP3,R12_MEA,Energy Service|Residential|Renovation rate,%/yr,0.22599999999999998,0.248,0.20500000000000002,0.17500000000000002,0.157,0.179
MESSAGEix-Buildings,SSP3,R12_NAM,Energy Service|Residential|Renovation rate,%/yr,1.2670000000000001,1.113,0.983,0.777,0.625,0.49300000000000005
MESSAGEix-Buildings,SSP3,R12_PAO,Energy Service|Residential|Renovation rate,%/yr,0.584,0.527,0.49,0.46299999999999997,0.40299999999999997,0.371
MESSAGEix-Buildings,SSP3,R12_PAS,Energy Service|Residential|Renovation rate,%/yr,0.11100000000000002,0.08800000000000001,0.062,0.055999999999999994,0.03,0.034999999999999996
MESSAGEix-Buildings,SSP3,R12_RCPA,Energy Service|Residential|Renovation rate,%/yr,0.015,0.011000000000000001,0.009000000000000001,0.006999999999999999,0.005,0.005
MESSAGEix-Buildings,SSP3,R12_SAS,Energy Service|Residential|Renovation rate,%/yr,0.039,0.027999999999999997,0.027,0.025,0.02,0.016
MESSAGEix-Buildings,SSP3,R12_WEU,Energy Service|Residential|Renovation rate,%/yr,1.2550000000000001,0.9329999999999999,0.7969999999999999,0.6629999999999999,0.5599999999999999,0.42
MESSAGEix-Buildings,SSP3,R12_AFR,Final Energy|Residential|Cooling,EJ/yr,0.00812,0.01778,0.02918,0.04499,0.0683,0.09863
MESSAGEix-Buildings,SSP3,R12_AFR,Final Energy|Residential|Electricity,EJ/yr,0.21706999999999999,0.24542,0.27886,0.32367999999999997,0.38156999999999996,0.45661999999999997
MESSAGEix-Buildings,SSP3,R12_AFR,Final Energy|Residential|Gases,EJ/yr,0.06636,0.13167,0.21263,0.307,0.41755,0.54686
MESSAGEix-Buildings,SSP3,R12_AFR,Final Energy|Residential|Heating|Space,EJ/yr,0.16253,0.17808,0.19404,0.21219,0.23238,0.25358
MESSAGEix-Buildings,SSP3,R12_AFR,Final Energy|Residential|Heating|Water,EJ/yr,1.54769,1.66457,1.80029,1.9717,2.18177,2.42811
MESSAGEix-Buildings,SSP3,R12_AFR,Final Energy|Residential|Liquids,EJ/yr,0.21432,0.27599,0.34446,0.4246,0.51691,0.62167
MESSAGEix-Buildings,SSP3,R12_AFR,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_AFR,Final Energy|Residential|Solids|Biomass,EJ/yr,0.99244,0.98165,0.96428,0.95189,0.9451,0.93289
MESSAGEix-Buildings,SSP3,R12_AFR,Final Energy|Residential|Solids|Fossil,EJ/yr,0.22813,0.2257,0.22327,0.22172,0.22131,0.22228
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Cooling,EJ/yr,0.36059,0.36897,0.36536,0.36263,0.36011,0.35165
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Electricity,EJ/yr,3.2232100000000004,3.29045,3.2754399999999997,3.2877099999999997,3.29331,3.3167400000000002
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Gases,EJ/yr,0.24599,0.46082,0.61961,0.73783,0.83369,0.91755
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Heat,EJ/yr,0.94904,1.07145,1.16825,1.24059,1.29159,1.32099
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Heating|Space,EJ/yr,4.53222,4.47445,4.40489,4.37582,4.35161,4.313
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Heating|Water,EJ/yr,6.85754,7.43581,7.7692,7.96208,8.05778,7.99339
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Liquids,EJ/yr,0.397,0.68301,0.97475,1.22048,1.35759,1.36591
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Solids|Biomass,EJ/yr,2.87947,2.80435,2.6866,2.55735,2.48888,2.36716
MESSAGEix-Buildings,SSP3,R12_CHN,Final Energy|Residential|Solids|Fossil,EJ/yr,4.05565,3.96916,3.81479,3.65658,3.5044400000000002,3.36968
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Cooling,EJ/yr,0.00154,0.00168,0.00179,0.00189,0.00197,0.00204
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Electricity,EJ/yr,0.14973,0.17728,0.19946000000000003,0.22269,0.23982,0.25776
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Gases,EJ/yr,0.44375,0.41227,0.38271,0.35422,0.32559,0.30244
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Heat,EJ/yr,0.32903,0.33544,0.34067,0.34489,0.34804,0.35085
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Heating|Space,EJ/yr,1.38031,1.31818,1.26349,1.20467,1.15777,1.10502
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Heating|Water,EJ/yr,0.40387,0.43095,0.45292,0.4678,0.47677,0.48146
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Liquids,EJ/yr,0.05728,0.05247,0.04782,0.0432,0.0387,0.03435
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.37133,0.35625,0.34849,0.33111,0.32796,0.30936
MESSAGEix-Buildings,SSP3,R12_EEU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.4346,0.4171,0.39905,0.37824,0.35639,0.33375
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Cooling,EJ/yr,0.00607,0.00787,0.00984,0.01196,0.01374,0.01537
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Electricity,EJ/yr,0.30408,0.38589999999999997,0.45613000000000004,0.5134299999999999,0.56185,0.60832
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Gases,EJ/yr,1.68016,1.58052,1.49214,1.42633,1.37569,1.3266
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Heat,EJ/yr,2.73325,2.7619,2.7896,2.82339,2.86276,2.90691
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Heating|Space,EJ/yr,4.20404,4.13413,4.07369,4.03719,4.01697,4.00453
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Heating|Water,EJ/yr,1.49317,1.49025,1.48857,1.49248,1.50009,1.50934
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Liquids,EJ/yr,0.39301,0.34958,0.31059,0.27541,0.24437,0.2169
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.35484,0.33277,0.3175,0.3128,0.30864,0.30515
MESSAGEix-Buildings,SSP3,R12_FSU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.23795,0.22159,0.20614,0.19028,0.17749,0.16536
MESSAGEix-Buildings,SSP3,R12_LAM,Final Energy|Residential|Cooling,EJ/yr,0.14948,0.22475,0.30775,0.37941,0.41859,0.45156
MESSAGEix-Buildings,SSP3,R12_LAM,Final Energy|Residential|Electricity,EJ/yr,0.39921,0.50398,0.61811,0.72088,0.7910600000000001,0.85466
MESSAGEix-Buildings,SSP3,R12_LAM,Final Energy|Residential|Gases,EJ/yr,0.16347,0.20744,0.26173,0.32151,0.38654,0.45837
MESSAGEix-Buildings,SSP3,R12_LAM,Final Energy|Residential|Heating|Space,EJ/yr,0.32764,0.35663,0.38654,0.4173,0.44766,0.47797
MESSAGEix-Buildings,SSP3,R12_LAM,Final Energy|Residential|Heating|Water,EJ/yr,0.7137,0.81508,0.92357,1.04224,1.16652,1.29585
MESSAGEix-Buildings,SSP3,R12_LAM,Final Energy|Residential|Liquids,EJ/yr,0.5914,0.64724,0.69933,0.75644,0.81444,0.87112
MESSAGEix-Buildings,SSP3,R12_LAM,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_LAM,Final Energy|Residential|Solids|Biomass,EJ/yr,0.03133,0.03211,0.03275,0.03397,0.03439,0.03474
MESSAGEix-Buildings,SSP3,R12_LAM,Final Energy|Residential|Solids|Fossil,EJ/yr,0.00541,0.0057,0.00594,0.00616,0.00634,0.00649
MESSAGEix-Buildings,SSP3,R12_MEA,Final Energy|Residential|Cooling,EJ/yr,0.3872,0.48511,0.58962,0.69676,0.76825,0.86963
MESSAGEix-Buildings,SSP3,R12_MEA,Final Energy|Residential|Electricity,EJ/yr,0.6804600000000001,0.81533,0.95306,1.09373,1.1935799999999999,1.3300399999999999
MESSAGEix-Buildings,SSP3,R12_MEA,Final Energy|Residential|Gases,EJ/yr,0.42957,0.53073,0.62474,0.74324,0.8735,1.01807
MESSAGEix-Buildings,SSP3,R12_MEA,Final Energy|Residential|Heating|Space,EJ/yr,0.50767,0.56839,0.63491,0.70741,0.7816,0.85873
MESSAGEix-Buildings,SSP3,R12_MEA,Final Energy|Residential|Heating|Water,EJ/yr,0.83464,0.96482,1.11059,1.2696,1.42504,1.59189
MESSAGEix-Buildings,SSP3,R12_MEA,Final Energy|Residential|Liquids,EJ/yr,0.60297,0.65549,0.7405,0.82011,0.89128,0.95594
MESSAGEix-Buildings,SSP3,R12_MEA,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_MEA,Final Energy|Residential|Solids|Biomass,EJ/yr,0.01536,0.01559,0.01564,0.01553,0.0154,0.01507
MESSAGEix-Buildings,SSP3,R12_MEA,Final Energy|Residential|Solids|Fossil,EJ/yr,0.00116,0.00117,0.00117,0.00116,0.00114,0.00113
MESSAGEix-Buildings,SSP3,R12_NAM,Final Energy|Residential|Cooling,EJ/yr,0.82323,0.82671,0.83615,0.84456,0.85182,0.86837
MESSAGEix-Buildings,SSP3,R12_NAM,Final Energy|Residential|Electricity,EJ/yr,2.22372,2.4323799999999998,2.62211,2.76865,2.88365,2.9837700000000003
MESSAGEix-Buildings,SSP3,R12_NAM,Final Energy|Residential|Gases,EJ/yr,6.02944,5.43035,4.87487,4.40258,3.98262,3.61235
MESSAGEix-Buildings,SSP3,R12_NAM,Final Energy|Residential|Heating|Space,EJ/yr,7.36099,6.77679,6.21945,5.70662,5.22808,4.78517
MESSAGEix-Buildings,SSP3,R12_NAM,Final Energy|Residential|Heating|Water,EJ/yr,1.95099,1.95017,1.95225,1.95937,1.96651,1.97547
MESSAGEix-Buildings,SSP3,R12_NAM,Final Energy|Residential|Liquids,EJ/yr,1.49476,1.3295,1.17618,1.03339,0.90294,0.78388
MESSAGEix-Buildings,SSP3,R12_NAM,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_NAM,Final Energy|Residential|Solids|Biomass,EJ/yr,0.38729,0.36144,0.33469,0.30594,0.27721,0.24901
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Cooling,EJ/yr,0.06982,0.06856,0.0672,0.06588,0.06456,0.0633
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Electricity,EJ/yr,0.20923999999999998,0.22934,0.24805,0.26612,0.28227,0.29789
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Gases,EJ/yr,0.40832,0.39424,0.37783,0.36196,0.34715,0.33212
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Heat,EJ/yr,0.08157,0.08235,0.08262,0.08261,0.08242,0.0821
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Heating|Space,EJ/yr,0.44625,0.42058,0.39563,0.3712,0.34829,0.32647
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Heating|Water,EJ/yr,0.72675,0.7355,0.73718,0.7346,0.73034,0.72408
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Liquids,EJ/yr,0.48675,0.46322,0.43779,0.40925,0.38159,0.35378
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Solids|Biomass,EJ/yr,0.01313,0.01292,0.01267,0.01239,0.0121,0.0118
MESSAGEix-Buildings,SSP3,R12_PAO,Final Energy|Residential|Solids|Fossil,EJ/yr,0.0438,0.04257,0.04105,0.03936,0.03766,0.03615
MESSAGEix-Buildings,SSP3,R12_PAS,Final Energy|Residential|Cooling,EJ/yr,0.09657,0.1351,0.17742,0.2199,0.25071,0.281
MESSAGEix-Buildings,SSP3,R12_PAS,Final Energy|Residential|Electricity,EJ/yr,0.16221000000000002,0.22804,0.2971,0.36563,0.41884,0.47040000000000004
MESSAGEix-Buildings,SSP3,R12_PAS,Final Energy|Residential|Heating|Space,EJ/yr,0.46645,0.44488,0.42531,0.40654,0.39064,0.37596
MESSAGEix-Buildings,SSP3,R12_PAS,Final Energy|Residential|Heating|Water,EJ/yr,0.23694,0.25721,0.27616,0.29384,0.31248,0.32861
MESSAGEix-Buildings,SSP3,R12_PAS,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_PAS,Final Energy|Residential|Solids|Biomass,EJ/yr,0.63775,0.60914,0.58179,0.55465,0.53499,0.51517
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Cooling,EJ/yr,0.01786,0.0229,0.02786,0.03375,0.04124,0.05067
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Electricity,EJ/yr,0.05867,0.06484,0.07054,0.07701,0.08505,0.09508
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Gases,EJ/yr,0.00447,0.00888,0.0123,0.01518,0.01806,0.02193
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Heat,EJ/yr,0.00816,0.00948,0.01066,0.01176,0.01278,0.01376
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Heating|Space,EJ/yr,0.05737,0.05907,0.06063,0.06203,0.0634,0.06493
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Heating|Water,EJ/yr,0.1038,0.11466,0.12201,0.1275,0.1316,0.13455
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Liquids,EJ/yr,0.00679,0.01248,0.01852,0.02397,0.0279,0.02946
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Solids|Biomass,EJ/yr,0.04771,0.04808,0.04717,0.0459,0.04471,0.04363
MESSAGEix-Buildings,SSP3,R12_RCPA,Final Energy|Residential|Solids|Fossil,EJ/yr,0.05322,0.05288,0.0513,0.04945,0.04774,0.0463
MESSAGEix-Buildings,SSP3,R12_SAS,Final Energy|Residential|Cooling,EJ/yr,0.17255,0.21383,0.25706,0.30714,0.39394,0.47242
MESSAGEix-Buildings,SSP3,R12_SAS,Final Energy|Residential|Electricity,EJ/yr,0.29821,0.40381999999999996,0.52381,0.66451,0.8548800000000001,1.05199
MESSAGEix-Buildings,SSP3,R12_SAS,Final Energy|Residential|Heating|Space,EJ/yr,0.38958,0.42048,0.45397,0.49051,0.52989,0.57324
MESSAGEix-Buildings,SSP3,R12_SAS,Final Energy|Residential|Heating|Water,EJ/yr,0.64481,0.69236,0.74739,0.81436,0.89354,0.98636
MESSAGEix-Buildings,SSP3,R12_SAS,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_SAS,Final Energy|Residential|Solids|Biomass,EJ/yr,0.90874,0.92284,0.93461,0.9475,0.9625,0.98003
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Cooling,EJ/yr,0.03645,0.04025,0.04385,0.04708,0.04818,0.04897
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Electricity,EJ/yr,1.58329,1.7787199999999999,1.94258,2.0778299999999996,2.19462,2.27793
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Gases,EJ/yr,5.07573,4.55114,4.08321,3.66914,3.29184,2.98231
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Heat,EJ/yr,0.80401,0.7965,0.78927,0.78294,0.7771,0.77209
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Heating|Space,EJ/yr,8.30445,7.62357,6.98699,6.40462,5.86456,5.38679
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Heating|Water,EJ/yr,2.71112,2.67507,2.64451,2.62156,2.60166,2.58659
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Liquids,EJ/yr,2.17205,1.91369,1.6801,1.46698,1.27678,1.10676
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.8768,0.80551,0.73804,0.67728,0.60972,0.55503
MESSAGEix-Buildings,SSP3,R12_WEU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.54013,0.49333,0.44214,0.39909,0.36433,0.32822
MESSAGEix-Buildings,SSP3,R12_AFR,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,1.323,1.768,1.871,2.275,2.634,2.99
MESSAGEix-Buildings,SSP3,R12_AFR,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.268,0.317,0.378,0.455,0.548,0.659
MESSAGEix-Buildings,SSP3,R12_AFR,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,58.259,86.443,88.131,107.862,125.346,142.108
MESSAGEix-Buildings,SSP3,R12_AFR,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.675,0.882,0.942,1.143,1.323,1.502
MESSAGEix-Buildings,SSP3,R12_AFR,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.136,0.16,0.191,0.23,0.277,0.333
MESSAGEix-Buildings,SSP3,R12_AFR,Materials Demand|Iron and Steel|Residential,Mt/yr,11.862,18.526,18.56,22.788,26.529,30.06
MESSAGEix-Buildings,SSP3,R12_AFR,Total Scrap|Iron and Steel|Residential,Mt/yr,2.563,3.043,3.647,4.408,5.328,6.422
MESSAGEix-Buildings,SSP3,R12_CHN,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,2.962,2.186,2.042,1.873,1.585,1.235
MESSAGEix-Buildings,SSP3,R12_CHN,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,2.083,2.1,2.096,2.037,1.942,1.821
MESSAGEix-Buildings,SSP3,R12_CHN,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,185.319,147.228,137.814,126.632,107.96,85.54
MESSAGEix-Buildings,SSP3,R12_CHN,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.604,0.341,0.315,0.287,0.234,0.167
MESSAGEix-Buildings,SSP3,R12_CHN,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.398,0.391,0.385,0.369,0.346,0.319
MESSAGEix-Buildings,SSP3,R12_CHN,Materials Demand|Iron and Steel|Residential,Mt/yr,113.627,105.26,98.874,91.125,78.853,64.376
MESSAGEix-Buildings,SSP3,R12_CHN,Total Scrap|Iron and Steel|Residential,Mt/yr,85.445,88.118,89.205,87.585,84.486,80.262
MESSAGEix-Buildings,SSP3,R12_EEU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.102,0.045,0.047,0.051,0.054,0.059
