R12,urt,arch,mat,eneff,fuel_heat,fuel_cool,scenario,year,stock_M,floor_Mm2,heat_TJ,cool_TJ,cool_ac_TJ,cool_fans_TJ,hotwater_TJ,other_uses_TJ
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP1,2020,0.08429819146578715,6.191462621906503,69.49293132098296,1.0378117073169841,0.5943274484135498,0.4434842589034344,2546.1398388869866,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP1,2025,0.07705999866317359,6.878590647907337,73.08966468993869,1.310706271797334,0.749610227853668,0.561096043943666,2420.0009132333093,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP1,2030,0.07310061550252812,7.677507868874402,80.65908765851677,1.6571952363941447,0.9286155964823881,0.7285796399117564,2384.035032479145,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP1,2020,0.04680550643709662,3.437731446501779,20.578705451124478,0.5762318513328684,0.3299928151789337,0.24623903615393464,565.484798800696,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP1,2025,0.04288273178753493,3.8313699351688797,21.94140466579829,0.7294749481924427,0.41700756634012376,0.31246738185231904,538.3259852581365,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP1,2030,0.040670365534412625,4.273324461444241,24.151022666928718,0.9222331476076202,0.5166243840010971,0.40560876360652315,530.2396777885529,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP1,2020,0.028472906018784237,2.0912540388785787,9.388888030738492,0.35053557784433415,0.20074249892932763,0.14979307891500657,177.31850086668743,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP1,2025,0.026052427855674652,2.326441618396955,9.937777215099139,0.44286105032583006,0.2532071121420598,0.18965393818377022,168.64376714160093,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP1,2030,0.02469115945736998,2.5933029148267654,10.909811487446639,0.5592177745832183,0.31328990598293477,0.2459278686002835,166.02511657983598,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP1,2020,1.875560346560613e-5,0.0013775449003899688,0.008246122196782767,2.3090090048803765e-4,1.3223008206611112e-4,9.86708184219265e-5,0.15106500719017654,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP1,2025,1.7145182799679622e-5,0.0015304243186395317,0.0086728368668983,2.9162280267200504e-4,1.6678386733347923e-4,1.2483893533852582e-4,0.1435812831496085,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP1,2030,1.618532103313581e-5,0.0016981047598095603,0.009366334885314487,3.6377496034693785e-4,2.0368869163014478e-4,1.600862687167931e-4,0.14096232515607418,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP1,2020,0.03866655521577666,2.8399486065737087,17.00029998760111,0.4760316079683811,0.27261077191862865,0.20342083604975247,389.29445955183047,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP1,2025,0.03534645243579872,3.1551218708550492,17.880083219525588,0.6012044554970566,0.3438368303064642,0.2573676251905924,370.0080934074203,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP1,2030,0.03336849846690533,3.50092546234244,19.312431447622238,0.7499987504246107,0.4199459832228184,0.33005276720179233,363.26577111657224,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP1,2020,0.2847011593990897,19.364529757322916,0,3.283423627209884,0.9544330022627863,2.3289906249470973,0,0
