R12,urt,arch,mat,eneff,fuel_heat,fuel_cool,scenario,year,stock_M,floor_Mm2,heat_TJ,cool_TJ,cool_ac_TJ,cool_fans_TJ,hotwater_TJ,other_uses_TJ
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP5,2025,0.0771307783443478,5.93637865569306,65.59847591590929,1.1358780030208384,0.6670356756245571,0.46884232739628146,2420.5222250142237,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP5,2030,0.07316193253092382,6.387755280634386,69.65438636925327,1.3846252423491687,0.8107745233151267,0.573850719034042,2384.49595932017,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP5,2035,0.06974286423288442,6.79222525948105,72.87737945599072,1.5833466376870655,0.9030094990502406,0.6803371386368249,2368.4481093358672,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP5,2040,0.06587659150166046,7.055834426997783,74.71549309976662,1.7833477668704392,0.9750590459509161,0.808288720919523,2344.639681834175,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP5,2045,0.06174784679130787,7.1814219268615505,74.94670854399853,1.9693712013902294,1.0030567056312005,0.9663144957590291,2319.723486036071,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP5,2050,0.057325740115030506,7.159501322464384,73.69424952721963,2.3325766756382014,1.1403832564819385,1.1921934191562626,2289.4489538916105,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP5,2025,0.04282589075300161,3.296099290240425,19.425453517510743,0.6306819226580119,0.3703631394987443,0.26031878315926765,537.5857607144128,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP5,2030,0.04062223926537734,3.5467204669267276,20.626516581683866,0.768795683878987,0.4501723168359982,0.31862336704298877,529.584509366661,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP5,2035,0.03874149733118895,3.7735118051399854,21.638210986201006,0.8796781973669865,0.5016677611486975,0.378010436218289,526.1894295193325,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP5,2040,0.036592304770978475,3.919574083915599,22.17527692737509,0.9907496018310689,0.5416917896371154,0.44905781219395347,520.8844432000311,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP5,2045,0.03431047479703124,3.9906567909649295,22.279645100184833,1.0944995024138966,0.5574772095947534,0.5370222928191429,515.4706356592221,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP5,2050,0.03186224315023581,3.9794011045881783,21.93307849127426,1.2965747813972026,0.6339418991671849,0.6626328822300176,508.8427818550296,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP5,2025,0.026033411428181406,2.0027944293294273,8.823414385820314,0.38318687759090675,0.22505254681378853,0.15813433077711822,168.48456710720566,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP5,2030,0.02468534369917487,2.154309827958869,9.353570278081285,0.4667319262087619,0.2733175857026973,0.1934143405060646,165.9362077296629,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP5,2035,0.023529070242650708,2.2907747954999134,9.788854838442449,0.5333508934989661,0.3041370981868628,0.22921379531210329,164.80282469059796,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP5,2040,0.022210369544776436,2.378238563363379,10.011811085316738,0.600016793326535,0.3279167023479405,0.27210009097859456,163.06279167483865,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP5,2045,0.02080924414336533,2.4198286241699782,10.037287726254538,0.6625344254440024,0.33717357448353147,0.32536085096047096,161.2599404147948,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP5,2050,0.019305881614772227,2.4110628506173475,9.856759151015972,0.7848872213060882,0.38334389814943387,0.40154332315665425,159.04731936081933,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP5,2025,1.715128382110686e-5,0.0013195952034519831,0.007754609245249751,2.5255959580985926e-4,1.4833321802172172e-4,1.0422637778813754e-4,0.14355481209415522,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP5,2030,1.624893447698415e-5,0.0014176060949617302,0.008186261452891174,3.06674159607626e-4,1.7956940903393772e-4,1.2710475057368825e-4,0.14129657560432304,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP5,2035,1.549275865751757e-5,0.0015081463290976896,0.008579410600102836,3.507434452475652e-4,1.9997868487933493e-4,1.5076476036823027e-4,0.14036658239176503,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP5,2040,1.463032826917401e-5,0.0015665034926402664,0.008787596316748168,3.949462186791324e-4,2.1582365394175515e-4,1.7912256473737723e-4,0.13893199946960616,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP5,2045,1.3708226620591828e-5,0.0015939879574973764,0.00880922467414852,4.3547861146219446e-4,2.2150199813393163e-4,2.1397661332826282e-4,0.1374196075168619,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP5,2050,1.272246086357991e-5,0.0015888545536000588,0.008658228324420578,5.155143510693036e-4,2.5155051792759953e-4,2.63963833141704e-4,0.13559632595047014,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP5,2025,0.03535905409264123,2.7204750570725276,15.98693956349914,0.5206803382861859,0.3058068673701776,0.21487347091600822,369.9404132558693,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP5,2030,0.03351447402229833,2.9244927042652082,16.91060571367615,0.6331073735058181,0.37068439556935184,0.26242297793646624,364.2416246513158,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP5,2035,0.031944575662189105,3.109787160318768,17.697568022928888,0.7227588229107526,0.41194187609301947,0.31081694681773303,361.7619476729069,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP5,2040,0.03014768590803113,3.2277133320759157,18.084237835135113,0.8115747689823688,0.4430974995027754,0.3684772694795934,357.90918594403126,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP5,2045,0.028248579617751467,3.2846069451620625,18.132675313067164,0.8953760285899907,0.4549858399475403,0.4403901886424505,354.02222736856953,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP5,2050,0.026021858121822044,3.2496736407819795,17.48127345191512,1.0603185964074677,0.516972876864935,0.5433457195425326,346.6772969078277,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP5,2025,0.2685032852280068,19.61594967903048,0,3.3563624306744355,0.995417280173816,2.360945150500619,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP5,2030,0.25753255305774864,21.794439392370347,0,5.423033645312475,2.0480151357247083,3.375018509587767,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP5,2035,0.2482164091224293,23.758527265505673,0,7.283986012209552,3.0210591809271135,4.262926831282439,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP5,2040,0.2364202452762843,25.109562234496554,0,8.940282805707055,3.7998427694161325,5.140440036290923,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP5,2045,0.2231697445839235,25.891030951624586,0,15.14175554468015,7.837483111816823,7.304272432863327,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP5,2050,0.20835795613727584,26.06212829732091,0,31.310425361686892,20.088904908320956,11.221520453365935,0,0
