R12,urt,arch,mat,eneff,material,scenario,year,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
AFR,rur,mfh,perm,s1,aluminum,SSP1,2025,39.432113507122466,0,0.38055555139203556,0.07991575005424559,0,7.712592509480441e-4
AFR,rur,mfh,perm,s1,aluminum,SSP1,2030,44.777573649540116,0,0.37625200093867744,0.0907492159446605,0,7.625373886944705e-4
AFR,rur,mfh,perm,s1,cement,SSP1,2025,39.432113507122466,0,0.38055555139203556,5.721698250167238,0,0.05521956189586284
AFR,rur,mfh,perm,s1,cement,SSP1,2030,44.777573649540116,0,0.37625200093867744,6.4973378804823945,0,0.05459510596620445
AFR,rur,mfh,perm,s1,concrete,SSP1,2025,39.432113507122466,0,0.38055555139203556,38.14465500111492,0,0.36813041263908564
AFR,rur,mfh,perm,s1,concrete,SSP1,2030,44.777573649540116,0,0.37625200093867744,43.31558586988263,0,0.3639673731080297
AFR,rur,mfh,perm,s1,copper,SSP1,2025,39.432113507122466,0,0.38055555139203556,0.008325489506162154,0,8.034850196538069e-5
AFR,rur,mfh,perm,s1,copper,SSP1,2030,44.777573649540116,0,0.37625200093867744,0.009454101907657388,0,7.943987290769144e-5
AFR,rur,mfh,perm,s1,glass,SSP1,2025,39.432113507122466,0,0.38055555139203556,0.22502592776045627,0,0.002171703680070735
AFR,rur,mfh,perm,s1,glass,SSP1,2030,44.777573649540116,0,0.37625200093867744,0.2555306869749681,0,0.002147144752148804
AFR,rur,mfh,perm,s1,steel,SSP1,2025,39.432113507122466,0,0.38055555139203556,3.188385613559017,0,0.03077080423293115
AFR,rur,mfh,perm,s1,steel,SSP1,2030,44.777573649540116,0,0.37625200093867744,3.620606630899594,0,0.030422829520639
AFR,rur,mfh,perm,s1,wood,SSP1,2025,39.432113507122466,0,0.38055555139203556,1.7561217597987249,0,0.01694816293554853
AFR,rur,mfh,perm,s1,wood,SSP1,2030,44.777573649540116,0,0.37625200093867744,1.9941835332448992,0,0.0167565029426301
AFR,rur,mfh,perm,s2,aluminum,SSP1,2025,84.87378812661984,0,1.1184325834378699,0.17201087729824083,0,0.0022666900361402276
AFR,rur,mfh,perm,s2,aluminum,SSP1,2030,93.92796474102968,0,1.2104611675619568,0.19036067523979616,0,0.0024532012999957196
AFR,rur,mfh,perm,s2,cement,SSP1,2025,84.87378812661984,0,1.1184325834378699,12.315398841642855,0,0.16228736393829352
AFR,rur,mfh,perm,s2,cement,SSP1,2030,93.92796474102968,0,1.2104611675619568,13.62918250383526,0,0.1756409415661588
AFR,rur,mfh,perm,s2,concrete,SSP1,2025,84.87378812661984,0,1.1184325834378699,82.10265894428571,0,1.0819157595886235
AFR,rur,mfh,perm,s2,concrete,SSP1,2030,93.92796474102968,0,1.2104611675619568,90.86121669223506,0,1.1709396104410588
AFR,rur,mfh,perm,s2,copper,SSP1,2025,84.87378812661984,0,1.1184325834378699,0.017919806207414426,0,2.36139986132874e-4
AFR,rur,mfh,perm,s2,copper,SSP1,2030,93.92796474102968,0,1.2104611675619568,0.01983145754146205,0,2.5557041841882416e-4
AFR,rur,mfh,perm,s2,glass,SSP1,2025,84.87378812661984,0,1.1184325834378699,0.4843464176042019,0,0.006382521943191589
AFR,rur,mfh,perm,s2,glass,SSP1,2030,93.92796474102968,0,1.2104611675619568,0.5360155854867854,0,0.00690769839662372
AFR,rur,mfh,perm,s2,steel,SSP1,2025,84.87378812661984,0,1.1184325834378699,6.862689847509482,0,0.09043376176437609
AFR,rur,mfh,perm,s2,steel,SSP1,2030,93.92796474102968,0,1.2104611675619568,7.594788735761882,0,0.09787497116352341
AFR,rur,mfh,perm,s2,wood,SSP1,2025,84.87378812661984,0,1.1184325834378699,3.7798812416884955,0,0.049809752051164544
AFR,rur,mfh,perm,s2,wood,SSP1,2030,93.92796474102968,0,1.2104611675619568,4.183111886851704,0,0.05390827441605337
AFR,rur,mfh,perm,s3,aluminum,SSP1,2025,145.62200167019512,0,0.9074490349801835,0.29512725676680285,0,0.001839096711195655
AFR,rur,mfh,perm,s3,aluminum,SSP1,2030,166.21778981671062,0,1.3168990570290102,0.3368680540839395,0,0.0026689154226844274
AFR,rur,mfh,perm,s3,cement,SSP1,2025,145.62200167019512,0,0.9074490349801835,21.130116497349487,0,0.13167312359821207
AFR,rur,mfh,perm,s3,cement,SSP1,2030,166.21778981671062,0,1.3168990570290102,24.118616846879252,0,0.19108534542255196
AFR,rur,mfh,perm,s3,concrete,SSP1,2025,145.62200167019512,0,0.9074490349801835,140.86744331566325,0,0.8778208239880805
