R12,urt,arch,mat,eneff,material,scenario,year,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_primary_Mt,mat_scrap_Mt,mat_reuse_Mt,mat_recycling_Mt,mat_downcycling_Mt,mat_other_treat_Mt
AFR,rur,mfh,perm,s1,aluminum,IND_SSP2,2025,33.753940353808694,0,0.3249023484607085,0.06840798579497029,0,0,6.584687596553367e-4,0,0,1.9754062789660101e-4,4.609281317587357e-4
AFR,rur,mfh,perm,s1,aluminum,IND_SSP2,2030,36.26423209462819,0,0.310511143285365,0.07349551039053455,0,0,6.293025838285102e-4,0,0,1.8879077514855305e-4,4.4051180867995713e-4
AFR,rur,mfh,perm,s1,aluminum,IND_SSP2,2035,38.32058190471687,0,0.2878193030317804,0.07766304600633304,0,0,5.833137875736814e-4,0,0,1.7499413627210443e-4,4.08319651301577e-4
AFR,rur,mfh,perm,s1,aluminum,IND_SSP2,2040,39.981021993355164,0,0.25989092335206526,0.08102820458652682,0,0,5.267122714134827e-4,0,0,1.580136814240448e-4,3.686985899894379e-4
AFR,rur,mfh,perm,s1,aluminum,IND_SSP2,2045,41.29021487085485,0,0.22933204909657104,0.08368150215202923,0,0,4.647796195788281e-4,0,0,1.3943388587364842e-4,3.2534573370517967e-4
AFR,rur,mfh,perm,s1,aluminum,IND_SSP2,2050,42.285986341864394,0,0.19818952238786516,0.08569959900027384,0,0,4.016640987721366e-4,0,0,1.2049922963164099e-4,0.00028116486914049567
AFR,rur,mfh,perm,s1,cement,IND_SSP2,2025,33.753940353808694,0,0.3249023484607085,4.897781130188526,0,0,0.04714414301751995,0,0,0.014143242905255985,0.03300090011226397
AFR,rur,mfh,perm,s1,cement,IND_SSP2,2030,36.26423209462819,0,0.310511143285365,5.262030737510788,0,0,0.04505594316856468,0,0,0.013516782950569402,0.03153916021799527
AFR,rur,mfh,perm,s1,cement,IND_SSP2,2035,38.32058190471687,0,0.2878193030317804,5.56041223582918,0,0,0.04176330041816891,0,0,0.012528990125450673,0.029234310292718238
AFR,rur,mfh,perm,s1,cement,IND_SSP2,2040,39.981021993355164,0,0.25989092335206526,5.801346243790818,0,0,0.03771082270569305,0,0,0.011313246811707913,0.026397575893985132
AFR,rur,mfh,perm,s1,cement,IND_SSP2,2045,41.29021487085485,0,0.22933204909657104,5.991313403298215,0,0,0.033276653654035204,0,0,0.009982996096210561,0.023293657557824643
AFR,rur,mfh,perm,s1,cement,IND_SSP2,2050,42.285986341864394,0,0.19818952238786516,6.135802333170378,0,0,0.028757795172285206,0,0,0.008627338551685562,0.020130456620599646
AFR,rur,mfh,perm,s1,concrete,IND_SSP2,2025,33.753940353808694,0,0.3249023484607085,32.651874201256845,0,0,0.3142942867834664,0,0,0.0942882860350399,0.22000600074842647
AFR,rur,mfh,perm,s1,concrete,IND_SSP2,2030,36.26423209462819,0,0.310511143285365,35.08020491673858,0,0,0.30037295445709783,0,0,0.09011188633712935,0.2102610681199685
AFR,rur,mfh,perm,s1,concrete,IND_SSP2,2035,38.32058190471687,0,0.2878193030317804,37.069414905527864,0,0,0.2784220027877927,0,0,0.08352660083633782,0.19489540195145494
AFR,rur,mfh,perm,s1,concrete,IND_SSP2,2040,39.981021993355164,0,0.25989092335206526,38.67564162527212,0,0,0.2514054847046203,0,0,0.0754216454113861,0.17598383929323422
AFR,rur,mfh,perm,s1,concrete,IND_SSP2,2045,41.29021487085485,0,0.22933204909657104,39.942089355321436,0,0,0.22184435769356803,0,0,0.06655330730807041,0.15529105038549762
AFR,rur,mfh,perm,s1,concrete,IND_SSP2,2050,42.285986341864394,0,0.19818952238786516,40.905348887802525,0,0,0.19171863448190138,0,0,0.05751559034457041,0.13420304413733097
AFR,rur,mfh,perm,s1,copper,IND_SSP2,2025,33.753940353808694,0,0.3249023484607085,0.007126629825624191,0,0,6.859817676646927e-5,0,0,2.0579453029940778e-5,4.801872373652849e-5
AFR,rur,mfh,perm,s1,copper,IND_SSP2,2030,36.26423209462819,0,0.310511143285365,0.007656639649769764,0,0,6.555969323079201e-5,0,0,1.9667907969237604e-5,4.589178526155441e-5
AFR,rur,mfh,perm,s1,copper,IND_SSP2,2035,38.32058190471687,0,0.2878193030317804,0.008090806556948084,0,0,6.07686571664278e-5,0,0,1.8230597149928338e-5,4.253806001649946e-5
