Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
MESSAGEix-Buildings,SSP4,R12_EEU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,13.262,6.27,5.041,4.103,3.541,3.162
MESSAGEix-Buildings,SSP4,R12_EEU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.043,0.02,0.016,0.013,0.011,0.01
MESSAGEix-Buildings,SSP4,R12_EEU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.023,0.021,0.02,0.02,0.019,0.019
MESSAGEix-Buildings,SSP4,R12_EEU,Materials Demand|Iron and Steel|Residential,Mt/yr,5.792,2.802,2.257,1.847,1.607,1.45
MESSAGEix-Buildings,SSP4,R12_EEU,Total Scrap|Iron and Steel|Residential,Mt/yr,2.013,1.936,1.925,1.941,1.98,2.031
MESSAGEix-Buildings,SSP4,R12_FSU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.273,0.218,0.205,0.201,0.201,0.201
MESSAGEix-Buildings,SSP4,R12_FSU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.168,0.154,0.153,0.153,0.154,0.156
MESSAGEix-Buildings,SSP4,R12_FSU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,17.694,14.11,13.325,13.02,13.039,13.055
MESSAGEix-Buildings,SSP4,R12_FSU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.059,0.047,0.044,0.043,0.043,0.042
MESSAGEix-Buildings,SSP4,R12_FSU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.053,0.047,0.045,0.043,0.042,0.041
MESSAGEix-Buildings,SSP4,R12_FSU,Materials Demand|Iron and Steel|Residential,Mt/yr,10.289,8.242,7.792,7.629,7.662,7.696
MESSAGEix-Buildings,SSP4,R12_FSU,Total Scrap|Iron and Steel|Residential,Mt/yr,4.598,4.464,4.557,4.715,4.933,5.189
MESSAGEix-Buildings,SSP4,R12_LAM,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.487,0.501,0.526,0.558,0.565,0.593
MESSAGEix-Buildings,SSP4,R12_LAM,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.23,0.245,0.267,0.289,0.309,0.329
MESSAGEix-Buildings,SSP4,R12_LAM,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,25.933,26.656,27.984,29.708,30.08,31.579
MESSAGEix-Buildings,SSP4,R12_LAM,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.219,0.225,0.236,0.251,0.254,0.266
MESSAGEix-Buildings,SSP4,R12_LAM,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.106,0.113,0.122,0.132,0.141,0.15
MESSAGEix-Buildings,SSP4,R12_LAM,Materials Demand|Iron and Steel|Residential,Mt/yr,7.725,7.94,8.336,8.85,8.96,9.407
MESSAGEix-Buildings,SSP4,R12_LAM,Total Scrap|Iron and Steel|Residential,Mt/yr,3.233,3.523,3.891,4.258,4.619,4.97
MESSAGEix-Buildings,SSP4,R12_MEA,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.317,0.288,0.316,0.347,0.387,0.394
MESSAGEix-Buildings,SSP4,R12_MEA,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.094,0.101,0.113,0.125,0.139,0.151
MESSAGEix-Buildings,SSP4,R12_MEA,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,50.782,46.14,50.491,55.568,61.932,63.048
MESSAGEix-Buildings,SSP4,R12_MEA,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.265,0.241,0.263,0.29,0.323,0.329
MESSAGEix-Buildings,SSP4,R12_MEA,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.087,0.092,0.102,0.112,0.123,0.133
MESSAGEix-Buildings,SSP4,R12_MEA,Materials Demand|Iron and Steel|Residential,Mt/yr,20.162,18.319,20.047,22.063,24.586,25.029
MESSAGEix-Buildings,SSP4,R12_MEA,Total Scrap|Iron and Steel|Residential,Mt/yr,5.649,6.107,6.873,7.671,8.522,9.315
MESSAGEix-Buildings,SSP4,R12_NAM,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,1.78,1.021,0.921,0.835,0.796,0.772
MESSAGEix-Buildings,SSP4,R12_NAM,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.38,0.422,0.48,0.535,0.586,0.634
MESSAGEix-Buildings,SSP4,R12_NAM,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,52.99,30.403,27.43,24.872,23.703,22.999
MESSAGEix-Buildings,SSP4,R12_NAM,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.449,0.258,0.233,0.211,0.201,0.195
MESSAGEix-Buildings,SSP4,R12_NAM,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.099,0.109,0.123,0.137,0.15,0.162
MESSAGEix-Buildings,SSP4,R12_NAM,Materials Demand|Iron and Steel|Residential,Mt/yr,14.294,8.201,7.399,6.709,6.394,6.204
MESSAGEix-Buildings,SSP4,R12_NAM,Total Scrap|Iron and Steel|Residential,Mt/yr,2.835,3.212,3.675,4.115,4.526,4.908
MESSAGEix-Buildings,SSP4,R12_PAO,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.035,0.034,0.031,0.028,0.028,0.029
MESSAGEix-Buildings,SSP4,R12_PAO,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.049,0.053,0.056,0.058,0.06,0.061
MESSAGEix-Buildings,SSP4,R12_PAO,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,2.84,2.771,2.526,2.289,2.267,2.324
MESSAGEix-Buildings,SSP4,R12_PAO,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.018,0.017,0.016,0.014,0.014,0.014
MESSAGEix-Buildings,SSP4,R12_PAO,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.027,0.029,0.03,0.031,0.032,0.032
MESSAGEix-Buildings,SSP4,R12_PAO,Materials Demand|Iron and Steel|Residential,Mt/yr,1.56,1.522,1.387,1.257,1.245,1.276
MESSAGEix-Buildings,SSP4,R12_PAO,Total Scrap|Iron and Steel|Residential,Mt/yr,1.968,2.14,2.283,2.395,2.474,2.523
MESSAGEix-Buildings,SSP4,R12_PAS,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.74,0.63,0.674,0.715,0.745,0.771
MESSAGEix-Buildings,SSP4,R12_PAS,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.382,0.392,0.416,0.436,0.453,0.469
MESSAGEix-Buildings,SSP4,R12_PAS,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,51.555,43.802,46.942,49.821,51.898,53.709
MESSAGEix-Buildings,SSP4,R12_PAS,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.276,0.235,0.252,0.267,0.278,0.288
MESSAGEix-Buildings,SSP4,R12_PAS,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.151,0.153,0.162,0.169,0.174,0.179
MESSAGEix-Buildings,SSP4,R12_PAS,Materials Demand|Iron and Steel|Residential,Mt/yr,13.461,11.418,12.232,12.977,13.513,13.982
MESSAGEix-Buildings,SSP4,R12_PAS,Total Scrap|Iron and Steel|Residential,Mt/yr,5.52,5.866,6.41,6.919,7.397,7.854
MESSAGEix-Buildings,SSP4,R12_RCPA,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.212,0.176,0.193,0.211,0.226,0.239
MESSAGEix-Buildings,SSP4,R12_RCPA,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.183,0.181,0.182,0.178,0.171,0.165
MESSAGEix-Buildings,SSP4,R12_RCPA,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,14.893,12.39,13.53,14.846,15.899,16.812
MESSAGEix-Buildings,SSP4,R12_RCPA,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.027,0.022,0.024,0.027,0.029,0.03
MESSAGEix-Buildings,SSP4,R12_RCPA,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.041,0.039,0.038,0.035,0.031,0.028
MESSAGEix-Buildings,SSP4,R12_RCPA,Materials Demand|Iron and Steel|Residential,Mt/yr,11.424,9.515,10.399,11.415,12.227,12.93
MESSAGEix-Buildings,SSP4,R12_RCPA,Total Scrap|Iron and Steel|Residential,Mt/yr,6.372,6.559,6.918,7.147,7.312,7.491
MESSAGEix-Buildings,SSP4,R12_SAS,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,1.351,1.35,1.517,1.675,1.823,1.987
MESSAGEix-Buildings,SSP4,R12_SAS,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.661,0.712,0.779,0.839,0.892,0.94
MESSAGEix-Buildings,SSP4,R12_SAS,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,84.996,83.606,94.509,104.962,114.893,125.347
MESSAGEix-Buildings,SSP4,R12_SAS,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.523,0.529,0.592,0.651,0.706,0.768
MESSAGEix-Buildings,SSP4,R12_SAS,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.307,0.328,0.356,0.379,0.398,0.413
MESSAGEix-Buildings,SSP4,R12_SAS,Materials Demand|Iron and Steel|Residential,Mt/yr,28.91,28.181,31.968,35.614,39.106,42.691
MESSAGEix-Buildings,SSP4,R12_SAS,Total Scrap|Iron and Steel|Residential,Mt/yr,8.433,9.335,10.543,11.81,13.158,14.563
MESSAGEix-Buildings,SSP4,R12_WEU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.355,0.227,0.206,0.19,0.182,0.174
MESSAGEix-Buildings,SSP4,R12_WEU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.134,0.138,0.145,0.152,0.158,0.164
MESSAGEix-Buildings,SSP4,R12_WEU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,51.597,32.963,30.03,27.662,26.448,25.259
MESSAGEix-Buildings,SSP4,R12_WEU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.292,0.187,0.17,0.157,0.15,0.143
MESSAGEix-Buildings,SSP4,R12_WEU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.155,0.15,0.153,0.155,0.156,0.158
MESSAGEix-Buildings,SSP4,R12_WEU,Materials Demand|Iron and Steel|Residential,Mt/yr,22.431,14.328,13.053,12.023,11.495,10.978
MESSAGEix-Buildings,SSP4,R12_WEU,Total Scrap|Iron and Steel|Residential,Mt/yr,7.872,8.223,8.71,9.173,9.614,10.026
