R12,urt,arch,mat,eneff,material,scenario,year,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_primary_Mt,mat_scrap_Mt,mat_reuse_Mt,mat_recycling_Mt,mat_downcycling_Mt,mat_other_treat_Mt
AFR,rur,comm,perm,s1,aluminum,SSP2,2025,138.98436233639,0,1.33780960752,0.2816749743814119,0,0,0.0027112941383531366,0,0,0,0.0027112941383531366
AFR,rur,comm,perm,s1,aluminum,SSP2,2030,130.07995488576,0,1.113804798406,0.26362870861183363,0,0,0.002257311058474095,0,0,0,0.002257311058474095
AFR,rur,comm,perm,s1,aluminum,SSP2,2035,122.34814361411999,0,0.918935876812,0.24795890443206595,0,0,0.0018623767106452985,0,0,0,0.0018623767106452985
AFR,rur,comm,perm,s1,aluminum,SSP2,2040,115.62536005553001,0,0.751606147328,0.23433406308441596,0,0,0.001523255125501949,0,0,0,0.001523255125501949
AFR,rur,comm,perm,s1,aluminum,SSP2,2045,109.76321126314,0,0.609541495596,0.22245344152988483,0,0,0.0012353374312777407,0,0,0,0.0012353374312777407
AFR,rur,comm,perm,s1,aluminum,SSP2,2050,104.62962307429001,0,0.49015546816000005,0.21204936946543765,0,0,9.93381748967652e-4,0,0,0,9.93381748967652e-4
AFR,rur,comm,perm,s1,aluminum,SSP2,2055,100.10879325824,0,0.39078753624,0.20288715437006935,0,0,7.919960735766626e-4,0,0,0,7.919960735766626e-4
AFR,rur,comm,perm,s1,aluminum,SSP2,2060,96.10043133786,0,0.308849659268,0.1947635408767631,0,0,6.259353095527633e-4,0,0,0,6.259353095527633e-4
AFR,rur,comm,perm,s1,aluminum,SSP2,2070,89.22005399797001,0,0.21845850241800002,0.1808193094656259,0,0,4.4274256497329957e-4,0,0,0,4.4274256497329957e-4
AFR,rur,comm,perm,s1,aluminum,SSP2,2080,83.53486176597,0,0.128862056014,0.16929731987354418,0,0,2.611604335646607e-4,0,0,0,2.611604335646607e-4
AFR,rur,comm,perm,s1,aluminum,SSP2,2090,78.66327438500001,0,0.073141504494,0.15942423611315445,0,0,1.482334491322205e-4,0,0,0,1.482334491322205e-4
AFR,rur,comm,perm,s1,aluminum,SSP2,2100,74.26315320747,0,0.039875042562,0.1505066571918936,0,0,8.081341960561169e-5,0,0,0,8.081341960561169e-5
AFR,rur,comm,perm,s1,cement,SSP2,2025,138.98436233639,0,1.33780960752,20.16697843591603,0,0,0.1941195185751708,0,0,0.126177687073861,0.06794183150130977
AFR,rur,comm,perm,s1,cement,SSP2,2030,130.07995488576,0,1.113804798406,18.874926653810988,0,0,0.1616158607607066,0,0,0.1050503094944593,0.05656555126624731
AFR,rur,comm,perm,s1,cement,SSP2,2035,122.34814361411999,0,0.918935876812,17.753021508767848,0,0,0.1333398930651132,0,0,0.08667093049232359,0.04666896257278962
AFR,rur,comm,perm,s1,cement,SSP2,2040,115.62536005553001,0,0.751606147328,16.77752880745754,0,0,0.10905993099266112,0,0,0.07088895514522973,0.038170975847431385
AFR,rur,comm,perm,s1,cement,SSP2,2045,109.76321126314,0,0.609541495596,15.926916362309772,0,0,0.08844599486471859,0,0,0.05748989666206709,0.030956098202651505
AFR,rur,comm,perm,s1,cement,SSP2,2050,104.62962307429001,0,0.49015546816000005,15.182019882137165,0,0,0.0711227838186864,0,0,0.04622980948214616,0.02489297433654024
AFR,rur,comm,perm,s1,cement,SSP2,2055,100.10879325824,0,0.39078753624,14.52603617375377,0,0,0.0567042484772646,0,0,0.03685776151022199,0.01984648696704261
AFR,rur,comm,perm,s1,cement,SSP2,2060,96.10043133786,0,0.308849659268,13.944412838201831,0,0,0.04481485768393497,0,0,0.029129657494557735,0.01568520018937724
AFR,rur,comm,perm,s1,cement,SSP2,2070,89.22005399797001,0,0.21845850241800002,12.946052885240443,0,0,0.031698874847107844,0,0,0.0206042686506201,0.011094606196487746
AFR,rur,comm,perm,s1,cement,SSP2,2080,83.53486176597,0,0.128862056014,12.121117279396662,0,0,0.018698206482771432,0,0,0.012153834213801432,0.006544372268970001
AFR,rur,comm,perm,s1,cement,SSP2,2090,78.66327438500001,0,0.073141504494,11.414237771449462,0,0,0.010613015155840635,0,0,0.006898459851296414,0.003714555304544222
AFR,rur,comm,perm,s1,cement,SSP2,2100,74.26315320747,0,0.039875042562,10.775769188286915,0,0,0.005785968363352605,0,0,0.0037608794361791934,0.002025088927173412
AFR,rur,comm,perm,s1,concrete,SSP2,2025,138.98436233639,0,1.33780960752,134.44652290610688,0,0,1.294130123834472,0,0,0.8411845804924069,0.45294554334206516
AFR,rur,comm,perm,s1,concrete,SSP2,2030,130.07995488576,0,1.113804798406,125.83284435873993,0,0,1.0774390717380442,0,0,0.7003353966297287,0.3771036751083154
AFR,rur,comm,perm,s1,concrete,SSP2,2035,122.34814361411999,0,0.918935876812,118.35347672511898,0,0,0.8889326204340882,0,0,0.5778062032821574,0.31112641715193085
AFR,rur,comm,perm,s1,concrete,SSP2,2040,115.62536005553001,0,0.751606147328,111.85019204971694,0,0,0.7270662066177408,0,0,0.47259303430153154,0.25447317231620925
AFR,rur,comm,perm,s1,concrete,SSP2,2045,109.76321126314,0,0.609541495596,106.17944241539848,0,0,0.5896399657647906,0,0,0.3832659777471139,0.20637398801767673
AFR,rur,comm,perm,s1,concrete,SSP2,2050,104.62962307429001,0,0.49015546816000005,101.21346588091444,0,0,0.47415189212457604,0,0,0.3081987298809744,0.1659531622436016
AFR,rur,comm,perm,s1,concrete,SSP2,2055,100.10879325824,0,0.39078753624,96.84024115835847,0,0,0.378028323181764,0,0,0.24571841006814663,0.1323099131136174
AFR,rur,comm,perm,s1,concrete,SSP2,2060,96.10043133786,0,0.308849659268,92.96275225467888,0,0,0.29876571789289985,0,0,0.1941977166303849,0.10456800126251492
AFR,rur,comm,perm,s1,concrete,SSP2,2070,89.22005399797001,0,0.21845850241800002,86.30701923493629,0,0,0.2113258323140523,0,0,0.137361791004134,0.07396404130991831
AFR,rur,comm,perm,s1,concrete,SSP2,2080,83.53486176597,0,0.128862056014,80.80744852931109,0,0,0.12465470988514289,0,0,0.08102556142534288,0.04362914845980001
AFR,rur,comm,perm,s1,concrete,SSP2,2090,78.66327438500001,0,0.073141504494,76.09491847632975,0,0,0.0707534343722709,0,0,0.04598973234197609,0.024763702030294814
AFR,rur,comm,perm,s1,concrete,SSP2,2100,74.26315320747,0,0.039875042562,71.8384612552461,0,0,0.038573122422350704,0,0,0.02507252957452796,0.013500592847822745
AFR,rur,comm,perm,s1,copper,SSP2,2025,138.98436233639,0,1.33780960752,0.029344428873771845,0,0,2.824580997069525e-4,0,0,0,2.824580997069525e-4
AFR,rur,comm,perm,s1,copper,SSP2,2030,130.07995488576,0,1.113804798406,0.027464399014976125,0,0,2.351628998878608e-4,0,0,0,2.351628998878608e-4
AFR,rur,comm,perm,s1,copper,SSP2,2035,122.34814361411999,0,0.918935876812,0.02583194495962761,0,0,1.9401929845460418e-4,0,0,0,1.9401929845460418e-4
AFR,rur,comm,perm,s1,copper,SSP2,2040,115.62536005553001,0,0.751606147328,0.024412531720235036,0,0,1.5869017751777277e-4,0,0,0,1.5869017751777277e-4
AFR,rur,comm,perm,s1,copper,SSP2,2045,109.76321126314,0,0.609541495596,0.023174828388766673,0,0,1.2869539250637055e-4,0,0,0,1.2869539250637055e-4
AFR,rur,comm,perm,s1,copper,SSP2,2050,104.62962307429001,0,0.49015546816000005,0.022090949519643698,0,0,1.0348885321140551e-4,0,0,0,1.0348885321140551e-4
AFR,rur,comm,perm,s1,copper,SSP2,2055,100.10879325824,0,0.39078753624,0.021136445237597775,0,0,8.250882954872342e-5,0,0,0,8.250882954872342e-5
AFR,rur,comm,perm,s1,copper,SSP2,2060,96.10043133786,0,0.308849659268,0.0202901407376121,0,0,6.520889621483369e-5,0,0,0,6.520889621483369e-5
AFR,rur,comm,perm,s1,copper,SSP2,2070,89.22005399797001,0,0.21845850241800002,0.018837453974288005,0,0,4.6124181730315835e-5,0,0,0,4.6124181730315835e-5
AFR,rur,comm,perm,s1,copper,SSP2,2080,83.53486176597,0,0.128862056014,0.01763711232231236,0,0,2.7207258238726e-5,0,0,0,2.7207258238726e-5
AFR,rur,comm,perm,s1,copper,SSP2,2090,78.66327438500001,0,0.073141504494,0.01660855092878493,0,0,1.5442713412247577e-5,0,0,0,1.5442713412247577e-5
AFR,rur,comm,perm,s1,copper,SSP2,2100,74.26315320747,0,0.039875042562,0.015679532435197183,0,0,8.419007222317315e-6,0,0,0,8.419007222317315e-6
AFR,rur,comm,perm,s1,glass,SSP2,2025,138.98436233639,0,1.33780960752,0.7931374277793272,0,0,0.007634433494026737,0,0,0.003435495072312032,0.004198938421714706
AFR,rur,comm,perm,s1,glass,SSP2,2030,130.07995488576,0,1.113804798406,0.7423229425914304,0,0,0.006356112716608175,0,0,0.002860250722473679,0.003495861994134496
AFR,rur,comm,perm,s1,glass,SSP2,2035,122.34814361411999,0,0.918935876812,0.6982000729320276,0,0,0.0052440607373134595,0,0,0.0023598273317910565,0.0028842334055224025
AFR,rur,comm,perm,s1,glass,SSP2,2040,115.62536005553001,0,0.751606147328,0.6598353880887664,0,0,0.004289165747668989,0,0,0.0019301245864510451,0.002359041161217944
AFR,rur,comm,perm,s1,glass,SSP2,2045,109.76321126314,0,0.609541495596,0.62638205897824,0,0,0.003478450135071021,0,0,0.0015653025607819595,0.0019131475742890614
AFR,rur,comm,perm,s1,glass,SSP2,2050,104.62962307429001,0,0.49015546816000005,0.5970863823788249,0,0,0.002797153871796452,0,0,0.0012587192423084035,0.0015384346294880487
