region_bld,region_gea,urt,clim,mat,arch,yr_con,bld_age,value
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,comm,1990,p2,0.04359173497820413
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,comm,1995,p3,0.008593996495703
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,comm,2000,p3,0.016409873991795065
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,comm,2005,p3,0.028815290485592355
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,comm,2010,p3,0.033175984983412
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,comm,2015,p3,0.04668949597665525
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,comm,2020,p3,0.04668949597665525
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,comm,1945,p1,0.636800763
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,comm,1985,p2,0.037573087
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,comm,1990,p2,0.047322526
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,comm,1995,p3,0.065172913
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,comm,2000,p3,0.063407311
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,comm,2005,p3,0.064843588
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,comm,2010,p3,0.078557856
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,comm,2015,p3,0.003160978
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,comm,2020,p3,0.003160978
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,1945,p1,0.2672241868663879
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,1960,p2,0.10116811844941594
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,1965,p2,0.03220465998389767
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,1970,p2,0.043816747978091625
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,1975,p2,0.07842487196078757
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,1980,p2,0.08769972495615014
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,1985,p2,0.03360023698319988
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,1990,p2,0.03009085998495457
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,1995,p3,0.02893087298553456
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,2000,p3,0.023365530988317233
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,2005,p3,0.031213310984393342
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,2010,p3,0.06215746196892126
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,2015,p3,0.09005170795497414
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,comm,2020,p3,0.09005170795497414
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,1945,p1,0.5504224127752112
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,1960,p2,0.04755465602377733
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,1970,p2,0.014197178007098589
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,1975,p2,0.02428632151214316
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,1980,p2,0.019546862509773433
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,1985,p2,0.0519561960259781
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,1990,p2,0.06873815403436907
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,1995,p3,0.02206105101103053
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,2000,p3,0.037830968518915487
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,2005,p3,0.05290248802645124
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,2010,p3,0.0697433915348717
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,2015,p3,0.020380160010190083
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,comm,2020,p3,0.020380160010190083
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,1945,p1,0.22244848872244846
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,1960,p2,0.08584144608584145
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,1965,p2,0.052980865052980865
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,1970,p2,0.07468663507468663
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,1975,p2,0.0744730990744731
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,1980,p2,0.06840957406840957
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,1985,p2,0.07169246707169247
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,1990,p2,0.06736468606736468
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,2000,p3,0.007058039507058039
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,2005,p3,0.04089294404089294
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,2010,p3,0.059285529059285524
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,2015,p3,0.08743311308743312
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,comm,2020,p3,0.08743311308743312
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,1945,p1,0.6476811093523189
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,1960,p2,0.10533152589466849
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,1965,p2,0.012092748987907253
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,1970,p2,0.014073202985926798
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,1975,p2,0.03493232996506767
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,1980,p2,0.036156792963843214
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,1985,p2,0.05005313894994687
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,1990,p2,0.05493714394506286
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,2000,p3,0.0282965039717035
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,2005,p3,0.007136053992863947
C-EEU-HRV,EEU,rur,Zone_3A Warm Humid,perm,comm,2010,p3,0.009309448990690552
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,1945,p1,0.6476811100000001
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,1960,p2,0.10533152600000001
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,1965,p2,0.012092748500000002
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,1970,p2,0.014073203000000001
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,1975,p2,0.034932330000000004
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,1980,p2,0.03615679250000001
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,1985,p2,0.05005313900000001
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,1990,p2,0.05493714400000001
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,2000,p3,0.028296504000000004
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,2005,p3,0.007136054000000001
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,comm,2010,p3,0.009309449000000001
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,1945,p1,0.6476811100000001
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,1960,p2,0.10533152600000001
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,1965,p2,0.012092748000000002
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,1970,p2,0.014073203000000001
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,1975,p2,0.034932330000000004
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,1980,p2,0.036156793000000007
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,1985,p2,0.05005313900000001
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,1990,p2,0.05493714400000001
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,2000,p3,0.028296504000000004
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,2005,p3,0.007136054000000001
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,comm,2010,p3,0.009309449000000001
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,1945,p1,0.1664013830832007
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,1960,p2,0.02799863751399932
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,1965,p2,0.05758341002879171
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,1970,p2,0.07097916503548958
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,1975,p2,0.07060667703530335
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,1980,p2,0.07868013903934007
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,1985,p2,0.06695706203347854
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,1990,p2,0.07095987303547995
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,1995,p3,0.04828850402414426
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,2000,p3,0.050004187025002096
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,2005,p3,0.05141512002570756
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,2010,p3,0.06520911703260455
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,2015,p3,0.08745836254372918
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,comm,2020,p3,0.08745836254372918
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,1945,p1,0.16640138300000001
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,1960,p2,0.027998637
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,1965,p2,0.05758341
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,1970,p2,0.070979165
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,1975,p2,0.070606677
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,1980,p2,0.078680139
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,1985,p2,0.066957062
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,1990,p2,0.070959873
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,1995,p3,0.048288504
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,2000,p3,0.050004187
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,2005,p3,0.05141512
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,2010,p3,0.065209117
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,2015,p3,0.087458363
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,comm,2020,p3,0.087458363
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,1945,p1,0.16640138300000001
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,1960,p2,0.027998637
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,1965,p2,0.05758341
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,1970,p2,0.070979165
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,1975,p2,0.070606677
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,1980,p2,0.078680139
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,1985,p2,0.066957062
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,1990,p2,0.070959873
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,1995,p3,0.048288504
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,2000,p3,0.050004187
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,2005,p3,0.05141512
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,2010,p3,0.065209117
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,2015,p3,0.087458363
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,comm,2020,p3,0.087458363
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,comm,1945,p1,0.7479376908739688
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,comm,1960,p2,0.04702471352351236
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,comm,1970,p2,0.0164407960082204
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,comm,1975,p2,0.01629463800814732
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,comm,1980,p2,0.015448815507724409
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,comm,1985,p2,0.01229623500614812
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,comm,1990,p2,0.01557023700778512
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,comm,1995,p3,0.06713362303356682
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,comm,2000,p3,0.06185325103092663
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,comm,1945,p1,0.7479376921219065
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,comm,1960,p2,0.04702471307053707
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,comm,1970,p2,0.016440796024661194
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,comm,1975,p2,0.01629463802444196
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,comm,1980,p2,0.015448815023173221
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,comm,1985,p2,0.012296235018444353
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,comm,1990,p2,0.015570237023355357
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,comm,1995,p3,0.06713362310070044
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,comm,2000,p3,0.06185325059277987
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,1945,p1,0.33166636449749953
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,1960,p2,0.08901061113351592
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,1965,p2,0.08556333012834501
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,1970,p2,0.05241205957861809
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,1975,p2,0.05934165158901248
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,1980,p2,0.061001729091502595
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,1985,p2,0.02921423404382135
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,1990,p2,0.028457516542686277
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,1995,p3,0.023194085034791128
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,2000,p3,0.019079216028618822
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,2005,p3,0.05067956407601935
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,2010,p3,0.05707905808561859
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,2015,p3,0.056650290084975435
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,comm,2020,p3,0.056650290084975435
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,1945,p1,0.3316663646633327
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,1960,p2,0.08901061167802123
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,1965,p2,0.08556332967112668
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,1970,p2,0.05241205910482412
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,1975,p2,0.05934165161868331
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,1980,p2,0.06100172912200346
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,1985,p2,0.02921423455842847
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,1990,p2,0.028457516056915034
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,1995,p3,0.02319408504638817
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,2000,p3,0.019079216038158434
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,2005,p3,0.05067956410135913
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,2010,p3,0.05707905811415812
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,2015,p3,0.05665029011330058
C-EEU-HUN,EEU,urb,Zone_5A Cool Humid,perm,comm,2020,p3,0.05665029011330058
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,1945,p1,0.662599439
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,1960,p2,0.0839679065
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,1965,p2,0.001119745
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,1970,p2,0.017414298
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,1990,p2,0.027141899
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,1995,p3,0.056357177
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,2000,p3,0.043692816
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,2005,p3,0.060407519
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,2010,p3,0.0415590445
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,2015,p3,0.002870078
C-EEU-LTU,EEU,rur,Zone_6A Cold Humid,perm,comm,2020,p3,0.002870078
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,1945,p1,0.16100163067799675
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,1960,p2,0.058661004882677996
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,1965,p2,0.056809036886381926
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,1970,p2,0.0755520998488958
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,1975,p2,0.09496004481007993
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,1980,p2,0.09840393080319214
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,1985,p2,0.09635403580729193
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,1990,p2,0.09497581381004838
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,1995,p3,0.02830768494338463
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,2000,p3,0.017431873965136253
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,2005,p3,0.030205447939589104
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,2010,p3,0.040937609918124784
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,2015,p3,0.07319989285360022
C-EEU-LTU,EEU,urb,Zone_6A Cold Humid,perm,comm,2020,p3,0.07319989285360022
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,1945,p1,0.6801169646599414
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,1960,p2,0.05059163897470418
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,1970,p2,0.007433086996283456
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,1975,p2,0.004583577497708211
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,1985,p2,0.03890395648054802
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,1990,p2,0.0667164159666418
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,1995,p3,0.014252891492873553
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,2000,p3,0.043247491478376254
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,2005,p3,0.037166460481416766
C-EEU-LVA,EEU,rur,Zone_6A Cold Humid,perm,comm,2010,p3,0.05698751597150624
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,1945,p1,0.25098721225098725
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,1960,p2,0.10302409010302409
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,1965,p2,0.06386172306386172
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,1970,p2,0.0826397010826397
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,1975,p2,0.08523176158523177
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,1980,p2,0.08012226608012227
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,1985,p2,0.0760432025760432
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,1990,p2,0.078734004078734
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,2000,p3,0.0045879760045879755
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,2005,p3,0.024092966024092964
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,2010,p3,0.03364636703364637
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,2015,p3,0.05851436505851436
C-EEU-LVA,EEU,urb,Zone_6A Cold Humid,perm,comm,2020,p3,0.05851436505851436
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,1945,p1,0.6728327593271672
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,1960,p2,0.015238979984761017
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,1965,p2,0.009340317990659682
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,1970,p2,0.03882153196117846
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,1975,p2,0.014237047985762951
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,1980,p2,0.020020385979979613
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,1985,p2,0.036625914963374084
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,1990,p2,0.027230744972769252
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,1995,p3,0.04054826595945173
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,2000,p3,0.029994834970005164
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,2005,p3,0.04105644395894355
C-EEU-POL,EEU,rur,Zone_5A Cool Humid,perm,comm,2010,p3,0.05405277194594722
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,1945,p1,0.25540024187229987
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,1960,p2,0.07752886996123556
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,1965,p2,0.10220117694889941
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,1970,p2,0.053399712473300144
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,1975,p2,0.07121605596439197
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,1980,p2,0.07673476396163262
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,1985,p2,0.07193829696403084
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,1990,p2,0.0541116039729442
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,1995,p3,0.03131966798434017
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,2000,p3,0.023865464988067266
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,2005,p3,0.017697047991151474
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,2010,p3,0.02141835498929082
C-EEU-POL,EEU,urb,Zone_5A Cool Humid,perm,comm,2015,p3,0.0715843709642078
