region_bld,clim,urt,arch,eneff,value
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,s1,43.5625
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,s2,43.09027778
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,s3,48.95138889
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,s51_std,53.09722222
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,s52_low,62.04166667
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,sr11_std,43.5625
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,sr12_low,43.5625
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,sr21_std,43.09027778
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,sr22_low,43.09027778
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,sr31_std,48.95138889
C-EEU-BGR,Zone_4A Mixed Humid,rur,comm,sr32_low,48.95138889
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,s1,43.5625
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,s2,43.09027778
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,s3,48.95138889
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,s51_std,53.09722222
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,s52_low,62.04166667
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,sr11_std,43.5625
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,sr12_low,43.5625
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,sr21_std,43.09027778
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,sr22_low,43.09027778
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,sr31_std,48.95138889
C-EEU-BGR,Zone_4A Mixed Humid,urb,comm,sr32_low,48.95138889
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,s1,16.125
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,s2,15.72222222
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,s3,20.55555556
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,s51_std,24.625
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,s52_low,36.56944444
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,sr11_std,16.125
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,sr12_low,16.125
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,sr21_std,15.72222222
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,sr22_low,15.72222222
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,sr31_std,20.55555556
C-EEU-BGR,Zone_5A Cool Humid,rur,comm,sr32_low,20.55555556
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,s1,16.125
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,s2,15.72222222
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,s3,20.55555556
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,s51_std,24.625
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,s52_low,36.56944444
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,sr11_std,16.125
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,sr12_low,16.125
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,sr21_std,15.72222222
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,sr22_low,15.72222222
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,sr31_std,20.55555556
C-EEU-BGR,Zone_5A Cool Humid,urb,comm,sr32_low,20.55555556
