region_bld,year,value
C-EEU-BGR,2020,7.02023900000001
C-EEU-BGR,2025,6.66492500000001
C-EEU-BGR,2030,6.3873950000000015
C-EEU-BGR,2035,6.11186700000001
C-EEU-BGR,2040,5.839615
C-EEU-BGR,2045,5.581701
C-EEU-BGR,2050,5.339505
C-EEU-BGR,2055,5.106364
C-EEU-BGR,2060,4.876176
C-EEU-BGR,2065,4.647699999999999
C-EEU-BGR,2070,4.421969
C-EEU-BGR,2075,4.20184
C-EEU-BGR,2080,3.994791
C-EEU-BGR,2085,3.8032880000000002
C-EEU-BGR,2090,3.628482
C-EEU-BGR,2095,3.465189
C-EEU-BGR,2100,3.302563
C-EEU-CZE,2020,10.537908
C-EEU-CZE,2025,10.824612
C-EEU-CZE,2030,10.641577
C-EEU-CZE,2035,10.423365
C-EEU-CZE,2040,10.200805
C-EEU-CZE,2045,10.003770000000001
C-EEU-CZE,2050,9.823701
C-EEU-CZE,2055,9.63801100000001
C-EEU-CZE,2060,9.420845
C-EEU-CZE,2065,9.156602000000001
C-EEU-CZE,2070,8.851291999999999
C-EEU-CZE,2075,8.532323000000009
C-EEU-CZE,2080,8.222904
C-EEU-CZE,2085,7.931641
C-EEU-CZE,2090,7.652283000000001
C-EEU-CZE,2095,7.378619
C-EEU-CZE,2100,7.099346
C-EEU-EST,2020,1.329091
C-EEU-EST,2025,1.3445209999999999
C-EEU-EST,2030,1.303443
C-EEU-EST,2035,1.263225
C-EEU-EST,2040,1.225662
C-EEU-EST,2045,1.1925189999999999
C-EEU-EST,2050,1.161709
C-EEU-EST,2055,1.130417
C-EEU-EST,2060,1.097909
C-EEU-EST,2065,1.064169
C-EEU-EST,2070,1.029387
C-EEU-EST,2075,0.994054
C-EEU-EST,2080,0.9584750000000001
C-EEU-EST,2085,0.923126
C-EEU-EST,2090,0.8883989999999999
C-EEU-EST,2095,0.8542770000000001
C-EEU-EST,2100,0.8193779999999999
C-EEU-HRV,2020,4.114644
C-EEU-HRV,2025,3.972547
C-EEU-HRV,2030,3.826024
C-EEU-HRV,2035,3.68035
C-EEU-HRV,2040,3.534585
C-EEU-HRV,2045,3.395871
C-EEU-HRV,2050,3.265599
C-EEU-HRV,2055,3.143521
C-EEU-HRV,2060,3.029406
C-EEU-HRV,2065,2.922052
C-EEU-HRV,2070,2.8185789999999997
C-EEU-HRV,2075,2.716698
C-EEU-HRV,2080,2.616518
C-EEU-HRV,2085,2.518693
C-EEU-HRV,2090,2.423285
C-EEU-HRV,2095,2.3283620000000003
C-EEU-HRV,2100,2.23186
C-EEU-HUN,2020,9.77012300000001
C-EEU-HUN,2025,9.570559
C-EEU-HUN,2030,9.35496
C-EEU-HUN,2035,9.105141
C-EEU-HUN,2040,8.83282300000001
C-EEU-HUN,2045,8.56198
C-EEU-HUN,2050,8.299982
C-EEU-HUN,2055,8.039104
C-EEU-HUN,2060,7.767183
C-EEU-HUN,2065,7.470731
C-EEU-HUN,2070,7.155237
C-EEU-HUN,2075,6.83466300000001
C-EEU-HUN,2080,6.522222
C-EEU-HUN,2085,6.219294
C-EEU-HUN,2090,5.917993000000001
C-EEU-HUN,2095,5.617415
C-EEU-HUN,2100,5.317543
C-EEU-LTU,2020,2.835902
C-EEU-LTU,2025,2.719442
C-EEU-LTU,2030,2.567832
C-EEU-LTU,2035,2.422371999999999
C-EEU-LTU,2040,2.283823
C-EEU-LTU,2045,2.157757
C-EEU-LTU,2050,2.040728
C-EEU-LTU,2055,1.9273159999999998
C-EEU-LTU,2060,1.817962
C-EEU-LTU,2065,1.718426
C-EEU-LTU,2070,1.628953
C-EEU-LTU,2075,1.548157
C-EEU-LTU,2080,1.474815
C-EEU-LTU,2085,1.406723
C-EEU-LTU,2090,1.342965999999999
C-EEU-LTU,2095,1.283642
C-EEU-LTU,2100,1.228121
C-EEU-LVA,2020,1.907241
C-EEU-LVA,2025,1.832177
C-EEU-LVA,2030,1.724731
C-EEU-LVA,2035,1.6254
C-EEU-LVA,2040,1.537038
C-EEU-LVA,2045,1.460292999999999
C-EEU-LVA,2050,1.391773
C-EEU-LVA,2055,1.327757
C-EEU-LVA,2060,1.267553
C-EEU-LVA,2065,1.211894
C-EEU-LVA,2070,1.160194
C-EEU-LVA,2075,1.112039
C-EEU-LVA,2080,1.066628999999999
C-EEU-LVA,2085,1.023392
C-EEU-LVA,2090,0.982108
C-EEU-LVA,2095,0.942046
C-EEU-LVA,2100,0.901227
C-EEU-POL,2020,38.477961
C-EEU-POL,2025,38.925707
C-EEU-POL,2030,37.975386
C-EEU-POL,2035,36.933279000000006
C-EEU-POL,2040,35.834059
C-EEU-POL,2045,34.739029
C-EEU-POL,2050,33.67649
C-EEU-POL,2055,32.575379
C-EEU-POL,2060,31.420693
C-EEU-POL,2065,30.199081
C-EEU-POL,2070,28.888265
C-EEU-POL,2075,27.511798
C-EEU-POL,2080,26.131733
C-EEU-POL,2085,24.810257000000004
C-EEU-POL,2090,23.589312000000003
C-EEU-POL,2095,22.469617
C-EEU-POL,2100,21.416475
C-EEU-ROU,2020,19.489725
C-EEU-ROU,2025,18.844179
C-EEU-ROU,2030,18.202748
C-EEU-ROU,2035,17.500815
C-EEU-ROU,2040,16.776091
C-EEU-ROU,2045,16.050688
C-EEU-ROU,2050,15.326122
C-EEU-ROU,2055,14.598182000000001
C-EEU-ROU,2060,13.848668
C-EEU-ROU,2065,13.093165
C-EEU-ROU,2070,12.35905
C-EEU-ROU,2075,11.673626
C-EEU-ROU,2080,11.040832
C-EEU-ROU,2085,10.458943
C-EEU-ROU,2090,9.9215700000000009
C-EEU-ROU,2095,9.416615
C-EEU-ROU,2100,8.921536000000009
C-EEU-SVK,2020,5.457542
C-EEU-SVK,2025,5.4884830000000004
C-EEU-SVK,2030,5.426342
C-EEU-SVK,2035,5.332504
C-EEU-SVK,2040,5.214004
C-EEU-SVK,2045,5.088791
C-EEU-SVK,2050,4.96018800000001
C-EEU-SVK,2055,4.824924
C-EEU-SVK,2060,4.676941
C-EEU-SVK,2065,4.5131
C-EEU-SVK,2070,4.334475
C-EEU-SVK,2075,4.146167999999999
C-EEU-SVK,2080,3.95959
C-EEU-SVK,2085,3.780948
C-EEU-SVK,2090,3.6131409999999997
C-EEU-SVK,2095,3.455911
C-EEU-SVK,2100,3.305094999999999
C-EEU-SVN,2020,2.116256
C-EEU-SVN,2025,2.109943
C-EEU-SVN,2030,2.090139
C-EEU-SVN,2035,2.063212
C-EEU-SVN,2040,2.031337
C-EEU-SVN,2045,1.9979019999999998
C-EEU-SVN,2050,1.961172
C-EEU-SVN,2055,1.9198849999999998
C-EEU-SVN,2060,1.874857
C-EEU-SVN,2065,1.8258320000000001
C-EEU-SVN,2070,1.7742
C-EEU-SVN,2075,1.7206510000000002
C-EEU-SVN,2080,1.665902
C-EEU-SVN,2085,1.610479
C-EEU-SVN,2090,1.554578
C-EEU-SVN,2095,1.4977179999999999
C-EEU-SVN,2100,1.438378
C-WEU-AUT,2020,8.901099999999989
C-WEU-AUT,2025,9.02518300000001
C-WEU-AUT,2030,9.048757
C-WEU-AUT,2035,9.039655000000002
C-WEU-AUT,2040,9.004459
C-WEU-AUT,2045,8.965508999999988
C-WEU-AUT,2050,8.913651
C-WEU-AUT,2055,8.833168
C-WEU-AUT,2060,8.726963
C-WEU-AUT,2065,8.599236999999999
C-WEU-AUT,2070,8.463732
C-WEU-AUT,2075,8.316082
C-WEU-AUT,2080,8.141762
C-WEU-AUT,2085,7.93318
C-WEU-AUT,2090,7.69472
C-WEU-AUT,2095,7.434909
C-WEU-AUT,2100,7.160169
C-WEU-BEL,2020,11.54127
C-WEU-BEL,2025,11.665792
C-WEU-BEL,2030,11.731395000000001
C-WEU-BEL,2035,11.776124
C-WEU-BEL,2040,11.797198
C-WEU-BEL,2045,11.807545000000001
C-WEU-BEL,2050,11.802146
C-WEU-BEL,2055,11.756522
C-WEU-BEL,2060,11.68081
C-WEU-BEL,2065,11.578966000000001
C-WEU-BEL,2070,11.457646
C-WEU-BEL,2075,11.315258
C-WEU-BEL,2080,11.139737
C-WEU-BEL,2085,10.920831
C-WEU-BEL,2090,10.656778000000001
C-WEU-BEL,2095,10.354424000000002
C-WEU-BEL,2100,10.019501
C-WEU-CHE,2020,8.606425999999999
C-WEU-CHE,2025,8.828370000000001
C-WEU-CHE,2030,8.959086
C-WEU-CHE,2035,9.056899
C-WEU-CHE,2040,9.130763000000002
C-WEU-CHE,2045,9.206552
C-WEU-CHE,2050,9.28842200000001
C-WEU-CHE,2055,9.344554
C-WEU-CHE,2060,9.369009
C-WEU-CHE,2065,9.357179
C-WEU-CHE,2070,9.324112999999999
C-WEU-CHE,2075,9.27203900000001
C-WEU-CHE,2080,9.19216000000001
C-WEU-CHE,2085,9.07591799999999
C-WEU-CHE,2090,8.921709000000002
C-WEU-CHE,2095,8.731603
C-WEU-CHE,2100,8.507811000000011
C-WEU-CYP,2020,1.233777
C-WEU-CYP,2025,1.281688
C-WEU-CYP,2030,1.307423
C-WEU-CYP,2035,1.326588
C-WEU-CYP,2040,1.341799999999999
C-WEU-CYP,2045,1.356158
C-WEU-CYP,2050,1.3691330000000002
C-WEU-CYP,2055,1.376352
C-WEU-CYP,2060,1.376881
C-WEU-CYP,2065,1.3680919999999999
C-WEU-CYP,2070,1.350234
C-WEU-CYP,2075,1.323548
C-WEU-CYP,2080,1.2881
C-WEU-CYP,2085,1.245555
C-WEU-CYP,2090,1.199084
C-WEU-CYP,2095,1.151560999999999
C-WEU-CYP,2100,1.103122
C-WEU-DEU,2020,83.267652
C-WEU-DEU,2025,83.42270500000001
C-WEU-DEU,2030,82.504068
C-WEU-DEU,2035,81.43125500000001
C-WEU-DEU,2040,80.2679000000001
C-WEU-DEU,2045,79.129863
C-WEU-DEU,2050,77.9246540000001
C-WEU-DEU,2055,76.587586
C-WEU-DEU,2060,75.140664
C-WEU-DEU,2065,73.617041
C-WEU-DEU,2070,72.10178599999999
C-WEU-DEU,2075,70.537766
C-WEU-DEU,2080,68.794496
C-WEU-DEU,2085,66.809737
C-WEU-DEU,2090,64.634045
C-WEU-DEU,2095,62.342209000000004
C-WEU-DEU,2100,59.959332
C-WEU-DNK,2020,5.810771
C-WEU-DNK,2025,5.887805999999999
C-WEU-DNK,2030,5.917352
C-WEU-DNK,2035,5.922633
C-WEU-DNK,2040,5.904056
C-WEU-DNK,2045,5.880772
C-WEU-DNK,2050,5.8607330000000015
C-WEU-DNK,2055,5.830027
C-WEU-DNK,2060,5.788167
C-WEU-DNK,2065,5.735614
C-WEU-DNK,2070,5.676645000000001
C-WEU-DNK,2075,5.611707000000001
C-WEU-DNK,2080,5.535172999999999
C-WEU-DNK,2085,5.436209
C-WEU-DNK,2090,5.310406
C-WEU-DNK,2095,5.16488
C-WEU-DNK,2100,5.009546
C-WEU-ESP,2020,47.329955000000005
C-WEU-ESP,2025,47.518129
C-WEU-ESP,2030,47.579258
C-WEU-ESP,2035,47.60933
C-WEU-ESP,2040,47.616925
C-WEU-ESP,2045,47.639381
C-WEU-ESP,2050,47.653416
C-WEU-ESP,2055,47.410908000000006
C-WEU-ESP,2060,46.898322
C-WEU-ESP,2065,46.09924
C-WEU-ESP,2070,45.112767999999996
C-WEU-ESP,2075,44.044771999999995
C-WEU-ESP,2080,43.003493000000006
C-WEU-ESP,2085,42.017663
C-WEU-ESP,2090,40.999748000000004
C-WEU-ESP,2095,39.83312
C-WEU-ESP,2100,38.442959
C-WEU-FIN,2020,5.525213
C-WEU-FIN,2025,5.525132
C-WEU-FIN,2030,5.4787420000000004
C-WEU-FIN,2035,5.421182
C-WEU-FIN,2040,5.35226600000001
C-WEU-FIN,2045,5.283398
C-WEU-FIN,2050,5.223318
C-WEU-FIN,2055,5.151159
C-WEU-FIN,2060,5.073709
C-WEU-FIN,2065,4.99580300000001
C-WEU-FIN,2070,4.917002
C-WEU-FIN,2075,4.82908
C-WEU-FIN,2080,4.725388
C-WEU-FIN,2085,4.605358
C-WEU-FIN,2090,4.471019
C-WEU-FIN,2095,4.327262
C-WEU-FIN,2100,4.178127000000001
C-WEU-FRA,2020,64.45775499999999
C-WEU-FRA,2025,64.954532
C-WEU-FRA,2030,65.318825
C-WEU-FRA,2035,65.592831
C-WEU-FRA,2040,65.7017309999999
C-WEU-FRA,2045,65.6697980000001
C-WEU-FRA,2050,65.47314899999999
C-WEU-FRA,2055,65.103711
C-WEU-FRA,2060,64.614342
C-WEU-FRA,2065,64.03080200000001
