region_bld,region_gea,urt,arch,material,value
C-EEU-LTU,EEU,urb,comm,glass,2.57
C-EEU-LTU,EEU,urb,comm,steel,47
C-EEU-LTU,EEU,urb,comm,wood,25.66551271338188
C-EEU-LVA,EEU,rur,comm,aluminum,0.49
C-EEU-LVA,EEU,rur,comm,brick,148.4681853888453
C-EEU-LVA,EEU,rur,comm,concrete,1062.432851856273
C-EEU-LVA,EEU,rur,comm,copper,0.182895495
C-EEU-LVA,EEU,rur,comm,glass,2.57
C-EEU-LVA,EEU,rur,comm,steel,47
C-EEU-LVA,EEU,rur,comm,wood,25.66551271338188
C-EEU-LVA,EEU,urb,comm,aluminum,0.49
C-EEU-LVA,EEU,urb,comm,brick,148.4681853888453
C-EEU-LVA,EEU,urb,comm,concrete,1062.432851856273
C-EEU-LVA,EEU,urb,comm,copper,0.182895495
C-EEU-LVA,EEU,urb,comm,glass,2.57
C-EEU-LVA,EEU,urb,comm,steel,47
C-EEU-LVA,EEU,urb,comm,wood,25.66551271338188
C-EEU-POL,EEU,rur,comm,aluminum,0.49
C-EEU-POL,EEU,rur,comm,brick,148.4681853888453
C-EEU-POL,EEU,rur,comm,concrete,1062.432851856273
C-EEU-POL,EEU,rur,comm,copper,0.182895495
C-EEU-POL,EEU,rur,comm,glass,2.57
C-EEU-POL,EEU,rur,comm,steel,47
C-EEU-POL,EEU,rur,comm,wood,25.66551271338188
C-EEU-POL,EEU,urb,comm,aluminum,0.49
C-EEU-POL,EEU,urb,comm,brick,148.4681853888453
C-EEU-POL,EEU,urb,comm,concrete,1062.432851856273
C-EEU-POL,EEU,urb,comm,copper,0.182895495
C-EEU-POL,EEU,urb,comm,glass,2.57
C-EEU-POL,EEU,urb,comm,steel,47
C-EEU-POL,EEU,urb,comm,wood,25.66551271338188
C-EEU-ROU,EEU,rur,comm,aluminum,0.49
C-EEU-ROU,EEU,rur,comm,brick,148.4681853888453
C-EEU-ROU,EEU,rur,comm,concrete,1062.432851856273
C-EEU-ROU,EEU,rur,comm,copper,0.182895495
C-EEU-ROU,EEU,rur,comm,glass,2.57
C-EEU-ROU,EEU,rur,comm,steel,47
C-EEU-ROU,EEU,rur,comm,wood,25.66551271338188
C-EEU-ROU,EEU,urb,comm,aluminum,0.49
C-EEU-ROU,EEU,urb,comm,brick,148.4681853888453
C-EEU-ROU,EEU,urb,comm,concrete,1062.432851856273
C-EEU-ROU,EEU,urb,comm,copper,0.182895495
C-EEU-ROU,EEU,urb,comm,glass,2.57
C-EEU-ROU,EEU,urb,comm,steel,47
C-EEU-ROU,EEU,urb,comm,wood,25.66551271338188
C-EEU-SVK,EEU,rur,comm,aluminum,0.49
C-EEU-SVK,EEU,rur,comm,brick,148.4681853888453
C-EEU-SVK,EEU,rur,comm,concrete,1062.432851856273
C-EEU-SVK,EEU,rur,comm,copper,0.182895495
C-EEU-SVK,EEU,rur,comm,glass,2.57
C-EEU-SVK,EEU,rur,comm,steel,47
C-EEU-SVK,EEU,rur,comm,wood,25.66551271338188
C-EEU-SVK,EEU,urb,comm,aluminum,0.49
C-EEU-SVK,EEU,urb,comm,brick,148.4681853888453
C-EEU-SVK,EEU,urb,comm,concrete,1062.432851856273
C-EEU-SVK,EEU,urb,comm,copper,0.182895495
C-EEU-SVK,EEU,urb,comm,glass,2.57
C-EEU-SVK,EEU,urb,comm,steel,47
C-EEU-SVK,EEU,urb,comm,wood,25.66551271338188
C-EEU-SVN,EEU,rur,comm,aluminum,0.49
C-EEU-SVN,EEU,rur,comm,brick,148.4681853888453
C-EEU-SVN,EEU,rur,comm,concrete,1062.432851856273
C-EEU-SVN,EEU,rur,comm,copper,0.182895495
C-EEU-SVN,EEU,rur,comm,glass,2.57
C-EEU-SVN,EEU,rur,comm,steel,47
C-EEU-SVN,EEU,rur,comm,wood,25.66551271338188
C-EEU-SVN,EEU,urb,comm,aluminum,0.49
C-EEU-SVN,EEU,urb,comm,brick,148.4681853888453
C-EEU-SVN,EEU,urb,comm,concrete,1062.432851856273
C-EEU-SVN,EEU,urb,comm,copper,0.182895495
C-EEU-SVN,EEU,urb,comm,glass,2.57
C-EEU-SVN,EEU,urb,comm,steel,47
C-EEU-SVN,EEU,urb,comm,wood,25.66551271338188
C-WEU-AUT,WEU,rur,comm,aluminum,0.514994536
C-WEU-AUT,WEU,rur,comm,brick,63.8
C-WEU-AUT,WEU,rur,comm,concrete,1117.237376668601
C-WEU-AUT,WEU,rur,comm,copper,0.193603643
C-WEU-AUT,WEU,rur,comm,glass,3.184437765
C-WEU-AUT,WEU,rur,comm,steel,43.9
C-WEU-AUT,WEU,rur,comm,wood,26
C-WEU-AUT,WEU,urb,comm,aluminum,0.514994536
C-WEU-AUT,WEU,urb,comm,brick,63.8
C-WEU-AUT,WEU,urb,comm,concrete,1117.237376668601
C-WEU-AUT,WEU,urb,comm,copper,0.193603643
C-WEU-AUT,WEU,urb,comm,glass,3.184437765
C-WEU-AUT,WEU,urb,comm,steel,43.9
C-WEU-AUT,WEU,urb,comm,wood,26
C-WEU-BEL,WEU,rur,comm,aluminum,0.514994536
C-WEU-BEL,WEU,rur,comm,brick,63.8
C-WEU-BEL,WEU,rur,comm,concrete,1117.237376668601
C-WEU-BEL,WEU,rur,comm,copper,0.193603643
C-WEU-BEL,WEU,rur,comm,glass,3.184437765
C-WEU-BEL,WEU,rur,comm,steel,43.9
C-WEU-BEL,WEU,rur,comm,wood,26
C-WEU-BEL,WEU,urb,comm,aluminum,0.514994536
C-WEU-BEL,WEU,urb,comm,brick,63.8
C-WEU-BEL,WEU,urb,comm,concrete,1117.237376668601
C-WEU-BEL,WEU,urb,comm,copper,0.193603643
C-WEU-BEL,WEU,urb,comm,glass,3.184437765
C-WEU-BEL,WEU,urb,comm,steel,43.9
C-WEU-BEL,WEU,urb,comm,wood,26
C-WEU-CHE,WEU,rur,comm,aluminum,0.49
C-WEU-CHE,WEU,rur,comm,brick,148.4681853888453
C-WEU-CHE,WEU,rur,comm,concrete,1051.353715
C-WEU-CHE,WEU,rur,comm,copper,0.182895495
C-WEU-CHE,WEU,rur,comm,glass,2.57
C-WEU-CHE,WEU,rur,comm,steel,43.9
C-WEU-CHE,WEU,rur,comm,wood,25.66551271338188
C-WEU-CHE,WEU,urb,comm,aluminum,0.49
C-WEU-CHE,WEU,urb,comm,brick,148.4681853888453
C-WEU-CHE,WEU,urb,comm,concrete,1051.353715
C-WEU-CHE,WEU,urb,comm,copper,0.182895495
C-WEU-CHE,WEU,urb,comm,glass,2.57
C-WEU-CHE,WEU,urb,comm,steel,43.9
C-WEU-CHE,WEU,urb,comm,wood,25.66551271338188
C-WEU-CYP,WEU,rur,comm,aluminum,0.49
C-WEU-CYP,WEU,rur,comm,brick,148.4681853888453
C-WEU-CYP,WEU,rur,comm,concrete,1062.432851856273
C-WEU-CYP,WEU,rur,comm,copper,0.182895495
C-WEU-CYP,WEU,rur,comm,glass,2.57
C-WEU-CYP,WEU,rur,comm,steel,47
C-WEU-CYP,WEU,rur,comm,wood,25.66551271338188
C-WEU-CYP,WEU,urb,comm,aluminum,0.49
C-WEU-CYP,WEU,urb,comm,brick,148.4681853888453
C-WEU-CYP,WEU,urb,comm,concrete,1062.432851856273
C-WEU-CYP,WEU,urb,comm,copper,0.182895495
C-WEU-CYP,WEU,urb,comm,glass,2.57
C-WEU-CYP,WEU,urb,comm,steel,47
C-WEU-CYP,WEU,urb,comm,wood,25.66551271338188
C-WEU-DEU,WEU,rur,comm,aluminum,0.514994536
C-WEU-DEU,WEU,rur,comm,brick,63.8
C-WEU-DEU,WEU,rur,comm,concrete,1117.237376668601
C-WEU-DEU,WEU,rur,comm,copper,0.193603643
C-WEU-DEU,WEU,rur,comm,glass,3.184437765
C-WEU-DEU,WEU,rur,comm,steel,43.9
C-WEU-DEU,WEU,rur,comm,wood,26
C-WEU-DEU,WEU,urb,comm,aluminum,0.514994536
C-WEU-DEU,WEU,urb,comm,brick,63.8
C-WEU-DEU,WEU,urb,comm,concrete,1117.237376668601
C-WEU-DEU,WEU,urb,comm,copper,0.193603643
C-WEU-DEU,WEU,urb,comm,glass,3.184437765
C-WEU-DEU,WEU,urb,comm,steel,43.9
C-WEU-DEU,WEU,urb,comm,wood,26
C-WEU-DNK,WEU,rur,comm,aluminum,0.514994536
C-WEU-DNK,WEU,rur,comm,brick,63.8
C-WEU-DNK,WEU,rur,comm,concrete,1117.237376668601
C-WEU-DNK,WEU,rur,comm,copper,0.193603643
C-WEU-DNK,WEU,rur,comm,glass,3.184437765
C-WEU-DNK,WEU,rur,comm,steel,43.9
C-WEU-DNK,WEU,rur,comm,wood,26
C-WEU-DNK,WEU,urb,comm,aluminum,0.514994536
C-WEU-DNK,WEU,urb,comm,brick,63.8
C-WEU-DNK,WEU,urb,comm,concrete,1117.237376668601
C-WEU-DNK,WEU,urb,comm,copper,0.193603643
C-WEU-DNK,WEU,urb,comm,glass,3.184437765
C-WEU-DNK,WEU,urb,comm,steel,43.9
C-WEU-DNK,WEU,urb,comm,wood,26
C-WEU-ESP,WEU,rur,comm,aluminum,0.514994536
C-WEU-ESP,WEU,rur,comm,brick,63.8
C-WEU-ESP,WEU,rur,comm,concrete,1117.237376668601
C-WEU-ESP,WEU,rur,comm,copper,0.193603643
C-WEU-ESP,WEU,rur,comm,glass,3.184437765
C-WEU-ESP,WEU,rur,comm,steel,43.9
C-WEU-ESP,WEU,rur,comm,wood,26
C-WEU-ESP,WEU,urb,comm,aluminum,0.514994536
C-WEU-ESP,WEU,urb,comm,brick,63.8
C-WEU-ESP,WEU,urb,comm,concrete,1117.237376668601
C-WEU-ESP,WEU,urb,comm,copper,0.193603643
C-WEU-ESP,WEU,urb,comm,glass,3.184437765
C-WEU-ESP,WEU,urb,comm,steel,43.9
C-WEU-ESP,WEU,urb,comm,wood,26
C-WEU-FIN,WEU,rur,comm,aluminum,0.514994536
C-WEU-FIN,WEU,rur,comm,brick,63.8
C-WEU-FIN,WEU,rur,comm,concrete,1117.237376668601
C-WEU-FIN,WEU,rur,comm,copper,0.193603643
C-WEU-FIN,WEU,rur,comm,glass,3.184437765
C-WEU-FIN,WEU,rur,comm,steel,43.9
C-WEU-FIN,WEU,rur,comm,wood,26
C-WEU-FIN,WEU,urb,comm,aluminum,0.514994536
C-WEU-FIN,WEU,urb,comm,brick,63.8
C-WEU-FIN,WEU,urb,comm,concrete,1117.237376668601
C-WEU-FIN,WEU,urb,comm,copper,0.193603643
C-WEU-FIN,WEU,urb,comm,glass,3.184437765
C-WEU-FIN,WEU,urb,comm,steel,43.9
C-WEU-FIN,WEU,urb,comm,wood,26
C-WEU-FRA,WEU,rur,comm,aluminum,0.514994536
C-WEU-FRA,WEU,rur,comm,brick,63.8
C-WEU-FRA,WEU,rur,comm,concrete,1117.237376668601
C-WEU-FRA,WEU,rur,comm,copper,0.193603643
C-WEU-FRA,WEU,rur,comm,glass,3.184437765
C-WEU-FRA,WEU,rur,comm,steel,43.9
C-WEU-FRA,WEU,rur,comm,wood,26
C-WEU-FRA,WEU,urb,comm,aluminum,0.514994536
C-WEU-FRA,WEU,urb,comm,brick,63.8
C-WEU-FRA,WEU,urb,comm,concrete,1117.237376668601
C-WEU-FRA,WEU,urb,comm,copper,0.193603643
C-WEU-FRA,WEU,urb,comm,glass,3.184437765
C-WEU-FRA,WEU,urb,comm,steel,43.9
C-WEU-FRA,WEU,urb,comm,wood,26
C-WEU-GBR,WEU,rur,comm,aluminum,0.514994536
C-WEU-GBR,WEU,rur,comm,brick,63.8
C-WEU-GBR,WEU,rur,comm,concrete,1117.237376668601
C-WEU-GBR,WEU,rur,comm,copper,0.193603643
C-WEU-GBR,WEU,rur,comm,glass,3.184437765
C-WEU-GBR,WEU,rur,comm,steel,43.9
C-WEU-GBR,WEU,rur,comm,wood,26
C-WEU-GBR,WEU,urb,comm,aluminum,0.514994536
C-WEU-GBR,WEU,urb,comm,brick,63.8
C-WEU-GBR,WEU,urb,comm,concrete,1117.237376668601
C-WEU-GBR,WEU,urb,comm,copper,0.193603643
C-WEU-GBR,WEU,urb,comm,glass,3.184437765
C-WEU-GBR,WEU,urb,comm,steel,43.9
C-WEU-GBR,WEU,urb,comm,wood,26
C-WEU-GRC,WEU,rur,comm,aluminum,0.514994536
C-WEU-GRC,WEU,rur,comm,brick,63.8
C-WEU-GRC,WEU,rur,comm,concrete,1117.237376668601
C-WEU-GRC,WEU,rur,comm,copper,0.193603643
C-WEU-GRC,WEU,rur,comm,glass,3.184437765
C-WEU-GRC,WEU,rur,comm,steel,43.9
C-WEU-GRC,WEU,rur,comm,wood,26
C-WEU-GRC,WEU,urb,comm,aluminum,0.514994536
C-WEU-GRC,WEU,urb,comm,brick,63.8
C-WEU-GRC,WEU,urb,comm,concrete,1117.237376668601
C-WEU-GRC,WEU,urb,comm,copper,0.193603643
C-WEU-GRC,WEU,urb,comm,glass,3.184437765
C-WEU-GRC,WEU,urb,comm,steel,43.9
C-WEU-GRC,WEU,urb,comm,wood,26
C-WEU-IRL,WEU,rur,comm,aluminum,0.514994536
C-WEU-IRL,WEU,rur,comm,brick,63.8
C-WEU-IRL,WEU,rur,comm,concrete,1117.237376668601
C-WEU-IRL,WEU,rur,comm,copper,0.193603643
C-WEU-IRL,WEU,rur,comm,glass,3.184437765
C-WEU-IRL,WEU,rur,comm,steel,43.9
C-WEU-IRL,WEU,rur,comm,wood,26
C-WEU-IRL,WEU,urb,comm,aluminum,0.514994536
C-WEU-IRL,WEU,urb,comm,brick,63.8
C-WEU-IRL,WEU,urb,comm,concrete,1117.237376668601
C-WEU-IRL,WEU,urb,comm,copper,0.193603643
C-WEU-IRL,WEU,urb,comm,glass,3.184437765
C-WEU-IRL,WEU,urb,comm,steel,43.9
C-WEU-IRL,WEU,urb,comm,wood,26
C-WEU-ISL,WEU,rur,comm,aluminum,0.49
C-WEU-ISL,WEU,rur,comm,brick,148.4681853888453
C-WEU-ISL,WEU,rur,comm,concrete,1051.353715
C-WEU-ISL,WEU,rur,comm,copper,0.182895495
C-WEU-ISL,WEU,rur,comm,glass,2.57
C-WEU-ISL,WEU,rur,comm,steel,43.9
C-WEU-ISL,WEU,rur,comm,wood,25.66551271338188
C-WEU-ISL,WEU,urb,comm,aluminum,0.49
C-WEU-ISL,WEU,urb,comm,brick,148.4681853888453
C-WEU-ISL,WEU,urb,comm,concrete,1051.353715
C-WEU-ISL,WEU,urb,comm,copper,0.182895495
C-WEU-ISL,WEU,urb,comm,glass,2.57
C-WEU-ISL,WEU,urb,comm,steel,43.9
C-WEU-ISL,WEU,urb,comm,wood,25.66551271338188
C-WEU-ITA,WEU,rur,comm,aluminum,0.514994536
C-WEU-ITA,WEU,rur,comm,brick,63.8
C-WEU-ITA,WEU,rur,comm,concrete,1117.237376668601
C-WEU-ITA,WEU,rur,comm,copper,0.193603643
C-WEU-ITA,WEU,rur,comm,glass,3.184437765
C-WEU-ITA,WEU,rur,comm,steel,43.9
C-WEU-ITA,WEU,rur,comm,wood,26
C-WEU-ITA,WEU,urb,comm,aluminum,0.514994536
C-WEU-ITA,WEU,urb,comm,brick,63.8
C-WEU-ITA,WEU,urb,comm,concrete,1117.237376668601
C-WEU-ITA,WEU,urb,comm,copper,0.193603643
C-WEU-ITA,WEU,urb,comm,glass,3.184437765
C-WEU-ITA,WEU,urb,comm,steel,43.9
C-WEU-ITA,WEU,urb,comm,wood,26
C-WEU-LUX,WEU,rur,comm,aluminum,0.514994536
C-WEU-LUX,WEU,rur,comm,brick,63.8
C-WEU-LUX,WEU,rur,comm,concrete,1117.237376668601
C-WEU-LUX,WEU,rur,comm,copper,0.193603643
C-WEU-LUX,WEU,rur,comm,glass,3.184437765
C-WEU-LUX,WEU,rur,comm,steel,43.9
C-WEU-LUX,WEU,rur,comm,wood,26
C-WEU-LUX,WEU,urb,comm,aluminum,0.514994536
C-WEU-LUX,WEU,urb,comm,brick,63.8
C-WEU-LUX,WEU,urb,comm,concrete,1117.237376668601
C-WEU-LUX,WEU,urb,comm,copper,0.193603643
C-WEU-LUX,WEU,urb,comm,glass,3.184437765
C-WEU-LUX,WEU,urb,comm,steel,43.9
C-WEU-LUX,WEU,urb,comm,wood,26
C-WEU-MLT,WEU,rur,comm,aluminum,0.49
C-WEU-MLT,WEU,rur,comm,brick,148.4681853888453
C-WEU-MLT,WEU,rur,comm,concrete,1062.432851856273
C-WEU-MLT,WEU,rur,comm,copper,0.182895495
C-WEU-MLT,WEU,rur,comm,glass,2.57
C-WEU-MLT,WEU,rur,comm,steel,47
C-WEU-MLT,WEU,rur,comm,wood,25.66551271338188
C-WEU-MLT,WEU,urb,comm,aluminum,0.49
C-WEU-MLT,WEU,urb,comm,brick,148.4681853888453
C-WEU-MLT,WEU,urb,comm,concrete,1062.432851856273
C-WEU-MLT,WEU,urb,comm,copper,0.182895495
C-WEU-MLT,WEU,urb,comm,glass,2.57
C-WEU-MLT,WEU,urb,comm,steel,47
C-WEU-MLT,WEU,urb,comm,wood,25.66551271338188
C-WEU-NLD,WEU,rur,comm,aluminum,0.514994536
C-WEU-NLD,WEU,rur,comm,brick,63.8
C-WEU-NLD,WEU,rur,comm,concrete,1117.237376668601
C-WEU-NLD,WEU,rur,comm,copper,0.193603643
C-WEU-NLD,WEU,rur,comm,glass,3.184437765
C-WEU-NLD,WEU,rur,comm,steel,43.9
C-WEU-NLD,WEU,rur,comm,wood,26
C-WEU-NLD,WEU,urb,comm,aluminum,0.514994536
C-WEU-NLD,WEU,urb,comm,brick,63.8
C-WEU-NLD,WEU,urb,comm,concrete,1117.237376668601
C-WEU-NLD,WEU,urb,comm,copper,0.193603643
C-WEU-NLD,WEU,urb,comm,glass,3.184437765
C-WEU-NLD,WEU,urb,comm,steel,43.9
C-WEU-NLD,WEU,urb,comm,wood,26
C-WEU-NOR,WEU,rur,comm,aluminum,0.49
C-WEU-NOR,WEU,rur,comm,brick,148.4681853888453
C-WEU-NOR,WEU,rur,comm,concrete,1051.353715
C-WEU-NOR,WEU,rur,comm,copper,0.182895495
C-WEU-NOR,WEU,rur,comm,glass,2.57
C-WEU-NOR,WEU,rur,comm,steel,43.9
C-WEU-NOR,WEU,rur,comm,wood,25.66551271338188
C-WEU-NOR,WEU,urb,comm,aluminum,0.49
C-WEU-NOR,WEU,urb,comm,brick,148.4681853888453
C-WEU-NOR,WEU,urb,comm,concrete,1051.353715
C-WEU-NOR,WEU,urb,comm,copper,0.182895495
C-WEU-NOR,WEU,urb,comm,glass,2.57
C-WEU-NOR,WEU,urb,comm,steel,43.9
C-WEU-NOR,WEU,urb,comm,wood,25.66551271338188
C-WEU-PRT,WEU,rur,comm,aluminum,0.514994536
C-WEU-PRT,WEU,rur,comm,brick,63.8
C-WEU-PRT,WEU,rur,comm,concrete,1117.237376668601
C-WEU-PRT,WEU,rur,comm,copper,0.193603643
C-WEU-PRT,WEU,rur,comm,glass,3.184437765
C-WEU-PRT,WEU,rur,comm,steel,43.9
C-WEU-PRT,WEU,rur,comm,wood,26
C-WEU-PRT,WEU,urb,comm,aluminum,0.514994536
C-WEU-PRT,WEU,urb,comm,brick,63.8
C-WEU-PRT,WEU,urb,comm,concrete,1117.237376668601
C-WEU-PRT,WEU,urb,comm,copper,0.193603643
C-WEU-PRT,WEU,urb,comm,glass,3.184437765
C-WEU-PRT,WEU,urb,comm,steel,43.9
C-WEU-PRT,WEU,urb,comm,wood,26
C-WEU-SWE,WEU,rur,comm,aluminum,0.514994536
C-WEU-SWE,WEU,rur,comm,brick,63.8
C-WEU-SWE,WEU,rur,comm,concrete,1117.237376668601
C-WEU-SWE,WEU,rur,comm,copper,0.193603643
C-WEU-SWE,WEU,rur,comm,glass,3.184437765
C-WEU-SWE,WEU,rur,comm,steel,43.9
C-WEU-SWE,WEU,rur,comm,wood,26
C-WEU-SWE,WEU,urb,comm,aluminum,0.514994536
C-WEU-SWE,WEU,urb,comm,brick,63.8
C-WEU-SWE,WEU,urb,comm,concrete,1117.237376668601
C-WEU-SWE,WEU,urb,comm,copper,0.193603643
C-WEU-SWE,WEU,urb,comm,glass,3.184437765
C-WEU-SWE,WEU,urb,comm,steel,43.9
C-WEU-SWE,WEU,urb,comm,wood,26
R32ANUZ,PAO,rur,comm,aluminum,0.49
R32ANUZ,PAO,rur,comm,brick,148.4681853888453
R32ANUZ,PAO,rur,comm,concrete,1070.520293428136
R32ANUZ,PAO,rur,comm,copper,0.182895495
R32ANUZ,PAO,rur,comm,glass,2.57
R32ANUZ,PAO,rur,comm,steel,47.155099775
R32ANUZ,PAO,rur,comm,wood,25.61503160168455
R32ANUZ,PAO,urb,comm,aluminum,0.49
R32ANUZ,PAO,urb,comm,brick,148.4681853888453
R32ANUZ,PAO,urb,comm,concrete,1070.520293428136
R32ANUZ,PAO,urb,comm,copper,0.182895495
R32ANUZ,PAO,urb,comm,glass,2.57
R32ANUZ,PAO,urb,comm,steel,47.155099775
R32ANUZ,PAO,urb,comm,wood,25.61503160168455
R32BRA,LAC,rur,comm,aluminum,0.49
R32BRA,LAC,rur,comm,brick,728.95
R32BRA,LAC,rur,comm,concrete,655.6291390728477
R32BRA,LAC,rur,comm,copper,0.182895495
R32BRA,LAC,rur,comm,glass,2
R32BRA,LAC,rur,comm,steel,26
R32BRA,LAC,rur,comm,wood,20.63083209
R32BRA,LAC,urb,comm,aluminum,0.49
R32BRA,LAC,urb,comm,brick,206.5
R32BRA,LAC,urb,comm,concrete,1088.71
R32BRA,LAC,urb,comm,copper,0.182895495
R32BRA,LAC,urb,comm,glass,2
R32BRA,LAC,urb,comm,steel,54.6812586
R32BRA,LAC,urb,comm,wood,19.29429824561403
R32CAN,NAM,rur,comm,aluminum,0.49
R32CAN,NAM,rur,comm,brick,148.4681853888453
R32CAN,NAM,rur,comm,concrete,1117.237376668601
R32CAN,NAM,rur,comm,copper,0.182895495
R32CAN,NAM,rur,comm,glass,2.57
R32CAN,NAM,rur,comm,steel,46
R32CAN,NAM,rur,comm,wood,25.66551271338188
R32CAN,NAM,urb,comm,aluminum,0.49
R32CAN,NAM,urb,comm,brick,148.4681853888453
R32CAN,NAM,urb,comm,concrete,1117.237376668601
R32CAN,NAM,urb,comm,copper,0.182895495
R32CAN,NAM,urb,comm,glass,2.57
R32CAN,NAM,urb,comm,steel,46
R32CAN,NAM,urb,comm,wood,25.66551271338188
R32CAS-CAU,FSU,rur,comm,aluminum,0.49
R32CAS-CAU,FSU,rur,comm,brick,206.5
R32CAS-CAU,FSU,rur,comm,concrete,1078.607735
R32CAS-CAU,FSU,rur,comm,copper,0.182895495
R32CAS-CAU,FSU,rur,comm,glass,2
R32CAS-CAU,FSU,rur,comm,steel,54.6812586
R32CAS-CAU,FSU,rur,comm,wood,19.29429824561403
R32CAS-CAU,FSU,urb,comm,aluminum,0.49
R32CAS-CAU,FSU,urb,comm,brick,206.5
R32CAS-CAU,FSU,urb,comm,concrete,1078.607735
R32CAS-CAU,FSU,urb,comm,copper,0.182895495
R32CAS-CAU,FSU,urb,comm,glass,2
R32CAS-CAU,FSU,urb,comm,steel,54.6812586
