region_gea,year,value
AFR,2015,1.491413943
AFR,2020,1.632728623
AFR,2025,1.820455122
AFR,2030,2.032968125828571
AFR,2035,2.298650972457143
AFR,2040,2.649872296642857
AFR,2045,3.1147840595142857
AFR,2050,3.729743108928572
AFR,2055,4.551479467885715
AFR,2060,5.6088229806
AFR,2065,6.981452827200001
AFR,2070,8.4974230791
AFR,2075,9.986251896
AFR,2080,11.270580183
AFR,2085,12.22642089
AFR,2090,12.830278896
AFR,2095,13.153521105
AFR,2100,13.30448121
CPA,2015,7.727321121
CPA,2020,10.68629811
CPA,2025,12.76410366
CPA,2030,13.58753240057143
CPA,2035,13.842159997142856
CPA,2040,13.883521972428571
CPA,2045,13.828302868285714
CPA,2050,13.719630321428571
CPA,2055,13.579243126857142
CPA,2060,13.417450605
CPA,2065,13.4528283
CPA,2070,13.474863801
CPA,2075,13.487342391
CPA,2080,13.493990385
CPA,2085,13.497306624
CPA,2090,13.498867926
CPA,2095,13.499551224
CPA,2100,13.49982972
EEU,2015,9.239115265
EEU,2020,11.600276
EEU,2025,13.58347428
EEU,2030,14.845429772
EEU,2035,15.7015119895
EEU,2040,16.248970214499998
EEU,2045,16.5929864985
EEU,2050,16.819850266
EEU,2055,16.9780639705
EEU,2060,17.0942734885
EEU,2065,17.176014002
EEU,2070,17.231273794
EEU,2075,17.2685971495
EEU,2080,17.2938341935
EEU,2085,17.310321150500002
EEU,2090,17.320886693
EEU,2095,17.327580613000002
EEU,2100,17.331746531
FSU,2015,8.531491402
FSU,2020,10.85142181
FSU,2025,12.96842591
FSU,2030,14.306281753285717
FSU,2035,15.078043745142857
FSU,2040,15.509409833428574
FSU,2045,15.732658297714286
FSU,2050,15.82316166785714
FSU,2055,15.83202351542857
FSU,2060,15.783339951
FSU,2065,15.934979547
FSU,2070,16.039403631
FSU,2075,16.104799332
FSU,2080,16.145830107000002
FSU,2085,16.170777288000004
FSU,2090,16.185237012
FSU,2095,16.192956069
FSU,2100,16.196758209000002
LAC,2015,5.810492149
LAC,2020,7.301534629
LAC,2025,8.897150282
LAC,2030,10.331625073285714
LAC,2035,11.633530061142858
LAC,2040,12.797054672000002
LAC,2045,13.773282062571427
LAC,2050,14.526081477142858
LAC,2055,15.050135497142858
LAC,2060,15.35056821
LAC,2065,15.709189347
LAC,2070,15.933489273
LAC,2075,16.065093771
LAC,2080,16.135483806
LAC,2085,16.170601149000003
LAC,2090,16.187139414
LAC,2095,16.194591144
LAC,2100,16.197809868
MEA,2015,4.536739397
MEA,2020,5.507712309
MEA,2025,6.640229645
MEA,2030,7.759560440314286
MEA,2035,8.794100382742858
MEA,2040,9.697565480142858
MEA,2045,10.428476944285714
MEA,2050,10.98932329857143
MEA,2055,11.425353728
MEA,2060,11.766134628
MEA,2065,12.216866058
MEA,2070,12.587033709
MEA,2075,12.878614548
MEA,2080,13.096950903
MEA,2085,13.250802411
MEA,2090,13.35232242
MEA,2095,13.415123826
MEA,2100,13.451914647
NAM,2015,24.32435242
NAM,2020,24.72930413
NAM,2025,24.86743564
NAM,2030,24.57141658328572
NAM,2035,24.24514889542857
NAM,2040,23.90495580457143
NAM,2045,23.557178652857143
NAM,2050,23.205156817142857
NAM,2055,22.851208173714287
NAM,2060,22.496223249
NAM,2065,22.497663861
NAM,2070,22.498546932
NAM,2075,22.499084772
NAM,2080,22.499440335
NAM,2085,22.499657649
NAM,2090,22.499791281
NAM,2095,22.499873883000003
NAM,2100,22.499924750999998
PAO,2015,17.36154065
PAO,2020,19.45323671
PAO,2025,21.30822737
PAO,2030,22.309900626857143
PAO,2035,22.78619930742857
PAO,2040,22.967058075285717
PAO,2045,22.992015222
PAO,2050,22.874614155714287
PAO,2055,22.668906989714287
PAO,2060,22.402670985
PAO,2065,22.452026463000003
PAO,2070,22.477703769
PAO,2075,22.489981866
PAO,2080,22.495656762
PAO,2085,22.498253181000003
PAO,2090,22.499349453
PAO,2095,22.499775909
PAO,2100,22.499928477
PAS,2015,2.866285427
PAS,2020,3.96285755
PAS,2025,5.216636644
PAS,2030,6.425874578914286
PAS,2035,7.637280176457143
PAS,2040,8.81190136147143
PAS,2045,9.813881512285713
PAS,2050,10.602665960714289
PAS,2055,11.203855469714284
PAS,2060,11.651009535
PAS,2065,12.155415156
PAS,2070,12.545005473
PAS,2075,12.830063499
PAS,2080,13.027707351
PAS,2085,13.162098096
PAS,2090,13.255649343
PAS,2095,13.323720222
PAS,2100,13.37522859
SAS,2015,2.487651676
SAS,2020,2.943360807
SAS,2025,3.570683403
SAS,2030,4.302408443442857
SAS,2035,5.183041965257143
SAS,2040,6.226610619428572
SAS,2045,7.3632367314
SAS,2050,8.505890241642858
SAS,2055,9.570730989714288
SAS,2060,10.485324891
SAS,2065,11.377585134
SAS,2070,12.079786275
SAS,2075,12.601451673
SAS,2080,12.967529328
SAS,2085,13.209103422
SAS,2090,13.35646395
SAS,2095,13.436785980000002
SAS,2100,13.475101617
WEU,2015,15.39084564
WEU,2020,16.76032288
WEU,2025,17.72682244
WEU,2030,18.3465472655
WEU,2035,18.802696501499998
WEU,2040,19.124860382
WEU,2045,19.333565064
WEU,2050,19.4672183075
WEU,2055,19.553548056
WEU,2060,19.605864332000003
WEU,2065,19.6341550435
WEU,2070,19.647707315999998
WEU,2075,19.653924742999997
WEU,2080,19.6568097705
WEU,2085,19.6580992715
WEU,2090,19.658660535
WEU,2095,19.658888913
WEU,2100,19.658975477
