region_gea,mat,arch,bld_age,parameter,year,value
MEA,perm,comm,p3,shape,2090,1.97
MEA,perm,comm,p3,shape,2100,1.97
MEA,perm,comm,p5,scale,2020,67.34
MEA,perm,comm,p5,scale,2025,67.34
MEA,perm,comm,p5,scale,2030,75.998
MEA,perm,comm,p5,scale,2035,84.656
MEA,perm,comm,p5,scale,2040,93.31400000000001
MEA,perm,comm,p5,scale,2045,101.97200000000001
MEA,perm,comm,p5,scale,2050,110.63
MEA,perm,comm,p5,scale,2055,119.288
MEA,perm,comm,p5,scale,2060,127.946
MEA,perm,comm,p5,scale,2070,127.946
MEA,perm,comm,p5,scale,2080,127.946
MEA,perm,comm,p5,scale,2090,127.946
MEA,perm,comm,p5,scale,2100,127.946
MEA,perm,comm,p5,shape,2020,1.97
MEA,perm,comm,p5,shape,2025,1.97
MEA,perm,comm,p5,shape,2030,1.97
MEA,perm,comm,p5,shape,2035,1.97
MEA,perm,comm,p5,shape,2040,1.97
MEA,perm,comm,p5,shape,2045,1.97
MEA,perm,comm,p5,shape,2050,1.97
MEA,perm,comm,p5,shape,2055,1.97
MEA,perm,comm,p5,shape,2060,1.97
MEA,perm,comm,p5,shape,2070,1.97
MEA,perm,comm,p5,shape,2080,1.97
MEA,perm,comm,p5,shape,2090,1.97
MEA,perm,comm,p5,shape,2100,1.97
NAM,perm,comm,p1,scale,2020,150
NAM,perm,comm,p1,scale,2025,150
NAM,perm,comm,p1,scale,2030,165
NAM,perm,comm,p1,scale,2035,180
NAM,perm,comm,p1,scale,2040,195
NAM,perm,comm,p1,scale,2045,210
NAM,perm,comm,p1,scale,2050,225
NAM,perm,comm,p1,scale,2055,225
NAM,perm,comm,p1,scale,2060,225
NAM,perm,comm,p1,scale,2070,225
NAM,perm,comm,p1,scale,2080,225
NAM,perm,comm,p1,scale,2090,225
NAM,perm,comm,p1,scale,2100,225
NAM,perm,comm,p1,shape,2020,4.16
NAM,perm,comm,p1,shape,2025,4.16
NAM,perm,comm,p1,shape,2030,4.16
NAM,perm,comm,p1,shape,2035,4.16
NAM,perm,comm,p1,shape,2040,4.16
NAM,perm,comm,p1,shape,2045,4.16
NAM,perm,comm,p1,shape,2050,4.16
NAM,perm,comm,p1,shape,2055,4.16
NAM,perm,comm,p1,shape,2060,4.16
NAM,perm,comm,p1,shape,2070,4.16
NAM,perm,comm,p1,shape,2080,4.16
NAM,perm,comm,p1,shape,2090,4.16
NAM,perm,comm,p1,shape,2100,4.16
NAM,perm,comm,p2,scale,2020,85.19
NAM,perm,comm,p2,scale,2025,85.19
NAM,perm,comm,p2,scale,2030,93.709
NAM,perm,comm,p2,scale,2035,102.228
NAM,perm,comm,p2,scale,2040,110.747
NAM,perm,comm,p2,scale,2045,119.26599999999999
NAM,perm,comm,p2,scale,2050,127.785
NAM,perm,comm,p2,scale,2055,127.785
NAM,perm,comm,p2,scale,2060,127.785
NAM,perm,comm,p2,scale,2070,127.785
NAM,perm,comm,p2,scale,2080,127.785
NAM,perm,comm,p2,scale,2090,127.785
NAM,perm,comm,p2,scale,2100,127.785
NAM,perm,comm,p2,shape,2020,4.16
NAM,perm,comm,p2,shape,2025,4.16
NAM,perm,comm,p2,shape,2030,4.16
NAM,perm,comm,p2,shape,2035,4.16
NAM,perm,comm,p2,shape,2040,4.16
NAM,perm,comm,p2,shape,2045,4.16
NAM,perm,comm,p2,shape,2050,4.16
NAM,perm,comm,p2,shape,2055,4.16
NAM,perm,comm,p2,shape,2060,4.16
NAM,perm,comm,p2,shape,2070,4.16
NAM,perm,comm,p2,shape,2080,4.16
NAM,perm,comm,p2,shape,2090,4.16
NAM,perm,comm,p2,shape,2100,4.16
NAM,perm,comm,p3,scale,2020,85.19
NAM,perm,comm,p3,scale,2025,85.19
NAM,perm,comm,p3,scale,2030,93.709
NAM,perm,comm,p3,scale,2035,102.228
NAM,perm,comm,p3,scale,2040,110.747
NAM,perm,comm,p3,scale,2045,119.26599999999999
NAM,perm,comm,p3,scale,2050,127.785
NAM,perm,comm,p3,scale,2055,127.785
NAM,perm,comm,p3,scale,2060,127.785
NAM,perm,comm,p3,scale,2070,127.785
NAM,perm,comm,p3,scale,2080,127.785
NAM,perm,comm,p3,scale,2090,127.785
NAM,perm,comm,p3,scale,2100,127.785
NAM,perm,comm,p3,shape,2020,4.16
NAM,perm,comm,p3,shape,2025,4.16
NAM,perm,comm,p3,shape,2030,4.16
NAM,perm,comm,p3,shape,2035,4.16
NAM,perm,comm,p3,shape,2040,4.16
NAM,perm,comm,p3,shape,2045,4.16
NAM,perm,comm,p3,shape,2050,4.16
NAM,perm,comm,p3,shape,2055,4.16
NAM,perm,comm,p3,shape,2060,4.16
NAM,perm,comm,p3,shape,2070,4.16
NAM,perm,comm,p3,shape,2080,4.16
NAM,perm,comm,p3,shape,2090,4.16
NAM,perm,comm,p3,shape,2100,4.16
NAM,perm,comm,p5,scale,2020,85.19
NAM,perm,comm,p5,scale,2025,85.19
NAM,perm,comm,p5,scale,2030,100.5242
NAM,perm,comm,p5,scale,2035,115.8584
NAM,perm,comm,p5,scale,2040,131.1926
NAM,perm,comm,p5,scale,2045,146.5268
NAM,perm,comm,p5,scale,2050,161.861
NAM,perm,comm,p5,scale,2055,161.861
NAM,perm,comm,p5,scale,2060,161.861
NAM,perm,comm,p5,scale,2070,161.861
NAM,perm,comm,p5,scale,2080,161.861
NAM,perm,comm,p5,scale,2090,161.861
NAM,perm,comm,p5,scale,2100,161.861
NAM,perm,comm,p5,shape,2020,4.16
NAM,perm,comm,p5,shape,2025,4.16
NAM,perm,comm,p5,shape,2030,4.16
NAM,perm,comm,p5,shape,2035,4.16
NAM,perm,comm,p5,shape,2040,4.16
NAM,perm,comm,p5,shape,2045,4.16
NAM,perm,comm,p5,shape,2050,4.16
NAM,perm,comm,p5,shape,2055,4.16
NAM,perm,comm,p5,shape,2060,4.16
NAM,perm,comm,p5,shape,2070,4.16
NAM,perm,comm,p5,shape,2080,4.16
NAM,perm,comm,p5,shape,2090,4.16
NAM,perm,comm,p5,shape,2100,4.16
PAO,perm,comm,p1,scale,2020,94
PAO,perm,comm,p1,scale,2025,94
PAO,perm,comm,p1,scale,2030,103.4
PAO,perm,comm,p1,scale,2035,112.8
PAO,perm,comm,p1,scale,2040,122.2
PAO,perm,comm,p1,scale,2045,131.6
PAO,perm,comm,p1,scale,2050,141
PAO,perm,comm,p1,scale,2055,141
PAO,perm,comm,p1,scale,2060,141
PAO,perm,comm,p1,scale,2070,141
PAO,perm,comm,p1,scale,2080,141
PAO,perm,comm,p1,scale,2090,141
PAO,perm,comm,p1,scale,2100,141
PAO,perm,comm,p1,shape,2020,1.97
PAO,perm,comm,p1,shape,2025,1.97
PAO,perm,comm,p1,shape,2030,1.97
PAO,perm,comm,p1,shape,2035,1.97
PAO,perm,comm,p1,shape,2040,1.97
PAO,perm,comm,p1,shape,2045,1.97
PAO,perm,comm,p1,shape,2050,1.97
PAO,perm,comm,p1,shape,2055,1.97
PAO,perm,comm,p1,shape,2060,1.97
PAO,perm,comm,p1,shape,2070,1.97
PAO,perm,comm,p1,shape,2080,1.97
PAO,perm,comm,p1,shape,2090,1.97
PAO,perm,comm,p1,shape,2100,1.97
PAO,perm,comm,p2,scale,2020,94
PAO,perm,comm,p2,scale,2025,94
PAO,perm,comm,p2,scale,2030,103.4
PAO,perm,comm,p2,scale,2035,112.8
PAO,perm,comm,p2,scale,2040,122.2
PAO,perm,comm,p2,scale,2045,131.6
PAO,perm,comm,p2,scale,2050,141
PAO,perm,comm,p2,scale,2055,141
PAO,perm,comm,p2,scale,2060,141
PAO,perm,comm,p2,scale,2070,141
PAO,perm,comm,p2,scale,2080,141
PAO,perm,comm,p2,scale,2090,141
PAO,perm,comm,p2,scale,2100,141
PAO,perm,comm,p2,shape,2020,1.97
PAO,perm,comm,p2,shape,2025,1.97
PAO,perm,comm,p2,shape,2030,1.97
PAO,perm,comm,p2,shape,2035,1.97
PAO,perm,comm,p2,shape,2040,1.97
PAO,perm,comm,p2,shape,2045,1.97
PAO,perm,comm,p2,shape,2050,1.97
PAO,perm,comm,p2,shape,2055,1.97
PAO,perm,comm,p2,shape,2060,1.97
PAO,perm,comm,p2,shape,2070,1.97
PAO,perm,comm,p2,shape,2080,1.97
PAO,perm,comm,p2,shape,2090,1.97
PAO,perm,comm,p2,shape,2100,1.97
PAO,perm,comm,p3,scale,2020,94
PAO,perm,comm,p3,scale,2025,94
PAO,perm,comm,p3,scale,2030,103.4
PAO,perm,comm,p3,scale,2035,112.8
PAO,perm,comm,p3,scale,2040,122.2
PAO,perm,comm,p3,scale,2045,131.6
PAO,perm,comm,p3,scale,2050,141
PAO,perm,comm,p3,scale,2055,141
PAO,perm,comm,p3,scale,2060,141
PAO,perm,comm,p3,scale,2070,141
PAO,perm,comm,p3,scale,2080,141
PAO,perm,comm,p3,scale,2090,141
PAO,perm,comm,p3,scale,2100,141
PAO,perm,comm,p3,shape,2020,1.97
PAO,perm,comm,p3,shape,2025,1.97
PAO,perm,comm,p3,shape,2030,1.97
PAO,perm,comm,p3,shape,2035,1.97
PAO,perm,comm,p3,shape,2040,1.97
PAO,perm,comm,p3,shape,2045,1.97
PAO,perm,comm,p3,shape,2050,1.97
PAO,perm,comm,p3,shape,2055,1.97
PAO,perm,comm,p3,shape,2060,1.97
PAO,perm,comm,p3,shape,2070,1.97
PAO,perm,comm,p3,shape,2080,1.97
PAO,perm,comm,p3,shape,2090,1.97
PAO,perm,comm,p3,shape,2100,1.97
PAO,perm,comm,p5,scale,2020,94
PAO,perm,comm,p5,scale,2025,94
PAO,perm,comm,p5,scale,2030,110.91999999999999
PAO,perm,comm,p5,scale,2035,127.84
PAO,perm,comm,p5,scale,2040,144.76
PAO,perm,comm,p5,scale,2045,161.68
PAO,perm,comm,p5,scale,2050,178.6
PAO,perm,comm,p5,scale,2055,178.6
PAO,perm,comm,p5,scale,2060,178.6
PAO,perm,comm,p5,scale,2070,178.6
PAO,perm,comm,p5,scale,2080,178.6
PAO,perm,comm,p5,scale,2090,178.6
PAO,perm,comm,p5,scale,2100,178.6
PAO,perm,comm,p5,shape,2020,1.97
PAO,perm,comm,p5,shape,2025,1.97
PAO,perm,comm,p5,shape,2030,1.97
PAO,perm,comm,p5,shape,2035,1.97
PAO,perm,comm,p5,shape,2040,1.97
PAO,perm,comm,p5,shape,2045,1.97
PAO,perm,comm,p5,shape,2050,1.97
PAO,perm,comm,p5,shape,2055,1.97
PAO,perm,comm,p5,shape,2060,1.97
PAO,perm,comm,p5,shape,2070,1.97
PAO,perm,comm,p5,shape,2080,1.97
PAO,perm,comm,p5,shape,2090,1.97
PAO,perm,comm,p5,shape,2100,1.97
PAS,perm,comm,p1,scale,2020,43.95
PAS,perm,comm,p1,scale,2025,43.95
PAS,perm,comm,p1,scale,2030,47.089285714285715
PAS,perm,comm,p1,scale,2035,50.22857142857143
PAS,perm,comm,p1,scale,2040,53.36785714285714
PAS,perm,comm,p1,scale,2045,56.50714285714285
PAS,perm,comm,p1,scale,2050,59.64642857142858
PAS,perm,comm,p1,scale,2055,62.78571428571429
PAS,perm,comm,p1,scale,2060,65.92500000000001
PAS,perm,comm,p1,scale,2070,65.92500000000001
PAS,perm,comm,p1,scale,2080,65.92500000000001
PAS,perm,comm,p1,scale,2090,65.92500000000001
PAS,perm,comm,p1,scale,2100,65.92500000000001
PAS,perm,comm,p1,shape,2020,1.9
PAS,perm,comm,p1,shape,2025,1.9
PAS,perm,comm,p1,shape,2030,1.9
PAS,perm,comm,p1,shape,2035,1.9
PAS,perm,comm,p1,shape,2040,1.9
PAS,perm,comm,p1,shape,2045,1.9
PAS,perm,comm,p1,shape,2050,1.9
PAS,perm,comm,p1,shape,2055,1.9
PAS,perm,comm,p1,shape,2060,1.9
PAS,perm,comm,p1,shape,2070,1.9
PAS,perm,comm,p1,shape,2080,1.9
PAS,perm,comm,p1,shape,2090,1.9
PAS,perm,comm,p1,shape,2100,1.9
PAS,perm,comm,p2,scale,2020,43.95
PAS,perm,comm,p2,scale,2025,43.95
PAS,perm,comm,p2,scale,2030,47.089285714285715
PAS,perm,comm,p2,scale,2035,50.22857142857143
PAS,perm,comm,p2,scale,2040,53.36785714285714
PAS,perm,comm,p2,scale,2045,56.50714285714285
PAS,perm,comm,p2,scale,2050,59.64642857142858
PAS,perm,comm,p2,scale,2055,62.78571428571429
PAS,perm,comm,p2,scale,2060,65.92500000000001
PAS,perm,comm,p2,scale,2070,65.92500000000001
PAS,perm,comm,p2,scale,2080,65.92500000000001
PAS,perm,comm,p2,scale,2090,65.92500000000001
PAS,perm,comm,p2,scale,2100,65.92500000000001
PAS,perm,comm,p2,shape,2020,1.9
PAS,perm,comm,p2,shape,2025,1.9
PAS,perm,comm,p2,shape,2030,1.9
PAS,perm,comm,p2,shape,2035,1.9
PAS,perm,comm,p2,shape,2040,1.9
PAS,perm,comm,p2,shape,2045,1.9
PAS,perm,comm,p2,shape,2050,1.9
PAS,perm,comm,p2,shape,2055,1.9
PAS,perm,comm,p2,shape,2060,1.9
PAS,perm,comm,p2,shape,2070,1.9
PAS,perm,comm,p2,shape,2080,1.9
PAS,perm,comm,p2,shape,2090,1.9
PAS,perm,comm,p2,shape,2100,1.9
PAS,perm,comm,p3,scale,2020,43.95
PAS,perm,comm,p3,scale,2025,43.95
PAS,perm,comm,p3,scale,2030,47.089285714285715
PAS,perm,comm,p3,scale,2035,50.22857142857143
PAS,perm,comm,p3,scale,2040,53.36785714285714
PAS,perm,comm,p3,scale,2045,56.50714285714285
PAS,perm,comm,p3,scale,2050,59.64642857142858
PAS,perm,comm,p3,scale,2055,62.78571428571429
PAS,perm,comm,p3,scale,2060,65.92500000000001
PAS,perm,comm,p3,scale,2070,65.92500000000001
PAS,perm,comm,p3,scale,2080,65.92500000000001
PAS,perm,comm,p3,scale,2090,65.92500000000001
PAS,perm,comm,p3,scale,2100,65.92500000000001
PAS,perm,comm,p3,shape,2020,1.9
PAS,perm,comm,p3,shape,2025,1.9
PAS,perm,comm,p3,shape,2030,1.9
PAS,perm,comm,p3,shape,2035,1.9
PAS,perm,comm,p3,shape,2040,1.9
PAS,perm,comm,p3,shape,2045,1.9
PAS,perm,comm,p3,shape,2050,1.9
PAS,perm,comm,p3,shape,2055,1.9
PAS,perm,comm,p3,shape,2060,1.9
PAS,perm,comm,p3,shape,2070,1.9
PAS,perm,comm,p3,shape,2080,1.9
PAS,perm,comm,p3,shape,2090,1.9
PAS,perm,comm,p3,shape,2100,1.9
PAS,perm,comm,p5,scale,2020,43.95
PAS,perm,comm,p5,scale,2025,43.95
PAS,perm,comm,p5,scale,2030,49.60071428571429
PAS,perm,comm,p5,scale,2035,55.251428571428576
PAS,perm,comm,p5,scale,2040,60.90214285714286
PAS,perm,comm,p5,scale,2045,66.55285714285715
PAS,perm,comm,p5,scale,2050,72.20357142857144
PAS,perm,comm,p5,scale,2055,77.85428571428572
PAS,perm,comm,p5,scale,2060,83.505
PAS,perm,comm,p5,scale,2070,83.505
PAS,perm,comm,p5,scale,2080,83.505
PAS,perm,comm,p5,scale,2090,83.505
PAS,perm,comm,p5,scale,2100,83.505
PAS,perm,comm,p5,shape,2020,1.9
PAS,perm,comm,p5,shape,2025,1.9
PAS,perm,comm,p5,shape,2030,1.9
PAS,perm,comm,p5,shape,2035,1.9
PAS,perm,comm,p5,shape,2040,1.9
PAS,perm,comm,p5,shape,2045,1.9
PAS,perm,comm,p5,shape,2050,1.9
PAS,perm,comm,p5,shape,2055,1.9
PAS,perm,comm,p5,shape,2060,1.9
PAS,perm,comm,p5,shape,2070,1.9
PAS,perm,comm,p5,shape,2080,1.9
PAS,perm,comm,p5,shape,2090,1.9
PAS,perm,comm,p5,shape,2100,1.9
SAS,perm,comm,p1,scale,2020,67.34
SAS,perm,comm,p1,scale,2025,67.34
SAS,perm,comm,p1,scale,2030,72.15
SAS,perm,comm,p1,scale,2035,76.96
SAS,perm,comm,p1,scale,2040,81.77
SAS,perm,comm,p1,scale,2045,86.58
SAS,perm,comm,p1,scale,2050,91.39000000000001
SAS,perm,comm,p1,scale,2055,96.2
SAS,perm,comm,p1,scale,2060,101.01
SAS,perm,comm,p1,scale,2070,101.01
SAS,perm,comm,p1,scale,2080,101.01
SAS,perm,comm,p1,scale,2090,101.01
SAS,perm,comm,p1,scale,2100,101.01
SAS,perm,comm,p1,shape,2020,1.97
SAS,perm,comm,p1,shape,2025,1.97
SAS,perm,comm,p1,shape,2030,1.97
SAS,perm,comm,p1,shape,2035,1.97
SAS,perm,comm,p1,shape,2040,1.97
SAS,perm,comm,p1,shape,2045,1.97
SAS,perm,comm,p1,shape,2050,1.97
SAS,perm,comm,p1,shape,2055,1.97
SAS,perm,comm,p1,shape,2060,1.97
SAS,perm,comm,p1,shape,2070,1.97
SAS,perm,comm,p1,shape,2080,1.97
SAS,perm,comm,p1,shape,2090,1.97
SAS,perm,comm,p1,shape,2100,1.97
SAS,perm,comm,p2,scale,2020,67.34
SAS,perm,comm,p2,scale,2025,67.34
SAS,perm,comm,p2,scale,2030,72.15
SAS,perm,comm,p2,scale,2035,76.96
SAS,perm,comm,p2,scale,2040,81.77
SAS,perm,comm,p2,scale,2045,86.58
SAS,perm,comm,p2,scale,2050,91.39000000000001
SAS,perm,comm,p2,scale,2055,96.2
SAS,perm,comm,p2,scale,2060,101.01
SAS,perm,comm,p2,scale,2070,101.01
SAS,perm,comm,p2,scale,2080,101.01
SAS,perm,comm,p2,scale,2090,101.01
SAS,perm,comm,p2,scale,2100,101.01
SAS,perm,comm,p2,shape,2020,1.97
SAS,perm,comm,p2,shape,2025,1.97
SAS,perm,comm,p2,shape,2030,1.97
SAS,perm,comm,p2,shape,2035,1.97
SAS,perm,comm,p2,shape,2040,1.97
SAS,perm,comm,p2,shape,2045,1.97
SAS,perm,comm,p2,shape,2050,1.97
SAS,perm,comm,p2,shape,2055,1.97
SAS,perm,comm,p2,shape,2060,1.97
SAS,perm,comm,p2,shape,2070,1.97
SAS,perm,comm,p2,shape,2080,1.97
SAS,perm,comm,p2,shape,2090,1.97
SAS,perm,comm,p2,shape,2100,1.97
SAS,perm,comm,p3,scale,2020,67.34
SAS,perm,comm,p3,scale,2025,67.34
SAS,perm,comm,p3,scale,2030,72.15
SAS,perm,comm,p3,scale,2035,76.96
SAS,perm,comm,p3,scale,2040,81.77
SAS,perm,comm,p3,scale,2045,86.58
SAS,perm,comm,p3,scale,2050,91.39000000000001
SAS,perm,comm,p3,scale,2055,96.2
SAS,perm,comm,p3,scale,2060,101.01
SAS,perm,comm,p3,scale,2070,101.01
SAS,perm,comm,p3,scale,2080,101.01
SAS,perm,comm,p3,scale,2090,101.01
SAS,perm,comm,p3,scale,2100,101.01
SAS,perm,comm,p3,shape,2020,1.97
SAS,perm,comm,p3,shape,2025,1.97
SAS,perm,comm,p3,shape,2030,1.97
SAS,perm,comm,p3,shape,2035,1.97
SAS,perm,comm,p3,shape,2040,1.97
SAS,perm,comm,p3,shape,2045,1.97
SAS,perm,comm,p3,shape,2050,1.97
SAS,perm,comm,p3,shape,2055,1.97
SAS,perm,comm,p3,shape,2060,1.97
SAS,perm,comm,p3,shape,2070,1.97
SAS,perm,comm,p3,shape,2080,1.97
SAS,perm,comm,p3,shape,2090,1.97
SAS,perm,comm,p3,shape,2100,1.97
SAS,perm,comm,p5,scale,2020,67.34
SAS,perm,comm,p5,scale,2025,67.34
SAS,perm,comm,p5,scale,2030,75.998
SAS,perm,comm,p5,scale,2035,84.656
SAS,perm,comm,p5,scale,2040,93.31400000000001
SAS,perm,comm,p5,scale,2045,101.97200000000001
SAS,perm,comm,p5,scale,2050,110.63
SAS,perm,comm,p5,scale,2055,119.288
SAS,perm,comm,p5,scale,2060,127.946
SAS,perm,comm,p5,scale,2070,127.946
SAS,perm,comm,p5,scale,2080,127.946
SAS,perm,comm,p5,scale,2090,127.946
SAS,perm,comm,p5,scale,2100,127.946
SAS,perm,comm,p5,shape,2020,1.97
SAS,perm,comm,p5,shape,2025,1.97
SAS,perm,comm,p5,shape,2030,1.97
SAS,perm,comm,p5,shape,2035,1.97
SAS,perm,comm,p5,shape,2040,1.97
SAS,perm,comm,p5,shape,2045,1.97
SAS,perm,comm,p5,shape,2050,1.97
SAS,perm,comm,p5,shape,2055,1.97
SAS,perm,comm,p5,shape,2060,1.97
SAS,perm,comm,p5,shape,2070,1.97
SAS,perm,comm,p5,shape,2080,1.97
SAS,perm,comm,p5,shape,2090,1.97
SAS,perm,comm,p5,shape,2100,1.97
WEU,perm,comm,p1,scale,2020,150
WEU,perm,comm,p1,scale,2025,150
WEU,perm,comm,p1,scale,2030,165
WEU,perm,comm,p1,scale,2035,180
WEU,perm,comm,p1,scale,2040,195
WEU,perm,comm,p1,scale,2045,210
WEU,perm,comm,p1,scale,2050,225
WEU,perm,comm,p1,scale,2055,225
WEU,perm,comm,p1,scale,2060,225
WEU,perm,comm,p1,scale,2070,225
WEU,perm,comm,p1,scale,2080,225
WEU,perm,comm,p1,scale,2090,225
WEU,perm,comm,p1,scale,2100,225
WEU,perm,comm,p1,shape,2020,2.95
WEU,perm,comm,p1,shape,2025,2.95
WEU,perm,comm,p1,shape,2030,2.95
WEU,perm,comm,p1,shape,2035,2.95
WEU,perm,comm,p1,shape,2040,2.95
WEU,perm,comm,p1,shape,2045,2.95
WEU,perm,comm,p1,shape,2050,2.95
WEU,perm,comm,p1,shape,2055,2.95
WEU,perm,comm,p1,shape,2060,2.95
WEU,perm,comm,p1,shape,2070,2.95
WEU,perm,comm,p1,shape,2080,2.95
WEU,perm,comm,p1,shape,2090,2.95
WEU,perm,comm,p1,shape,2100,2.95
WEU,perm,comm,p2,scale,2020,70.82
WEU,perm,comm,p2,scale,2025,70.82
WEU,perm,comm,p2,scale,2030,77.902
WEU,perm,comm,p2,scale,2035,84.984
WEU,perm,comm,p2,scale,2040,92.06599999999999
WEU,perm,comm,p2,scale,2045,99.14799999999998
WEU,perm,comm,p2,scale,2050,106.22999999999999
WEU,perm,comm,p2,scale,2055,106.22999999999999
WEU,perm,comm,p2,scale,2060,106.22999999999999
WEU,perm,comm,p2,scale,2070,106.22999999999999
WEU,perm,comm,p2,scale,2080,106.22999999999999
WEU,perm,comm,p2,scale,2090,106.22999999999999
WEU,perm,comm,p2,scale,2100,106.22999999999999
WEU,perm,comm,p2,shape,2020,2.95
WEU,perm,comm,p2,shape,2025,2.95
WEU,perm,comm,p2,shape,2030,2.95
WEU,perm,comm,p2,shape,2035,2.95
WEU,perm,comm,p2,shape,2040,2.95
WEU,perm,comm,p2,shape,2045,2.95
WEU,perm,comm,p2,shape,2050,2.95
WEU,perm,comm,p2,shape,2055,2.95
WEU,perm,comm,p2,shape,2060,2.95
WEU,perm,comm,p2,shape,2070,2.95
WEU,perm,comm,p2,shape,2080,2.95
WEU,perm,comm,p2,shape,2090,2.95
WEU,perm,comm,p2,shape,2100,2.95
WEU,perm,comm,p3,scale,2020,70.82
WEU,perm,comm,p3,scale,2025,70.82
WEU,perm,comm,p3,scale,2030,77.902
WEU,perm,comm,p3,scale,2035,84.984
WEU,perm,comm,p3,scale,2040,92.06599999999999
WEU,perm,comm,p3,scale,2045,99.14799999999998
WEU,perm,comm,p3,scale,2050,106.22999999999999
WEU,perm,comm,p3,scale,2055,106.22999999999999
WEU,perm,comm,p3,scale,2060,106.22999999999999
WEU,perm,comm,p3,scale,2070,106.22999999999999
WEU,perm,comm,p3,scale,2080,106.22999999999999
WEU,perm,comm,p3,scale,2090,106.22999999999999
WEU,perm,comm,p3,scale,2100,106.22999999999999
WEU,perm,comm,p3,shape,2020,2.95
WEU,perm,comm,p3,shape,2025,2.95
WEU,perm,comm,p3,shape,2030,2.95
WEU,perm,comm,p3,shape,2035,2.95
WEU,perm,comm,p3,shape,2040,2.95
WEU,perm,comm,p3,shape,2045,2.95
WEU,perm,comm,p3,shape,2050,2.95
WEU,perm,comm,p3,shape,2055,2.95
WEU,perm,comm,p3,shape,2060,2.95
WEU,perm,comm,p3,shape,2070,2.95
WEU,perm,comm,p3,shape,2080,2.95
WEU,perm,comm,p3,shape,2090,2.95
WEU,perm,comm,p3,shape,2100,2.95
WEU,perm,comm,p5,scale,2020,70.82
WEU,perm,comm,p5,scale,2025,70.82
WEU,perm,comm,p5,scale,2030,83.56759999999998
WEU,perm,comm,p5,scale,2035,96.3152
WEU,perm,comm,p5,scale,2040,109.0628
WEU,perm,comm,p5,scale,2045,121.8104
WEU,perm,comm,p5,scale,2050,134.558
WEU,perm,comm,p5,scale,2055,134.558
WEU,perm,comm,p5,scale,2060,134.558
WEU,perm,comm,p5,scale,2070,134.558
WEU,perm,comm,p5,scale,2080,134.558
WEU,perm,comm,p5,scale,2090,134.558
WEU,perm,comm,p5,scale,2100,134.558
WEU,perm,comm,p5,shape,2020,2.95
WEU,perm,comm,p5,shape,2025,2.95
WEU,perm,comm,p5,shape,2030,2.95
WEU,perm,comm,p5,shape,2035,2.95
WEU,perm,comm,p5,shape,2040,2.95
WEU,perm,comm,p5,shape,2045,2.95
WEU,perm,comm,p5,shape,2050,2.95
WEU,perm,comm,p5,shape,2055,2.95
WEU,perm,comm,p5,shape,2060,2.95
WEU,perm,comm,p5,shape,2070,2.95
WEU,perm,comm,p5,shape,2080,2.95
WEU,perm,comm,p5,shape,2090,2.95
WEU,perm,comm,p5,shape,2100,2.95
