region_gea,mat,arch,bld_age,parameter,year,value
FSU,perm,comm,p1,shape,2045,2.5
FSU,perm,comm,p1,shape,2050,2.5
FSU,perm,comm,p1,shape,2055,2.5
FSU,perm,comm,p1,shape,2060,2.5
FSU,perm,comm,p1,shape,2070,2.5
FSU,perm,comm,p1,shape,2080,2.5
FSU,perm,comm,p1,shape,2090,2.5
FSU,perm,comm,p1,shape,2100,2.5
FSU,perm,comm,p2,scale,2020,53.6
FSU,perm,comm,p2,scale,2025,53.6
FSU,perm,comm,p2,scale,2030,56.28
FSU,perm,comm,p2,scale,2035,58.96000000000001
FSU,perm,comm,p2,scale,2040,61.63999999999999
FSU,perm,comm,p2,scale,2045,64.32
FSU,perm,comm,p2,scale,2050,67
FSU,perm,comm,p2,scale,2055,67
FSU,perm,comm,p2,scale,2060,67
FSU,perm,comm,p2,scale,2070,67
FSU,perm,comm,p2,scale,2080,67
FSU,perm,comm,p2,scale,2090,67
FSU,perm,comm,p2,scale,2100,67
FSU,perm,comm,p2,shape,2020,2.5
FSU,perm,comm,p2,shape,2025,2.5
FSU,perm,comm,p2,shape,2030,2.5
FSU,perm,comm,p2,shape,2035,2.5
FSU,perm,comm,p2,shape,2040,2.5
FSU,perm,comm,p2,shape,2045,2.5
FSU,perm,comm,p2,shape,2050,2.5
FSU,perm,comm,p2,shape,2055,2.5
FSU,perm,comm,p2,shape,2060,2.5
FSU,perm,comm,p2,shape,2070,2.5
FSU,perm,comm,p2,shape,2080,2.5
FSU,perm,comm,p2,shape,2090,2.5
FSU,perm,comm,p2,shape,2100,2.5
FSU,perm,comm,p3,scale,2020,53.6
FSU,perm,comm,p3,scale,2025,53.6
FSU,perm,comm,p3,scale,2030,56.28
FSU,perm,comm,p3,scale,2035,58.96000000000001
FSU,perm,comm,p3,scale,2040,61.63999999999999
FSU,perm,comm,p3,scale,2045,64.32
FSU,perm,comm,p3,scale,2050,67
FSU,perm,comm,p3,scale,2055,67
FSU,perm,comm,p3,scale,2060,67
FSU,perm,comm,p3,scale,2070,67
FSU,perm,comm,p3,scale,2080,67
FSU,perm,comm,p3,scale,2090,67
FSU,perm,comm,p3,scale,2100,67
FSU,perm,comm,p3,shape,2020,2.5
FSU,perm,comm,p3,shape,2025,2.5
FSU,perm,comm,p3,shape,2030,2.5
FSU,perm,comm,p3,shape,2035,2.5
FSU,perm,comm,p3,shape,2040,2.5
FSU,perm,comm,p3,shape,2045,2.5
FSU,perm,comm,p3,shape,2050,2.5
FSU,perm,comm,p3,shape,2055,2.5
FSU,perm,comm,p3,shape,2060,2.5
FSU,perm,comm,p3,shape,2070,2.5
FSU,perm,comm,p3,shape,2080,2.5
FSU,perm,comm,p3,shape,2090,2.5
FSU,perm,comm,p3,shape,2100,2.5
FSU,perm,comm,p5,scale,2020,53.6
FSU,perm,comm,p5,scale,2025,53.6
FSU,perm,comm,p5,scale,2030,58.42400000000001
FSU,perm,comm,p5,scale,2035,63.248
FSU,perm,comm,p5,scale,2040,68.072
FSU,perm,comm,p5,scale,2045,72.896
FSU,perm,comm,p5,scale,2050,77.72
FSU,perm,comm,p5,scale,2055,77.72
FSU,perm,comm,p5,scale,2060,77.72
FSU,perm,comm,p5,scale,2070,77.72
FSU,perm,comm,p5,scale,2080,77.72
FSU,perm,comm,p5,scale,2090,77.72
FSU,perm,comm,p5,scale,2100,77.72
FSU,perm,comm,p5,shape,2020,2.5
FSU,perm,comm,p5,shape,2025,2.5
FSU,perm,comm,p5,shape,2030,2.5
FSU,perm,comm,p5,shape,2035,2.5
FSU,perm,comm,p5,shape,2040,2.5
FSU,perm,comm,p5,shape,2045,2.5
FSU,perm,comm,p5,shape,2050,2.5
FSU,perm,comm,p5,shape,2055,2.5
FSU,perm,comm,p5,shape,2060,2.5
FSU,perm,comm,p5,shape,2070,2.5
FSU,perm,comm,p5,shape,2080,2.5
FSU,perm,comm,p5,shape,2090,2.5
FSU,perm,comm,p5,shape,2100,2.5
LAC,perm,comm,p1,scale,2020,68.24
LAC,perm,comm,p1,scale,2025,68.24
LAC,perm,comm,p1,scale,2030,70.67714285714285
LAC,perm,comm,p1,scale,2035,73.1142857142857
LAC,perm,comm,p1,scale,2040,75.55142857142857
LAC,perm,comm,p1,scale,2045,77.98857142857142
LAC,perm,comm,p1,scale,2050,80.42571428571428
LAC,perm,comm,p1,scale,2055,82.86285714285712
LAC,perm,comm,p1,scale,2060,85.3
LAC,perm,comm,p1,scale,2070,85.3
LAC,perm,comm,p1,scale,2080,85.3
LAC,perm,comm,p1,scale,2090,85.3
LAC,perm,comm,p1,scale,2100,85.3
LAC,perm,comm,p1,shape,2020,1.97
LAC,perm,comm,p1,shape,2025,1.97
LAC,perm,comm,p1,shape,2030,1.97
LAC,perm,comm,p1,shape,2035,1.97
LAC,perm,comm,p1,shape,2040,1.97
LAC,perm,comm,p1,shape,2045,1.97
LAC,perm,comm,p1,shape,2050,1.97
LAC,perm,comm,p1,shape,2055,1.97
LAC,perm,comm,p1,shape,2060,1.97
LAC,perm,comm,p1,shape,2070,1.97
LAC,perm,comm,p1,shape,2080,1.97
LAC,perm,comm,p1,shape,2090,1.97
LAC,perm,comm,p1,shape,2100,1.97
LAC,perm,comm,p2,scale,2020,68.24
LAC,perm,comm,p2,scale,2025,68.24
LAC,perm,comm,p2,scale,2030,70.67714285714285
LAC,perm,comm,p2,scale,2035,73.1142857142857
LAC,perm,comm,p2,scale,2040,75.55142857142857
LAC,perm,comm,p2,scale,2045,77.98857142857142
LAC,perm,comm,p2,scale,2050,80.42571428571428
LAC,perm,comm,p2,scale,2055,82.86285714285712
LAC,perm,comm,p2,scale,2060,85.3
LAC,perm,comm,p2,scale,2070,85.3
LAC,perm,comm,p2,scale,2080,85.3
LAC,perm,comm,p2,scale,2090,85.3
LAC,perm,comm,p2,scale,2100,85.3
LAC,perm,comm,p2,shape,2020,1.97
LAC,perm,comm,p2,shape,2025,1.97
LAC,perm,comm,p2,shape,2030,1.97
LAC,perm,comm,p2,shape,2035,1.97
LAC,perm,comm,p2,shape,2040,1.97
LAC,perm,comm,p2,shape,2045,1.97
LAC,perm,comm,p2,shape,2050,1.97
LAC,perm,comm,p2,shape,2055,1.97
LAC,perm,comm,p2,shape,2060,1.97
LAC,perm,comm,p2,shape,2070,1.97
LAC,perm,comm,p2,shape,2080,1.97
LAC,perm,comm,p2,shape,2090,1.97
LAC,perm,comm,p2,shape,2100,1.97
LAC,perm,comm,p3,scale,2020,68.24
LAC,perm,comm,p3,scale,2025,68.24
LAC,perm,comm,p3,scale,2030,70.67714285714285
LAC,perm,comm,p3,scale,2035,73.1142857142857
LAC,perm,comm,p3,scale,2040,75.55142857142857
LAC,perm,comm,p3,scale,2045,77.98857142857142
LAC,perm,comm,p3,scale,2050,80.42571428571428
LAC,perm,comm,p3,scale,2055,82.86285714285712
LAC,perm,comm,p3,scale,2060,85.3
LAC,perm,comm,p3,scale,2070,85.3
LAC,perm,comm,p3,scale,2080,85.3
LAC,perm,comm,p3,scale,2090,85.3
LAC,perm,comm,p3,scale,2100,85.3
LAC,perm,comm,p3,shape,2020,1.97
LAC,perm,comm,p3,shape,2025,1.97
LAC,perm,comm,p3,shape,2030,1.97
LAC,perm,comm,p3,shape,2035,1.97
LAC,perm,comm,p3,shape,2040,1.97
LAC,perm,comm,p3,shape,2045,1.97
LAC,perm,comm,p3,shape,2050,1.97
LAC,perm,comm,p3,shape,2055,1.97
LAC,perm,comm,p3,shape,2060,1.97
LAC,perm,comm,p3,shape,2070,1.97
LAC,perm,comm,p3,shape,2080,1.97
LAC,perm,comm,p3,shape,2090,1.97
LAC,perm,comm,p3,shape,2100,1.97
LAC,perm,comm,p5,scale,2020,68.24
LAC,perm,comm,p5,scale,2025,68.24
LAC,perm,comm,p5,scale,2030,72.62685714285713
LAC,perm,comm,p5,scale,2035,77.01371428571427
LAC,perm,comm,p5,scale,2040,81.40057142857142
LAC,perm,comm,p5,scale,2045,85.78742857142856
LAC,perm,comm,p5,scale,2050,90.1742857142857
LAC,perm,comm,p5,scale,2055,94.56114285714284
LAC,perm,comm,p5,scale,2060,98.948
LAC,perm,comm,p5,scale,2070,98.948
LAC,perm,comm,p5,scale,2080,98.948
LAC,perm,comm,p5,scale,2090,98.948
LAC,perm,comm,p5,scale,2100,98.948
LAC,perm,comm,p5,shape,2020,1.97
LAC,perm,comm,p5,shape,2025,1.97
LAC,perm,comm,p5,shape,2030,1.97
LAC,perm,comm,p5,shape,2035,1.97
LAC,perm,comm,p5,shape,2040,1.97
LAC,perm,comm,p5,shape,2045,1.97
LAC,perm,comm,p5,shape,2050,1.97
LAC,perm,comm,p5,shape,2055,1.97
LAC,perm,comm,p5,shape,2060,1.97
LAC,perm,comm,p5,shape,2070,1.97
LAC,perm,comm,p5,shape,2080,1.97
LAC,perm,comm,p5,shape,2090,1.97
LAC,perm,comm,p5,shape,2100,1.97
MEA,perm,comm,p1,scale,2020,67.34
MEA,perm,comm,p1,scale,2025,67.34
MEA,perm,comm,p1,scale,2030,69.745
MEA,perm,comm,p1,scale,2035,72.15
MEA,perm,comm,p1,scale,2040,74.555
MEA,perm,comm,p1,scale,2045,76.96
MEA,perm,comm,p1,scale,2050,79.36500000000001
MEA,perm,comm,p1,scale,2055,81.77
MEA,perm,comm,p1,scale,2060,84.17500000000001
MEA,perm,comm,p1,scale,2070,84.17500000000001
MEA,perm,comm,p1,scale,2080,84.17500000000001
MEA,perm,comm,p1,scale,2090,84.17500000000001
MEA,perm,comm,p1,scale,2100,84.17500000000001
MEA,perm,comm,p1,shape,2020,1.97
MEA,perm,comm,p1,shape,2025,1.97
MEA,perm,comm,p1,shape,2030,1.97
MEA,perm,comm,p1,shape,2035,1.97
MEA,perm,comm,p1,shape,2040,1.97
MEA,perm,comm,p1,shape,2045,1.97
MEA,perm,comm,p1,shape,2050,1.97
MEA,perm,comm,p1,shape,2055,1.97
MEA,perm,comm,p1,shape,2060,1.97
MEA,perm,comm,p1,shape,2070,1.97
MEA,perm,comm,p1,shape,2080,1.97
MEA,perm,comm,p1,shape,2090,1.97
MEA,perm,comm,p1,shape,2100,1.97
MEA,perm,comm,p2,scale,2020,67.34
MEA,perm,comm,p2,scale,2025,67.34
MEA,perm,comm,p2,scale,2030,69.745
MEA,perm,comm,p2,scale,2035,72.15
MEA,perm,comm,p2,scale,2040,74.555
MEA,perm,comm,p2,scale,2045,76.96
MEA,perm,comm,p2,scale,2050,79.36500000000001
MEA,perm,comm,p2,scale,2055,81.77
MEA,perm,comm,p2,scale,2060,84.17500000000001
MEA,perm,comm,p2,scale,2070,84.17500000000001
MEA,perm,comm,p2,scale,2080,84.17500000000001
MEA,perm,comm,p2,scale,2090,84.17500000000001
MEA,perm,comm,p2,scale,2100,84.17500000000001
MEA,perm,comm,p2,shape,2020,1.97
MEA,perm,comm,p2,shape,2025,1.97
MEA,perm,comm,p2,shape,2030,1.97
MEA,perm,comm,p2,shape,2035,1.97
MEA,perm,comm,p2,shape,2040,1.97
MEA,perm,comm,p2,shape,2045,1.97
MEA,perm,comm,p2,shape,2050,1.97
MEA,perm,comm,p2,shape,2055,1.97
MEA,perm,comm,p2,shape,2060,1.97
MEA,perm,comm,p2,shape,2070,1.97
MEA,perm,comm,p2,shape,2080,1.97
MEA,perm,comm,p2,shape,2090,1.97
MEA,perm,comm,p2,shape,2100,1.97
MEA,perm,comm,p3,scale,2020,67.34
MEA,perm,comm,p3,scale,2025,67.34
MEA,perm,comm,p3,scale,2030,69.745
MEA,perm,comm,p3,scale,2035,72.15
MEA,perm,comm,p3,scale,2040,74.555
MEA,perm,comm,p3,scale,2045,76.96
MEA,perm,comm,p3,scale,2050,79.36500000000001
MEA,perm,comm,p3,scale,2055,81.77
MEA,perm,comm,p3,scale,2060,84.17500000000001
MEA,perm,comm,p3,scale,2070,84.17500000000001
MEA,perm,comm,p3,scale,2080,84.17500000000001
MEA,perm,comm,p3,scale,2090,84.17500000000001
MEA,perm,comm,p3,scale,2100,84.17500000000001
MEA,perm,comm,p3,shape,2020,1.97
MEA,perm,comm,p3,shape,2025,1.97
MEA,perm,comm,p3,shape,2030,1.97
MEA,perm,comm,p3,shape,2035,1.97
MEA,perm,comm,p3,shape,2040,1.97
MEA,perm,comm,p3,shape,2045,1.97
MEA,perm,comm,p3,shape,2050,1.97
MEA,perm,comm,p3,shape,2055,1.97
MEA,perm,comm,p3,shape,2060,1.97
MEA,perm,comm,p3,shape,2070,1.97
MEA,perm,comm,p3,shape,2080,1.97
