region_gea,year,value
AFR,2020,1.4474035897792292
AFR,2025,1.5198419900923434
AFR,2030,1.6247976572633553
AFR,2035,1.7969523588356833
AFR,2040,2.0135369994215413
AFR,2045,2.2994627267318486
AFR,2050,2.681085817175616
AFR,2055,3.188166350814111
AFR,2060,3.8433034403401862
AFR,2065,4.69018092732502
AFR,2070,5.73358689904015
AFR,2075,6.9753314729111695
AFR,2080,8.346894134173528
AFR,2085,9.723299992852777
AFR,2090,10.972760326316571
AFR,2095,12.011973761098389
AFR,2100,12.825153220473165
CPA,2020,10.237215331807176
CPA,2025,12.389084625900113
CPA,2030,13.373327976279986
CPA,2035,13.72718461926131
CPA,2040,13.72895397976916
CPA,2045,13.595471019876952
CPA,2050,13.388749924094244
CPA,2055,13.439581897307358
CPA,2060,13.469288160005496
CPA,2065,13.485348638715006
CPA,2070,13.493196529269088
CPA,2075,13.496887492770021
CPA,2080,13.498580431331424
CPA,2085,13.499352526708787
CPA,2090,13.499704456864237
CPA,2095,13.499865333043086
CPA,2100,13.499938834178426
EEU,2020,11.488169975561789
EEU,2025,14.030639826079462
EEU,2030,15.523793239946363
EEU,2035,16.123586543833728
EEU,2040,16.263764916798298
EEU,2045,16.166818999415096
EEU,2050,15.956688654158038
EEU,2055,16.045102063381414
EEU,2060,16.102173402641135
EEU,2065,16.139408795774795
EEU,2070,16.162149940982907
EEU,2075,16.17569177729733
EEU,2080,16.183821105956863
EEU,2085,16.18893046953814
EEU,2090,16.19232387735183
EEU,2095,16.194657221099817
EEU,2100,16.196272302252407
FSU,2020,7.817349153191681
FSU,2025,8.973391491179841
FSU,2030,10.132728496646441
FSU,2035,11.404317014836247
FSU,2040,12.438284983026607
FSU,2045,13.203236593184135
FSU,2050,13.740295004175827
FSU,2055,14.437357057337053
FSU,2060,15.008178554414146
FSU,2065,15.427383208150202
FSU,2070,15.712339953180553
FSU,2075,15.896948611290236
FSU,2080,16.015924340809704
FSU,2085,16.092119898281375
FSU,2090,16.13982407581221
FSU,2095,16.168075838677574
FSU,2100,16.18384721214923
LAC,2020,4.665905626180668
LAC,2025,5.957277383547237
LAC,2030,6.8811894599349746
LAC,2035,8.238068272492736
