region_gea,year,value
AFR,2020,1.4474035897792292
AFR,2025,1.5198419900923434
AFR,2030,1.6306213047804283
AFR,2035,1.8098800736474507
AFR,2040,2.035344259343074
AFR,2045,2.332788273496078
AFR,2050,2.7298328320333547
AFR,2055,3.25798021251077
AFR,2060,3.941849682400191
AFR,2065,4.81044197674361
AFR,2070,5.880601947733487
AFR,2075,7.154186126062738
AFR,2080,8.560917060690798
AFR,2085,9.9726153772849
AFR,2090,11.254113155196483
AFR,2095,12.31997308830604
AFR,2100,13.1540033030494
CPA,2020,10.237215331807176
CPA,2025,12.389084625900113
CPA,2030,13.646253037020394
CPA,2035,14.299150645063865
CPA,2040,14.60527019124379
CPA,2045,14.7776858911706
CPA,2050,14.87638880454916
CPA,2055,14.932868774785954
CPA,2060,14.96587573333944
CPA,2065,14.98372070968334
CPA,2070,14.992440588076764
CPA,2075,14.996541658633356
CPA,2080,14.99842270147936
CPA,2085,14.999280585231984
CPA,2090,14.99967161873804
CPA,2095,14.999850370047874
CPA,2100,14.999932037976029
EEU,2020,11.488169975561789
EEU,2025,14.030639826079462
EEU,2030,15.840605346884043
EEU,2035,16.7954026498268
EEU,2040,17.30187757106202
EEU,2045,17.572629347190322
EEU,2050,17.729654060175598
EEU,2055,17.827891181534902
EEU,2060,17.891303780712374
EEU,2065,17.932676439749773
EEU,2070,17.957944378869897
EEU,2075,17.9729908636637
EEU,2080,17.98202345106318
EEU,2085,17.987700521709044
EEU,2090,17.991470974835366
EEU,2095,17.994063578999796
EEU,2100,17.995858113613785
FSU,2020,7.817349153191681
FSU,2025,8.973391491179841
FSU,2030,10.339518874129022
FSU,2035,11.879496890454424
FSU,2040,13.232218067049583
FSU,2045,14.351344123026236
FSU,2050,15.266994449084253
FSU,2055,16.041507841485615
FSU,2060,16.67575394934905
FSU,2065,17.14153689794467
FSU,2070,17.45815550353395
FSU,2075,17.66327623476693
FSU,2080,17.79547148978856
FSU,2085,17.88013322031264
FSU,2090,17.933137862013567
FSU,2095,17.964528709641748
FSU,2100,17.982052457943592
LAC,2020,4.665905626180668
LAC,2025,5.957277383547237
LAC,2030,6.905853221440117
LAC,2035,8.297334950712107
